"1006309400","097711","0","","","",
"1006309600","097711","0","","","",
"1006302700","097712","0","","","",
"1006304800","097712","0","","","",
"1006306700","097712","0","","","",
"1006309800","097712","0","","","",
"1701121000","097713","0","","","",
"1701131000","097713","0","","","",
"1701141000","097713","0","","","",
"1003900000","090076","8","EUR","TNE","",
"2009619010","090067","22","","","",
"2009619090","090067","22","","","",
"2009691111","090067","40","","","","20.6","EUR","DTN","",
"2009691119","090067","40","","","","20.6","EUR","DTN","",
"2009691191","090067","40","","","","20.6","EUR","DTN","",
"2009691199","090067","40","","","","20.6","EUR","DTN","",
"2009691910","090067","40","","","",
"2009691990","090067","40","","","",
"2009695110","090067","22.4","","","",
"2009695190","090067","22.4","","","",
"2009699020","090067","22.4","","","",
"2009699080","090067","22.4","","","",
"0201100000","094450","20","","","",
"0201202000","094450","20","","","",
"0201203000","094450","20","","","",
"0201205000","094450","20","","","",
"0201209000","094450","20","","","",
"0201300000","094450","20","","","",
"0202100000","094450","20","","","",
"0202201000","094450","20","","","",
"0202203000","094450","20","","","",
"0202205000","094450","20","","","",
"0202209000","094450","20","","","",
"0202301000","094450","20","","","",
"0202305000","094450","20","","","",
"0202309000","094450","20","","","",
"0206109500","094450","20","","","",
"0206299100","094450","20","","","",
"0201300000","094700","20","","","",
"0206109500","094700","20","","","",
"0201100000","094451","20","","","",
"0201202000","094451","20","","","",
"0201203000","094451","20","","","",
"0201205000","094451","20","","","",
"0201209000","094451","20","","","",
"0201300000","094451","20","","","",
"0202100000","094451","20","","","",
"0202201000","094451","20","","","",
"0202203000","094451","20","","","",
"0202205000","094451","20","","","",
"0202209000","094451","20","","","",
"0202301000","094451","20","","","",
"0202305000","094451","20","","","",
"0202309000","094451","20","","","",
"0206109500","094451","20","","","",
"0206299100","094451","20","","","",
"0201100000","094452","20","","","",
"0201202000","094452","20","","","",
"0201203000","094452","20","","","",
"0201205000","094452","20","","","",
"0201209000","094452","20","","","",
"0201300000","094452","20","","","",
"0202100000","094452","20","","","",
"0202201000","094452","20","","","",
"0202203000","094452","20","","","",
"0202205000","094452","20","","","",
"0202209000","094452","20","","","",
"0202301000","094452","20","","","",
"0202305000","094452","20","","","",
"0202309000","094452","20","","","",
"0206109500","094452","20","","","",
"0206299100","094452","20","","","",
"0201300000","094701","20","","","",
"0206109500","094701","20","","","",
"0201100000","094002","20","","","",
"0201202000","094002","20","","","",
"0201203000","094002","20","","","",
"0201205000","094002","20","","","",
"0201209000","094002","20","","","",
"0201300000","094002","20","","","",
"0202100000","094002","20","","","",
"0202201000","094002","20","","","",
"0202203000","094002","20","","","",
"0202205000","094002","20","","","",
"0202209000","094002","20","","","",
"0202301000","094002","20","","","",
"0202305000","094002","20","","","",
"0202309000","094002","20","","","",
"0206109500","094002","20","","","",
"0206299100","094002","20","","","",
"0201100000","094455","20","","","",
"0201202000","094455","20","","","",
"0201203000","094455","20","","","",
"0201205000","094455","20","","","",
"0201209000","094455","20","","","",
"0201300000","094455","20","","","",
"0202100000","094455","20","","","",
"0202201000","094455","20","","","",
"0202203000","094455","20","","","",
"0202205000","094455","20","","","",
"0202209000","094455","20","","","",
"0202301000","094455","20","","","",
"0202305000","094455","20","","","",
"0202309000","094455","20","","","",
"0206109500","094455","20","","","",
"0206299100","094455","20","","","",
"0201209000","094454","20","","","",
"0201300000","094454","20","","","",
"0202209000","094454","20","","","",
"0202301000","094454","20","","","",
"0202305000","094454","20","","","",
"0202309000","094454","20","","","",
"0206109500","094454","20","","","",
"0206299100","094454","20","","","",
"0201300000","094453","20","","","",
"0202309000","094453","20","","","",
"0206109500","094453","20","","","",
"0206299100","094453","20","","","",
"0202100000","094003","20","","","",
"0202201000","094003","20","","","",
"0202203000","094003","20","","","",
"0202205000","094003","20","","","",
"0202209000","094003","20","","","",
"0202301000","094003","20","","","",
"0202305000","094003","20","","","",
"0202309000","094003","20","","","",
"0206299100","094003","20","","","",
"0202309000","094001","20","","","",
"0203121100","094204","389","EUR","TNE","",
"0203121900","094204","300","EUR","TNE","",
"0203191100","094204","300","EUR","TNE","",
"0203191300","094204","434","EUR","TNE","",
"0203191500","094204","233","EUR","TNE","",
"0203195500","094204","434","EUR","TNE","",
"0203195900","094204","434","EUR","TNE","",
"0203221100","094204","389","EUR","TNE","",
"0203221900","094204","300","EUR","TNE","",
"0203291100","094204","300","EUR","TNE","",
"0203291300","094204","434","EUR","TNE","",
"0203291500","094204","233","EUR","TNE","",
"0203295500","094204","434","EUR","TNE","",
"0203295900","094204","434","EUR","TNE","",
"0203195500","094038","250","EUR","TNE","",
"0203295500","094038","250","EUR","TNE","",
"0203195500","094170","250","EUR","TNE","",
"0203295500","094170","250","EUR","TNE","",
"0207113000","094067","149","EUR","TNE","",
"0207119000","094067","162","EUR","TNE","",
"0207121000","094067","149","EUR","TNE","",
"0207129000","094067","162","EUR","TNE","",
"0207131000","094068","512","EUR","TNE","",
"0207132000","094068","179","EUR","TNE","",
