"measure.sid","measure.type","geographical.area","goods.nomenclature.item.id","validity.start.date","validity.end.date","update.type"
"5152581","103","1011","4804520000","2019-03-30","","3"
"5152583","103","1011","4804591000","2019-03-30","","3"
"5152584","103","1011","4804599000","2019-03-30","","3"
"5152587","103","1011","4805110000","2019-03-30","","3"
"5152588","103","1011","4805120000","2019-03-30","","3"
"5152590","103","1011","4805191000","2019-03-30","","3"
"5152591","103","1011","4805199000","2019-03-30","","3"
"5152593","103","1011","4805240000","2019-03-30","","3"
"5152594","103","1011","4805250000","2019-03-30","","3"
"5152595","103","1011","4805300000","2019-03-30","","3"
"5152596","103","1011","4805400000","2019-03-30","","3"
"5152597","103","1011","4805500000","2019-03-30","","3"
"5152599","103","1011","4805910000","2019-03-30","","3"
"5152600","103","1011","4805920000","2019-03-30","","3"
"5152602","103","1011","4805932000","2019-03-30","","3"
"5152603","103","1011","4805938000","2019-03-30","","3"
"5152605","103","1011","4806100000","2019-03-30","","3"
"5152606","103","1011","4806200000","2019-03-30","","3"
"5152607","103","1011","4806300000","2019-03-30","","3"
"5152609","103","1011","4806401000","2019-03-30","","3"
"5152610","103","1011","4806409000","2019-03-30","","3"
"5152612","103","1011","4807003000","2019-03-30","","3"
"5152613","103","1011","4807008000","2019-03-30","","3"
"5152615","103","1011","4808100000","2019-03-30","","3"
"5152616","103","1011","4808400000","2019-03-30","","3"
"5152617","103","1011","4808900000","2019-03-30","","3"
"5152619","103","1011","4809200000","2019-03-30","","3"
"5152621","103","1011","4809900010","2019-03-30","","3"
"5152622","103","1011","4809900090","2019-03-30","","3"
"5152626","103","1011","4810130020","2019-03-30","","3"
"5152627","103","1011","4810130080","2019-03-30","","3"
"5152629","103","1011","4810140020","2019-03-30","","3"
"5152630","103","1011","4810140080","2019-03-30","","3"
"5152632","103","1011","4810190020","2019-03-30","","3"
"5152633","103","1011","4810190080","2019-03-30","","3"
"5152636","103","1011","4810220020","2019-03-30","","3"
"5152637","103","1011","4810220080","2019-03-30","","3"
"5152640","103","1011","4810293020","2019-03-30","","3"
"5152641","103","1011","4810293080","2019-03-30","","3"
"5152643","103","1011","4810298020","2019-03-30","","3"
"5152644","103","1011","4810298080","2019-03-30","","3"
"5152646","103","1011","4810310000","2019-03-30","","3"
"5152648","103","1011","4810321000","2019-03-30","","3"
"5152649","103","1011","4810329000","2019-03-30","","3"
"5152650","103","1011","4810390000","2019-03-30","","3"
"5152653","103","1011","4810921000","2019-03-30","","3"
"5152654","103","1011","4810923000","2019-03-30","","3"
"5152655","103","1011","4810929000","2019-03-30","","3"
"5152658","103","1011","4810991020","2019-03-30","","3"
"5152659","103","1011","4810991080","2019-03-30","","3"
"5152661","103","1011","4810998020","2019-03-30","","3"
"5152662","103","1011","4810998080","2019-03-30","","3"
"5152664","103","1011","4811100000","2019-03-30","","3"
"5152667","103","1011","4811412000","2019-03-30","","3"
"5152668","103","1011","4811419000","2019-03-30","","3"
"5152669","103","1011","4811490000","2019-03-30","","3"
"5152671","103","1011","4811510000","2019-03-30","","3"
"5152672","103","1011","4811590000","2019-03-30","","3"
"5152673","103","1011","4811600000","2019-03-30","","3"
"5152675","103","1011","4811900010","2019-03-30","","3"
"5152676","103","1011","4811900090","2019-03-30","","3"
"5152677","103","1011","4812000000","2019-03-30","","3"
"5152679","103","1011","4813100000","2019-03-30","","3"
"5152680","103","1011","4813200000","2019-03-30","","3"
"5152682","103","1011","4813901000","2019-03-30","","3"
"5152683","103","1011","4813909000","2019-03-30","","3"
"5152685","103","1011","4814200000","2019-03-30","","3"
"5152687","103","1011","4814901000","2019-03-30","","3"
"5152688","103","1011","4814907000","2019-03-30","","3"
"5152690","103","1011","4816200000","2019-03-30","","3"
"5152692","103","1011","4816900010","2019-03-30","","3"
"5152693","103","1011","4816900090","2019-03-30","","3"
"5152695","103","1011","4817100000","2019-03-30","","3"
"5152696","103","1011","4817200000","2019-03-30","","3"
"5152697","103","1011","4817300000","2019-03-30","","3"
"5152700","103","1011","4818101000","2019-03-30","","3"
"5152701","103","1011","4818109000","2019-03-30","","3"
"5152703","103","1011","4818201000","2019-03-30","","3"
"5152705","103","1011","4818209100","2019-03-30","","3"
"5152706","103","1011","4818209900","2019-03-30","","3"
"5152707","103","1011","4818300000","2019-03-30","","3"
"5152708","103","1011","4818500000","2019-03-30","","3"
"5152710","103","1011","4818901000","2019-03-30","","3"
"5152711","103","1011","4818909000","2019-03-30","","3"
"5152713","103","1011","4819100000","2019-03-30","","3"
"5152714","103","1011","4819200000","2019-03-30","","3"
"5152715","103","1011","4819300000","2019-03-30","","3"
"5152716","103","1011","4819400000","2019-03-30","","3"
"5152717","103","1011","4819500000","2019-03-30","","3"
"5152718","103","1011","4819600000","2019-03-30","","3"
"5152721","103","1011","4820101000","2019-03-30","","3"
"5152722","103","1011","4820103000","2019-03-30","","3"
"5152723","103","1011","4820105000","2019-03-30","","3"
"5152724","103","1011","4820109000","2019-03-30","","3"
"5152725","103","1011","4820200000","2019-03-30","","3"
"5152726","103","1011","4820300000","2019-03-30","","3"
"5152727","103","1011","4820400000","2019-03-30","","3"
"5152728","103","1011","4820500000","2019-03-30","","3"
"5152729","103","1011","4820900000","2019-03-30","","3"
"5152732","103","1011","4821101000","2019-03-30","","3"
"5152733","103","1011","4821109000","2019-03-30","","3"
"5152735","103","1011","4821901000","2019-03-30","","3"
"5152736","103","1011","4821909000","2019-03-30","","3"
"5152738","103","1011","4822100000","2019-03-30","","3"
"5152739","103","1011","4822900000","2019-03-30","","3"
"5152741","103","1011","4823200000","2019-03-30","","3"
"5152742","103","1011","4823400000","2019-03-30","","3"
"5152744","103","1011","4823610000","2019-03-30","","3"
"5152746","103","1011","4823691000","2019-03-30","","3"
"5152747","103","1011","4823699000","2019-03-30","","3"
"5152749","103","1011","4823701000","2019-03-30","","3"
"5152750","103","1011","4823709000","2019-03-30","","3"
"5152752","103","1011","4823904000","2019-03-30","","3"
"5152754","103","1011","4823908520","2019-03-30","","3"
"5152755","103","1011","4823908580","2019-03-30","","3"
"5152758","103","1011","4901100000","2019-03-30","","3"
"5152760","103","1011","4901910000","2019-03-30","","3"
"5152761","103","1011","4901990000","2019-03-30","","3"
"5152763","103","1011","4902100000","2019-03-30","","3"
"5152764","103","1011","4902900000","2019-03-30","","3"
"5152765","103","1011","4903000000","2019-03-30","","3"
"5152766","103","1011","4904000000","2019-03-30","","3"
"5152768","103","1011","4905100000","2019-03-30","","3"
"5152770","103","1011","4905910000","2019-03-30","","3"
"5152771","103","1011","4905990000","2019-03-30","","3"
"5152772","103","1011","4906000000","2019-03-30","","3"
"5152774","103","1011","4907001000","2019-03-30","","3"
"5152775","103","1011","4907003000","2019-03-30","","3"
"5152776","103","1011","4907009000","2019-03-30","","3"
"5152778","103","1011","4908100000","2019-03-30","","3"
"5152779","103","1011","4908900000","2019-03-30","","3"
"5152780","103","1011","4909000000","2019-03-30","","3"
"5152781","103","1011","4910000000","2019-03-30","","3"
"5152784","103","1011","4911101000","2019-03-30","","3"
"5152785","103","1011","4911109000","2019-03-30","","3"
"5152788","103","1011","4911910010","2019-03-30","","3"
"5152789","103","1011","4911910090","2019-03-30","","3"
"5152790","103","1011","4911990000","2019-03-30","","3"
"5152792","103","1011","5001000000","2019-03-30","","3"
"5152793","103","1011","5002000000","2019-03-30","","3"
"5152795","103","1011","5003000010","2019-03-30","","3"
"5152796","103","1011","5003000090","2019-03-30","","3"
"5152799","103","1011","5004001010","2019-03-30","","3"
"5152800","103","1011","5004001090","2019-03-30","","3"
"5152801","103","1011","5004009000","2019-03-30","","3"
"5152804","103","1011","5005001010","2019-03-30","","3"
"5152805","103","1011","5005001090","2019-03-30","","3"
"5152807","103","1011","5005009010","2019-03-30","","3"
"5152808","103","1011","5005009090","2019-03-30","","3"
"5152810","103","1011","5006001000","2019-03-30","","3"
"5152811","103","1011","5006009000","2019-03-30","","3"
"5152814","103","1011","5007100010","2019-03-30","","3"
"5152815","103","1011","5007100090","2019-03-30","","3"
"5152819","103","1011","5007201110","2019-03-30","","3"
"5152820","103","1011","5007201190","2019-03-30","","3"
"5152822","103","1011","5007201910","2019-03-30","","3"
"5152823","103","1011","5007201990","2019-03-30","","3"
"5152826","103","1011","5007202110","2019-03-30","","3"
"5152827","103","1011","5007202190","2019-03-30","","3"
"5152830","103","1011","5007203120","2019-03-30","","3"
"5152831","103","1011","5007203180","2019-03-30","","3"
"5152833","103","1011","5007203920","2019-03-30","","3"
"5152834","103","1011","5007203980","2019-03-30","","3"
"5152837","103","1011","5007204110","2019-03-30","","3"
"5152838","103","1011","5007204190","2019-03-30","","3"
"5152841","103","1011","5007205110","2019-03-30","","3"
"5152842","103","1011","5007205190","2019-03-30","","3"
"5152844","103","1011","5007205910","2019-03-30","","3"
"5152845","103","1011","5007205990","2019-03-30","","3"
"5152848","103","1011","5007206110","2019-03-30","","3"
"5152849","103","1011","5007206190","2019-03-30","","3"
"5152851","103","1011","5007206910","2019-03-30","","3"
"5152852","103","1011","5007206990","2019-03-30","","3"
"5152854","103","1011","5007207110","2019-03-30","","3"
"5152855","103","1011","5007207190","2019-03-30","","3"
"5152858","103","1011","5007901010","2019-03-30","","3"
"5152859","103","1011","5007901090","2019-03-30","","3"
"5152861","103","1011","5007903010","2019-03-30","","3"
"5152862","103","1011","5007903090","2019-03-30","","3"
"5152864","103","1011","5007905010","2019-03-30","","3"
"5152865","103","1011","5007905090","2019-03-30","","3"
"5152867","103","1011","5007909010","2019-03-30","","3"
"5152868","103","1011","5007909090","2019-03-30","","3"
"5152872","103","1011","5101110000","2019-03-30","","3"
"5152873","103","1011","5101190000","2019-03-30","","3"
"5152875","103","1011","5101210000","2019-03-30","","3"
"5152876","103","1011","5101290000","2019-03-30","","3"
"5152877","103","1011","5101300000","2019-03-30","","3"
"5152880","103","1011","5102110000","2019-03-30","","3"
"5152882","103","1011","5102191000","2019-03-30","","3"
"5152883","103","1011","5102193000","2019-03-30","","3"
"5152884","103","1011","5102194000","2019-03-30","","3"
"5152885","103","1011","5102199000","2019-03-30","","3"
"5152886","103","1011","5102200000","2019-03-30","","3"
"5152889","103","1011","5103101000","2019-03-30","","3"
"5152890","103","1011","5103109000","2019-03-30","","3"
"5152891","103","1011","5103200000","2019-03-30","","3"
"5152892","103","1011","5103300000","2019-03-30","","3"
"5152893","103","1011","5104000000","2019-03-30","","3"
"5152895","103","1011","5105100000","2019-03-30","","3"
"5152897","103","1011","5105210000","2019-03-30","","3"
"5152898","103","1011","5105290000","2019-03-30","","3"
"5152900","103","1011","5105310000","2019-03-30","","3"
"5152901","103","1011","5105390000","2019-03-30","","3"
"5152902","103","1011","5105400000","2019-03-30","","3"
"5152905","103","1011","5106101000","2019-03-30","","3"
"5152906","103","1011","5106109000","2019-03-30","","3"
"5152908","103","1011","5106201000","2019-03-30","","3"
"5152910","103","1011","5106209100","2019-03-30","","3"
"5152911","103","1011","5106209900","2019-03-30","","3"
"5152914","103","1011","5107101000","2019-03-30","","3"
"5152915","103","1011","5107109000","2019-03-30","","3"
"5152918","103","1011","5107201000","2019-03-30","","3"
"5152919","103","1011","5107203000","2019-03-30","","3"
"5152922","103","1011","5107205100","2019-03-30","","3"
"5152923","103","1011","5107205900","2019-03-30","","3"
"5152925","103","1011","5107209100","2019-03-30","","3"
"5152926","103","1011","5107209900","2019-03-30","","3"
"5152929","103","1011","5108101000","2019-03-30","","3"
"5152930","103","1011","5108109000","2019-03-30","","3"
"5152932","103","1011","5108201000","2019-03-30","","3"
"5152933","103","1011","5108209000","2019-03-30","","3"
"5152936","103","1011","5109101000","2019-03-30","","3"
"5152937","103","1011","5109109000","2019-03-30","","3"
"5152938","103","1011","5109900000","2019-03-30","","3"
"5152939","103","1011","5110000000","2019-03-30","","3"
"5152942","103","1011","5111110000","2019-03-30","","3"
"5152943","103","1011","5111190000","2019-03-30","","3"
"5152944","103","1011","5111200000","2019-03-30","","3"
"5152946","103","1011","5111301000","2019-03-30","","3"
"5152947","103","1011","5111308000","2019-03-30","","3"
"5152949","103","1011","5111901000","2019-03-30","","3"
"5152951","103","1011","5111909100","2019-03-30","","3"
"5152952","103","1011","5111909800","2019-03-30","","3"
"5152955","103","1011","5112110000","2019-03-30","","3"
"5152956","103","1011","5112190000","2019-03-30","","3"
"5152957","103","1011","5112200000","2019-03-30","","3"
"5152959","103","1011","5112301000","2019-03-30","","3"
"5152960","103","1011","5112308000","2019-03-30","","3"
"5152962","103","1011","5112901000","2019-03-30","","3"
"5152964","103","1011","5112909100","2019-03-30","","3"
"5152965","103","1011","5112909800","2019-03-30","","3"
"5152966","103","1011","5113000000","2019-03-30","","3"
"5152969","103","1011","5201001000","2019-03-30","","3"
"5152970","103","1011","5201009000","2019-03-30","","3"
"5152972","103","1011","5202100000","2019-03-30","","3"
"5152974","103","1011","5202910000","2019-03-30","","3"
"5152975","103","1011","5202990000","2019-03-30","","3"
"5152976","103","1011","5203000000","2019-03-30","","3"
"5152979","103","1011","5204110000","2019-03-30","","3"
"5152980","103","1011","5204190000","2019-03-30","","3"
"5152981","103","1011","5204200000","2019-03-30","","3"
"5152984","103","1011","5205110000","2019-03-30","","3"
"5152985","103","1011","5205120000","2019-03-30","","3"
"5152986","103","1011","5205130000","2019-03-30","","3"
"5152987","103","1011","5205140000","2019-03-30","","3"
"5152989","103","1011","5205151000","2019-03-30","","3"
"5152990","103","1011","5205159000","2019-03-30","","3"
"5152992","103","1011","5205210000","2019-03-30","","3"
"5152993","103","1011","5205220000","2019-03-30","","3"
"5152994","103","1011","5205230000","2019-03-30","","3"
"5152995","103","1011","5205240000","2019-03-30","","3"
"5152996","103","1011","5205260000","2019-03-30","","3"
"5152997","103","1011","5205270000","2019-03-30","","3"
"5152998","103","1011","5205280000","2019-03-30","","3"
"5153000","103","1011","5205310000","2019-03-30","","3"
"5153001","103","1011","5205320000","2019-03-30","","3"
"5153002","103","1011","5205330000","2019-03-30","","3"
"5153003","103","1011","5205340000","2019-03-30","","3"
"5153004","103","1011","5205350000","2019-03-30","","3"
"5153006","103","1011","5205410000","2019-03-30","","3"
"5153007","103","1011","5205420000","2019-03-30","","3"
"5153008","103","1011","5205430000","2019-03-30","","3"
"5153009","103","1011","5205440000","2019-03-30","","3"
"5153010","103","1011","5205460000","2019-03-30","","3"
"5153011","103","1011","5205470000","2019-03-30","","3"
"5153012","103","1011","5205480000","2019-03-30","","3"
"5153015","103","1011","5206110000","2019-03-30","","3"
"5153016","103","1011","5206120000","2019-03-30","","3"
"5153017","103","1011","5206130000","2019-03-30","","3"
"5153018","103","1011","5206140000","2019-03-30","","3"
"5153019","103","1011","5206150000","2019-03-30","","3"
"5153021","103","1011","5206210000","2019-03-30","","3"
"5153022","103","1011","5206220000","2019-03-30","","3"
"5153023","103","1011","5206230000","2019-03-30","","3"
"5153024","103","1011","5206240000","2019-03-30","","3"
"5153025","103","1011","5206250000","2019-03-30","","3"
"5153027","103","1011","5206310000","2019-03-30","","3"
"5153028","103","1011","5206320000","2019-03-30","","3"
"5153029","103","1011","5206330000","2019-03-30","","3"
"5153030","103","1011","5206340000","2019-03-30","","3"
"5153031","103","1011","5206350000","2019-03-30","","3"
"5153033","103","1011","5206410000","2019-03-30","","3"
"5153034","103","1011","5206420000","2019-03-30","","3"
"5153035","103","1011","5206430000","2019-03-30","","3"
"5153036","103","1011","5206440000","2019-03-30","","3"
"5153037","103","1011","5206450000","2019-03-30","","3"
"5153039","103","1011","5207100000","2019-03-30","","3"
"5153040","103","1011","5207900000","2019-03-30","","3"
"5153044","103","1011","5208111000","2019-03-30","","3"
"5153045","103","1011","5208119000","2019-03-30","","3"
"5153048","103","1011","5208121600","2019-03-30","","3"
"5153049","103","1011","5208121900","2019-03-30","","3"
"5153051","103","1011","5208129600","2019-03-30","","3"
"5153052","103","1011","5208129900","2019-03-30","","3"
"5153053","103","1011","5208130000","2019-03-30","","3"
"5153054","103","1011","5208190000","2019-03-30","","3"
"5153057","103","1011","5208211000","2019-03-30","","3"
"5153058","103","1011","5208219000","2019-03-30","","3"
"5153061","103","1011","5208221600","2019-03-30","","3"
"5153062","103","1011","5208221900","2019-03-30","","3"
"5153064","103","1011","5208229600","2019-03-30","","3"
"5153065","103","1011","5208229900","2019-03-30","","3"
"5153066","103","1011","5208230000","2019-03-30","","3"
"5153067","103","1011","5208290000","2019-03-30","","3"
"5153069","103","1011","5208310000","2019-03-30","","3"
"5153072","103","1011","5208321600","2019-03-30","","3"
"5153073","103","1011","5208321900","2019-03-30","","3"
"5153075","103","1011","5208329600","2019-03-30","","3"
"5153076","103","1011","5208329900","2019-03-30","","3"
"5153077","103","1011","5208330000","2019-03-30","","3"
"5153078","103","1011","5208390000","2019-03-30","","3"
"5153080","103","1011","5208410000","2019-03-30","","3"
"5153081","103","1011","5208420000","2019-03-30","","3"
"5153082","103","1011","5208430000","2019-03-30","","3"
"5153083","103","1011","5208490000","2019-03-30","","3"
"5153087","103","1011","5208510011","2019-03-30","","3"
"5153088","103","1011","5208510019","2019-03-30","","3"
"5153090","103","1011","5208510091","2019-03-30","","3"
"5153091","103","1011","5208510099","2019-03-30","","3"
"5153094","103","1011","5208520011","2019-03-30","","3"
"5153095","103","1011","5208520019","2019-03-30","","3"
"5153097","103","1011","5208520091","2019-03-30","","3"
"5153098","103","1011","5208520099","2019-03-30","","3"
"5153102","103","1011","5208591011","2019-03-30","","3"
"5153103","103","1011","5208591019","2019-03-30","","3"
"5153105","103","1011","5208591091","2019-03-30","","3"
"5153106","103","1011","5208591099","2019-03-30","","3"
"5153109","103","1011","5208599011","2019-03-30","","3"
"5153110","103","1011","5208599019","2019-03-30","","3"
"5153112","103","1011","5208599091","2019-03-30","","3"
"5153113","103","1011","5208599099","2019-03-30","","3"
"5153116","103","1011","5209110000","2019-03-30","","3"
"5153117","103","1011","5209120000","2019-03-30","","3"
"5153118","103","1011","5209190000","2019-03-30","","3"
"5153120","103","1011","5209210000","2019-03-30","","3"
"5153121","103","1011","5209220000","2019-03-30","","3"
"5153122","103","1011","5209290000","2019-03-30","","3"
"5153124","103","1011","5209310000","2019-03-30","","3"
"5153125","103","1011","5209320000","2019-03-30","","3"
"5153126","103","1011","5209390000","2019-03-30","","3"
"5153128","103","1011","5209410000","2019-03-30","","3"
"5153129","103","1011","5209420000","2019-03-30","","3"
"5153130","103","1011","5209430000","2019-03-30","","3"
"5153131","103","1011","5209490000","2019-03-30","","3"
"5153135","103","1011","5209510011","2019-03-30","","3"
"5153136","103","1011","5209510019","2019-03-30","","3"
"5153138","103","1011","5209510091","2019-03-30","","3"
"5153139","103","1011","5209510099","2019-03-30","","3"
"5153142","103","1011","5209520011","2019-03-30","","3"
"5153143","103","1011","5209520019","2019-03-30","","3"
"5153145","103","1011","5209520091","2019-03-30","","3"
"5153146","103","1011","5209520099","2019-03-30","","3"
"5153149","103","1011","5209590011","2019-03-30","","3"
"5153150","103","1011","5209590019","2019-03-30","","3"
"5153152","103","1011","5209590091","2019-03-30","","3"
"5153153","103","1011","5209590099","2019-03-30","","3"
"5153157","103","1011","5210110010","2019-03-30","","3"
"5153158","103","1011","5210110090","2019-03-30","","3"
"5153160","103","1011","5210190010","2019-03-30","","3"
"5153161","103","1011","5210190090","2019-03-30","","3"
"5153164","103","1011","5210210010","2019-03-30","","3"
"5153165","103","1011","5210210090","2019-03-30","","3"
"5153167","103","1011","5210290010","2019-03-30","","3"
"5153168","103","1011","5210290090","2019-03-30","","3"
"5153171","103","1011","5210310010","2019-03-30","","3"
"5153172","103","1011","5210310090","2019-03-30","","3"
"5153174","103","1011","5210320010","2019-03-30","","3"
"5153175","103","1011","5210320090","2019-03-30","","3"
"5153177","103","1011","5210390010","2019-03-30","","3"
"5153178","103","1011","5210390090","2019-03-30","","3"
"5153181","103","1011","5210410010","2019-03-30","","3"
"5153182","103","1011","5210410090","2019-03-30","","3"
"5153184","103","1011","5210490010","2019-03-30","","3"
"5153185","103","1011","5210490090","2019-03-30","","3"
"5153188","103","1011","5210510010","2019-03-30","","3"
"5153189","103","1011","5210510090","2019-03-30","","3"
"5153191","103","1011","5210590010","2019-03-30","","3"
"5153192","103","1011","5210590090","2019-03-30","","3"
"5153196","103","1011","5211110010","2019-03-30","","3"
"5153197","103","1011","5211110090","2019-03-30","","3"
"5153199","103","1011","5211120010","2019-03-30","","3"
"5153200","103","1011","5211120090","2019-03-30","","3"
"5153202","103","1011","5211190010","2019-03-30","","3"
"5153203","103","1011","5211190090","2019-03-30","","3"
"5153205","103","1011","5211200010","2019-03-30","","3"
"5153206","103","1011","5211200090","2019-03-30","","3"
"5153209","103","1011","5211310010","2019-03-30","","3"
"5153210","103","1011","5211310090","2019-03-30","","3"
"5153212","103","1011","5211320010","2019-03-30","","3"
"5153213","103","1011","5211320090","2019-03-30","","3"
"5153215","103","1011","5211390010","2019-03-30","","3"
"5153216","103","1011","5211390090","2019-03-30","","3"
"5153219","103","1011","5211410010","2019-03-30","","3"
"5153220","103","1011","5211410090","2019-03-30","","3"
"5153222","103","1011","5211420010","2019-03-30","","3"
"5153223","103","1011","5211420090","2019-03-30","","3"
"5153225","103","1011","5211430010","2019-03-30","","3"
"5153226","103","1011","5211430090","2019-03-30","","3"
"5153229","103","1011","5211491010","2019-03-30","","3"
"5153230","103","1011","5211491090","2019-03-30","","3"
"5153232","103","1011","5211499010","2019-03-30","","3"
"5153233","103","1011","5211499090","2019-03-30","","3"
"5153236","103","1011","5211510010","2019-03-30","","3"
"5153237","103","1011","5211510090","2019-03-30","","3"
"5153239","103","1011","5211520010","2019-03-30","","3"
"5153240","103","1011","5211520090","2019-03-30","","3"
"5153242","103","1011","5211590010","2019-03-30","","3"
"5153243","103","1011","5211590090","2019-03-30","","3"
"5153248","103","1011","5212111010","2019-03-30","","3"
"5153249","103","1011","5212111090","2019-03-30","","3"
"5153251","103","1011","5212119010","2019-03-30","","3"
"5153252","103","1011","5212119090","2019-03-30","","3"
"5153255","103","1011","5212121010","2019-03-30","","3"
"5153256","103","1011","5212121090","2019-03-30","","3"
"5153258","103","1011","5212129010","2019-03-30","","3"
"5153259","103","1011","5212129090","2019-03-30","","3"
"5153262","103","1011","5212131010","2019-03-30","","3"
"5153263","103","1011","5212131090","2019-03-30","","3"
"5153265","103","1011","5212139010","2019-03-30","","3"
"5153266","103","1011","5212139090","2019-03-30","","3"
"5153269","103","1011","5212141010","2019-03-30","","3"
"5153270","103","1011","5212141090","2019-03-30","","3"
"5153272","103","1011","5212149010","2019-03-30","","3"
"5153273","103","1011","5212149090","2019-03-30","","3"
"5153277","103","1011","5212151011","2019-03-30","","3"
"5153278","103","1011","5212151019","2019-03-30","","3"
"5153280","103","1011","5212151091","2019-03-30","","3"
"5153281","103","1011","5212151099","2019-03-30","","3"
"5153284","103","1011","5212159011","2019-03-30","","3"
"5153285","103","1011","5212159019","2019-03-30","","3"
"5153287","103","1011","5212159091","2019-03-30","","3"
"5153288","103","1011","5212159099","2019-03-30","","3"
"5153292","103","1011","5212211010","2019-03-30","","3"
"5153293","103","1011","5212211090","2019-03-30","","3"
"5153295","103","1011","5212219010","2019-03-30","","3"
"5153296","103","1011","5212219090","2019-03-30","","3"
"5153299","103","1011","5212221010","2019-03-30","","3"
"5153300","103","1011","5212221090","2019-03-30","","3"
"5153302","103","1011","5212229010","2019-03-30","","3"
"5153303","103","1011","5212229090","2019-03-30","","3"
"5153306","103","1011","5212231010","2019-03-30","","3"
"5153307","103","1011","5212231090","2019-03-30","","3"
"5153309","103","1011","5212239010","2019-03-30","","3"
"5153310","103","1011","5212239090","2019-03-30","","3"
"5153313","103","1011","5212241010","2019-03-30","","3"
"5153314","103","1011","5212241090","2019-03-30","","3"
"5153316","103","1011","5212249010","2019-03-30","","3"
"5153317","103","1011","5212249090","2019-03-30","","3"
"5153321","103","1011","5212251011","2019-03-30","","3"
"5153322","103","1011","5212251019","2019-03-30","","3"
"5153324","103","1011","5212251091","2019-03-30","","3"
"5153325","103","1011","5212251099","2019-03-30","","3"
"5153328","103","1011","5212259011","2019-03-30","","3"
"5153329","103","1011","5212259019","2019-03-30","","3"
"5153331","103","1011","5212259091","2019-03-30","","3"
"5153332","103","1011","5212259099","2019-03-30","","3"
"5153335","103","1011","5301100000","2019-03-30","","3"
"5153337","103","1011","5301210000","2019-03-30","","3"
"5153338","103","1011","5301290000","2019-03-30","","3"
"5153339","103","1011","5301300000","2019-03-30","","3"
"5153341","103","1011","5302100000","2019-03-30","","3"
"5153342","103","1011","5302900000","2019-03-30","","3"
"5153344","103","1011","5303100000","2019-03-30","","3"
"5153345","103","1011","5303900000","2019-03-30","","3"
"5153346","103","1011","5305000000","2019-03-30","","3"
"5153351","103","1011","5306101010","2019-03-30","","3"
"5153352","103","1011","5306101090","2019-03-30","","3"
"5153354","103","1011","5306103010","2019-03-30","","3"
"5153355","103","1011","5306103090","2019-03-30","","3"
"5153356","103","1011","5306105000","2019-03-30","","3"
"5153357","103","1011","5306109000","2019-03-30","","3"
"5153359","103","1011","5306201000","2019-03-30","","3"
"5153360","103","1011","5306209000","2019-03-30","","3"
"5153362","103","1011","5307100000","2019-03-30","","3"
"5153363","103","1011","5307200000","2019-03-30","","3"
"5153365","103","1011","5308100000","2019-03-30","","3"
"5153367","103","1011","5308201000","2019-03-30","","3"
"5153368","103","1011","5308209000","2019-03-30","","3"
"5153371","103","1011","5308901200","2019-03-30","","3"
"5153372","103","1011","5308901900","2019-03-30","","3"
"5153373","103","1011","5308905000","2019-03-30","","3"
"5153374","103","1011","5308909000","2019-03-30","","3"
"5153378","103","1011","5309111000","2019-03-30","","3"
"5153379","103","1011","5309119000","2019-03-30","","3"
"5153380","103","1011","5309190000","2019-03-30","","3"
"5153382","103","1011","5309210000","2019-03-30","","3"
"5153383","103","1011","5309290000","2019-03-30","","3"
"5153386","103","1011","5310101000","2019-03-30","","3"
"5153387","103","1011","5310109000","2019-03-30","","3"
"5153389","103","1011","5310900010","2019-03-30","","3"
"5153390","103","1011","5310900090","2019-03-30","","3"
"5153392","103","1011","5311001000","2019-03-30","","3"
"5153394","103","1011","5311009010","2019-03-30","","3"
"5153395","103","1011","5311009020","2019-03-30","","3"
"5153396","103","1011","5311009090","2019-03-30","","3"
"5153402","103","1011","5401101200","2019-03-30","","3"
"5153403","103","1011","5401101400","2019-03-30","","3"
"5153405","103","1011","5401101600","2019-03-30","","3"
"5153406","103","1011","5401101800","2019-03-30","","3"
"5153407","103","1011","5401109000","2019-03-30","","3"
"5153409","103","1011","5401201000","2019-03-30","","3"
"5153410","103","1011","5401209000","2019-03-30","","3"
"5153413","103","1011","5402110000","2019-03-30","","3"
"5153414","103","1011","5402190000","2019-03-30","","3"
"5153416","103","1011","5402200005","2019-03-30","","3"
"5153417","103","1011","5402200010","2019-03-30","","3"
"5153419","103","1011","5402310000","2019-03-30","","3"
"5153420","103","1011","5402320000","2019-03-30","","3"
"5153421","103","1011","5402330000","2019-03-30","","3"
"5153422","103","1011","5402340000","2019-03-30","","3"
"5153423","103","1011","5402390000","2019-03-30","","3"
"5153425","103","1011","5402440000","2019-03-30","","3"
"5153426","103","1011","5402450000","2019-03-30","","3"
"5153427","103","1011","5402460000","2019-03-30","","3"
"5153429","103","1011","5402470020","2019-03-30","","3"
"5153430","103","1011","5402470090","2019-03-30","","3"
"5153431","103","1011","5402480000","2019-03-30","","3"
"5153433","103","1011","5402490030","2019-03-30","","3"
"5153434","103","1011","5402490050","2019-03-30","","3"
"5153435","103","1011","5402490070","2019-03-30","","3"
"5153436","103","1011","5402490090","2019-03-30","","3"
"5153438","103","1011","5402510000","2019-03-30","","3"
"5153439","103","1011","5402520000","2019-03-30","","3"
"5153440","103","1011","5402530000","2019-03-30","","3"
"5153441","103","1011","5402590000","2019-03-30","","3"
