"goods_nomenclature_sid";"goods_nomenclature_item_id";"producline_suffix";"validity_start_date";"leaf";"number_indents"
85274;"2918999060";"80";"2007-01-01 00:00:00";"1";4
99091;"2918999065";"80";"2015-07-01 00:00:00";"1";4
92652;"2918999070";"80";"2010-07-01 00:00:00";"1";4
99092;"2918999075";"80";"2015-07-01 00:00:00";"1";4
96331;"2918999080";"80";"2012-07-01 00:00:00";"1";4
99697;"2918999085";"80";"2016-01-01 00:00:00";"1";4
85276;"2918999090";"80";"2007-01-01 00:00:00";"1";4
36796;"2919000000";"10";"1972-01-01 00:00:00";"0";0
36797;"2919000000";"80";"1972-01-01 00:00:00";"0";0
85294;"2919100000";"80";"2007-01-01 00:00:00";"1";1
85277;"2919900000";"80";"2007-01-01 00:00:00";"0";1
90401;"2919900010";"80";"2009-01-01 00:00:00";"1";2
104147;"2919900015";"80";"2019-01-01 00:00:00";"1";2
90403;"2919900030";"80";"2009-01-01 00:00:00";"1";2
90404;"2919900040";"80";"2009-01-01 00:00:00";"1";2
96332;"2919900050";"80";"2012-07-01 00:00:00";"1";2
98337;"2919900060";"80";"2014-07-01 00:00:00";"1";2
98519;"2919900070";"80";"2015-01-01 00:00:00";"1";2
90405;"2919900090";"80";"2009-01-01 00:00:00";"1";2
36808;"2920000000";"80";"1972-01-01 00:00:00";"0";0
85324;"2920110000";"10";"2007-01-01 00:00:00";"0";1
85326;"2920110000";"80";"2007-01-01 00:00:00";"1";2
85325;"2920190000";"80";"2007-01-01 00:00:00";"0";2
85327;"2920190010";"80";"2007-01-01 00:00:00";"1";3
85328;"2920190020";"80";"2007-01-01 00:00:00";"1";3
99741;"2920190030";"80";"2016-01-01 00:00:00";"1";3
85329;"2920190090";"80";"2007-01-01 00:00:00";"1";3
101318;"2920210000";"10";"2017-01-01 00:00:00";"0";1
101319;"2920210000";"80";"2017-01-01 00:00:00";"1";2
101320;"2920220000";"80";"2017-01-01 00:00:00";"1";2
101321;"2920230000";"80";"2017-01-01 00:00:00";"1";2
101322;"2920240000";"80";"2017-01-01 00:00:00";"1";2
101323;"2920290000";"80";"2017-01-01 00:00:00";"0";2
101324;"2920290010";"80";"2017-01-01 00:00:00";"1";3
103691;"2920290015";"80";"2018-01-01 00:00:00";"1";3
101325;"2920290020";"80";"2017-01-01 00:00:00";"1";3
101326;"2920290030";"80";"2017-01-01 00:00:00";"1";3
101328;"2920290040";"80";"2017-01-01 00:00:00";"1";3
103028;"2920290050";"80";"2017-07-01 00:00:00";"1";3
103029;"2920290060";"80";"2017-07-01 00:00:00";"1";3
101327;"2920290070";"80";"2017-01-01 00:00:00";"1";3
101329;"2920290090";"80";"2017-01-01 00:00:00";"1";3
101330;"2920300000";"80";"2017-01-01 00:00:00";"1";1
36810;"2920900000";"80";"1972-01-01 00:00:00";"0";1
36811;"2920901000";"80";"1972-01-01 00:00:00";"0";2
36812;"2920901010";"80";"1972-01-01 00:00:00";"1";3
104195;"2920901015";"80";"2019-01-01 00:00:00";"1";3
79324;"2920901020";"80";"2004-05-01 00:00:00";"1";3
104194;"2920901025";"80";"2019-01-01 00:00:00";"1";3
104196;"2920901035";"80";"2019-01-01 00:00:00";"1";3
81606;"2920901040";"80";"2005-07-01 00:00:00";"1";3
82301;"2920901050";"80";"2006-01-01 00:00:00";"1";3
97488;"2920901060";"80";"2013-07-01 00:00:00";"1";3
99791;"2920901070";"80";"2016-01-01 00:00:00";"1";3
100512;"2920901080";"80";"2017-01-01 00:00:00";"1";3
36813;"2920901090";"80";"1972-01-01 00:00:00";"1";3
101331;"2920907000";"80";"2017-01-01 00:00:00";"0";2
104148;"2920907030";"80";"2019-01-01 00:00:00";"1";3
101333;"2920907060";"80";"2017-01-01 00:00:00";"1";3
101335;"2920907080";"80";"2017-01-01 00:00:00";"1";3
101334;"2920907090";"80";"2017-01-01 00:00:00";"1";3
36825;"2921000000";"10";"1972-01-01 00:00:00";"0";0
36826;"2921000000";"80";"1972-01-01 00:00:00";"0";0
36827;"2921110000";"10";"1972-01-01 00:00:00";"0";1
36828;"2921110000";"80";"1972-01-01 00:00:00";"1";2
101338;"2921120000";"80";"2017-01-01 00:00:00";"1";2
101337;"2921130000";"80";"2017-01-01 00:00:00";"1";2
101339;"2921140000";"80";"2017-01-01 00:00:00";"1";2
36836;"2921190000";"80";"1972-01-01 00:00:00";"0";2
65085;"2921194000";"80";"1997-01-01 00:00:00";"1";3
85335;"2921195000";"80";"2007-01-01 00:00:00";"0";3
92653;"2921195010";"80";"2010-07-01 00:00:00";"1";4
92654;"2921195090";"80";"2010-07-01 00:00:00";"1";4
91585;"2921199900";"80";"2010-01-01 00:00:00";"0";3
91587;"2921199920";"80";"2010-01-01 00:00:00";"1";4
104149;"2921199925";"80";"2019-01-01 00:00:00";"1";4
91588;"2921199930";"80";"2010-01-01 00:00:00";"1";4
100378;"2921199945";"80";"2017-01-01 00:00:00";"1";4
97980;"2921199970";"80";"2014-01-01 00:00:00";"1";4
98520;"2921199980";"80";"2015-01-01 00:00:00";"1";4
91592;"2921199990";"80";"2010-01-01 00:00:00";"1";4
36843;"2921210000";"10";"1972-01-01 00:00:00";"0";1
36844;"2921210000";"80";"1972-01-01 00:00:00";"1";2
36845;"2921220000";"80";"1972-01-01 00:00:00";"1";2
36846;"2921290000";"80";"1972-01-01 00:00:00";"0";2
36849;"2921290020";"80";"1994-07-01 00:00:00";"1";3
36850;"2921290030";"80";"1994-07-01 00:00:00";"1";3
93130;"2921290040";"80";"2011-01-01 00:00:00";"1";3
93958;"2921290050";"80";"2012-01-01 00:00:00";"1";3
99792;"2921290060";"80";"2016-01-01 00:00:00";"1";3
36851;"2921290090";"80";"1972-01-01 00:00:00";"1";3
36852;"2921300000";"80";"1972-01-01 00:00:00";"0";1
36853;"2921301000";"80";"1972-01-01 00:00:00";"0";2
104144;"2921301010";"80";"2019-01-01 00:00:00";"1";3
104143;"2921301090";"80";"2019-01-01 00:00:00";"1";3
65089;"2921309100";"80";"1997-01-01 00:00:00";"1";2
65091;"2921309900";"80";"1997-01-01 00:00:00";"0";2
93131;"2921309930";"80";"2011-01-01 00:00:00";"1";3
97489;"2921309940";"80";"2013-07-01 00:00:00";"1";3
65093;"2921309990";"80";"1997-01-01 00:00:00";"1";3
36858;"2921410000";"10";"1972-01-01 00:00:00";"0";1
36859;"2921410000";"80";"1972-01-01 00:00:00";"0";2
98859;"2921410010";"80";"2015-01-01 00:00:00";"1";3
98857;"2921410090";"80";"2015-01-01 00:00:00";"1";3
36862;"2921420000";"80";"1972-01-01 00:00:00";"0";2
90413;"2921420015";"80";"2009-01-01 00:00:00";"1";3
90415;"2921420025";"80";"2009-01-01 00:00:00";"1";3
99699;"2921420033";"80";"2016-01-01 00:00:00";"1";3
90417;"2921420035";"80";"2009-01-01 00:00:00";"1";3
99093;"2921420040";"80";"2015-07-01 00:00:00";"1";3
90419;"2921420045";"80";"2009-01-01 00:00:00";"1";3
90420;"2921420050";"80";"2009-01-01 00:00:00";"1";3
90421;"2921420060";"80";"2009-01-01 00:00:00";"1";3
90422;"2921420070";"80";"2009-01-01 00:00:00";"1";3
90423;"2921420080";"80";"2009-01-01 00:00:00";"1";3
90424;"2921420085";"80";"2009-01-01 00:00:00";"1";3
96824;"2921420086";"80";"2013-01-01 00:00:00";"1";3
96825;"2921420087";"80";"2013-01-01 00:00:00";"1";3
96826;"2921420088";"80";"2013-01-01 00:00:00";"1";3
104244;"2921420089";"80";"2019-01-01 00:00:00";"1";3
90425;"2921420090";"80";"2009-01-01 00:00:00";"1";3
36867;"2921430000";"80";"1972-01-01 00:00:00";"0";2
70410;"2921430020";"80";"1999-01-01 00:00:00";"1";3
72709;"2921430030";"80";"2001-07-01 00:00:00";"1";3
84625;"2921430040";"80";"2006-07-01 00:00:00";"1";3
93674;"2921430050";"80";"2011-07-01 00:00:00";"1";3
93675;"2921430060";"80";"2011-07-01 00:00:00";"1";3
70411;"2921430090";"80";"1999-01-01 00:00:00";"1";3
36872;"2921440000";"80";"1972-01-01 00:00:00";"0";2
76732;"2921440020";"80";"2003-07-01 00:00:00";"1";3
67110;"2921440090";"80";"1997-07-01 00:00:00";"1";3
36873;"2921450000";"80";"1972-01-01 00:00:00";"0";2
69911;"2921450020";"80";"1998-07-01 00:00:00";"1";3
97947;"2921450050";"80";"2014-01-01 00:00:00";"1";3
103692;"2921450060";"80";"2018-01-01 00:00:00";"1";3
103693;"2921450070";"80";"2018-01-01 00:00:00";"1";3
36875;"2921450090";"80";"1994-07-01 00:00:00";"1";3
73225;"2921460000";"80";"2002-01-01 00:00:00";"1";2
36876;"2921490000";"80";"1972-01-01 00:00:00";"0";2
90930;"2921490020";"80";"2009-01-01 00:00:00";"1";3
90931;"2921490040";"80";"2009-01-01 00:00:00";"1";3
100023;"2921490060";"80";"2016-07-01 00:00:00";"1";3
93676;"2921490080";"80";"2011-07-01 00:00:00";"1";3
90429;"2921490090";"80";"2009-01-01 00:00:00";"1";3
36884;"2921510000";"10";"1972-01-01 00:00:00";"0";1
36885;"2921510000";"80";"1972-01-01 00:00:00";"0";2
65098;"2921511100";"10";"1997-01-01 00:00:00";"0";3
65099;"2921511100";"80";"1997-01-01 00:00:00";"1";4
65100;"2921511900";"80";"1997-01-01 00:00:00";"0";4
74715;"2921511910";"80";"2002-01-01 00:00:00";"1";5
84626;"2921511930";"80";"2006-07-01 00:00:00";"1";5
88352;"2921511940";"80";"2007-07-01 00:00:00";"1";5
90713;"2921511950";"80";"2009-01-01 00:00:00";"1";5
97949;"2921511960";"80";"2014-01-01 00:00:00";"1";5
99700;"2921511970";"80";"2016-01-01 00:00:00";"1";5
74716;"2921511990";"80";"2002-01-01 00:00:00";"1";5
36889;"2921519000";"80";"1972-01-01 00:00:00";"1";3
36890;"2921590000";"80";"1972-01-01 00:00:00";"0";2
90430;"2921595000";"80";"2009-01-01 00:00:00";"1";3
65101;"2921599000";"80";"1997-01-01 00:00:00";"0";3
65102;"2921599010";"80";"1997-01-01 00:00:00";"1";4
76506;"2921599030";"80";"2003-01-01 00:00:00";"1";4
82304;"2921599040";"80";"2006-01-01 00:00:00";"1";4
96829;"2921599060";"80";"2013-01-01 00:00:00";"1";4
99701;"2921599070";"80";"2016-01-01 00:00:00";"1";4
104025;"2921599080";"80";"2018-07-01 00:00:00";"1";4
65103;"2921599090";"80";"1997-01-01 00:00:00";"1";4
36896;"2922000000";"80";"1972-01-01 00:00:00";"0";0
36897;"2922110000";"10";"1972-01-01 00:00:00";"0";1
36898;"2922110000";"80";"1972-01-01 00:00:00";"1";2
36901;"2922120000";"80";"1972-01-01 00:00:00";"1";2
73229;"2922140000";"80";"2002-01-01 00:00:00";"1";2
101341;"2922150000";"80";"2017-01-01 00:00:00";"1";2
101343;"2922160000";"80";"2017-01-01 00:00:00";"1";2
101340;"2922170000";"80";"2017-01-01 00:00:00";"1";2
101342;"2922180000";"80";"2017-01-01 00:00:00";"1";2
36913;"2922190000";"80";"1972-01-01 00:00:00";"0";2
101349;"2922190020";"80";"2017-01-01 00:00:00";"1";3
101351;"2922190030";"80";"2017-01-01 00:00:00";"1";3
101352;"2922190035";"80";"2017-01-01 00:00:00";"1";3
103230;"2922190040";"80";"2017-07-01 00:00:00";"1";3
104150;"2922190045";"80";"2019-01-01 00:00:00";"1";3
101354;"2922190050";"80";"2017-01-01 00:00:00";"1";3
101355;"2922190060";"80";"2017-01-01 00:00:00";"1";3
101356;"2922190065";"80";"2017-01-01 00:00:00";"1";3
101358;"2922190075";"80";"2017-01-01 00:00:00";"1";3
101359;"2922190080";"80";"2017-01-01 00:00:00";"1";3
101360;"2922190085";"80";"2017-01-01 00:00:00";"1";3
101361;"2922190090";"80";"2017-01-01 00:00:00";"1";3
36921;"2922210000";"10";"1972-01-01 00:00:00";"0";1
36922;"2922210000";"80";"1972-01-01 00:00:00";"0";2
62583;"2922210010";"80";"1996-01-01 00:00:00";"1";3
70724;"2922210030";"80";"1999-07-01 00:00:00";"1";3
70725;"2922210040";"80";"1999-07-01 00:00:00";"1";3
82306;"2922210050";"80";"2006-01-01 00:00:00";"1";3
97951;"2922210060";"80";"2014-01-01 00:00:00";"1";3
62809;"2922210090";"80";"1996-01-01 00:00:00";"1";3
36924;"2922290000";"80";"1972-01-01 00:00:00";"0";2
58639;"2922290020";"80";"1995-07-01 00:00:00";"1";3
84627;"2922290025";"80";"2006-07-01 00:00:00";"1";3
99702;"2922290030";"80";"2016-01-01 00:00:00";"1";3
99703;"2922290040";"80";"2016-01-01 00:00:00";"1";3
85354;"2922290045";"80";"2007-01-01 00:00:00";"1";3
100076;"2922290063";"80";"2016-07-01 00:00:00";"1";3
91425;"2922290065";"80";"2010-01-01 00:00:00";"1";3
104151;"2922290067";"80";"2019-01-01 00:00:00";"1";3
70564;"2922290070";"80";"1999-01-01 00:00:00";"1";3
100379;"2922290073";"80";"2017-01-01 00:00:00";"1";3
93133;"2922290075";"80";"2011-01-01 00:00:00";"1";3
72710;"2922290080";"80";"2001-07-01 00:00:00";"1";3
97867;"2922290085";"80";"2014-01-01 00:00:00";"1";3
36928;"2922290090";"80";"1994-07-01 00:00:00";"1";3
73236;"2922310000";"10";"2002-01-01 00:00:00";"0";1
73494;"2922310000";"80";"2002-01-01 00:00:00";"1";2
73238;"2922390000";"80";"2002-01-01 00:00:00";"0";2
73239;"2922390010";"80";"2002-01-01 00:00:00";"1";3
103969;"2922390015";"80";"2018-07-01 00:00:00";"1";3
93134;"2922390020";"80";"2011-01-01 00:00:00";"1";3
100026;"2922390025";"80";"2016-07-01 00:00:00";"1";3
100025;"2922390035";"80";"2016-07-01 00:00:00";"1";3
73241;"2922390090";"80";"2002-01-01 00:00:00";"1";3
36932;"2922410000";"10";"1972-01-01 00:00:00";"0";1
36933;"2922410000";"80";"1972-01-01 00:00:00";"1";2
36934;"2922420000";"80";"1972-01-01 00:00:00";"0";2
69287;"2922420010";"80";"1998-01-01 00:00:00";"1";3
69288;"2922420090";"80";"1998-01-01 00:00:00";"1";3
59598;"2922430000";"80";"1996-01-01 00:00:00";"0";2
76733;"2922430010";"80";"2003-07-01 00:00:00";"1";3
76710;"2922430090";"80";"2003-07-01 00:00:00";"1";3
73242;"2922440000";"80";"2002-01-01 00:00:00";"1";2
36937;"2922490000";"80";"1972-01-01 00:00:00";"0";2
65104;"2922492000";"80";"1997-01-01 00:00:00";"1";3
90432;"2922498500";"80";"2009-01-01 00:00:00";"0";3
90431;"2922498510";"80";"2009-01-01 00:00:00";"1";4
96830;"2922498520";"80";"2013-01-01 00:00:00";"1";4
98521;"2922498525";"80";"2015-01-01 00:00:00";"1";4
100027;"2922498530";"80";"2016-07-01 00:00:00";"1";4
100380;"2922498535";"80";"2017-01-01 00:00:00";"1";4
90435;"2922498540";"80";"2009-01-01 00:00:00";"1";4
93677;"2922498545";"80";"2011-07-01 00:00:00";"1";4
90436;"2922498550";"80";"2009-01-01 00:00:00";"1";4
99094;"2922498555";"80";"2015-07-01 00:00:00";"1";4
90437;"2922498560";"80";"2009-01-01 00:00:00";"1";4
99705;"2922498565";"80";"2016-01-01 00:00:00";"1";4
90714;"2922498570";"80";"2009-01-01 00:00:00";"1";4
103694;"2922498575";"80";"2018-01-01 00:00:00";"1";4
98340;"2922498580";"80";"2014-07-01 00:00:00";"1";4
90438;"2922498590";"80";"2009-01-01 00:00:00";"1";4
36951;"2922500000";"80";"1972-01-01 00:00:00";"0";1
100381;"2922500010";"80";"2017-01-01 00:00:00";"1";2
103695;"2922500015";"80";"2018-01-01 00:00:00";"1";2
92657;"2922500020";"80";"2010-07-01 00:00:00";"1";2
104152;"2922500035";"80";"2019-01-01 00:00:00";"1";2
76735;"2922500070";"80";"2003-07-01 00:00:00";"1";2
36960;"2922500090";"80";"1972-01-01 00:00:00";"1";2
36961;"2923000000";"80";"1972-01-01 00:00:00";"0";0
36962;"2923100000";"80";"1972-01-01 00:00:00";"0";1
98522;"2923100010";"80";"2015-01-01 00:00:00";"1";2
98523;"2923100090";"80";"2015-01-01 00:00:00";"1";2
36965;"2923200000";"80";"1972-01-01 00:00:00";"1";1
101362;"2923300000";"80";"2017-01-01 00:00:00";"1";1
101363;"2923400000";"80";"2017-01-01 00:00:00";"1";1
36966;"2923900000";"80";"1972-01-01 00:00:00";"0";1
58577;"2923900010";"80";"1995-07-01 00:00:00";"1";2
99095;"2923900020";"80";"2015-07-01 00:00:00";"1";2
90715;"2923900025";"80";"2009-01-01 00:00:00";"1";2
100513;"2923900055";"80";"2017-01-01 00:00:00";"1";2
79268;"2923900070";"80";"2004-01-01 00:00:00";"1";2
93678;"2923900075";"80";"2011-07-01 00:00:00";"1";2
80553;"2923900080";"80";"2004-07-01 00:00:00";"1";2
98524;"2923900085";"80";"2015-01-01 00:00:00";"1";2
58576;"2923900090";"80";"1995-07-01 00:00:00";"1";2
36969;"2924000000";"80";"1972-01-01 00:00:00";"0";0
73247;"2924110000";"10";"2002-01-01 00:00:00";"0";1
73495;"2924110000";"80";"2002-01-01 00:00:00";"1";2
85355;"2924120000";"80";"2007-01-01 00:00:00";"1";2
73249;"2924190000";"80";"2002-01-01 00:00:00";"0";2
73250;"2924190010";"80";"2002-01-01 00:00:00";"1";3
98525;"2924190015";"80";"2015-01-01 00:00:00";"1";3
99706;"2924190020";"80";"2016-01-01 00:00:00";"1";3
103696;"2924190025";"80";"2018-01-01 00:00:00";"1";3
76236;"2924190030";"80";"2003-01-01 00:00:00";"1";3
99096;"2924190035";"80";"2015-07-01 00:00:00";"1";3
100382;"2924190045";"80";"2017-01-01 00:00:00";"1";3
81610;"2924190050";"80";"2005-07-01 00:00:00";"1";3
100383;"2924190055";"80";"2017-01-01 00:00:00";"1";3
88353;"2924190060";"80";"2007-07-01 00:00:00";"1";3
104153;"2924190065";"80";"2019-01-01 00:00:00";"1";3
90716;"2924190070";"80";"2009-01-01 00:00:00";"1";3
96831;"2924190080";"80";"2013-01-01 00:00:00";"1";3
99286;"2924190085";"80";"2015-07-01 00:00:00";"1";3
73252;"2924190090";"80";"2002-01-01 00:00:00";"1";3
36975;"2924210000";"10";"1972-01-01 00:00:00";"0";1
36976;"2924210000";"80";"1972-01-01 00:00:00";"0";2
90439;"2924210010";"80";"2009-01-01 00:00:00";"1";3
97963;"2924210020";"80";"2014-01-01 00:00:00";"1";3
90440;"2924210090";"80";"2009-01-01 00:00:00";"1";3
73253;"2924230000";"80";"2002-01-01 00:00:00";"1";2
73254;"2924240000";"80";"2002-01-01 00:00:00";"1";2
101364;"2924250000";"80";"2017-01-01 00:00:00";"1";2
36977;"2924290000";"80";"1972-01-01 00:00:00";"0";2
36978;"2924291000";"80";"1972-01-01 00:00:00";"1";3
101365;"2924297000";"80";"2017-01-01 00:00:00";"0";3
101366;"2924297005";"80";"2017-01-01 00:00:00";"1";4
101367;"2924297012";"80";"2017-01-01 00:00:00";"1";4
101401;"2924297015";"80";"2017-01-01 00:00:00";"1";4
101400;"2924297017";"80";"2017-01-01 00:00:00";"1";4
101399;"2924297019";"80";"2017-01-01 00:00:00";"1";4
101398;"2924297020";"80";"2017-01-01 00:00:00";"1";4
101397;"2924297023";"80";"2017-01-01 00:00:00";"1";4
101396;"2924297027";"80";"2017-01-01 00:00:00";"1";4
102890;"2924297030";"80";"2017-07-01 00:00:00";"1";4
101395;"2924297033";"80";"2017-01-01 00:00:00";"1";4
101394;"2924297037";"80";"2017-01-01 00:00:00";"1";4
101393;"2924297040";"80";"2017-01-01 00:00:00";"1";4
101391;"2924297045";"80";"2017-01-01 00:00:00";"1";4
102891;"2924297050";"80";"2017-07-01 00:00:00";"1";4
101389;"2924297053";"80";"2017-01-01 00:00:00";"1";4
101388;"2924297055";"80";"2017-01-01 00:00:00";"1";4
101387;"2924297060";"80";"2017-01-01 00:00:00";"1";4
101386;"2924297061";"80";"2017-01-01 00:00:00";"1";4
101385;"2924297062";"80";"2017-01-01 00:00:00";"1";4
101384;"2924297063";"80";"2017-01-01 00:00:00";"1";4
101383;"2924297064";"80";"2017-01-01 00:00:00";"1";4
101381;"2924297073";"80";"2017-01-01 00:00:00";"1";4
101380;"2924297075";"80";"2017-01-01 00:00:00";"1";4
101378;"2924297085";"80";"2017-01-01 00:00:00";"1";4
101377;"2924297086";"80";"2017-01-01 00:00:00";"1";4
101376;"2924297087";"80";"2017-01-01 00:00:00";"1";4
101375;"2924297088";"80";"2017-01-01 00:00:00";"1";4
101374;"2924297089";"80";"2017-01-01 00:00:00";"1";4
101373;"2924297091";"80";"2017-01-01 00:00:00";"1";4
101372;"2924297092";"80";"2017-01-01 00:00:00";"1";4
101371;"2924297093";"80";"2017-01-01 00:00:00";"1";4
101370;"2924297094";"80";"2017-01-01 00:00:00";"1";4
101369;"2924297097";"80";"2017-01-01 00:00:00";"1";4
101368;"2924297099";"80";"2017-01-01 00:00:00";"1";4
36995;"2925000000";"80";"1972-01-01 00:00:00";"0";0
36996;"2925110000";"10";"1972-01-01 00:00:00";"0";1
36997;"2925110000";"80";"1972-01-01 00:00:00";"0";2
36998;"2925110020";"80";"1972-01-01 00:00:00";"1";3
36999;"2925110090";"80";"1972-01-01 00:00:00";"1";3
73268;"2925120000";"80";"2002-01-01 00:00:00";"1";2
37000;"2925190000";"80";"1972-01-01 00:00:00";"0";2
90471;"2925192000";"80";"2009-01-01 00:00:00";"1";3
73269;"2925199500";"80";"2002-01-01 00:00:00";"0";3
73270;"2925199510";"80";"2002-01-01 00:00:00";"1";4
96834;"2925199520";"80";"2013-01-01 00:00:00";"1";4
96835;"2925199530";"80";"2013-01-01 00:00:00";"1";4
73271;"2925199590";"80";"2002-01-01 00:00:00";"1";4
85360;"2925210000";"10";"2007-01-01 00:00:00";"0";1
85361;"2925210000";"80";"2007-01-01 00:00:00";"1";2
85356;"2925290000";"80";"2007-01-01 00:00:00";"0";2
85357;"2925290010";"80";"2007-01-01 00:00:00";"1";3
97964;"2925290020";"80";"2014-01-01 00:00:00";"1";3
99707;"2925290030";"80";"2016-01-01 00:00:00";"1";3
85359;"2925290090";"80";"2007-01-01 00:00:00";"1";3
37012;"2926000000";"80";"1972-01-01 00:00:00";"0";0
37013;"2926100000";"80";"1972-01-01 00:00:00";"0";1
104248;"2926100010";"80";"2019-01-01 00:00:00";"1";2
104249;"2926100090";"80";"2019-01-01 00:00:00";"1";2
37014;"2926200000";"80";"1972-01-01 00:00:00";"1";1
73272;"2926300000";"80";"2002-01-01 00:00:00";"1";1
101402;"2926400000";"80";"2017-01-01 00:00:00";"1";1
37015;"2926900000";"80";"1972-01-01 00:00:00";"0";1
65106;"2926902000";"80";"1997-01-01 00:00:00";"1";2
101403;"2926907000";"80";"2017-01-01 00:00:00";"0";2
101404;"2926907012";"80";"2017-01-01 00:00:00";"1";3
101425;"2926907013";"80";"2017-01-01 00:00:00";"1";3
101424;"2926907014";"80";"2017-01-01 00:00:00";"1";3
103970;"2926907015";"80";"2018-07-01 00:00:00";"1";3
101423;"2926907016";"80";"2017-01-01 00:00:00";"1";3
101422;"2926907017";"80";"2017-01-01 00:00:00";"1";3
103971;"2926907018";"80";"2018-07-01 00:00:00";"1";3
104154;"2926907019";"80";"2019-01-01 00:00:00";"1";3
101421;"2926907020";"80";"2017-01-01 00:00:00";"1";3
104156;"2926907021";"80";"2019-01-01 00:00:00";"1";3
104476;"2926907022";"80";"2019-01-01 00:00:00";"1";3
101420;"2926907023";"80";"2017-01-01 00:00:00";"1";3
101419;"2926907025";"80";"2017-01-01 00:00:00";"1";3
101418;"2926907027";"80";"2017-01-01 00:00:00";"1";3
102892;"2926907030";"80";"2017-07-01 00:00:00";"1";3
103973;"2926907033";"80";"2018-07-01 00:00:00";"1";3
102777;"2926907035";"80";"2017-01-01 00:00:00";"1";3
102778;"2926907040";"80";"2017-01-01 00:00:00";"1";3
101417;"2926907050";"80";"2017-01-01 00:00:00";"1";3
101415;"2926907061";"80";"2017-01-01 00:00:00";"1";3
101414;"2926907064";"80";"2017-01-01 00:00:00";"1";3
101412;"2926907070";"80";"2017-01-01 00:00:00";"1";3
101411;"2926907074";"80";"2017-01-01 00:00:00";"1";3
101410;"2926907075";"80";"2017-01-01 00:00:00";"1";3
101409;"2926907080";"80";"2017-01-01 00:00:00";"1";3
101408;"2926907084";"80";"2017-01-01 00:00:00";"1";3
101407;"2926907086";"80";"2017-01-01 00:00:00";"1";3
101406;"2926907089";"80";"2017-01-01 00:00:00";"1";3
101405;"2926907090";"80";"2017-01-01 00:00:00";"1";3
37029;"2927000000";"80";"1972-01-01 00:00:00";"0";0
37030;"2927000010";"80";"1992-01-01 00:00:00";"1";1
37031;"2927000020";"80";"1994-07-01 00:00:00";"1";1
103975;"2927000025";"80";"2018-07-01 00:00:00";"1";1
71085;"2927000030";"80";"2000-01-01 00:00:00";"1";1
99100;"2927000035";"80";"2015-07-01 00:00:00";"1";1
98477;"2927000060";"80";"2014-07-01 00:00:00";"1";1
96837;"2927000080";"80";"2013-01-01 00:00:00";"1";1
37032;"2927000090";"80";"1992-01-01 00:00:00";"1";1
37033;"2928000000";"80";"1972-01-01 00:00:00";"0";0
65176;"2928001000";"80";"1997-01-01 00:00:00";"1";1
65177;"2928009000";"80";"1997-01-01 00:00:00";"0";1
65178;"2928009010";"80";"1997-01-01 00:00:00";"1";2
99101;"2928009013";"80";"2015-07-01 00:00:00";"1";2
100437;"2928009015";"80";"2017-01-01 00:00:00";"1";2
99102;"2928009018";"80";"2015-07-01 00:00:00";"1";2
100032;"2928009023";"80";"2016-07-01 00:00:00";"1";2
93135;"2928009025";"80";"2011-01-01 00:00:00";"1";2
100384;"2928009028";"80";"2017-01-01 00:00:00";"1";2
96334;"2928009030";"80";"2012-07-01 00:00:00";"1";2
104157;"2928009033";"80";"2019-01-01 00:00:00";"1";2
71086;"2928009040";"80";"2000-01-01 00:00:00";"1";2
97870;"2928009045";"80";"2014-01-01 00:00:00";"1";2
99708;"2928009050";"80";"2016-01-01 00:00:00";"1";2
97965;"2928009055";"80";"2014-01-01 00:00:00";"1";2
98530;"2928009065";"80";"2015-01-01 00:00:00";"1";2
91129;"2928009070";"80";"2009-07-01 00:00:00";"1";2
93968;"2928009075";"80";"2012-01-01 00:00:00";"1";2
80555;"2928009080";"80";"2004-07-01 00:00:00";"1";2
93969;"2928009085";"80";"2012-01-01 00:00:00";"1";2
65180;"2928009090";"80";"1997-01-01 00:00:00";"1";2
37042;"2929000000";"80";"1972-01-01 00:00:00";"0";0
37043;"2929100000";"80";"1972-01-01 00:00:00";"0";1
92660;"2929100015";"80";"2010-07-01 00:00:00";"1";2
97491;"2929100020";"80";"2013-07-01 00:00:00";"1";2
90475;"2929100040";"80";"2009-01-01 00:00:00";"1";2
90476;"2929100050";"80";"2009-01-01 00:00:00";"1";2
93686;"2929100055";"80";"2011-07-01 00:00:00";"1";2
90477;"2929100060";"80";"2009-01-01 00:00:00";"1";2
90479;"2929100080";"80";"2009-01-01 00:00:00";"1";2
90480;"2929100090";"80";"2009-01-01 00:00:00";"1";2
37059;"2929900000";"80";"1972-01-01 00:00:00";"0";1
77284;"2929900010";"80";"2003-09-19 00:00:00";"1";2
92655;"2929900020";"80";"2010-07-01 00:00:00";"1";2
99170;"2929900030";"80";"2015-07-01 00:00:00";"1";2
77285;"2929900090";"80";"2003-09-19 00:00:00";"1";2
37062;"2930000000";"10";"1972-01-01 00:00:00";"0";0
37063;"2930000000";"80";"1972-01-01 00:00:00";"0";0
37065;"2930200000";"80";"1972-01-01 00:00:00";"0";1
88769;"2930200010";"80";"2008-01-01 00:00:00";"1";2
93970;"2930200020";"80";"2012-01-01 00:00:00";"1";2
88768;"2930200090";"80";"2008-01-01 00:00:00";"1";2
37066;"2930300000";"80";"1972-01-01 00:00:00";"1";1
