"goods_nomenclature_sid";"goods_nomenclature_item_id";"producline_suffix";"validity_start_date";"leaf";"number_indents"
73186;"2710197100";"10";"2002-01-01 00:00:00";"0";4
73187;"2710197100";"80";"2002-01-01 00:00:00";"1";5
73188;"2710197500";"80";"2002-01-01 00:00:00";"1";5
73189;"2710198100";"10";"2002-01-01 00:00:00";"0";5
73190;"2710198100";"80";"2002-01-01 00:00:00";"0";6
99737;"2710198110";"80";"2016-01-01 00:00:00";"1";7
99738;"2710198190";"80";"2016-01-01 00:00:00";"1";7
73191;"2710198300";"80";"2002-01-01 00:00:00";"1";6
73192;"2710198500";"80";"2002-01-01 00:00:00";"1";6
73193;"2710198700";"80";"2002-01-01 00:00:00";"1";6
73194;"2710199100";"80";"2002-01-01 00:00:00";"1";6
73195;"2710199300";"80";"2002-01-01 00:00:00";"1";6
73196;"2710199900";"80";"2002-01-01 00:00:00";"0";6
99067;"2710199920";"80";"2015-07-01 00:00:00";"1";7
99739;"2710199930";"80";"2016-01-01 00:00:00";"1";7
98310;"2710199990";"80";"2014-07-01 00:00:00";"1";7
95248;"2710200000";"80";"2012-01-01 00:00:00";"0";1
95249;"2710201100";"10";"2012-01-01 00:00:00";"0";2
95250;"2710201100";"80";"2012-01-01 00:00:00";"0";3
95259;"2710201121";"10";"2012-01-01 00:00:00";"0";4
95261;"2710201121";"80";"2012-01-01 00:00:00";"1";5
95263;"2710201129";"80";"2012-01-01 00:00:00";"1";5
95265;"2710201130";"80";"2012-01-01 00:00:00";"1";4
95251;"2710201500";"80";"2012-01-01 00:00:00";"0";3
95260;"2710201521";"10";"2012-01-01 00:00:00";"0";4
95262;"2710201521";"80";"2012-01-01 00:00:00";"1";5
95264;"2710201529";"80";"2012-01-01 00:00:00";"1";5
95266;"2710201530";"80";"2012-01-01 00:00:00";"1";4
95252;"2710201700";"80";"2012-01-01 00:00:00";"0";3
95269;"2710201721";"10";"2012-01-01 00:00:00";"0";4
95271;"2710201721";"20";"2012-01-01 00:00:00";"0";5
95272;"2710201721";"80";"2012-01-01 00:00:00";"1";6
95273;"2710201729";"80";"2012-01-01 00:00:00";"1";6
95275;"2710201730";"80";"2012-01-01 00:00:00";"1";5
95279;"2710201790";"80";"2012-01-01 00:00:00";"1";4
95253;"2710201900";"80";"2012-01-01 00:00:00";"0";3
96245;"2710201910";"80";"2012-01-01 00:00:00";"1";4
96246;"2710201990";"80";"2012-01-01 00:00:00";"1";4
95254;"2710203100";"10";"2012-01-01 00:00:00";"0";2
95255;"2710203100";"80";"2012-01-01 00:00:00";"1";3
95256;"2710203500";"80";"2012-01-01 00:00:00";"1";3
95257;"2710203900";"80";"2012-01-01 00:00:00";"1";3
95258;"2710209000";"80";"2012-01-01 00:00:00";"1";2
73197;"2710910000";"10";"2002-01-01 00:00:00";"0";1
73198;"2710910000";"80";"2002-01-01 00:00:00";"1";2
73199;"2710990000";"80";"2002-01-01 00:00:00";"0";2
84744;"2710990010";"80";"2006-01-01 00:00:00";"1";3
84745;"2710990090";"80";"2006-01-01 00:00:00";"1";3
35657;"2711000000";"80";"1972-01-01 00:00:00";"0";0
35658;"2711110000";"10";"1972-01-01 00:00:00";"0";1
35659;"2711110000";"80";"1972-01-01 00:00:00";"1";2
35660;"2711120000";"80";"1972-01-01 00:00:00";"0";2
35661;"2711121100";"10";"1972-01-01 00:00:00";"0";3
35662;"2711121100";"80";"1972-01-01 00:00:00";"1";4
35663;"2711121900";"80";"1972-01-01 00:00:00";"1";4
35664;"2711129100";"10";"1972-01-01 00:00:00";"0";3
35665;"2711129100";"80";"1972-01-01 00:00:00";"1";4
35666;"2711129300";"80";"1972-01-01 00:00:00";"1";4
35667;"2711129400";"10";"1993-01-01 00:00:00";"0";4
35668;"2711129400";"80";"1993-01-01 00:00:00";"1";5
64987;"2711129700";"80";"1997-01-01 00:00:00";"1";5
35672;"2711130000";"80";"1972-01-01 00:00:00";"0";2
35673;"2711131000";"80";"1972-01-01 00:00:00";"1";3
35674;"2711133000";"80";"1972-01-01 00:00:00";"1";3
35676;"2711139100";"10";"1993-01-01 00:00:00";"0";3
35677;"2711139100";"80";"1993-01-01 00:00:00";"1";4
64988;"2711139700";"80";"1997-01-01 00:00:00";"1";4
35680;"2711140000";"80";"1972-01-01 00:00:00";"1";2
35681;"2711190000";"80";"1972-01-01 00:00:00";"1";2
35682;"2711210000";"10";"1972-01-01 00:00:00";"0";1
35683;"2711210000";"80";"1972-01-01 00:00:00";"1";2
35684;"2711290000";"80";"1972-01-01 00:00:00";"1";2
35685;"2712000000";"80";"1972-01-01 00:00:00";"0";0
35686;"2712100000";"80";"1972-01-01 00:00:00";"0";1
35687;"2712101000";"80";"1972-01-01 00:00:00";"1";2
35688;"2712109000";"80";"1972-01-01 00:00:00";"1";2
35689;"2712200000";"80";"1972-01-01 00:00:00";"0";1
64989;"2712201000";"80";"1997-01-01 00:00:00";"1";2
64990;"2712209000";"80";"1997-01-01 00:00:00";"1";2
35692;"2712900000";"80";"1972-01-01 00:00:00";"0";1
35693;"2712901100";"10";"1972-01-01 00:00:00";"0";2
35694;"2712901100";"80";"1972-01-01 00:00:00";"1";3
35695;"2712901900";"80";"1972-01-01 00:00:00";"1";3
35696;"2712903100";"10";"1972-01-01 00:00:00";"0";2
35697;"2712903100";"20";"1972-01-01 00:00:00";"0";3
35698;"2712903100";"80";"1972-01-01 00:00:00";"1";4
35699;"2712903300";"80";"1972-01-01 00:00:00";"1";4
35700;"2712903900";"80";"1972-01-01 00:00:00";"0";4
104242;"2712903910";"80";"2019-01-01 00:00:00";"1";5
104243;"2712903990";"80";"2019-01-01 00:00:00";"1";5
64991;"2712909100";"10";"1997-01-01 00:00:00";"0";3
64992;"2712909100";"80";"1997-01-01 00:00:00";"1";4
64993;"2712909900";"80";"1997-01-01 00:00:00";"0";4
103949;"2712909910";"80";"2018-07-01 00:00:00";"1";5
104107;"2712909990";"80";"2018-07-01 00:00:00";"1";5
35706;"2713000000";"80";"1972-01-01 00:00:00";"0";0
35707;"2713110000";"10";"1972-01-01 00:00:00";"0";1
35708;"2713110000";"80";"1972-01-01 00:00:00";"1";2
35709;"2713120000";"80";"1972-01-01 00:00:00";"1";2
35710;"2713200000";"80";"1972-01-01 00:00:00";"1";1
35711;"2713900000";"80";"1972-01-01 00:00:00";"0";1
35712;"2713901000";"80";"1972-01-01 00:00:00";"1";2
35713;"2713909000";"80";"1972-01-01 00:00:00";"1";2
35714;"2714000000";"80";"1972-01-01 00:00:00";"0";0
35715;"2714100000";"80";"1972-01-01 00:00:00";"1";1
35716;"2714900000";"80";"1972-01-01 00:00:00";"1";1
35717;"2715000000";"80";"1972-01-01 00:00:00";"1";0
35718;"2716000000";"80";"1972-01-01 00:00:00";"1";0
35719;"2800000000";"80";"1971-12-31 00:00:00";"0";0
35720;"2801000000";"10";"1972-01-01 00:00:00";"0";0
35721;"2801000000";"80";"1972-01-01 00:00:00";"0";0
35722;"2801100000";"80";"1972-01-01 00:00:00";"1";1
35723;"2801200000";"80";"1972-01-01 00:00:00";"1";1
35724;"2801300000";"80";"1972-01-01 00:00:00";"0";1
35725;"2801301000";"80";"1972-01-01 00:00:00";"1";2
35726;"2801309000";"80";"1972-01-01 00:00:00";"1";2
35727;"2802000000";"80";"1972-01-01 00:00:00";"1";0
35728;"2803000000";"80";"1972-01-01 00:00:00";"1";0
35732;"2804000000";"80";"1972-01-01 00:00:00";"0";0
35733;"2804100000";"80";"1972-01-01 00:00:00";"1";1
35734;"2804210000";"10";"1972-01-01 00:00:00";"0";1
35735;"2804210000";"80";"1972-01-01 00:00:00";"1";2
35736;"2804290000";"80";"1972-01-01 00:00:00";"0";2
65008;"2804291000";"80";"1997-01-01 00:00:00";"1";3
65009;"2804299000";"80";"1997-01-01 00:00:00";"1";3
35739;"2804300000";"80";"1972-01-01 00:00:00";"1";1
35740;"2804400000";"80";"1972-01-01 00:00:00";"1";1
35741;"2804500000";"80";"1972-01-01 00:00:00";"0";1
35742;"2804501000";"80";"1972-01-01 00:00:00";"1";2
35743;"2804509000";"80";"1972-01-01 00:00:00";"0";2
103848;"2804509040";"80";"2018-01-01 00:00:00";"1";3
91122;"2804509090";"80";"2009-07-01 00:00:00";"1";3
35744;"2804610000";"10";"1972-01-01 00:00:00";"0";1
35745;"2804610000";"80";"1972-01-01 00:00:00";"1";2
35746;"2804690000";"80";"1972-01-01 00:00:00";"0";2
84864;"2804690010";"80";"2006-04-21 00:00:00";"1";3
96681;"2804690020";"80";"2012-07-07 00:00:00";"1";3
84874;"2804690090";"80";"2006-04-21 00:00:00";"1";3
35747;"2804700000";"80";"1972-01-01 00:00:00";"1";1
35748;"2804800000";"80";"1972-01-01 00:00:00";"1";1
35749;"2804900000";"80";"1972-01-01 00:00:00";"1";1
35750;"2805000000";"80";"1972-01-01 00:00:00";"0";0
35751;"2805110000";"10";"1972-01-01 00:00:00";"0";1
35752;"2805110000";"80";"1972-01-01 00:00:00";"1";2
73200;"2805120000";"80";"2002-01-01 00:00:00";"0";2
99677;"2805120010";"80";"2016-01-01 00:00:00";"1";3
99678;"2805120090";"80";"2016-01-01 00:00:00";"1";3
35753;"2805190000";"80";"1972-01-01 00:00:00";"0";2
73201;"2805191000";"80";"2002-01-01 00:00:00";"1";3
73202;"2805199000";"80";"2002-01-01 00:00:00";"0";3
100149;"2805199020";"80";"2016-07-01 00:00:00";"1";4
96859;"2805199090";"80";"2013-01-01 00:00:00";"1";4
35757;"2805300000";"80";"1972-01-01 00:00:00";"0";1
35758;"2805301000";"80";"1972-01-01 00:00:00";"0";2
35759;"2805301010";"80";"1972-01-01 00:00:00";"1";3
96693;"2805301030";"10";"2013-01-01 00:00:00";"0";3
96695;"2805301030";"80";"2013-01-01 00:00:00";"1";4
96696;"2805301040";"80";"2013-01-01 00:00:00";"1";4
96697;"2805301050";"80";"2013-01-01 00:00:00";"1";4
96694;"2805301080";"80";"2013-01-01 00:00:00";"1";4
99461;"2805302000";"10";"2016-01-01 00:00:00";"0";2
99462;"2805302000";"20";"2016-01-01 00:00:00";"0";3
99463;"2805302000";"80";"2016-01-01 00:00:00";"0";4
99296;"2805302010";"80";"2016-01-01 00:00:00";"1";5
99297;"2805302020";"80";"2016-01-01 00:00:00";"1";5
99298;"2805302030";"80";"2016-01-01 00:00:00";"1";5
99299;"2805302040";"80";"2016-01-01 00:00:00";"1";5
99300;"2805302050";"80";"2016-01-01 00:00:00";"1";5
99301;"2805303000";"80";"2016-01-01 00:00:00";"0";4
99302;"2805303010";"80";"2016-01-01 00:00:00";"1";5
99303;"2805303015";"80";"2016-01-01 00:00:00";"1";5
99304;"2805303020";"80";"2016-01-01 00:00:00";"1";5
99305;"2805303025";"80";"2016-01-01 00:00:00";"1";5
99306;"2805303030";"80";"2016-01-01 00:00:00";"1";5
99307;"2805303035";"80";"2016-01-01 00:00:00";"1";5
99308;"2805303040";"80";"2016-01-01 00:00:00";"1";5
99309;"2805303045";"80";"2016-01-01 00:00:00";"1";5
99310;"2805303050";"80";"2016-01-01 00:00:00";"1";5
99311;"2805303055";"80";"2016-01-01 00:00:00";"1";5
99466;"2805304000";"80";"2016-01-01 00:00:00";"1";4
99465;"2805308000";"80";"2016-01-01 00:00:00";"1";3
35762;"2805400000";"80";"1972-01-01 00:00:00";"0";1
35763;"2805401000";"80";"1972-01-01 00:00:00";"1";2
35764;"2805409000";"80";"1972-01-01 00:00:00";"1";2
35767;"2806000000";"10";"1972-01-01 00:00:00";"0";0
35768;"2806000000";"80";"1972-01-01 00:00:00";"0";0
35769;"2806100000";"80";"1972-01-01 00:00:00";"1";1
35770;"2806200000";"80";"1972-01-01 00:00:00";"1";1
35771;"2807000000";"80";"1972-01-01 00:00:00";"1";0
35774;"2808000000";"80";"1972-01-01 00:00:00";"1";0
35775;"2809000000";"80";"1972-01-01 00:00:00";"0";0
35776;"2809100000";"80";"1972-01-01 00:00:00";"1";1
35777;"2809200000";"80";"1972-01-01 00:00:00";"1";1
35780;"2810000000";"80";"1972-01-01 00:00:00";"0";0
64996;"2810001000";"80";"1997-01-01 00:00:00";"1";1
64999;"2810009000";"80";"1997-01-01 00:00:00";"1";1
35783;"2811000000";"80";"1972-01-01 00:00:00";"0";0
35784;"2811110000";"10";"1972-01-01 00:00:00";"0";1
35785;"2811110000";"80";"1972-01-01 00:00:00";"1";2
101227;"2811120000";"80";"2017-01-01 00:00:00";"1";2
35786;"2811190000";"80";"1972-01-01 00:00:00";"0";2
56049;"2811191000";"80";"1995-01-01 00:00:00";"1";3
68618;"2811198000";"80";"1998-01-01 00:00:00";"0";3
68624;"2811198010";"80";"1998-01-01 00:00:00";"1";4
96315;"2811198020";"80";"2012-07-01 00:00:00";"1";4
68626;"2811198090";"80";"1998-01-01 00:00:00";"1";4
35789;"2811210000";"10";"1972-01-01 00:00:00";"0";1
35790;"2811210000";"80";"1972-01-01 00:00:00";"1";2
35791;"2811220000";"80";"1972-01-01 00:00:00";"0";2
71065;"2811220010";"80";"2000-01-01 00:00:00";"1";3
103711;"2811220015";"80";"2018-01-01 00:00:00";"1";3
93777;"2811220040";"80";"2012-01-01 00:00:00";"1";3
99740;"2811220060";"80";"2016-01-01 00:00:00";"1";3
71066;"2811220090";"80";"2000-01-01 00:00:00";"1";3
35793;"2811290000";"80";"1972-01-01 00:00:00";"0";2
85110;"2811290500";"80";"2007-01-01 00:00:00";"1";3
35794;"2811291000";"80";"1972-01-01 00:00:00";"1";3
35795;"2811293000";"80";"1972-01-01 00:00:00";"1";3
35796;"2811299000";"80";"1972-01-01 00:00:00";"0";3
103679;"2811299010";"80";"2018-01-01 00:00:00";"1";4
103678;"2811299090";"80";"2018-01-01 00:00:00";"1";4
35799;"2812000000";"10";"1972-01-01 00:00:00";"0";0
35800;"2812000000";"80";"1972-01-01 00:00:00";"0";0
101228;"2812110000";"10";"2017-01-01 00:00:00";"0";1
101229;"2812110000";"80";"2017-01-01 00:00:00";"1";2
101230;"2812120000";"80";"2017-01-01 00:00:00";"1";2
101231;"2812130000";"80";"2017-01-01 00:00:00";"1";2
101232;"2812140000";"80";"2017-01-01 00:00:00";"1";2
101234;"2812150000";"80";"2017-01-01 00:00:00";"1";2
101233;"2812160000";"80";"2017-01-01 00:00:00";"1";2
101235;"2812170000";"80";"2017-01-01 00:00:00";"1";2
101236;"2812190000";"80";"2017-01-01 00:00:00";"0";2
101237;"2812191000";"80";"2017-01-01 00:00:00";"1";3
101238;"2812199000";"80";"2017-01-01 00:00:00";"1";3
35808;"2812900000";"80";"1972-01-01 00:00:00";"0";1
69891;"2812900010";"80";"1998-07-01 00:00:00";"1";2
70100;"2812900090";"80";"1998-07-01 00:00:00";"1";2
35809;"2813000000";"80";"1972-01-01 00:00:00";"0";0
35810;"2813100000";"80";"1972-01-01 00:00:00";"1";1
35811;"2813900000";"80";"1972-01-01 00:00:00";"0";1
35812;"2813901000";"80";"1972-01-01 00:00:00";"1";2
35813;"2813909000";"80";"1972-01-01 00:00:00";"1";2
35814;"2814000000";"10";"1972-01-01 00:00:00";"0";0
35815;"2814000000";"80";"1972-01-01 00:00:00";"0";0
35816;"2814100000";"80";"1972-01-01 00:00:00";"1";1
35817;"2814200000";"80";"1972-01-01 00:00:00";"1";1
35818;"2815000000";"80";"1972-01-01 00:00:00";"0";0
35819;"2815110000";"10";"1972-01-01 00:00:00";"0";1
35820;"2815110000";"80";"1972-01-01 00:00:00";"1";2
35821;"2815120000";"80";"1972-01-01 00:00:00";"1";2
35822;"2815200000";"80";"1972-01-01 00:00:00";"1";1
35825;"2815300000";"80";"1972-01-01 00:00:00";"1";1
35826;"2816000000";"80";"1972-01-01 00:00:00";"0";0
35827;"2816100000";"80";"1972-01-01 00:00:00";"1";1
73203;"2816400000";"80";"2002-01-01 00:00:00";"0";1
96806;"2816400010";"80";"2013-01-01 00:00:00";"1";2
96807;"2816400090";"80";"2013-01-01 00:00:00";"1";2
35830;"2817000000";"80";"1972-01-01 00:00:00";"1";0
35831;"2818000000";"80";"1972-01-01 00:00:00";"0";0
35832;"2818100000";"80";"1972-01-01 00:00:00";"0";1
89404;"2818101100";"10";"2008-01-01 00:00:00";"0";2
89405;"2818101100";"80";"2008-01-01 00:00:00";"1";3
89406;"2818101900";"80";"2008-01-01 00:00:00";"1";3
89407;"2818109100";"10";"2008-01-01 00:00:00";"0";2
89408;"2818109100";"80";"2008-01-01 00:00:00";"0";3
99077;"2818109120";"80";"2015-07-01 00:00:00";"1";4
93649;"2818109190";"80";"2011-07-01 00:00:00";"1";4
89409;"2818109900";"80";"2008-01-01 00:00:00";"1";3
35833;"2818200000";"80";"1972-01-01 00:00:00";"0";1
91408;"2818200010";"80";"2010-01-01 00:00:00";"1";2
91409;"2818200090";"80";"2010-01-01 00:00:00";"1";2
35834;"2818300000";"80";"1972-01-01 00:00:00";"0";1
100107;"2818300020";"80";"2016-07-01 00:00:00";"1";2
100483;"2818300030";"80";"2017-01-01 00:00:00";"1";2
35836;"2818300090";"80";"1972-01-01 00:00:00";"1";2
35837;"2819000000";"80";"1972-01-01 00:00:00";"0";0
35838;"2819100000";"80";"1972-01-01 00:00:00";"1";1
35839;"2819900000";"80";"1972-01-01 00:00:00";"0";1
65000;"2819901000";"80";"1997-01-01 00:00:00";"1";2
65001;"2819909000";"80";"1997-01-01 00:00:00";"0";2
96350;"2819909010";"80";"2012-07-01 00:00:00";"1";3
96351;"2819909090";"80";"2012-07-01 00:00:00";"1";3
35842;"2820000000";"80";"1972-01-01 00:00:00";"0";0
35843;"2820100000";"80";"1972-01-01 00:00:00";"0";1
89124;"2820100010";"80";"2007-09-19 00:00:00";"1";2
89114;"2820100090";"80";"2007-09-19 00:00:00";"1";2
35844;"2820900000";"80";"1972-01-01 00:00:00";"0";1
65004;"2820901000";"80";"1997-01-01 00:00:00";"1";2
65005;"2820909000";"80";"1997-01-01 00:00:00";"1";2
35847;"2821000000";"80";"1972-01-01 00:00:00";"0";0
35848;"2821100000";"80";"1972-01-01 00:00:00";"1";1
35849;"2821200000";"80";"1972-01-01 00:00:00";"1";1
35850;"2822000000";"80";"1972-01-01 00:00:00";"1";0
35851;"2823000000";"80";"1972-01-01 00:00:00";"0";0
62566;"2823000010";"80";"1996-01-01 00:00:00";"1";1
62804;"2823000090";"80";"1996-01-01 00:00:00";"1";1
35852;"2824000000";"80";"1972-01-01 00:00:00";"0";0
35853;"2824100000";"80";"1972-01-01 00:00:00";"1";1
35855;"2824900000";"80";"1972-01-01 00:00:00";"1";1
35856;"2825000000";"80";"1972-01-01 00:00:00";"0";0
35857;"2825100000";"80";"1972-01-01 00:00:00";"0";1
96862;"2825100010";"80";"2013-01-01 00:00:00";"1";2
96863;"2825100090";"80";"2013-01-01 00:00:00";"1";2
35858;"2825200000";"80";"1972-01-01 00:00:00";"1";1
35861;"2825300000";"80";"1972-01-01 00:00:00";"1";1
35864;"2825400000";"80";"1972-01-01 00:00:00";"1";1
35865;"2825500000";"80";"1972-01-01 00:00:00";"0";1
93719;"2825500020";"80";"2011-07-01 00:00:00";"1";2
100108;"2825500030";"80";"2016-07-01 00:00:00";"1";2
93720;"2825500080";"80";"2011-07-01 00:00:00";"1";2
35866;"2825600000";"80";"1972-01-01 00:00:00";"0";1
96864;"2825600010";"80";"2013-01-01 00:00:00";"1";2
96865;"2825600090";"80";"2013-01-01 00:00:00";"1";2
35869;"2825700000";"80";"1972-01-01 00:00:00";"0";1
100369;"2825700010";"80";"2017-01-01 00:00:00";"1";2
102864;"2825700020";"80";"2017-07-01 00:00:00";"1";2
100368;"2825700090";"80";"2017-01-01 00:00:00";"1";2
35870;"2825800000";"80";"1972-01-01 00:00:00";"1";1
35871;"2825900000";"80";"1972-01-01 00:00:00";"0";1
65006;"2825901100";"10";"1997-01-01 00:00:00";"0";2
65007;"2825901100";"80";"1997-01-01 00:00:00";"1";3
65010;"2825901900";"80";"1997-01-01 00:00:00";"1";3
35875;"2825902000";"80";"1972-01-01 00:00:00";"1";2
35877;"2825904000";"80";"1972-01-01 00:00:00";"0";2
88915;"2825904030";"80";"2008-01-01 00:00:00";"1";3
88916;"2825904080";"80";"2008-01-01 00:00:00";"1";3
56051;"2825906000";"80";"1995-01-01 00:00:00";"1";2
90264;"2825908500";"80";"2009-01-01 00:00:00";"0";2
101736;"2825908510";"80";"2017-07-09 00:00:00";"1";3
103199;"2825908590";"80";"2017-07-09 00:00:00";"1";3
35883;"2826000000";"10";"1972-01-01 00:00:00";"0";0
35884;"2826000000";"80";"1972-01-01 00:00:00";"0";0
85131;"2826120000";"10";"2007-01-01 00:00:00";"0";1
35887;"2826120000";"80";"1972-01-01 00:00:00";"1";2
35888;"2826190000";"80";"1972-01-01 00:00:00";"0";2
85124;"2826191000";"80";"2007-01-01 00:00:00";"1";3
85125;"2826199000";"80";"2007-01-01 00:00:00";"0";3
93652;"2826199010";"80";"2011-07-01 00:00:00";"1";4
93651;"2826199090";"80";"2011-07-01 00:00:00";"1";4
35890;"2826300000";"80";"1972-01-01 00:00:00";"1";1
35891;"2826900000";"80";"1972-01-01 00:00:00";"0";1
35892;"2826901000";"80";"1972-01-01 00:00:00";"1";2
85128;"2826908000";"80";"2007-01-01 00:00:00";"0";2
104192;"2826908010";"80";"2019-01-01 00:00:00";"1";3
104193;"2826908020";"80";"2019-01-01 00:00:00";"1";3
104191;"2826908090";"80";"2019-01-01 00:00:00";"1";3
35894;"2827000000";"80";"1972-01-01 00:00:00";"0";0
35895;"2827100000";"80";"1972-01-01 00:00:00";"1";1
35896;"2827200000";"80";"1972-01-01 00:00:00";"1";1
35897;"2827310000";"10";"1972-01-01 00:00:00";"0";1
35898;"2827310000";"80";"1972-01-01 00:00:00";"1";2
35899;"2827320000";"80";"1972-01-01 00:00:00";"1";2
35902;"2827350000";"80";"1972-01-01 00:00:00";"1";2
35909;"2827390000";"80";"1972-01-01 00:00:00";"0";2
59544;"2827391000";"80";"1996-01-01 00:00:00";"1";3
85132;"2827392000";"80";"2007-01-01 00:00:00";"1";3
85133;"2827393000";"80";"2007-01-01 00:00:00";"1";3
85134;"2827398500";"80";"2007-01-01 00:00:00";"0";3
85135;"2827398510";"80";"2007-01-01 00:00:00";"1";4
88346;"2827398520";"80";"2007-07-01 00:00:00";"1";4
98311;"2827398540";"80";"2014-07-01 00:00:00";"1";4
85136;"2827398590";"80";"2007-01-01 00:00:00";"1";4
35912;"2827410000";"10";"1972-01-01 00:00:00";"0";1
35913;"2827410000";"80";"1972-01-01 00:00:00";"1";2
35914;"2827490000";"80";"1972-01-01 00:00:00";"0";2
35915;"2827491000";"80";"1972-01-01 00:00:00";"1";3
35916;"2827499000";"80";"1972-01-01 00:00:00";"0";3
90681;"2827499010";"80";"2009-01-01 00:00:00";"1";4
90680;"2827499090";"80";"2009-01-01 00:00:00";"1";4
35917;"2827510000";"10";"1972-01-01 00:00:00";"0";1
35918;"2827510000";"80";"1972-01-01 00:00:00";"1";2
35919;"2827590000";"80";"1972-01-01 00:00:00";"1";2
35920;"2827600000";"80";"1972-01-01 00:00:00";"0";1
99068;"2827600010";"80";"2015-07-01 00:00:00";"1";2
99069;"2827600090";"80";"2015-07-01 00:00:00";"1";2
35923;"2828000000";"80";"1972-01-01 00:00:00";"0";0
35924;"2828100000";"80";"1972-01-01 00:00:00";"1";1
35927;"2828900000";"80";"1972-01-01 00:00:00";"1";1
35928;"2829000000";"80";"1972-01-01 00:00:00";"0";0
35929;"2829110000";"10";"1972-01-01 00:00:00";"0";1
35930;"2829110000";"80";"1972-01-01 00:00:00";"1";2
35931;"2829190000";"80";"1972-01-01 00:00:00";"1";2
35932;"2829900000";"80";"1972-01-01 00:00:00";"0";1
35933;"2829901000";"80";"1972-01-01 00:00:00";"1";2
68636;"2829904000";"80";"1998-01-01 00:00:00";"1";2
56057;"2829908000";"80";"1995-01-01 00:00:00";"1";2
35935;"2830000000";"80";"1972-01-01 00:00:00";"0";0
35936;"2830100000";"80";"1972-01-01 00:00:00";"0";1
74722;"2830100010";"80";"2002-01-01 00:00:00";"1";2
74723;"2830100090";"80";"2002-01-01 00:00:00";"1";2
35939;"2830900000";"80";"1972-01-01 00:00:00";"0";1
35941;"2830901100";"80";"1972-01-01 00:00:00";"1";2
85137;"2830908500";"80";"2007-01-01 00:00:00";"1";2
35944;"2831000000";"80";"1972-01-01 00:00:00";"0";0
35945;"2831100000";"80";"1972-01-01 00:00:00";"1";1
35946;"2831900000";"80";"1972-01-01 00:00:00";"1";1
35947;"2832000000";"80";"1972-01-01 00:00:00";"0";0
35948;"2832100000";"80";"1972-01-01 00:00:00";"1";1
35949;"2832200000";"80";"1972-01-01 00:00:00";"1";1
35950;"2832300000";"80";"1972-01-01 00:00:00";"1";1
35951;"2833000000";"80";"1972-01-01 00:00:00";"0";0
35952;"2833110000";"10";"1972-01-01 00:00:00";"0";1
35953;"2833110000";"80";"1972-01-01 00:00:00";"1";2
35954;"2833190000";"80";"1972-01-01 00:00:00";"1";2
35955;"2833210000";"10";"1972-01-01 00:00:00";"0";1
35956;"2833210000";"80";"1972-01-01 00:00:00";"1";2
35957;"2833220000";"80";"1972-01-01 00:00:00";"1";2
35961;"2833240000";"80";"1972-01-01 00:00:00";"1";2
35962;"2833250000";"80";"1972-01-01 00:00:00";"1";2
35967;"2833270000";"80";"1972-01-01 00:00:00";"1";2
35968;"2833290000";"80";"1972-01-01 00:00:00";"0";2
85140;"2833292000";"80";"2007-01-01 00:00:00";"1";3
35970;"2833293000";"80";"1972-01-01 00:00:00";"1";3
85144;"2833296000";"80";"2007-01-01 00:00:00";"1";3
90265;"2833298000";"80";"2009-01-01 00:00:00";"0";3
93721;"2833298020";"80";"2011-07-01 00:00:00";"1";4
93725;"2833298030";"80";"2011-07-01 00:00:00";"1";4
103534;"2833298040";"80";"2018-01-01 00:00:00";"1";4
93722;"2833298080";"80";"2011-07-01 00:00:00";"1";4
35974;"2833300000";"80";"1972-01-01 00:00:00";"1";1
35977;"2833400000";"80";"1972-01-01 00:00:00";"1";1
35978;"2834000000";"80";"1972-01-01 00:00:00";"0";0
35979;"2834100000";"80";"1972-01-01 00:00:00";"1";1
35982;"2834210000";"10";"1972-01-01 00:00:00";"0";1
35983;"2834210000";"80";"1972-01-01 00:00:00";"1";2
35985;"2834290000";"80";"1972-01-01 00:00:00";"0";2
70392;"2834292000";"80";"1999-01-01 00:00:00";"1";3
88031;"2834294000";"80";"2007-01-01 00:00:00";"1";3
73205;"2834298000";"80";"2002-01-01 00:00:00";"1";3
35990;"2835000000";"80";"1972-01-01 00:00:00";"0";0
35991;"2835100000";"80";"1972-01-01 00:00:00";"0";1
90057;"2835100010";"80";"2008-07-01 00:00:00";"1";2
98312;"2835100020";"80";"2014-07-01 00:00:00";"1";2
104125;"2835100030";"80";"2019-01-01 00:00:00";"1";2
90058;"2835100090";"80";"2008-07-01 00:00:00";"1";2
63131;"2835220000";"10";"1972-01-01 00:00:00";"0";1
35994;"2835220000";"80";"1972-01-01 00:00:00";"1";2
35998;"2835240000";"80";"1972-01-01 00:00:00";"1";2
35999;"2835250000";"80";"1972-01-01 00:00:00";"1";2
36002;"2835260000";"80";"1972-01-01 00:00:00";"1";2
36011;"2835290000";"80";"1972-01-01 00:00:00";"0";2
59546;"2835291000";"80";"1996-01-01 00:00:00";"1";3
85145;"2835293000";"80";"2007-01-01 00:00:00";"1";3
59547;"2835299000";"80";"1996-01-01 00:00:00";"1";3
36012;"2835310000";"10";"1972-01-01 00:00:00";"0";1
36013;"2835310000";"80";"1972-01-01 00:00:00";"1";2
36014;"2835390000";"80";"1972-01-01 00:00:00";"1";2
36021;"2836000000";"80";"1972-01-01 00:00:00";"0";0
36023;"2836200000";"80";"1972-01-01 00:00:00";"1";1
