Commodity,Suffix,Start,End,Description,Indents
40940,5007901000,80,1972-01-01 00:00:00,,"Unbleached, scoured or bleached"
40943,5007903000,80,1972-01-01 00:00:00,,Dyed
40946,5007905000,80,1972-01-01 00:00:00,,Of yarns of different colours
40949,5007909000,80,1972-01-01 00:00:00,,Printed
40952,5100000000,80,1971-12-31 00:00:00,,"WOOL, FINE OR COARSE ANIMAL HAIR; HORSEHAIR YARN AND WOVEN FABRIC"
40953,5101000000,80,1972-01-01 00:00:00,,"Wool, not carded or combed"
40954,5101110000,10,1972-01-01 00:00:00,,"Greasy, including fleece-washed wool"
40957,5101210000,10,1972-01-01 00:00:00,,"Degreased, not carbonised"
40961,5102000000,80,1972-01-01 00:00:00,,"Fine or coarse animal hair, not carded or combed"
40968,5103000000,80,1972-01-01 00:00:00,,"Waste of wool or of fine or coarse animal hair, including yarn waste but excluding garnetted stock"
40969,5103100000,80,1972-01-01 00:00:00,,Noils of wool or of fine animal hair
40979,5105000000,80,1972-01-01 00:00:00,,"Wool and fine or coarse animal hair, carded or combed (including combed wool in fragments)"
40981,5105210000,10,1972-01-01 00:00:00,,Wool tops and other combed wool
40988,5106000000,80,1972-01-01 00:00:00,,"Yarn of carded wool, not put up for retail sale"
40989,5106100000,80,1972-01-01 00:00:00,,Containing 85|% or more by weight of wool
40932,5007206190,80,1972-01-01 00:00:00,,Other
40992,5106200000,80,1972-01-01 00:00:00,,Containing less than 85|% by weight of wool
40996,5106209100,10,1972-01-01 00:00:00,,Other
40999,5107000000,80,1972-01-01 00:00:00,,"Yarn of combed wool, not put up for retail sale"
41000,5107100000,80,1972-01-01 00:00:00,,Containing 85|% or more by weight of wool
41003,5107200000,80,1972-01-01 00:00:00,,Containing less than 85|% by weight of wool
41004,5107201000,10,1972-01-01 00:00:00,,Containing 85|% or more by weight of wool and fine animal hair
41007,5107205100,10,1972-01-01 00:00:00,,Other
41008,5107205100,20,1972-01-01 00:00:00,,Mixed solely or mainly with synthetic staple fibres
41011,5107209100,10,1972-01-01 00:00:00,,Otherwise mixed
41014,5108000000,80,1972-01-01 00:00:00,,"Yarn of fine animal hair (carded or combed), not put up for retail sale"
41015,5108100000,80,1972-01-01 00:00:00,,Carded
41018,5108200000,80,1972-01-01 00:00:00,,Combed
41021,5109000000,80,1972-01-01 00:00:00,,"Yarn of wool or of fine animal hair, put up for retail sale"
41022,5109100000,80,1972-01-01 00:00:00,,Containing 85|% or more by weight of wool or of fine animal hair
41029,5111000000,80,1972-01-01 00:00:00,,Woven fabrics of carded wool or of carded fine animal hair
41030,5111110000,10,1972-01-01 00:00:00,,Containing 85|% or more by weight of wool or of fine animal hair
41036,5111300000,80,1972-01-01 00:00:00,,"Other, mixed mainly or solely with man-made staple fibres"
41040,5111900000,80,1972-01-01 00:00:00,,Other
41042,5111909100,10,1972-01-01 00:00:00,,Other
41046,5112000000,80,1972-01-01 00:00:00,,Woven fabrics of combed wool or of combed fine animal hair
41047,5112110000,10,1972-01-01 00:00:00,,Containing 85|% or more by weight of wool or of fine animal hair
40997,5106209100,80,1972-01-01 00:00:00,,Unbleached
41053,5112300000,80,1972-01-01 00:00:00,,"Other, mixed mainly or solely with man-made staple fibres"
41057,5112900000,80,1972-01-01 00:00:00,,Other
41059,5112909100,10,1972-01-01 00:00:00,,Other
41064,5200000000,80,1971-12-31 00:00:00,,COTTON
41065,5201000000,80,1972-01-01 00:00:00,,"Cotton, not carded or combed"
41068,5202000000,80,1972-01-01 00:00:00,,Cotton waste (including yarn waste and garnetted stock)
41070,5202910000,10,1972-01-01 00:00:00,,Other
41074,5204000000,80,1972-01-01 00:00:00,,"Cotton sewing thread, whether or not put up for retail sale"
41075,5204110000,10,1972-01-01 00:00:00,,Not put up for retail sale
41079,5205000000,80,1972-01-01 00:00:00,,"Cotton yarn (other than sewing thread), containing 85|% or more by weight of cotton, not put up for retail sale"
41080,5205110000,10,1972-01-01 00:00:00,,"Single yarn, of uncombed fibres"
41085,5205150000,80,1972-01-01 00:00:00,,Measuring less than 125|decitex (exceeding 80|metric number)
41088,5205210000,10,1972-01-01 00:00:00,,"Single yarn, of combed fibres"
41067,5201009000,80,1972-01-01 00:00:00,,Other
41097,5205310000,10,1972-01-01 00:00:00,,"Multiple (folded) or cabled yarn, of uncombed fibres"
41098,5205310000,80,1972-01-01 00:00:00,,"Measuring per single yarn 714,29|decitex or more (not exceeding 14|metric number per single yarn)"
41105,5205410000,10,1972-01-01 00:00:00,,"Multiple (folded) or cabled yarn, of combed fibres"
41114,5206000000,80,1972-01-01 00:00:00,,"Cotton yarn (other than sewing thread), containing less than 85|% by weight of cotton, not put up for retail sale"
41115,5206110000,10,1972-01-01 00:00:00,,"Single yarn, of uncombed fibres"
41123,5206210000,10,1972-01-01 00:00:00,,"Single yarn, of combed fibres"
41131,5206310000,10,1972-01-01 00:00:00,,"Multiple (folded) or cabled yarn, of uncombed fibres"
41139,5206410000,10,1972-01-01 00:00:00,,"Multiple (folded) or cabled yarn, of combed fibres"
41147,5207000000,80,1972-01-01 00:00:00,,Cotton yarn (other than sewing thread) put up for retail sale
41150,5208000000,80,1972-01-01 00:00:00,,"Woven fabrics of cotton, containing 85|% or more by weight of cotton, weighing not more than 200|g/m$2"
41151,5208110000,10,1972-01-01 00:00:00,,Unbleached
41152,5208110000,80,1972-01-01 00:00:00,,"Plain weave, weighing not more than 100|g/m$2"
41159,5208120000,80,1972-01-01 00:00:00,,"Plain weave, weighing more than 100|g/m$2"
41192,5208210000,10,1972-01-01 00:00:00,,Bleached
41193,5208210000,80,1972-01-01 00:00:00,,"Plain weave, weighing not more than 100|g/m$2"
41200,5208220000,80,1972-01-01 00:00:00,,"Plain weave, weighing more than 100|g/m$2"
41233,5208310000,10,1972-01-01 00:00:00,,Dyed
41237,5208320000,80,1972-01-01 00:00:00,,"Plain weave, weighing more than 100|g/m$2"
41270,5208410000,10,1972-01-01 00:00:00,,Of yarns of different colours
41283,5208510000,10,1972-01-01 00:00:00,,Printed
41284,5208510000,80,1972-01-01 00:00:00,,"Plain weave, weighing not more than 100|g/m$2"
41285,5208510011,10,1972-01-01 00:00:00,,Manufactured on handlooms
41288,5208510091,10,1972-01-01 00:00:00,,Other
41291,5208520000,80,1972-01-01 00:00:00,,"Plain weave, weighing more than 100|g/m$2"
41313,5208590000,80,1972-01-01 00:00:00,,Other fabrics
41320,5209000000,80,1972-01-01 00:00:00,,"Woven fabrics of cotton, containing 85|% or more by weight of cotton, weighing more than 200|g/m$2"
41321,5209110000,10,1972-01-01 00:00:00,,Unbleached
41331,5209210000,10,1972-01-01 00:00:00,,Bleached
41341,5209310000,10,1972-01-01 00:00:00,,Dyed
41351,5209410000,10,1972-01-01 00:00:00,,Of yarns of different colours
41368,5209510000,10,1972-01-01 00:00:00,,Printed
41369,5209510000,80,1972-01-01 00:00:00,,Plain weave
41370,5209510011,10,1972-01-01 00:00:00,,Manufactured on handlooms
41373,5209510091,10,1972-01-01 00:00:00,,Other
41376,5209520000,80,1972-01-01 00:00:00,,"3-thread or 4-thread twill, including cross twill"
41377,5209520011,10,1972-01-01 00:00:00,,Manufactured on handlooms
41380,5209520091,10,1972-01-01 00:00:00,,Other
41383,5209590000,80,1972-01-01 00:00:00,,Other fabrics
41384,5209590011,10,1972-01-01 00:00:00,,Manufactured on handlooms
41387,5209590091,10,1972-01-01 00:00:00,,Other
41390,5210000000,80,1972-01-01 00:00:00,,"Woven fabrics of cotton, containing less than 85|% by weight of cotton, mixed mainly or solely with man-made fibres, weighing not more than 200|g/m$2"
41391,5210110000,10,1972-01-01 00:00:00,,Unbleached
41392,5210110000,80,1972-01-01 00:00:00,,Plain weave
41402,5210190000,80,1972-01-01 00:00:00,,Other fabrics
41405,5210210000,10,1972-01-01 00:00:00,,Bleached
41406,5210210000,80,1972-01-01 00:00:00,,Plain weave
41416,5210290000,80,1972-01-01 00:00:00,,Other fabrics
41419,5210310000,10,1972-01-01 00:00:00,,Dyed
41420,5210310000,80,1972-01-01 00:00:00,,Plain weave
41427,5210320000,80,1972-01-01 00:00:00,,"3-thread or 4-thread twill, including cross twill"
41430,5210390000,80,1972-01-01 00:00:00,,Other fabrics
41433,5210410000,10,1972-01-01 00:00:00,,Of yarns of different colours
41434,5210410000,80,1972-01-01 00:00:00,,Plain weave
41440,5210490000,80,1972-01-01 00:00:00,,Other fabrics
41443,5210510000,10,1972-01-01 00:00:00,,Printed
41444,5210510000,80,1972-01-01 00:00:00,,Plain weave
41450,5210590000,80,1972-01-01 00:00:00,,Other fabrics
41453,5211000000,80,1972-01-01 00:00:00,,"Woven fabrics of cotton, containing less than 85|% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200|g/m$2"
41454,5211110000,10,1972-01-01 00:00:00,,Unbleached
41455,5211110000,80,1972-01-01 00:00:00,,Plain weave
41458,5211120000,80,1972-01-01 00:00:00,,"3-thread or 4-thread twill, including cross twill"
41379,5209520019,80,1972-01-01 00:00:00,,Other
41461,5211190000,80,1972-01-01 00:00:00,,Other fabrics
41474,5211310000,10,1972-01-01 00:00:00,,Dyed
41475,5211310000,80,1972-01-01 00:00:00,,Plain weave
41478,5211320000,80,1972-01-01 00:00:00,,"3-thread or 4-thread twill, including cross twill"
41481,5211390000,80,1972-01-01 00:00:00,,Other fabrics
41484,5211410000,10,1972-01-01 00:00:00,,Of yarns of different colours
41485,5211410000,80,1972-01-01 00:00:00,,Plain weave
41488,5211420000,80,1972-01-01 00:00:00,,Denim
41491,5211430000,80,1972-01-01 00:00:00,,"Other fabrics of 3-thread or 4-thread twill, including cross twill"
41494,5211490000,80,1972-01-01 00:00:00,,Other fabrics
41502,5211499000,80,1972-01-01 00:00:00,,Other
41505,5211510000,10,1972-01-01 00:00:00,,Printed
41506,5211510000,80,1972-01-01 00:00:00,,Plain weave
41509,5211520000,80,1972-01-01 00:00:00,,"3-thread or 4-thread twill, including cross twill"
41512,5211590000,80,1972-01-01 00:00:00,,Other fabrics
41515,5212000000,80,1972-01-01 00:00:00,,Other woven fabrics of cotton
41516,5212110000,10,1972-01-01 00:00:00,,Weighing not more than 200|g/m$2
41517,5212110000,80,1972-01-01 00:00:00,,Unbleached
41518,5212111000,80,1972-01-01 00:00:00,,Mixed mainly or solely with flax
41521,5212119000,80,1972-01-01 00:00:00,,Otherwise mixed
41524,5212120000,80,1972-01-01 00:00:00,,Bleached
41525,5212121000,80,1972-01-01 00:00:00,,Mixed mainly or solely with flax
41528,5212129000,80,1972-01-01 00:00:00,,Otherwise mixed
41531,5212130000,80,1972-01-01 00:00:00,,Dyed
41463,5211190090,80,1972-01-01 00:00:00,,Other
41532,5212131000,80,1972-01-01 00:00:00,,Mixed mainly or solely with flax
41535,5212139000,80,1972-01-01 00:00:00,,Otherwise mixed
41538,5212140000,80,1972-01-01 00:00:00,,Of yarns of different colours
41539,5212141000,80,1972-01-01 00:00:00,,Mixed mainly or solely with flax
41542,5212149000,80,1972-01-01 00:00:00,,Otherwise mixed
41545,5212150000,80,1972-01-01 00:00:00,,Printed
41546,5212151000,80,1972-01-01 00:00:00,,Mixed mainly or solely with flax
41547,5212151011,10,1972-01-01 00:00:00,,Manufactured on handlooms
41551,5212151091,10,1972-01-01 00:00:00,,Other
41554,5212159000,80,1972-01-01 00:00:00,,Otherwise mixed
41555,5212159011,10,1972-01-01 00:00:00,,Manufactured on handlooms
41558,5212159091,10,1972-01-01 00:00:00,,Other
41561,5212210000,10,1972-01-01 00:00:00,,Weighing more than 200|g/m$2
41562,5212210000,80,1972-01-01 00:00:00,,Unbleached
41563,5212211000,80,1972-01-01 00:00:00,,Mixed mainly or solely with flax
41566,5212219000,80,1972-01-01 00:00:00,,Otherwise mixed
41569,5212220000,80,1972-01-01 00:00:00,,Bleached
41570,5212221000,80,1972-01-01 00:00:00,,Mixed mainly or solely with flax
41573,5212229000,80,1972-01-01 00:00:00,,Otherwise mixed
41576,5212230000,80,1972-01-01 00:00:00,,Dyed
41577,5212231000,80,1972-01-01 00:00:00,,Mixed mainly or solely with flax
41580,5212239000,80,1972-01-01 00:00:00,,Otherwise mixed
41583,5212240000,80,1972-01-01 00:00:00,,Of yarns of different colours
41584,5212241000,80,1972-01-01 00:00:00,,Mixed mainly or solely with flax
41587,5212249000,80,1972-01-01 00:00:00,,Otherwise mixed
41590,5212250000,80,1972-01-01 00:00:00,,Printed
41591,5212251000,80,1972-01-01 00:00:00,,Mixed mainly or solely with flax
41592,5212251011,10,1972-01-01 00:00:00,,Manufactured on handlooms
41595,5212251091,10,1972-01-01 00:00:00,,Other
41598,5212259000,80,1972-01-01 00:00:00,,Otherwise mixed
41599,5212259011,10,1972-01-01 00:00:00,,Manufactured on handlooms
41602,5212259091,10,1972-01-01 00:00:00,,Other
41605,5300000000,80,1971-12-31 00:00:00,,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN
41606,5301000000,80,1972-01-01 00:00:00,,"Flax, raw or processed but not spun; flax tow and waste (including yarn waste and garnetted stock)"
41608,5301210000,10,1972-01-01 00:00:00,,"Flax, broken, scutched, hackled or otherwise processed, but not spun"
41614,5302000000,80,1972-01-01 00:00:00,,"True hemp (Cannabis sativa L.), raw or processed but not spun; tow and waste of true hemp (including yarn waste and garnetted stock)"
41619,5303000000,80,1972-01-01 00:00:00,,"Jute and other textile bast fibres (excluding flax, true hemp and ramie), raw or processed but not spun; tow and waste of these fibres (including yarn waste and garnetted stock)"
41635,5306000000,80,1972-01-01 00:00:00,,Flax yarn
41636,5306100000,80,1972-01-01 00:00:00,,Single
41650,5306200000,80,1972-01-01 00:00:00,,Multiple (folded) or cabled
41655,5307000000,80,1972-01-01 00:00:00,,Yarn of jute or of other textile bast fibres of heading|5303
41660,5308000000,80,1972-01-01 00:00:00,,Yarn of other vegetable textile fibres; paper yarn
41586,5212241090,80,1972-01-01 00:00:00,,Other
41662,5308200000,80,1972-01-01 00:00:00,,True hemp yarn
41666,5308900000,80,1972-01-01 00:00:00,,Other
41672,5309000000,80,1972-01-01 00:00:00,,Woven fabrics of flax
41673,5309110000,10,1972-01-01 00:00:00,,Containing 85|% or more by weight of flax
41674,5309110000,80,1972-01-01 00:00:00,,Unbleached or bleached
41682,5309210000,10,1972-01-01 00:00:00,,Containing less than 85|% by weight of flax
41689,5310000000,80,1972-01-01 00:00:00,,Woven fabrics of jute or of other textile bast fibres of heading|5303
41690,5310100000,80,1972-01-01 00:00:00,,Unbleached
41695,5310900000,80,1972-01-01 00:00:00,,Other
41698,5311000000,80,1972-01-01 00:00:00,,Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn
41700,5311009000,80,1972-01-01 00:00:00,,Other
41701,5400000000,80,1971-12-31 00:00:00,,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS
41702,5401000000,80,1972-01-01 00:00:00,,"Sewing thread of man-made filaments, whether or not put up for retail sale"
41703,5401100000,80,1972-01-01 00:00:00,,Of synthetic filaments
41708,5401200000,80,1972-01-01 00:00:00,,Of artificial filaments
41711,5402000000,80,1972-01-01 00:00:00,,"Synthetic filament yarn (other than sewing thread), not put up for retail sale, including synthetic monofilament of less than 67|decitex"
41715,5402200000,80,1972-01-01 00:00:00,,"High tenacity yarn of polyesters, whether or not textured"
41716,5402310000,10,1972-01-01 00:00:00,,Textured yarn
41745,5402490000,80,1972-01-01 00:00:00,,Other
41760,5402510000,10,1972-01-01 00:00:00,,"Other yarn, single, with a twist exceeding 50|turns per metre"
41774,5402610000,10,1972-01-01 00:00:00,,"Other yarn, multiple (folded) or cabled"
41663,5308201000,80,1972-01-01 00:00:00,,Not put up for retail sale
41671,5308909000,80,1972-01-01 00:00:00,,Other
41790,5403000000,80,1972-01-01 00:00:00,,"Artificial filament yarn (other than sewing thread), not put up for retail sale, including artificial monofilament of less than 67|decitex"
41795,5403310000,10,1972-01-01 00:00:00,,"Other yarn, single"
41797,5403320000,80,1972-01-01 00:00:00,,"Of viscose rayon, with a twist exceeding 120|turns per metre"
41800,5403330000,80,1972-01-01 00:00:00,,Of cellulose acetate
41803,5403390000,80,1972-01-01 00:00:00,,Other
41804,5403410000,10,1972-01-01 00:00:00,,"Other yarn, multiple (folded) or cabled"
41808,5404000000,80,1972-01-01 00:00:00,,"Synthetic monofilament of 67|decitex or more and of which no cross-sectional dimension exceeds 1|mm; strip and the like (for example, artificial straw), of synthetic textile materials, of an apparent width not exceeding 5|mm"
41816,5404900000,80,1972-01-01 00:00:00,,Other
41820,5404909000,80,1972-01-01 00:00:00,,Other
41828,5407000000,80,1972-01-01 00:00:00,,"Woven fabrics of synthetic filament yarn, including woven fabrics obtained from materials of heading|5404"
41829,5407100000,80,1972-01-01 00:00:00,,Woven fabrics obtained from high-tenacity yarn of nylon or other polyamides or of polyesters
41830,5407200000,80,1972-01-01 00:00:00,,Woven fabrics obtained from strip or the like
41831,5407201100,10,1972-01-01 00:00:00,,"Of polyethylene or polypropylene, of a width of"
41836,5407410000,10,1972-01-01 00:00:00,,"Other woven fabrics, containing 85|% or more by weight of filaments of nylon or other polyamides"
41845,5407510000,10,1972-01-01 00:00:00,,"Other woven fabrics, containing 85|% or more by weight of textured polyester filaments"
41859,5407710000,10,1972-01-01 00:00:00,,"Other woven fabrics, containing 85|% or more by weight of synthetic filaments"
41860,5407710000,80,1972-01-01 00:00:00,,Unbleached or bleached
41791,5403100000,80,1972-01-01 00:00:00,,High-tenacity yarn of viscose rayon
41796,5403310000,80,1972-01-01 00:00:00,,"Of viscose rayon, untwisted or with a twist not exceeding 120|turns per metre"
41871,5407810000,10,1972-01-01 00:00:00,,"Other woven fabrics, containing less than 85|% by weight of synthetic filaments, mixed mainly or solely with cotton"
41878,5407910000,10,1972-01-01 00:00:00,,Other woven fabrics
41885,5408000000,80,1972-01-01 00:00:00,,"Woven fabrics of artificial filament yarn, including woven fabrics obtained from materials of heading|5405"
41887,5408210000,10,1972-01-01 00:00:00,,"Other woven fabrics, containing 85|% or more by weight of artificial filament or strip or the like"
41889,5408220000,80,1972-01-01 00:00:00,,Dyed
41890,5408221000,80,1972-01-01 00:00:00,,"Of a width exceeding 135|cm but not exceeding 155|cm, plain weave, twill weave, cross twill weave or satin weave"
41891,5408229000,80,1972-01-01 00:00:00,,Other
41896,5408310000,10,1972-01-01 00:00:00,,Other woven fabrics
41898,5408320000,80,1972-01-01 00:00:00,,Dyed
41901,5500000000,80,1971-12-31 00:00:00,,MAN-MADE STAPLE FIBRES
41902,5501000000,80,1972-01-01 00:00:00,,Synthetic filament tow
41909,5502000000,80,1972-01-01 00:00:00,,Artificial filament tow
41912,5503000000,80,1972-01-01 00:00:00,,"Synthetic staple fibres, not carded, combed or otherwise processed for spinning"
41926,5503900000,80,1972-01-01 00:00:00,,Other
41936,5504000000,80,1972-01-01 00:00:00,,"Artificial staple fibres, not carded, combed or otherwise processed for spinning"
41943,5505000000,80,1972-01-01 00:00:00,,"Waste (including noils, yarn waste and garnetted stock) of man-made fibres"
41944,5505100000,80,1972-01-01 00:00:00,,Of synthetic fibres
41945,5505101000,80,1972-01-01 00:00:00,,Of nylon or other polyamides
41951,5506000000,80,1972-01-01 00:00:00,,"Synthetic staple fibres, carded, combed or otherwise processed for spinning"
41957,5506900000,80,1972-01-01 00:00:00,,Other
41963,5508000000,80,1972-01-01 00:00:00,,"Sewing thread of man-made staple fibres, whether or not put up for retail sale"
41964,5508100000,80,1972-01-01 00:00:00,,Of synthetic staple fibres
41971,5508200000,80,1972-01-01 00:00:00,,Of artificial staple fibres
41974,5509000000,80,1972-01-01 00:00:00,,"Yarn (other than sewing thread) of synthetic staple fibres, not put up for retail sale"
41975,5509110000,10,1972-01-01 00:00:00,,Containing 85|% or more by weight of staple fibres of nylon or other polyamides
41978,5509210000,10,1972-01-01 00:00:00,,Containing 85|% or more by weight of polyester staple fibres
41985,5509310000,10,1972-01-01 00:00:00,,Containing 85|% or more by weight of acrylic or modacrylic staple fibres
42000,5509410000,10,1972-01-01 00:00:00,,"Other yarn, containing 85|% or more by weight of synthetic staple fibres"
42015,5509510000,10,1972-01-01 00:00:00,,"Other yarn, of polyester staple fibres"
42022,5509610000,10,1972-01-01 00:00:00,,"Other yarn, of acrylic or modacrylic staple fibres"
42028,5509910000,10,1972-01-01 00:00:00,,Other yarn
42034,5510000000,80,1972-01-01 00:00:00,,"Yarn (other than sewing thread) of artificial staple fibres, not put up for retail sale"
42035,5510110000,10,1972-01-01 00:00:00,,Containing 85|% or more by weight of artificial staple fibres
42041,5511000000,80,1972-01-01 00:00:00,,"Yarn (other than sewing thread) of man-made staple fibres, put up for retail sale"
42045,5512000000,80,1972-01-01 00:00:00,,"Woven fabrics of synthetic staple fibres, containing 85|% or more by weight of synthetic staple fibres"
42046,5512110000,10,1972-01-01 00:00:00,,Containing 85|% or more by weight of polyester staple fibres
42048,5512190000,80,1972-01-01 00:00:00,,Other
42051,5512210000,10,1972-01-01 00:00:00,,Containing 85|% or more by weight of acrylic or modacrylic staple fibres
42053,5512290000,80,1972-01-01 00:00:00,,Other
42056,5512910000,10,1972-01-01 00:00:00,,Other
42058,5512990000,80,1972-01-01 00:00:00,,Other
42061,5513000000,80,1972-01-01 00:00:00,,"Woven fabrics of synthetic staple fibres, containing less than 85|% by weight of such fibres, mixed mainly or solely with cotton, of a weight not exceeding 170|g/m$2"
42062,5513110000,10,1972-01-01 00:00:00,,Unbleached or bleached
42063,5513110000,80,1972-01-01 00:00:00,,"Of polyester staple fibres, plain weave"
42070,5513210000,10,1972-01-01 00:00:00,,Dyed
42076,5513230000,80,1972-01-01 00:00:00,,Other woven fabrics of polyester staple fibres
42078,5513310000,10,1972-01-01 00:00:00,,Of yarns of different colours
42083,5513410000,10,1972-01-01 00:00:00,,Printed
42088,5514000000,80,1972-01-01 00:00:00,,"Woven fabrics of synthetic staple fibres, containing less than 85|% by weight of such fibres, mixed mainly or solely with cotton, of a weight exceeding 170|g/m$2"
42089,5514110000,10,1972-01-01 00:00:00,,Unbleached or bleached
42093,5514190000,80,1972-01-01 00:00:00,,Other woven fabrics
42094,5514210000,10,1972-01-01 00:00:00,,Dyed
42104,5514410000,10,1972-01-01 00:00:00,,Printed
42109,5515000000,80,1972-01-01 00:00:00,,Other woven fabrics of synthetic staple fibres
42110,5515110000,10,1972-01-01 00:00:00,,Of polyester staple fibres
42111,5515110000,80,1972-01-01 00:00:00,,Mixed mainly or solely with viscose rayon staple fibres
42115,5515120000,80,1972-01-01 00:00:00,,Mixed mainly or solely with man-made filaments
42119,5515130000,80,1972-01-01 00:00:00,,Mixed mainly or solely with wool or fine animal hair
42120,5515131100,10,1972-01-01 00:00:00,,Mixed mainly or solely with carded wool or fine animal hair (woollen)
42123,5515139100,10,1972-01-01 00:00:00,,Mixed mainly or solely with combed wool or fine animal hair (worsted)
42126,5515190000,80,1972-01-01 00:00:00,,Other
42130,5515210000,10,1972-01-01 00:00:00,,Of acrylic or modacrylic staple fibres
42131,5515210000,80,1972-01-01 00:00:00,,Mixed mainly or solely with man-made filaments
42135,5515220000,80,1972-01-01 00:00:00,,Mixed mainly or solely with wool or fine animal hair
42136,5515221100,10,1972-01-01 00:00:00,,Mixed mainly or solely with carded wool or fine animal hair (woollen)
42139,5515229100,10,1972-01-01 00:00:00,,Mixed mainly or solely with combed wool or fine animal hair (worsted)
42146,5515910000,10,1972-01-01 00:00:00,,Other woven fabrics
42147,5515910000,80,1972-01-01 00:00:00,,Mixed mainly or solely with man-made filaments
42158,5515990000,80,1972-01-01 00:00:00,,Other
42162,5516000000,80,1972-01-01 00:00:00,,Woven fabrics of artificial staple fibres
42163,5516110000,10,1972-01-01 00:00:00,,Containing 85|% or more by weight of artificial staple fibres
42168,5516210000,10,1972-01-01 00:00:00,,"Containing less than 85|% by weight of artificial staple fibres, mixed mainly or solely with man-made filaments"
42171,5516230000,80,1972-01-01 00:00:00,,Of yarns of different colours
42175,5516310000,10,1972-01-01 00:00:00,,"Containing less than 85|% by weight of artificial staple fibres, mixed mainly or solely with wool or fine animal hair"
42180,5516410000,10,1972-01-01 00:00:00,,"Containing less than 85|% by weight of artificial staple fibres, mixed mainly or solely with cotton"
42185,5516910000,10,1972-01-01 00:00:00,,Other
42190,5600000000,80,1971-12-31 00:00:00,,"WADDING, FELT AND NONWOVENS; SPECIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF"
42191,5601000000,80,1972-01-01 00:00:00,,"Wadding of textile materials and articles thereof; textile fibres, not exceeding 5|mm in length (flock), textile dust and mill neps"
42195,5601210000,10,1972-01-01 00:00:00,,Wadding of textile materials and articles thereof
42196,5601210000,80,1972-01-01 00:00:00,,Of cotton
42199,5601220000,80,1972-01-01 00:00:00,,Of man-made fibres
42205,5601300000,80,1972-01-01 00:00:00,,Textile flock and dust and mill neps
42208,5602000000,80,1972-01-01 00:00:00,,"Felt, whether or not impregnated, coated, covered or laminated"
42209,5602100000,80,1972-01-01 00:00:00,,Needleloom felt and stitch-bonded fibre fabrics
42210,5602101100,10,1972-01-01 00:00:00,,"Not impregnated, coated, covered or laminated"
42211,5602101100,20,1972-01-01 00:00:00,,Needleloom felt
42214,5602103100,10,1972-01-01 00:00:00,,Stitch-bonded fibre fabrics
42219,5602210000,10,1972-01-01 00:00:00,,"Other felt, not impregnated, coated, covered or laminated"
