Commodity,Suffix,Start,End,Description,Indents
44498,7007210000,10,1972-01-01 00:00:00,,Laminated safety glass
44499,7007210000,80,1972-01-01 00:00:00,,"Of size and shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels"
44504,7007290000,80,1972-01-01 00:00:00,,Other
44505,7008000000,80,1972-01-01 00:00:00,,Multiple-walled insulating units of glass
44511,7008008100,10,1991-01-01 00:00:00,,Other
44517,7009000000,80,1972-01-01 00:00:00,,"Glass mirrors, whether or not framed, including rear-view mirrors"
44518,7009100000,80,1972-01-01 00:00:00,,Rear-view mirrors for vehicles
44519,7009910000,10,1972-01-01 00:00:00,,Other
44520,7009910000,80,1972-01-01 00:00:00,,Unframed
44522,7010000000,80,1972-01-01 00:00:00,,"Carboys, bottles, flasks, jars, pots, phials, ampoules and other containers, of glass, of a kind used for the conveyance or packing of goods; preserving jars of glass; stoppers, lids and other closures, of glass"
44554,7011000000,80,1972-01-01 00:00:00,,"Glass envelopes (including bulbs and tubes), open, and glass parts thereof, without fittings, for electric lamps, cathode ray tubes or the like"
44571,7013000000,80,1972-01-01 00:00:00,,"Glassware of a kind used for table, kitchen, toilet, office, indoor decoration or similar purposes (other than that of heading|7010|or 7018)"
44600,7013910000,10,1972-01-01 00:00:00,,Other glassware
44601,7013910000,80,1972-01-01 00:00:00,,Of lead crystal
44604,7013990000,80,1972-01-01 00:00:00,,Other
44607,7014000000,80,1972-01-01 00:00:00,,"Signalling glassware and optical elements of glass (other than those of heading|7015), not optically worked"
44608,7015000000,80,1972-01-01 00:00:00,,"Clock or watch glasses and similar glasses, glasses for non-corrective or corrective spectacles, curved, bent, hollowed or the like, not optically worked; hollow glass spheres and their segments, for the manufacture of such glasses"
44611,7016000000,80,1972-01-01 00:00:00,,"Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or moulded glass, whether or not wired, of a kind used for building or construction purposes; glass cubes and other glass smallwares, whether or not on a backing, for mosaics or similar decorative purposes; leaded lights and the like; multicellular or foam glass in blocks, panels, plates, shells or similar forms"
44613,7016900000,80,1972-01-01 00:00:00,,Other
44513,7008008900,80,1991-01-01 00:00:00,,Other
44617,7017000000,80,1972-01-01 00:00:00,,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated"
44621,7018000000,80,1972-01-01 00:00:00,,"Glass beads, imitation pearls, imitation precious or semi-precious stones and similar glass smallwares, and articles thereof other than imitation jewellery; glass eyes other than prosthetic articles; statuettes and other ornaments of lamp-worked glass, other than imitation jewellery; glass microspheres not exceeding 1|mm in diameter"
44622,7018100000,80,1972-01-01 00:00:00,,"Glass beads, imitation pearls, imitation precious or semi-precious stones and similar glass smallwares"
44623,7018101100,10,1972-01-01 00:00:00,,Glass beads
44625,7018101900,80,1972-01-01 00:00:00,,Other
44627,7018105100,10,1972-01-01 00:00:00,,Imitation precious or semi-precious stones
44632,7018900000,80,1972-01-01 00:00:00,,Other
44635,7019000000,80,1972-01-01 00:00:00,,"Glass fibres (including glass wool) and articles thereof (for example, yarn, woven fabrics)"
44658,7019310000,10,1972-01-01 00:00:00,,"Thin sheets (voiles), webs, mats, mattresses, boards and similar non-woven products"
44659,7019310000,80,1972-01-01 00:00:00,,Mats
44663,7019320000,80,1972-01-01 00:00:00,,Thin sheets (voiles)
44667,7019390000,80,1972-01-01 00:00:00,,Other
44679,7019900000,80,1972-01-01 00:00:00,,Other
44690,7020000000,80,1972-01-01 00:00:00,,Other articles of glass
44691,7020001000,80,1972-01-01 00:00:00,,Of fused quartz or other fused silica
44694,7100000000,80,1971-12-31 00:00:00,,"NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN"
44695,7101000000,10,1972-01-01 00:00:00,,I. NATURAL OR CULTURED PEARLS AND PRECIOUS OR SEMI-PRECIOUS STONES
44696,7101000000,80,1972-01-01 00:00:00,,"Pearls, natural or cultured, whether or not worked or graded but not strung, mounted or set; pearls, natural or cultured, temporarily strung for convenience of transport"
44698,7101210000,10,1972-01-01 00:00:00,,Cultured pearls
44701,7102000000,80,1972-01-01 00:00:00,,"Diamonds, whether or not worked, but not mounted or set"
44703,7102210000,10,1972-01-01 00:00:00,,Industrial
44706,7102310000,10,1972-01-01 00:00:00,,Non-industrial
44709,7103000000,80,1972-01-01 00:00:00,,"Precious stones (other than diamonds) and semi-precious stones, whether or not worked or graded but not strung, mounted or set; ungraded precious stones (other than diamonds) and semi-precious stones, temporarily strung for convenience of transport"
44711,7103910000,10,1972-01-01 00:00:00,,Otherwise worked
44714,7104000000,80,1972-01-01 00:00:00,,"Synthetic or reconstructed precious or semi-precious stones, whether or not worked or graded but not strung, mounted or set; ungraded synthetic or reconstructed precious or semi-precious stones, temporarily strung for convenience of transport"
44718,7105000000,80,1972-01-01 00:00:00,,Dust and powder of natural or synthetic precious or semi-precious stones
44721,7106000000,10,1972-01-01 00:00:00,,II. PRECIOUS METALS AND METALS CLAD WITH PRECIOUS METAL
44722,7106000000,80,1972-01-01 00:00:00,,"Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form"
44724,7106910000,10,1972-01-01 00:00:00,,Other
44734,7108000000,80,1972-01-01 00:00:00,,"Gold (including gold plated with platinum), unwrought or in semi-manufactured forms, or in powder form"
44735,7108110000,10,1972-01-01 00:00:00,,Non-monetary
44738,7108130000,80,1972-01-01 00:00:00,,Other semi-manufactured forms
44745,7110000000,80,1972-01-01 00:00:00,,"Platinum, unwrought or in semi-manufactured forms, or in powder form"
44746,7110110000,10,1972-01-01 00:00:00,,Platinum
44748,7110190000,80,1972-01-01 00:00:00,,Other
44753,7110210000,10,1972-01-01 00:00:00,,Palladium
44756,7110310000,10,1972-01-01 00:00:00,,Rhodium
44759,7110410000,10,1972-01-01 00:00:00,,"Iridium, osmium and ruthenium"
44763,7112000000,80,1972-01-01 00:00:00,,"Waste and scrap of precious metal or of metal clad with precious metal; other waste and scrap containing precious metal or precious-metal compounds, of a kind used principally for the recovery of precious metal"
44767,7113000000,10,1972-01-01 00:00:00,,"III. JEWELLERY, GOLDSMITHS' AND SILVERSMITHS' WARES AND OTHER ARTICLES"
44768,7113000000,80,1972-01-01 00:00:00,,"Articles of jewellery and parts thereof, of precious metal or of metal clad with precious metal"
44769,7113110000,10,1972-01-01 00:00:00,,Of precious metal whether or not plated or clad with precious metal
44773,7114000000,80,1972-01-01 00:00:00,,"Articles of goldsmiths' or silversmiths' wares and parts thereof, of precious metal or of metal clad with precious metal"
44774,7114110000,10,1972-01-01 00:00:00,,Of precious metal whether or not plated or clad with precious metal
44778,7115000000,80,1972-01-01 00:00:00,,Other articles of precious metal or of metal clad with precious metal
44783,7116000000,80,1972-01-01 00:00:00,,"Articles of natural or cultured pearls, precious or semi-precious stones (natural, synthetic or reconstructed)"
44785,7116200000,80,1972-01-01 00:00:00,,"Of precious or semi-precious stones (natural, synthetic or reconstructed)"
44790,7117000000,80,1972-01-01 00:00:00,,Imitation jewellery
44791,7117110000,10,1972-01-01 00:00:00,,"Of base metal, whether or not plated with precious metal"
44793,7117190000,80,1972-01-01 00:00:00,,Other
44801,7118000000,80,1972-01-01 00:00:00,,Coin
44810,7200000000,80,1971-12-31 00:00:00,,IRON AND STEEL
44811,7201000000,10,1972-01-01 00:00:00,,I. PRIMARY MATERIALS; PRODUCTS IN GRANULAR OR POWDER FORM
44812,7201000000,80,1972-01-01 00:00:00,,"Pig iron and spiegeleisen in pigs, blocks or other primary forms"
44813,7201100000,80,1972-01-01 00:00:00,,"Non-alloy pig iron containing by weight 0,5|% or less of phosphorus"
44814,7201101100,10,1972-01-01 00:00:00,,"Containing by weight not less than 0,4|% of manganese"
44815,7201101100,80,1972-01-01 00:00:00,,Containing by weight 1|% or less of silicon
44761,7110490000,80,1972-01-01 00:00:00,,Other
44817,7201103000,80,1972-01-01 00:00:00,,"Containing by weight not less than 0,1|% but less than 0,4|% of manganese"
44824,7202000000,80,1972-01-01 00:00:00,,Ferro-alloys
44825,7202110000,10,1972-01-01 00:00:00,,Ferro-manganese
44826,7202110000,80,1972-01-01 00:00:00,,Containing by weight more than 2|% of carbon
44832,7202210000,10,1972-01-01 00:00:00,,Ferro-silicon
44836,7202290000,80,1972-01-01 00:00:00,,Other
44843,7202410000,10,1972-01-01 00:00:00,,Ferro-chromium
44844,7202410000,80,1972-01-01 00:00:00,,Containing by weight more than 4|% of carbon
44850,7202490000,80,1972-01-01 00:00:00,,Other
44851,7202491000,80,1972-01-01 00:00:00,,"Containing by weight not more than 0,05|% of carbon"
44854,7202495000,80,1972-01-01 00:00:00,,"Containing by weight more than 0,05|% but not more than 0,5|% of carbon"
44857,7202499000,80,1972-01-01 00:00:00,,"Containing by weight more than 0,5|% but not more than 4|% of carbon"
44864,7202910000,10,1972-01-01 00:00:00,,Other
44868,7202990000,80,1972-01-01 00:00:00,,Other
44875,7202998000,80,1991-01-01 00:00:00,,Other
44883,7203000000,80,1972-01-01 00:00:00,,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99,94|%, in lumps, pellets or similar forms"
44886,7204000000,80,1972-01-01 00:00:00,,Ferrous waste and scrap; remelting scrap ingots of iron or steel
44888,7204210000,10,1972-01-01 00:00:00,,Waste and scrap of alloy steel
44889,7204210000,80,1972-01-01 00:00:00,,Of stainless steel
44890,7204290000,80,1972-01-01 00:00:00,,Other
44891,7204300000,80,1972-01-01 00:00:00,,Waste and scrap of tinned iron or steel
44892,7204410000,10,1972-01-01 00:00:00,,Other waste and scrap
44893,7204410000,80,1972-01-01 00:00:00,,"Turnings, shavings, chips, milling waste, sawdust, filings, trimmings and stampings, whether or not in bundles"
44894,7204411000,80,1972-01-01 00:00:00,,"Turnings, shavings, chips, milling waste, sawdust and filings"
44895,7204419100,10,1972-01-01 00:00:00,,Trimmings and stampings
44896,7204419100,80,1972-01-01 00:00:00,,In bundles
44897,7204419900,80,1972-01-01 00:00:00,,Other
44898,7204490000,80,1972-01-01 00:00:00,,Other
44899,7204491000,80,1972-01-01 00:00:00,,Fragmentised (shredded)
44900,7204493000,10,1972-01-01 00:00:00,,Other
44901,7204493000,80,1972-01-01 00:00:00,,In bundles
44908,7205000000,80,1972-01-01 00:00:00,,"Granules and powders, of pig iron, spiegeleisen, iron or steel"
44912,7205210000,10,1972-01-01 00:00:00,,Powders
44915,7206000000,10,1972-01-01 00:00:00,,II. IRON AND NON-ALLOY STEEL
44916,7206000000,80,1972-01-01 00:00:00,,Iron and non-alloy steel in ingots or other primary forms (excluding iron of heading|7203)
44919,7207000000,80,1972-01-01 00:00:00,,Semi-finished products of iron or non-alloy steel
44920,7207110000,10,1972-01-01 00:00:00,,"Containing by weight less than 0,25|% of carbon"
44921,7207110000,80,1972-01-01 00:00:00,,"Of rectangular (including square) cross-section, the width measuring less than twice the thickness"
44922,7207111100,10,1972-01-01 00:00:00,,Rolled or obtained by continuous casting
44924,7207111400,10,1994-01-01 00:00:00,,Other
44929,7207120000,80,1972-01-01 00:00:00,,"Other, of rectangular (other than square) cross-section"
44935,7207190000,80,1972-01-01 00:00:00,,Other
44950,7207200000,80,1972-01-01 00:00:00,,"Containing by weight 0,25|% or more of carbon"
44951,7207201100,10,1972-01-01 00:00:00,,"Of rectangular (including square) cross-section, the width measuring less than twice the thickness"
44952,7207201100,20,1972-01-01 00:00:00,,Rolled or obtained by continuous casting
44954,7207201500,10,1972-01-01 00:00:00,,"Other, containing by weight"
44963,7207203200,10,1993-01-01 00:00:00,,"Other, of rectangular (other than square) cross-section"
44905,7204500000,80,1972-01-01 00:00:00,,Remelting scrap ingots
44909,7205100000,80,1972-01-01 00:00:00,,Granules
44986,7208000000,80,1972-01-01 00:00:00,,"Flat-rolled products of iron or non-alloy steel, of a width of 600|mm or more, hot-rolled, not clad, plated or coated"
45189,7208900000,80,1972-01-01 00:00:00,,Other
45192,7209000000,80,1972-01-01 00:00:00,,"Flat-rolled products of iron or non-alloy steel, of a width of 600|mm or more, cold-rolled (cold-reduced), not clad, plated or coated"
45239,7209900000,80,1972-01-01 00:00:00,,Other
45242,7210000000,80,1972-01-01 00:00:00,,"Flat-rolled products of iron or non-alloy steel, of a width of 600|mm or more, clad, plated or coated"
45243,7210110000,10,1972-01-01 00:00:00,,Plated or coated with tin
45244,7210110000,80,1972-01-01 00:00:00,,"Of a thickness of 0,5|mm or more"
45247,7210120000,80,1972-01-01 00:00:00,,"Of a thickness of less than 0,5|mm"
45252,7210200000,80,1972-01-01 00:00:00,,"Plated or coated with lead, including terne-plate"
45262,7210410000,10,1972-01-01 00:00:00,,Otherwise plated or coated with zinc
45263,7210410000,80,1972-01-01 00:00:00,,Corrugated
45266,7210490000,80,1972-01-01 00:00:00,,Other
45269,7210500000,80,1972-01-01 00:00:00,,Plated or coated with chromium oxides or with chromium and chromium oxides
45277,7210700000,80,1972-01-01 00:00:00,,"Painted, varnished or coated with plastics"
45288,7210900000,80,1972-01-01 00:00:00,,Other
45297,7211000000,80,1972-01-01 00:00:00,,"Flat-rolled products of iron or non-alloy steel, of a width of less than 600|mm, not clad, plated or coated"
45319,7211190000,80,1972-01-01 00:00:00,,Other
45373,7211290000,80,1972-01-01 00:00:00,,Other
45427,7211900000,80,1972-01-01 00:00:00,,Other
45432,7212000000,80,1972-01-01 00:00:00,,"Flat-rolled products of iron or non-alloy steel, of a width of less than 600|mm, clad, plated or coated"
45433,7212100000,80,1972-01-01 00:00:00,,Plated or coated with tin
45453,7212300000,80,1972-01-01 00:00:00,,Otherwise plated or coated with zinc
45460,7212400000,80,1972-01-01 00:00:00,,"Painted, varnished or coated with plastics"
45470,7212500000,80,1972-01-01 00:00:00,,Otherwise plated or coated
45490,7212600000,80,1972-01-01 00:00:00,,Clad
45501,7213000000,80,1972-01-01 00:00:00,,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel"
45521,7214000000,80,1972-01-01 00:00:00,,"Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling"
45522,7214100000,80,1972-01-01 00:00:00,,Forged
45523,7214200000,80,1972-01-01 00:00:00,,"Containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling"
45524,7214300000,80,1972-01-01 00:00:00,,"Other, of free-cutting steel"
45544,7215000000,80,1972-01-01 00:00:00,,Other bars and rods of iron or non-alloy steel
45551,7215900000,80,1972-01-01 00:00:00,,Other
45554,7216000000,80,1972-01-01 00:00:00,,"Angles, shapes and sections of iron or non-alloy steel"
45434,7212101000,80,1972-01-01 00:00:00,,"Tinplate, not further worked than surface-treated"
45556,7216210000,10,1972-01-01 00:00:00,,"L or T|sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of less than 80|mm"
45559,7216310000,10,1972-01-01 00:00:00,,"U, I or H|sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of 80|mm or more"
45560,7216310000,80,1972-01-01 00:00:00,,U|sections
45589,7216320000,80,1972-01-01 00:00:00,,I|sections
45592,7216321100,10,1990-01-01 00:00:00,,Of a height of 80|mm or more but not exceeding 220|mm
45605,7216329100,10,1990-01-01 00:00:00,,Of a height exceeding 220|mm
45618,7216330000,80,1972-01-01 00:00:00,,H|sections
45625,7216400000,80,1972-01-01 00:00:00,,"L or T|sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of 80|mm or more"
45628,7216500000,80,1972-01-01 00:00:00,,"Other angles, shapes and sections, not further worked than hot-rolled, hot-drawn or extruded"
45631,7216509100,10,1994-01-01 00:00:00,,Other
45655,7217000000,80,1972-01-01 00:00:00,,Wire of iron or non-alloy steel
45686,7218000000,10,1972-01-01 00:00:00,,III. STAINLESS STEEL
45687,7218000000,80,1972-01-01 00:00:00,,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel
45704,7219000000,80,1972-01-01 00:00:00,,"Flat-rolled products of stainless steel, of a width of 600|mm or more"
45705,7219110000,10,1972-01-01 00:00:00,,"Not further worked than hot-rolled, in coils"
45709,7219120000,80,1972-01-01 00:00:00,,"Of a thickness of 4,75|mm or more but not exceeding 10|mm"
45712,7219130000,80,1972-01-01 00:00:00,,"Of a thickness of 3|mm or more but less than 4,75|mm"
45715,7219140000,80,1972-01-01 00:00:00,,Of a thickness of less than 3|mm
45718,7219210000,10,1972-01-01 00:00:00,,"Not further worked than hot-rolled, not in coils"
45719,7219210000,80,1972-01-01 00:00:00,,Of a thickness exceeding 10|mm
45557,7216210000,80,1972-01-01 00:00:00,,L|sections
45725,7219220000,80,1972-01-01 00:00:00,,"Of a thickness of 4,75|mm or more but not exceeding 10|mm"
45734,7219310000,10,1972-01-01 00:00:00,,Not further worked than cold-rolled (cold-reduced)
45738,7219320000,80,1972-01-01 00:00:00,,"Of a thickness of 3|mm or more but less than 4,75|mm"
45741,7219330000,80,1972-01-01 00:00:00,,Of a thickness exceeding 1|mm but less than 3|mm
45744,7219340000,80,1972-01-01 00:00:00,,"Of a thickness of 0,5|mm or more but not exceeding 1|mm"
45747,7219350000,80,1972-01-01 00:00:00,,"Of a thickness of less than 0,5|mm"
45750,7219900000,80,1972-01-01 00:00:00,,Other
45757,7220000000,80,1972-01-01 00:00:00,,"Flat-rolled products of stainless steel, of a width of less than 600|mm"
45758,7220110000,10,1972-01-01 00:00:00,,Not further worked than hot-rolled
45761,7220200000,80,1972-01-01 00:00:00,,Not further worked than cold-rolled (cold-reduced)
45773,7220900000,80,1972-01-01 00:00:00,,Other
45782,7221000000,80,1972-01-01 00:00:00,,"Bars and rods, hot-rolled, in irregularly wound coils, of stainless steel"
45785,7222000000,80,1972-01-01 00:00:00,,"Other bars and rods of stainless steel; angles, shapes and sections of stainless steel"
45807,7222200000,80,1972-01-01 00:00:00,,"Bars and rods, not further worked than cold-formed or cold-finished"
45809,7222201100,10,1991-01-01 00:00:00,,Of circular cross-section
45810,7222201100,20,1994-01-01 00:00:00,,"Of a diameter of 80|mm or more, containing by weight"
45813,7222202100,10,1994-01-01 00:00:00,,"Of a diameter of 25|mm or more, but less than 80|mm, containing by weight"
45816,7222203100,10,1994-01-01 00:00:00,,"Of a diameter of less than 25|mm, containing by weight"
45819,7222208100,10,1994-01-01 00:00:00,,"Other, containing by weight"
45826,7222300000,80,1972-01-01 00:00:00,,Other bars and rods
45828,7222305100,10,1972-01-01 00:00:00,,"Forged, containing by weight"
45835,7222400000,80,1972-01-01 00:00:00,,"Angles, shapes and sections"
45846,7223000000,80,1972-01-01 00:00:00,,Wire of stainless steel
45848,7223001100,10,1994-01-01 00:00:00,,"Containing by weight 2,5|% or more of nickel"
45852,7223009100,10,1994-01-01 00:00:00,,"Containing by weight less than 2,5|% of nickel"
45855,7224000000,10,1972-01-01 00:00:00,,"IV. OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL"
45856,7224000000,80,1972-01-01 00:00:00,,Other alloy steel in ingots or other primary forms; semi-finished products of other alloy steel
45857,7224100000,80,1972-01-01 00:00:00,,Ingots and other primary forms
45858,7224900000,80,1972-01-01 00:00:00,,Other
45874,7224903100,10,1993-01-01 00:00:00,,Other
45875,7224903100,20,1993-01-01 00:00:00,,Hot-rolled or obtained by continuous casting
45881,7225000000,80,1972-01-01 00:00:00,,"Flat-rolled products of other alloy steel, of a width of 600|mm or more"
45896,7225300000,80,1972-01-01 00:00:00,,"Other, not further worked than hot-rolled, in coils"
45897,7225400000,80,1972-01-01 00:00:00,,"Other, not further worked than hot-rolled, not in coils"
45903,7225500000,80,1972-01-01 00:00:00,,"Other, not further worked than cold-rolled (cold-reduced)"
45913,7226000000,80,1972-01-01 00:00:00,,"Flat-rolled products of other alloy steel, of a width of less than 600|mm"
45924,7226200000,80,1972-01-01 00:00:00,,Of high-speed steel
45940,7226910000,10,1972-01-01 00:00:00,,Other
45941,7226910000,80,1972-01-01 00:00:00,,Not further worked than hot-rolled
45944,7226920000,80,1972-01-01 00:00:00,,Not further worked than cold-rolled (cold-reduced)
45950,7226990000,80,1972-01-01 00:00:00,,Other
45961,7227000000,80,1972-01-01 00:00:00,,"Bars and rods, hot-rolled, in irregularly wound coils, of other alloy steel"
45964,7227900000,80,1972-01-01 00:00:00,,Other
45971,7228000000,80,1972-01-01 00:00:00,,"Other bars and rods of other alloy steel; angles, shapes and sections, of other alloy steel; hollow drill bars and rods, of alloy or non-alloy steel"
45972,7228100000,80,1972-01-01 00:00:00,,"Bars and rods, of high-speed steel"
45978,7228200000,80,1972-01-01 00:00:00,,"Bars and rods, of silico-manganese steel"
45989,7228300000,80,1972-01-01 00:00:00,,"Other bars and rods, not further worked than hot-rolled, hot-drawn or extruded"
45991,7228302000,80,1993-01-01 00:00:00,,Of tool steel
45994,7228306100,10,1993-01-01 00:00:00,,Other
45995,7228306100,20,1993-01-01 00:00:00,,"Of circular cross-section, of a diameter of"
45996,7228306100,80,1993-01-01 00:00:00,,80|mm or more
45997,7228306900,80,1993-01-01 00:00:00,,Less than 80|mm
45998,7228307000,80,1993-01-01 00:00:00,,"Of rectangular (other than square) cross-section, hot-rolled on four faces"
46000,7228308900,80,1993-01-01 00:00:00,,Other
46002,7228400000,80,1972-01-01 00:00:00,,"Other bars and rods, not further worked than forged"
46005,7228500000,80,1972-01-01 00:00:00,,"Other bars and rods, not further worked than cold-formed or cold-finished"
46009,7228506100,10,1993-01-01 00:00:00,,Other
46010,7228506100,20,1993-01-01 00:00:00,,"Of circular cross-section, of a diameter of"
46016,7228600000,80,1972-01-01 00:00:00,,Other bars and rods
46022,7228700000,80,1972-01-01 00:00:00,,"Angles, shapes and sections"
46032,7229000000,80,1972-01-01 00:00:00,,Wire of other alloy steel
46035,7229900000,80,1972-01-01 00:00:00,,Other
46039,7300000000,80,1971-12-31 00:00:00,,ARTICLES OF IRON OR STEEL
46040,7301000000,80,1972-01-01 00:00:00,,"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; welded angles, shapes and sections, of iron or steel"
46041,7301100000,80,1972-01-01 00:00:00,,Sheet piling
45967,7227905000,80,1993-01-01 00:00:00,,"Containing by weight 0,9|% or more but not more than 1,15|% of carbon, 0,5|% or more but not more than 2|% of chromium and, if present, not more than 0,5|% of molybdenum"
45976,7228105000,80,1972-01-01 00:00:00,,Forged
45977,7228109000,80,1972-01-01 00:00:00,,Other
46043,7302000000,80,1972-01-01 00:00:00,,"Railway or tramway track construction material of iron or steel, the following: rails, check-rails and rack rails, switch blades, crossing frogs, point rods and other crossing pieces, sleepers (cross-ties), fish-plates, chairs, chair wedges, sole plates (base plates), rail clips, bedplates, ties and other material specialised for jointing or fixing rails"
46044,7302100000,80,1972-01-01 00:00:00,,Rails
46060,7303000000,80,1972-01-01 00:00:00,,"Tubes, pipes and hollow profiles, of cast iron"
46061,7303001000,80,1972-01-01 00:00:00,,Tubes and pipes of a kind used in pressure systems
46062,7303009000,80,1972-01-01 00:00:00,,Other
46063,7304000000,80,1972-01-01 00:00:00,,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel"
46073,7304310000,10,1972-01-01 00:00:00,,"Other, of circular cross-section, of iron or non-alloy steel"
46074,7304310000,80,1972-01-01 00:00:00,,Cold-drawn or cold-rolled (cold-reduced)
46081,7304390000,80,1972-01-01 00:00:00,,Other
46082,7304391000,80,1972-01-01 00:00:00,,"Unworked, straight and of uniform wall thickness, for use solely in the manufacture of tubes and pipes with other cross-sections and wall thicknesses"
46095,7304399300,80,1972-01-01 00:00:00,,"Exceeding 168,3|mm but not exceeding 406,4|mm"
46097,7304410000,10,1972-01-01 00:00:00,,"Other, of circular cross-section, of stainless steel"
46098,7304410000,80,1972-01-01 00:00:00,,Cold-drawn or cold-rolled (cold-reduced)
46103,7304490000,80,1972-01-01 00:00:00,,Other
46111,7304499900,80,1972-01-01 00:00:00,,"Of an external diameter exceeding 406,4|mm"
46112,7304510000,10,1972-01-01 00:00:00,,"Other, of circular cross-section, of other alloy steel"
46113,7304510000,80,1972-01-01 00:00:00,,Cold-drawn or cold-rolled (cold-reduced)
46126,7304590000,80,1972-01-01 00:00:00,,Other
46127,7304591000,80,1972-01-01 00:00:00,,"Unworked, straight and of uniform wall thickness, for use solely in the manufacture of tubes and pipes with other cross-sections and wall-thicknesses"
46141,7304599300,80,1972-01-01 00:00:00,,"Of an external diameter exceeding 168,3|mm but not exceeding 406,4|mm"
46143,7304900000,80,1972-01-01 00:00:00,,Other
46148,7305000000,80,1972-01-01 00:00:00,,"Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4|mm, of iron or steel"
46149,7305110000,10,1972-01-01 00:00:00,,Line pipe of a kind used for oil or gas pipelines
46156,7305310000,10,1972-01-01 00:00:00,,"Other, welded"
46160,7306000000,80,1972-01-01 00:00:00,,"Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel"
46167,7306300000,80,1972-01-01 00:00:00,,"Other, welded, of circular cross-section, of iron or non-alloy steel"
46195,7306400000,80,1972-01-01 00:00:00,,"Other, welded, of circular cross-section, of stainless steel"
46204,7306500000,80,1972-01-01 00:00:00,,"Other, welded, of circular cross-section, of other alloy steel"
46225,7307000000,80,1972-01-01 00:00:00,,"Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel"
46226,7307110000,10,1972-01-01 00:00:00,,Cast fittings
46227,7307110000,80,1972-01-01 00:00:00,,Of non-malleable cast iron
