Commodity,Suffix,Start,End,Description,Indents
31794,1000000000,80,1971-12-31 00:00:00,,CEREALS
31795,1001000000,80,1972-01-01 00:00:00,,Wheat and meslin
31804,1002000000,80,1972-01-01 00:00:00,,Rye
31805,1003000000,80,1972-01-01 00:00:00,,Barley
31815,1004000000,80,1972-01-01 00:00:00,,Oats
31818,1005000000,80,1972-01-01 00:00:00,,Maize (corn)
31819,1005100000,80,1972-01-01 00:00:00,,Seed
31826,1005900000,80,1972-01-01 00:00:00,,Other
31827,1006000000,80,1972-01-01 00:00:00,,Rice
31828,1006100000,80,1972-01-01 00:00:00,,Rice in the husk (paddy or rough)
31856,1006200000,80,1972-01-01 00:00:00,,Husked (brown) rice
31858,1006201100,10,1989-01-01 00:00:00,,Parboiled
31861,1006201500,10,1989-01-01 00:00:00,,Long grain
31865,1006201700,80,1989-01-01 00:00:00,,Of a length/width ratio equal to or greater than 3
31871,1006209200,10,1989-01-01 00:00:00,,Other
31874,1006209600,10,1989-01-01 00:00:00,,Long grain
31878,1006209800,80,1989-01-01 00:00:00,,Of a length/width ratio equal to or greater than 3
31881,1006300000,80,1972-01-01 00:00:00,,"Semi-milled or wholly milled rice, whether or not polished or glazed"
31886,1006302100,10,1972-01-01 00:00:00,,Semi-milled rice
31887,1006302100,20,1989-01-01 00:00:00,,Parboiled
31888,1006302100,80,1989-01-01 00:00:00,,Round grain
31889,1006302300,80,1989-01-01 00:00:00,,Medium grain
31890,1006302500,10,1989-01-01 00:00:00,,Long grain
31891,1006302500,80,1989-01-01 00:00:00,,Of a length/width ratio greater than 2|but less than 3
31894,1006302700,80,1989-01-01 00:00:00,,Of a length/width ratio equal to or greater than 3
31897,1006304200,10,1989-01-01 00:00:00,,Other
31898,1006304200,80,1989-01-01 00:00:00,,Round grain
31899,1006304400,80,1989-01-01 00:00:00,,Medium grain
31900,1006304600,10,1989-01-01 00:00:00,,Long grain
31901,1006304600,80,1989-01-01 00:00:00,,Of a length/width ratio greater than 2|but less than 3
31904,1006304800,80,1989-01-01 00:00:00,,Of a length/width ratio equal to or greater than 3
31907,1006306100,10,1972-01-01 00:00:00,,Wholly milled rice
31908,1006306100,20,1989-01-01 00:00:00,,Parboiled
31909,1006306100,80,1989-01-01 00:00:00,,Round grain
31910,1006306300,80,1989-01-01 00:00:00,,Medium grain
31911,1006306500,10,1989-01-01 00:00:00,,Long grain
31912,1006306500,80,1989-01-01 00:00:00,,Of a length/width ratio greater than 2|but less than 3
31915,1006306700,80,1989-01-01 00:00:00,,Of a length/width ratio equal to or greater than 3
31919,1006309200,10,1989-01-01 00:00:00,,Other
31920,1006309200,80,1989-01-01 00:00:00,,Round grain
31921,1006309400,80,1989-01-01 00:00:00,,Medium grain
31922,1006309600,10,1989-01-01 00:00:00,,Long grain
31923,1006309600,80,1989-01-01 00:00:00,,Of a length/width ratio greater than 2|but less than 3
31926,1006309800,80,1989-01-01 00:00:00,,Of a length/width ratio equal to or greater than 3
31932,1006400000,80,1972-01-01 00:00:00,,Broken rice
31933,1007000000,80,1972-01-01 00:00:00,,Grain sorghum
31936,1008000000,80,1972-01-01 00:00:00,,"Buckwheat, millet and canary seed; other cereals"
