Commodity,Suffix,Start,End,Description,Indents
39532,4000000000,80,1971-12-31 00:00:00,,RUBBER AND ARTICLES THEREOF
39533,4001000000,80,1972-01-01 00:00:00,,"Natural rubber, balata, gutta-percha, guayule, chicle and similar natural gums, in primary forms or in plates, sheets or strip"
39535,4001210000,10,1972-01-01 00:00:00,,Natural rubber in other forms
39542,4002000000,80,1972-01-01 00:00:00,,"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip; mixtures of any product of heading|4001|with any product of this heading, in primary forms or in plates, sheets or strip"
39543,4002110000,10,1972-01-01 00:00:00,,Styrene-butadiene rubber (SBR); carboxylated styrene-butadiene rubber (XSBR)
39545,4002190000,80,1972-01-01 00:00:00,,Other
39547,4002310000,10,1972-01-01 00:00:00,,Isobutene-isoprene (butyl) rubber (IIR); halo-isobutene-isoprene rubber (CIIR or BIIR)
39550,4002410000,10,1972-01-01 00:00:00,,Chloroprene (chlorobutadiene) rubber (CR)
39553,4002510000,10,1972-01-01 00:00:00,,Acrylonitrile-butadiene rubber (NBR)
39559,4002910000,10,1972-01-01 00:00:00,,Other
39561,4002990000,80,1972-01-01 00:00:00,,Other
39566,4005000000,80,1972-01-01 00:00:00,,"Compounded rubber, unvulcanised, in primary forms or in plates, sheets or strip"
39569,4005910000,10,1972-01-01 00:00:00,,Other
39572,4006000000,80,1972-01-01 00:00:00,,"Other forms (for example, rods, tubes and profile shapes) and articles (for example, discs and rings), of unvulcanised rubber"
39575,4007000000,80,1972-01-01 00:00:00,,Vulcanised rubber thread and cord
39534,4001100000,80,1972-01-01 00:00:00,,"Natural rubber latex, whether or not prevulcanised"
39576,4008000000,80,1972-01-01 00:00:00,,"Plates, sheets, strip, rods and profile shapes, of vulcanised rubber other than hard rubber"
39577,4008110000,10,1972-01-01 00:00:00,,Of cellular rubber
39580,4008210000,10,1972-01-01 00:00:00,,Of non-cellular rubber
39581,4008210000,80,1972-01-01 00:00:00,,"Plates, sheets and strip"
39584,4008290000,80,1972-01-01 00:00:00,,Other
39587,4009000000,80,1972-01-01 00:00:00,,"Tubes, pipes and hoses, of vulcanised rubber other than hard rubber, with or without their fittings (for example, joints, elbows, flanges)"
39602,4010000000,80,1972-01-01 00:00:00,,"Conveyor or transmission belts or belting, of vulcanised rubber"
39615,4011000000,80,1972-01-01 00:00:00,,"New pneumatic tyres, of rubber"
39617,4011200000,80,1972-01-01 00:00:00,,Of a kind used on buses or lorries
39620,4011300000,80,1972-01-01 00:00:00,,Of a kind used on aircraft
39640,4012000000,80,1972-01-01 00:00:00,,"Retreaded or used pneumatic tyres of rubber; solid or cushion tyres, tyre treads and tyre flaps, of rubber"
39652,4012200000,80,1972-01-01 00:00:00,,Used pneumatic tyres
39657,4012900000,80,1972-01-01 00:00:00,,Other
39660,4013000000,80,1972-01-01 00:00:00,,"Inner tubes, of rubber"
39668,4014000000,80,1972-01-01 00:00:00,,"Hygienic or pharmaceutical articles (including teats), of vulcanised rubber other than hard rubber, with or without fittings of hard rubber"
39673,4015000000,80,1972-01-01 00:00:00,,"Articles of apparel and clothing accessories (including gloves, mittens and mitts), for all purposes, of vulcanised rubber other than hard rubber"
39674,4015110000,10,1972-01-01 00:00:00,,"Gloves, mittens and mitts"
39680,4016000000,80,1972-01-01 00:00:00,,Other articles of vulcanised rubber other than hard rubber
39681,4016100000,80,1972-01-01 00:00:00,,Of cellular rubber
39684,4016910000,10,1972-01-01 00:00:00,,Other
39687,4016930000,80,1972-01-01 00:00:00,,"Gaskets, washers and other seals"
39692,4016990000,80,1972-01-01 00:00:00,,Other
39578,4008110000,80,1972-01-01 00:00:00,,"Plates, sheets and strip"
39711,4100000000,80,1971-12-31 00:00:00,,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER
39712,4101000000,80,1972-01-01 00:00:00,,"Raw hides and skins of bovine (including buffalo) or equine animals (fresh, or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not dehaired or split"
39724,4102000000,80,1972-01-01 00:00:00,,"Raw skins of sheep or lambs (fresh, or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not with wool on or split, other than those excluded by note|1(c) to this chapter"
39725,4102100000,80,1972-01-01 00:00:00,,With wool on
39728,4102210000,10,1972-01-01 00:00:00,,Without wool on
39731,4103000000,80,1972-01-01 00:00:00,,"Other raw hides and skins (fresh, or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not dehaired or split, other than those excluded by note|1(b) or 1(c) to this chapter"
39737,4104000000,80,1972-01-01 00:00:00,,"Tanned or crust hides and skins of bovine (including buffalo) or equine animals, without hair on, whether or not split, but not further prepared"
39767,4105000000,80,1972-01-01 00:00:00,,"Tanned or crust skins of sheep or lambs, without wool on, whether or not split, but not further prepared"
39781,4106000000,80,1972-01-01 00:00:00,,"Tanned or crust hides and skins of other animals, without wool or hair on, whether or not split, but not further prepared"
39789,4107000000,80,1972-01-01 00:00:00,,"Leather further prepared after tanning or crusting, including parchment-dressed leather, of bovine (including buffalo) or equine animals, without hair on, whether or not split, other than leather of heading|4114"
39807,4200000000,80,1971-12-31 00:00:00,,"ARTICLES OF LEATHER; SADDLERY AND HARNESS; TRAVEL GOODS, HANDBAGS AND SIMILAR CONTAINERS; ARTICLES OF ANIMAL GUT (OTHER THAN SILKWORM GUT)"
39808,4201000000,80,1972-01-01 00:00:00,,"Saddlery and harness for any animal (including traces, leads, knee pads, muzzles, saddle-cloths, saddlebags, dog coats and the like), of any material"
39809,4202000000,80,1972-01-01 00:00:00,,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels, spectacle cases, binocular cases, camera cases, musical instrument cases, gun cases, holsters and similar containers; travelling-bags, insulated food or beverages bags, toilet bags, rucksacks, handbags, shopping-bags, wallets, purses, map-cases, cigarette-cases, tobacco-pouches, tool bags, sports bags, bottle-cases, jewellery boxes, powder boxes, cutlery cases and similar containers, of leather or of composition leather, of sheeting of plastics, of textile materials, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper"
39810,4202110000,10,1972-01-01 00:00:00,,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers"
39811,4202110000,80,1972-01-01 00:00:00,,With outer surface of leather or of composition leather
39812,4202111000,80,1972-01-01 00:00:00,,"Executive-cases, briefcases, school satchels and similar containers"
39815,4202119000,80,1972-01-01 00:00:00,,Other
39818,4202120000,80,1972-01-01 00:00:00,,With outer surface of plastics or of textile materials
39819,4202121100,10,1972-01-01 00:00:00,,In the form of plastic sheeting
39823,4202129100,10,1972-01-01 00:00:00,,"Of other materials, including vulcanised fibre"
39824,4202129100,80,1972-01-01 00:00:00,,"Executive-cases, briefcases, school satchels and similar containers"
39827,4202129900,80,1972-01-01 00:00:00,,Other
39830,4202190000,80,1972-01-01 00:00:00,,Other
39832,4202199000,80,1993-01-01 00:00:00,,Of other materials
39842,4202210000,10,1972-01-01 00:00:00,,"Handbags, whether or not with shoulder strap, including those without handle"
39843,4202210000,80,1972-01-01 00:00:00,,With outer surface of leather or of composition leather
39846,4202220000,80,1972-01-01 00:00:00,,With outer surface of sheeting of plastics or of textile materials
39848,4202229000,80,1972-01-01 00:00:00,,Of textile materials
39852,4202310000,10,1972-01-01 00:00:00,,Articles of a kind normally carried in the pocket or in the handbag
39853,4202310000,80,1972-01-01 00:00:00,,With outer surface of leather or of composition leather
39856,4202320000,80,1972-01-01 00:00:00,,With outer surface of sheeting of plastics or of textile materials
39858,4202329000,80,1972-01-01 00:00:00,,Of textile materials
39861,4202390000,80,1972-01-01 00:00:00,,Other
39864,4202910000,10,1972-01-01 00:00:00,,Other
39865,4202910000,80,1972-01-01 00:00:00,,With outer surface of leather or of composition leather
39866,4202911000,80,1972-01-01 00:00:00,,"Travelling-bags, toilet bags, rucksacks and sports bags"
39872,4202918000,80,1993-01-01 00:00:00,,Other
39816,4202119010,80,1972-01-01 00:00:00,,Hand-made
39878,4202920000,80,1972-01-01 00:00:00,,With outer surface of sheeting of plastics or of textile materials
39879,4202921100,10,1972-01-01 00:00:00,,Of sheeting of plastics
39884,4202929100,10,1972-01-01 00:00:00,,Of textile materials
39885,4202929100,80,1972-01-01 00:00:00,,"Travelling-bags, toilet bags, rucksacks and sports bags"
39891,4202929800,80,1993-01-01 00:00:00,,Other
39897,4202990000,80,1972-01-01 00:00:00,,Other
39904,4203000000,80,1972-01-01 00:00:00,,"Articles of apparel and clothing accessories, of leather or of composition leather"
39906,4203210000,10,1972-01-01 00:00:00,,"Gloves, mittens and mitts"
39908,4203290000,80,1972-01-01 00:00:00,,Other
39913,4203300000,80,1972-01-01 00:00:00,,Belts and bandoliers
39916,4203400000,80,1972-01-01 00:00:00,,Other clothing accessories
39922,4205000000,80,1972-01-01 00:00:00,,Other articles of leather or of composition leather
39926,4300000000,80,1971-12-31 00:00:00,,FURSKINS AND ARTIFICIAL FUR; MANUFACTURES THEREOF
39927,4301000000,80,1972-01-01 00:00:00,,"Raw furskins (including heads, tails, paws and other pieces or cuttings, suitable for furriers' use), other than raw hides and skins of heading|4101, 4102|or 4103"
39943,4302000000,80,1972-01-01 00:00:00,,"Tanned or dressed furskins (including heads, tails, paws and other pieces or cuttings), unassembled, or assembled (without the addition of other materials) other than those of heading|4303"
39944,4302110000,10,1972-01-01 00:00:00,,"Whole skins, with or without head, tail or paws, not assembled"
39948,4302190000,80,1972-01-01 00:00:00,,Other
39952,4302194100,10,1972-01-01 00:00:00,,Of seal
39886,4202929110,80,1972-01-01 00:00:00,,Hand-made
39962,4302300000,80,1972-01-01 00:00:00,,"Whole skins and pieces or cuttings thereof, assembled"
39971,4302305100,10,1972-01-01 00:00:00,,Of seal
39978,4303000000,80,1972-01-01 00:00:00,,"Articles of apparel, clothing accessories and other articles of furskin"
39979,4303100000,80,1972-01-01 00:00:00,,Articles of apparel and clothing accessories
39988,4400000000,80,1971-12-31 00:00:00,,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL
39989,4401000000,80,1972-01-01 00:00:00,,"Fuel wood, in logs, in billets, in twigs, in faggots or in similar forms; wood in chips or particles; sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms"
39991,4401210000,10,1972-01-01 00:00:00,,Wood in chips or particles
39997,4402000000,80,1972-01-01 00:00:00,,"Wood charcoal (including shell or nut charcoal), whether or not agglomerated"
39998,4403000000,80,1972-01-01 00:00:00,,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared"
40018,4403910000,10,1972-01-01 00:00:00,,Other
40028,4404000000,80,1972-01-01 00:00:00,,"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; wooden sticks, roughly trimmed but not turned, bent or otherwise worked, suitable for the manufacture of walking sticks, umbrellas, tool handles or the like; chipwood and the like"
40029,4404100000,80,1972-01-01 00:00:00,,Coniferous
40030,4404200000,80,1972-01-01 00:00:00,,Non-coniferous
40032,4406000000,80,1972-01-01 00:00:00,,Railway or tramway sleepers (cross-ties) of wood
40035,4407000000,80,1972-01-01 00:00:00,,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6|mm"
40078,4407910000,10,1972-01-01 00:00:00,,Other
40079,4407910000,80,1972-01-01 00:00:00,,Of oak (Quercus spp.)
40081,4407913100,10,1972-01-01 00:00:00,,Other
40082,4407913100,20,1972-01-01 00:00:00,,Planed
40087,4407920000,80,1972-01-01 00:00:00,,Of beech (Fagus spp.)
40093,4407990000,80,1972-01-01 00:00:00,,Other
40118,4408000000,80,1972-01-01 00:00:00,,"Sheets for veneering (including those obtained by slicing laminated wood), for plywood or for similar laminated wood and other wood, sawn lengthwise, sliced or peeled, whether or not planed, sanded, spliced or end-jointed, of a thickness not exceeding 6|mm"
40119,4408100000,80,1972-01-01 00:00:00,,Coniferous
40124,4408109100,10,1972-01-01 00:00:00,,Other
40137,4408900000,80,1972-01-01 00:00:00,,Other
40154,4409000000,80,1972-01-01 00:00:00,,"Wood (including strips and friezes for parquet flooring, not assembled) continuously shaped (tongued, grooved, rebated, chamfered, V-jointed, beaded, moulded, rounded or the like) along any of its edges, ends or faces, whether or not planed, sanded or end-jointed"
40155,4409100000,80,1972-01-01 00:00:00,,Coniferous
40169,4410000000,80,1972-01-01 00:00:00,,"Particle board, oriented strand board (OSB) and similar board (for example, waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances"
40178,4411000000,80,1972-01-01 00:00:00,,"Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances"
40191,4412000000,80,1972-01-01 00:00:00,,"Plywood, veneered panels and similar laminated wood"
40209,4412990000,80,1972-01-01 00:00:00,,Other
40217,4414000000,80,1972-01-01 00:00:00,,"Wooden frames for paintings, photographs, mirrors or similar objects"
40222,4415000000,80,1972-01-01 00:00:00,,"Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, box pallets and other load boards, of wood; pallet collars of wood"
40223,4415100000,80,1972-01-01 00:00:00,,"Cases, boxes, crates, drums and similar packings; cable-drums"
40226,4415200000,80,1972-01-01 00:00:00,,"Pallets, box pallets and other load boards; pallet collars"
40237,4418000000,80,1972-01-01 00:00:00,,"Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes"
40238,4418100000,80,1972-01-01 00:00:00,,"Windows, French windows and their frames"
40239,4418200000,80,1972-01-01 00:00:00,,Doors and their frames and thresholds
40255,4419000000,80,1972-01-01 00:00:00,,"Tableware and kitchenware, of wood"
40265,4420000000,80,1972-01-01 00:00:00,,"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, of wood; statuettes and other ornaments, of wood; wooden articles of furniture not falling in Chapter|94"
40266,4420100000,80,1972-01-01 00:00:00,,"Statuettes and other ornaments, of wood"
40275,4420101100,80,1990-01-01 00:00:00,,Of tropical wood specified in additional note|2|to this chapter
40281,4420900000,80,1972-01-01 00:00:00,,Other
40297,4420909100,10,1990-01-01 00:00:00,,Other
40298,4420909100,80,1990-01-01 00:00:00,,Of tropical wood specified in additional note|2|to this chapter
40301,4420909900,80,1990-01-01 00:00:00,,Other
40304,4421000000,80,1972-01-01 00:00:00,,Other articles of wood
40315,4500000000,80,1971-12-31 00:00:00,,CORK AND ARTICLES OF CORK
40316,4501000000,80,1972-01-01 00:00:00,,"Natural cork, raw or simply prepared; waste cork; crushed, granulated or ground cork"
40320,4503000000,80,1972-01-01 00:00:00,,Articles of natural cork
40321,4503100000,80,1972-01-01 00:00:00,,Corks and stoppers
40325,4504000000,80,1972-01-01 00:00:00,,Agglomerated cork (with or without a binding substance) and articles of agglomerated cork
40326,4504100000,80,1972-01-01 00:00:00,,"Blocks, plates, sheets and strip; tiles of any shape; solid cylinders, including discs"
40327,4504101100,10,1994-01-01 00:00:00,,Corks and stoppers
