Measure SID,Order number,Measure type,Start date,End date,Geo,Commodity,additional_code_type_id,additional_code_id,reduction_indicator,measure_generating_regulation_role,measure_generating_regulation_id,justification_regulation_role,justification_regulation_id,stopped_flag,geographical_area_sid,goods_nomenclature_sid,additional_code_sid,export_refund_nomenclature_sid
3605588,092501,122,2018-09-01 00:00:00,2019-08-31 00:00:00,1011,6002000000,,,,1,R0000322,1,R0000322,False,400,42728,,
3605589,092501,122,2018-09-01 00:00:00,2019-08-31 00:00:00,1011,6003000000,,,,1,R0000322,1,R0000322,False,400,73882,,
3605590,092501,122,2018-09-01 00:00:00,2019-08-31 00:00:00,1011,6004000000,,,,1,R0000322,1,R0000322,False,400,73890,,
3605591,092501,122,2018-09-01 00:00:00,2019-08-31 00:00:00,1011,6005000000,,,,1,R0000322,1,R0000322,False,400,73912,,
3605592,092501,122,2018-09-01 00:00:00,2019-08-31 00:00:00,1011,6006000000,,,,1,R0000322,1,R0000322,False,400,73942,,
3609712,096750,143,2018-10-01 00:00:00,2019-09-30 00:00:00,UA,0409000000,,,,1,R1715660,1,R1715660,False,388,30011,,
3609713,096754,143,2018-10-01 00:00:00,2019-09-30 00:00:00,UA,1004000000,,,,1,R1715660,1,R1715660,False,388,31815,,
3609714,096751,143,2018-10-01 00:00:00,2019-09-30 00:00:00,UA,1103192010,,,,1,R1715660,1,R1715660,False,388,98448,,
3609715,096751,143,2018-10-01 00:00:00,2019-09-30 00:00:00,UA,1103199000,,,,1,R1715660,1,R1715660,False,388,31978,,
3609716,096751,143,2018-10-01 00:00:00,2019-09-30 00:00:00,UA,1103209000,,,,1,R1715660,1,R1715660,False,388,72922,,
3609717,096751,143,2018-10-01 00:00:00,2019-09-30 00:00:00,UA,1104191000,,,,1,R1715660,1,R1715660,False,388,32003,,
3609718,096751,143,2018-10-01 00:00:00,2019-09-30 00:00:00,UA,1104195000,,,,1,R1715660,1,R1715660,False,388,32005,,
3609719,096751,143,2018-10-01 00:00:00,2019-09-30 00:00:00,UA,1104196100,,,,1,R1715660,1,R1715660,False,388,72925,,
3609720,096751,143,2018-10-01 00:00:00,2019-09-30 00:00:00,UA,1104196900,,,,1,R1715660,1,R1715660,False,388,72926,,
3609721,096751,143,2018-10-01 00:00:00,2019-09-30 00:00:00,UA,1104290400,,,,1,R1715660,1,R1715660,False,388,94667,,
3609722,096751,143,2018-10-01 00:00:00,2019-09-30 00:00:00,UA,1104290500,,,,1,R1715660,1,R1715660,False,388,72931,,
3609723,096751,143,2018-10-01 00:00:00,2019-09-30 00:00:00,UA,1104290800,,,,1,R1715660,1,R1715660,False,388,94668,,
3609724,096751,143,2018-10-01 00:00:00,2019-09-30 00:00:00,UA,1104291790,,,,1,R1715660,1,R1715660,False,388,103816,,
3609725,096751,143,2018-10-01 00:00:00,2019-09-30 00:00:00,UA,1104293090,,,,1,R1715660,1,R1715660,False,388,103817,,
3609726,096751,143,2018-10-01 00:00:00,2019-09-30 00:00:00,UA,1104295100,,,,1,R1715660,1,R1715660,False,388,54771,,
3609727,096751,143,2018-10-01 00:00:00,2019-09-30 00:00:00,UA,1104295900,,,,1,R1715660,1,R1715660,False,388,54773,,
3609728,096751,143,2018-10-01 00:00:00,2019-09-30 00:00:00,UA,1104298100,,,,1,R1715660,1,R1715660,False,388,54781,,
3609729,096751,143,2018-10-01 00:00:00,2019-09-30 00:00:00,UA,1104298900,,,,1,R1715660,1,R1715660,False,388,55122,,
3609730,096751,143,2018-10-01 00:00:00,2019-09-30 00:00:00,UA,1104300000,,,,1,R1715660,1,R1715660,False,388,32057,,
3609731,096752,143,2018-10-01 00:00:00,2019-09-30 00:00:00,UA,2002000000,,,,1,R1715660,1,R1715660,False,388,33491,,
3609732,096753,143,2018-10-01 00:00:00,2019-09-30 00:00:00,UA,2009619000,,,,1,R1715660,1,R1715660,False,388,73074,,
3609733,096753,143,2018-10-01 00:00:00,2019-09-30 00:00:00,UA,2009691100,,,,1,R1715660,1,R1715660,False,388,73077,,
3609734,096753,143,2018-10-01 00:00:00,2019-09-30 00:00:00,UA,2009697100,,,,1,R1715660,1,R1715660,False,388,73084,,
3609735,096753,143,2018-10-01 00:00:00,2019-09-30 00:00:00,UA,2009697900,,,,1,R1715660,1,R1715660,False,388,73085,,
3609736,096753,143,2018-10-01 00:00:00,2019-09-30 00:00:00,UA,2009699000,,,,1,R1715660,1,R1715660,False,388,73086,,
3610936,094277,143,2018-01-01 00:00:00,,UA,1001990000,,,,1,R1722000,,,False,388,94591,,
3610937,094277,143,2018-01-01 00:00:00,,UA,1101001500,,,,1,R1722000,,,False,388,54775,,
3610938,094277,143,2018-01-01 00:00:00,,UA,1101009000,,,,1,R1722000,,,False,388,54776,,
3610939,094277,143,2018-01-01 00:00:00,,UA,1102909000,,,,1,R1722000,,,False,388,31954,,
3610940,094277,143,2018-01-01 00:00:00,,UA,1103119000,,,,1,R1722000,,,False,388,31966,,
3610941,094277,143,2018-01-01 00:00:00,,UA,1103206000,,,,1,R1722000,,,False,388,72921,,
3610942,094278,143,2018-01-01 00:00:00,,UA,1005900000,,,,1,R1722000,,,False,388,31826,,
3610943,094278,143,2018-01-01 00:00:00,,UA,1102200000,,,,1,R1722000,,,False,388,31947,,
3610944,094278,143,2018-01-01 00:00:00,,UA,1103130000,,,,1,R1722000,,,False,388,31968,,
3610945,094278,143,2018-01-01 00:00:00,,UA,1103204000,,,,1,R1722000,,,False,388,72919,,
3610946,094278,143,2018-01-01 00:00:00,,UA,1104230000,,,,1,R1722000,,,False,388,32025,,
3611101,094279,143,2018-01-01 00:00:00,,UA,1003900000,,,,1,R1722000,,,False,388,94642,,
3611128,094279,143,2018-01-01 00:00:00,,UA,1102901000,,,,1,R1722000,,,False,388,31952,,
3611129,094279,143,2018-01-01 00:00:00,,UA,1103202590,,,,1,R1722000,,,False,388,98455,,
3624722,094225,143,2018-04-01 00:00:00,,IS,0405101100,,,,4,R1803390,,,False,53,59400,,
3624723,094225,143,2018-04-01 00:00:00,,IS,0405101900,,,,4,R1803390,,,False,53,59401,,
3624724,094226,143,2018-04-01 00:00:00,,IS,0406105010,,,,4,R1803390,,,False,53,98909,,
3624725,094227,143,2018-04-01 00:00:00,,IS,0406103000,,,,4,R1803390,,,False,53,98905,,
3624726,094227,143,2018-04-01 00:00:00,,IS,0406105030,,,,4,R1803390,,,False,53,99062,,
3624727,094227,143,2018-04-01 00:00:00,,IS,0406105090,,,,4,R1803390,,,False,53,98910,,
3624728,094227,143,2018-04-01 00:00:00,,IS,0406108000,,,,4,R1803390,,,False,53,29723,,
3624729,094227,143,2018-04-01 00:00:00,,IS,0406200000,,,,4,R1803390,,,False,53,29725,,
3624730,094227,143,2018-04-01 00:00:00,,IS,0406300000,,,,4,R1803390,,,False,53,29728,,
3624731,094227,143,2018-04-01 00:00:00,,IS,0406400000,,,,4,R1803390,,,False,53,29743,,
3624732,094227,143,2018-04-01 00:00:00,,IS,0406900000,,,,4,R1803390,,,False,53,29751,,
3625806,098094,143,2018-03-09 00:00:00,2019-12-31 00:00:00,KH,8712000000,,,,1,R1803480,1,R1803480,False,336,53273,,
3625905,091835,143,2019-06-01 00:00:00,2019-10-31 00:00:00,MX,0603110000,,,,1,R0013620,1,R0013620,False,59,86661,,
3625907,091835,143,2019-06-01 00:00:00,2019-10-31 00:00:00,MX,0603120000,,,,1,R0013620,1,R0013620,False,59,86664,,
3625909,091835,143,2019-06-01 00:00:00,2019-10-31 00:00:00,MX,0603130000,,,,1,R0013620,1,R0013620,False,59,86667,,
3625911,091835,143,2019-06-01 00:00:00,2019-10-31 00:00:00,MX,0603140000,,,,1,R0013620,1,R0013620,False,59,86668,,
3625913,091837,143,2019-06-01 00:00:00,2019-10-31 00:00:00,MX,0603150000,,,,1,R0013620,1,R0013620,False,59,94409,,
3625915,091835,143,2019-06-01 00:00:00,2019-10-31 00:00:00,MX,0603191000,,,,1,R0013620,1,R0013620,False,59,86670,,
3625917,091837,143,2019-06-01 00:00:00,2019-10-31 00:00:00,MX,0603192000,,,,1,R0013620,1,R0013620,False,59,99434,,
3625918,091841,143,2019-11-01 00:00:00,2020-05-31 00:00:00,MX,0603192000,,,,1,R0013620,1,R0013620,False,59,99434,,
3625919,091837,143,2019-06-01 00:00:00,2019-10-31 00:00:00,MX,0603197000,,,,1,R0013620,1,R0013620,False,59,99435,,
3625920,091841,143,2019-11-01 00:00:00,2020-05-31 00:00:00,MX,0603197000,,,,1,R0013620,1,R0013620,False,59,99435,,
3625921,091843,143,2019-03-01 00:00:00,2019-11-30 00:00:00,MX,0709200000,,,,1,R0013620,1,R0013620,False,59,30469,,
3625923,091834,143,2019-01-01 00:00:00,2019-12-31 00:00:00,MX,0803901000,,,,4,R0808210,4,R0808210,False,59,94489,,
3625924,091849,143,2019-10-01 00:00:00,2019-12-31 00:00:00,MX,0807190000,,,,1,R0013620,1,R0013620,False,59,59473,,
3625929,091854,143,2019-01-01 00:00:00,2019-12-31 00:00:00,MX,1604142600,,,,1,R0013620,1,R0013620,False,59,98924,,
3625932,091854,143,2019-01-01 00:00:00,2019-12-31 00:00:00,MX,1604143600,,,,1,R0013620,1,R0013620,False,59,98929,,
3625935,091854,143,2019-01-01 00:00:00,2019-12-31 00:00:00,MX,1604144600,,,,1,R0013620,1,R0013620,False,59,98938,,
3630495,090832,143,2019-01-01 00:00:00,2019-12-31 00:00:00,IS,1601009100,,,,1,R1805670,1,R1805670,False,53,32662,,
3630499,090831,143,2019-01-01 00:00:00,2019-12-31 00:00:00,IS,0203000000,,,,1,R1805670,1,R1805670,False,53,27921,,
3630500,090832,143,2019-01-01 00:00:00,2019-12-31 00:00:00,IS,1601009911,,,,1,R1805670,1,R1805670,False,53,104039,,
3630501,090832,143,2019-01-01 00:00:00,2019-12-31 00:00:00,IS,1601009991,,,,1,R1805670,1,R1805670,False,53,104042,,
3630502,090832,143,2019-01-01 00:00:00,2019-12-31 00:00:00,IS,1601001091,,,,1,R1805670,1,R1805670,False,53,104036,,
3630503,090832,143,2019-01-01 00:00:00,2019-12-31 00:00:00,IS,1601001011,,,,1,R1805670,1,R1805670,False,53,104033,,
3633922,090830,143,2019-01-01 00:00:00,2019-12-31 00:00:00,IS,0207000000,,,,1,R1807200,1,R1807200,False,53,28107,,
3639487,098302,143,2019-01-01 00:00:00,2019-12-31 00:00:00,CA,2106909847,,,,1,R1717810,1,R1717810,False,146,104021,,
3646439,091002,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,0409000000,,,,4,R0514600,4,R0514600,False,108,30011,,
3646440,091004,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,0603000000,,,,4,R0514600,4,R0514600,False,108,30121,,
3646441,091005,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,0604000000,,,,4,R0514600,4,R0514600,False,108,30218,,
3646446,091007,143,2019-07-01 00:00:00,2019-07-31 00:00:00,DZ,0809100000,,,,4,R0514600,4,R0514600,False,108,31302,,
3646447,091007,143,2019-08-01 00:00:00,2019-12-31 00:00:00,DZ,0809100000,,,,4,R0514600,4,R0514600,False,108,31302,,
3646448,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204109300,,,,4,R0514600,4,R0514600,False,108,91991,,
3646449,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204109400,,,,4,R0514600,4,R0514600,False,108,91989,,
3646450,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204109600,,,,4,R0514600,4,R0514600,False,108,91990,,
3646451,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204109800,,,,4,R0514600,4,R0514600,False,108,91988,,
3646452,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204210600,,,,4,R0514600,4,R0514600,False,108,91915,,
3646453,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204210700,,,,4,R0514600,4,R0514600,False,108,91916,,
3646454,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204210800,,,,4,R0514600,4,R0514600,False,108,91917,,
3646455,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204210900,,,,4,R0514600,4,R0514600,False,108,91918,,
3646456,091001,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204219311,,,,4,R0514600,4,R0514600,False,108,92040,,
3646457,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204219311,,,,4,R0514600,4,R0514600,False,108,92040,,
3646458,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204219319,,,,4,R0514600,4,R0514600,False,108,92043,,
3646459,091001,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204219321,,,,4,R0514600,4,R0514600,False,108,92045,,
3646460,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204219321,,,,4,R0514600,4,R0514600,False,108,92045,,
3646461,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204219329,,,,4,R0514600,4,R0514600,False,108,92048,,
3646462,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204219331,,,,4,R0514600,4,R0514600,False,108,92075,,
3646463,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204219341,,,,4,R0514600,4,R0514600,False,108,92076,,
3646464,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204219351,,,,4,R0514600,4,R0514600,False,108,92079,,
3646465,091001,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204219411,,,,4,R0514600,4,R0514600,False,108,92052,,
3646466,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204219411,,,,4,R0514600,4,R0514600,False,108,92052,,
3646467,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204219419,,,,4,R0514600,4,R0514600,False,108,92055,,
3646468,091001,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204219421,,,,4,R0514600,4,R0514600,False,108,92057,,
3646469,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204219421,,,,4,R0514600,4,R0514600,False,108,92057,,
3646470,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204219429,,,,4,R0514600,4,R0514600,False,108,92060,,
3646471,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204219431,,,,4,R0514600,4,R0514600,False,108,92078,,
3646472,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204219441,,,,4,R0514600,4,R0514600,False,108,92077,,
3646473,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204219451,,,,4,R0514600,4,R0514600,False,108,92080,,
3646474,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204219511,,,,4,R0514600,4,R0514600,False,108,92071,,
3646475,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204219521,,,,4,R0514600,4,R0514600,False,108,92072,,
3646476,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204219531,,,,4,R0514600,4,R0514600,False,108,92073,,
3646477,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204219541,,,,4,R0514600,4,R0514600,False,108,92074,,
3646478,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204219551,,,,4,R0514600,4,R0514600,False,108,92081,,
3646479,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204219611,,,,4,R0514600,4,R0514600,False,108,92091,,
3646480,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204219621,,,,4,R0514600,4,R0514600,False,108,92092,,
3646481,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204219631,,,,4,R0514600,4,R0514600,False,108,92093,,
3646482,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204219641,,,,4,R0514600,4,R0514600,False,108,92094,,
3646483,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204219651,,,,4,R0514600,4,R0514600,False,108,92095,,
3646484,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204219711,,,,4,R0514600,4,R0514600,False,108,92104,,
3646485,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204219721,,,,4,R0514600,4,R0514600,False,108,92105,,
3646486,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204219731,,,,4,R0514600,4,R0514600,False,108,92106,,
3646487,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204219741,,,,4,R0514600,4,R0514600,False,108,92107,,
3646488,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204219751,,,,4,R0514600,4,R0514600,False,108,92108,,
3646489,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204219811,,,,4,R0514600,4,R0514600,False,108,92110,,
3646490,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204219821,,,,4,R0514600,4,R0514600,False,108,92111,,
3646491,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204219831,,,,4,R0514600,4,R0514600,False,108,92112,,
3646492,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204219841,,,,4,R0514600,4,R0514600,False,108,92113,,
3646493,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204219851,,,,4,R0514600,4,R0514600,False,108,92114,,
3646494,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204221000,,,,4,R0514600,4,R0514600,False,108,101027,,
3646495,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204229300,,,,4,R0514600,4,R0514600,False,108,101114,,
3646496,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204229411,,,,4,R0514600,4,R0514600,False,108,101126,,
3646497,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204229421,,,,4,R0514600,4,R0514600,False,108,101125,,
3646498,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204229431,,,,4,R0514600,4,R0514600,False,108,101124,,
3646499,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204229441,,,,4,R0514600,4,R0514600,False,108,101123,,
3646500,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204229451,,,,4,R0514600,4,R0514600,False,108,101122,,
3646501,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204229500,,,,4,R0514600,4,R0514600,False,108,101133,,
3646502,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204229611,,,,4,R0514600,4,R0514600,False,108,101145,,
3646503,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204229621,,,,4,R0514600,4,R0514600,False,108,101144,,
3646504,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204229631,,,,4,R0514600,4,R0514600,False,108,101143,,
3646505,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204229641,,,,4,R0514600,4,R0514600,False,108,101142,,
3646506,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204229651,,,,4,R0514600,4,R0514600,False,108,101141,,
3646507,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204229811,,,,4,R0514600,4,R0514600,False,108,101171,,
3646508,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204229821,,,,4,R0514600,4,R0514600,False,108,101170,,
3646509,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204229831,,,,4,R0514600,4,R0514600,False,108,101169,,
3646510,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204229841,,,,4,R0514600,4,R0514600,False,108,101168,,
3646511,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204229851,,,,4,R0514600,4,R0514600,False,108,101167,,
3646512,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204291000,,,,4,R0514600,4,R0514600,False,108,34813,,
3646513,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204299300,,,,4,R0514600,4,R0514600,False,108,92193,,
3646514,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204299411,,,,4,R0514600,4,R0514600,False,108,92201,,
3646515,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204299421,,,,4,R0514600,4,R0514600,False,108,92202,,
3646516,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204299431,,,,4,R0514600,4,R0514600,False,108,92203,,
3646517,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204299441,,,,4,R0514600,4,R0514600,False,108,92204,,
3646518,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204299451,,,,4,R0514600,4,R0514600,False,108,92205,,
3646519,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204299500,,,,4,R0514600,4,R0514600,False,108,92213,,
3646520,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204299611,,,,4,R0514600,4,R0514600,False,108,92221,,
3646521,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204299621,,,,4,R0514600,4,R0514600,False,108,92222,,
3646522,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204299631,,,,4,R0514600,4,R0514600,False,108,92223,,
3646523,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204299641,,,,4,R0514600,4,R0514600,False,108,92224,,
3646524,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204299651,,,,4,R0514600,4,R0514600,False,108,92225,,
3646525,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204299700,,,,4,R0514600,4,R0514600,False,108,92233,,
3646526,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204299811,,,,4,R0514600,4,R0514600,False,108,92241,,
3646527,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204299821,,,,4,R0514600,4,R0514600,False,108,92242,,
3646528,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204299831,,,,4,R0514600,4,R0514600,False,108,92243,,
3646529,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204299841,,,,4,R0514600,4,R0514600,False,108,92244,,
3646530,091003,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2204299851,,,,4,R0514600,4,R0514600,False,108,92245,,
3646531,091008,143,2019-11-01 00:00:00,2020-03-31 00:00:00,DZ,0810100000,,,,4,R0514600,4,R0514600,False,108,31413,,
3646532,091009,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,1509000000,,,,4,R0514600,4,R0514600,False,108,32411,,
3646533,091009,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,1510000000,,,,4,R0514600,4,R0514600,False,108,32416,,
3646534,091010,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,1512199010,,,,4,R0514600,4,R0514600,False,108,77188,,
3646535,091011,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2002101000,,,,4,R0514600,4,R0514600,False,108,33495,,
3646536,091012,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2002903100,,,,4,R0514600,4,R0514600,False,108,33504,,
3646537,091012,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2002903900,,,,4,R0514600,4,R0514600,False,108,33505,,
3646538,091012,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2002909100,,,,4,R0514600,4,R0514600,False,108,33508,,
3646539,091012,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2002909900,,,,4,R0514600,4,R0514600,False,108,33509,,
3646540,091013,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2009500000,,,,4,R0514600,4,R0514600,False,108,34240,,
3646541,091014,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2009893521,,,,4,R0514600,4,R0514600,False,108,97158,,
3646542,091014,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2009893529,,,,4,R0514600,4,R0514600,False,108,97159,,
3646543,091014,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2009893531,,,,4,R0514600,4,R0514600,False,108,97161,,
3646544,091014,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2009893539,,,,4,R0514600,4,R0514600,False,108,97162,,
3646545,091014,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2009893811,,,,4,R0514600,4,R0514600,False,108,95020,,
3646546,091014,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2009893819,,,,4,R0514600,4,R0514600,False,108,95021,,
3646547,091014,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2009897911,,,,4,R0514600,4,R0514600,False,108,95061,,
3646548,091014,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2009897919,,,,4,R0514600,4,R0514600,False,108,95062,,
3646549,091014,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2009898611,,,,4,R0514600,4,R0514600,False,108,95074,,
3646550,091014,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2009898619,,,,4,R0514600,4,R0514600,False,108,95141,,
3646551,091014,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2009898911,,,,4,R0514600,4,R0514600,False,108,95085,,
3646552,091014,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2009898919,,,,4,R0514600,4,R0514600,False,108,95086,,
3646553,091014,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2009899915,,,,4,R0514600,4,R0514600,False,108,95103,,
3646554,091014,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,2009899992,,,,4,R0514600,4,R0514600,False,108,95107,,
3646556,091021,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,0403105100,,,,1,R0516530,1,R0516530,False,108,29542,,
3646557,091021,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,0403105300,,,,1,R0516530,1,R0516530,False,108,29545,,
3646558,091021,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,0403105900,,,,1,R0516530,1,R0516530,False,108,29548,,
3646559,091021,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,0403109100,,,,1,R0516530,1,R0516530,False,108,29552,,
3646560,091021,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,0403109300,,,,1,R0516530,1,R0516530,False,108,29555,,
3646561,091021,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,0403109900,,,,1,R0516530,1,R0516530,False,108,29558,,
3646562,091022,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,1902301000,,,,1,R0516530,1,R0516530,False,108,33293,,
3646563,091022,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,1902309000,,,,1,R0516530,1,R0516530,False,108,33294,,
3646564,091023,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,1902401000,,,,1,R0516530,1,R0516530,False,108,33296,,
3646565,091023,143,2019-01-01 00:00:00,2019-12-31 00:00:00,DZ,1902409000,,,,1,R0516530,1,R0516530,False,108,33297,,
3646622,090792,146,2019-06-16 00:00:00,2019-12-31 00:00:00,IS,0303510010,,,,4,R1612190,4,R1612190,False,53,85386,,
3646624,090792,146,2019-06-16 00:00:00,2019-12-31 00:00:00,IS,0303510020,,,,4,R1612190,4,R1612190,False,53,85388,,
3646642,090700,143,2019-05-01 00:00:00,2020-04-30 00:00:00,IS,1604209000,,,,4,R1612190,4,R1612190,False,53,32903,,
