"7208100000","098201","EU","0.00","","","","",""
"7208250000","098201","EU","0.00","","","","",""
"7208260000","098201","EU","0.00","","","","",""
"7208270000","098201","EU","0.00","","","","",""
"7208360000","098201","EU","0.00","","","","",""
"7208370000","098201","EU","0.00","","","","",""
"7208380000","098201","EU","0.00","","","","",""
"7208390000","098201","EU","0.00","","","","",""
"7208400000","098201","EU","0.00","","","","",""
"7208521000","098201","EU","0.00","","","","",""
"7208529900","098201","EU","0.00","","","","",""
"7208531000","098201","EU","0.00","","","","",""
"7208539000","098201","EU","0.00","","","","",""
"7208540000","098201","EU","0.00","","","","",""
"7211130000","098201","EU","0.00","","","","",""
"7211140000","098201","EU","0.00","","","","",""
"7211190000","098201","EU","0.00","","","","",""
"7212600000","098201","EU","0.00","","","","",""
"7225191000","098201","EU","0.00","","","","",""
"7225301000","098201","EU","0.00","","","","",""
"7225303000","098201","EU","0.00","","","","",""
"7225309000","098201","EU","0.00","","","","",""
"7225401500","098201","EU","0.00","","","","",""
"7225409000","098201","EU","0.00","","","","",""
"7226191000","098201","EU","0.00","","","","",""
"7226912000","098201","EU","0.00","","","","",""
"7226919100","098201","EU","0.00","","","","",""
"7226919900","098201","EU","0.00","","","","",""
"7208100000","098202","TR","0.00","","","","",""
"7208250000","098202","TR","0.00","","","","",""
"7208260000","098202","TR","0.00","","","","",""
"7208270000","098202","TR","0.00","","","","",""
"7208360000","098202","TR","0.00","","","","",""
"7208370000","098202","TR","0.00","","","","",""
"7208380000","098202","TR","0.00","","","","",""
"7208390000","098202","TR","0.00","","","","",""
"7208400000","098202","TR","0.00","","","","",""
"7208521000","098202","TR","0.00","","","","",""
"7208529900","098202","TR","0.00","","","","",""
"7208531000","098202","TR","0.00","","","","",""
"7208539000","098202","TR","0.00","","","","",""
"7208540000","098202","TR","0.00","","","","",""
"7211130000","098202","TR","0.00","","","","",""
"7211140000","098202","TR","0.00","","","","",""
"7211190000","098202","TR","0.00","","","","",""
"7212600000","098202","TR","0.00","","","","",""
"7225191000","098202","TR","0.00","","","","",""
"7225301000","098202","TR","0.00","","","","",""
"7225303000","098202","TR","0.00","","","","",""
"7225309000","098202","TR","0.00","","","","",""
"7225401500","098202","TR","0.00","","","","",""
"7225409000","098202","TR","0.00","","","","",""
"7226191000","098202","TR","0.00","","","","",""
"7226912000","098202","TR","0.00","","","","",""
"7226919100","098202","TR","0.00","","","","",""
"7226919900","098202","TR","0.00","","","","",""
"7208100000","098602","5002","0.00","","","","",""
"7208250000","098602","5002","0.00","","","","",""
"7208260000","098602","5002","0.00","","","","",""
"7208270000","098602","5002","0.00","","","","",""
"7208360000","098602","5002","0.00","","","","",""
"7208370000","098602","5002","0.00","","","","",""
"7208380000","098602","5002","0.00","","","","",""
"7208390000","098602","5002","0.00","","","","",""
