"091933","CL","2019-04-13","2019-12-31","262","63000.00","KGM","3","Y","90","",""
"091934","CL","2019-04-13","2019-12-31","262","632000.00","KGM","3","Y","90","",""
"091935","CL","2019-04-13","2019-12-31","262","5000.00","KGM","3","Y","90","",""
"091936","CL","2019-04-13","2019-12-31","262","19000.00","KGM","3","Y","90","",""
"091944","CL","2019-04-13","2019-12-31","262","127000.00","KGM","3","Y","90","",""
"092115","CL","2019-04-13","2019-12-31","262","657000.00","KGM","3","Y","90","",""
"092116","CL","2019-04-13","2019-12-31","262","657000.00","KGM","3","Y","90","",""
"091921","CL","2020-01-01","2020-12-31","365","1574000.00","KGM","3","Y","90","",""
"091922","CL","2020-01-01","2020-12-31","365","899000.00","KGM","3","Y","90","",""
"091923","CL","2020-01-01","2020-12-31","365","10880000.00","KGM","3","Y","90","",""
"091924","CL","2020-01-01","2020-12-31","365","462000.00","KGM","3","Y","90","",""
"091925","CL","2020-01-01","2020-12-31","365","163000.00","KGM","3","Y","90","",""
"091926","CL","2020-01-01","2020-12-31","365","308000.00","KGM","3","Y","90","",""
"091927","CL","2020-01-01","2020-12-31","365","154000.00","KGM","3","Y","90","",""
"091928","CL","2020-01-01","2020-12-31","365","308000.00","KGM","3","Y","90","",""
"091931","CL","2020-01-01","2020-12-31","365","67000.00","KGM","3","Y","90","",""
"091932","CL","2020-01-01","2020-12-31","365","67000.00","KGM","3","Y","90","",""
"091933","CL","2020-01-01","2020-12-31","365","83000.00","KGM","3","Y","90","",""
"091934","CL","2020-01-01","2020-12-31","365","833000.00","KGM","3","Y","90","",""
"091935","CL","2020-01-01","2020-12-31","365","7000.00","KGM","3","Y","90","",""
"091936","CL","2020-01-01","2020-12-31","365","25000.00","KGM","3","Y","90","",""
"091944","CL","2020-01-01","2020-12-31","365","167000.00","KGM","3","Y","90","",""
"092115","CL","2020-01-01","2020-12-31","365","899000.00","KGM","3","Y","90","",""
"092116","CL","2020-01-01","2020-12-31","365","899000.00","KGM","3","Y","90","",""
"090671","FO","2019-04-13","2019-12-31","262","72000.00","KGM","3","Y","90","",""
"090672","FO","2019-04-13","2019-12-31","262","78000.00","KGM","3","Y","90","",""
"090674","FO","2019-04-13","2019-12-31","262","124000.00","KGM","3","Y","90","",""
"090675","FO","2019-04-13","2019-12-31","262","41000.00","KGM","3","Y","90","",""
"090676","FO","2019-04-13","2019-12-31","262","78000.00","KGM","3","Y","90","",""
"090679","FO","2019-04-13","2019-12-31","262","413000.00","KGM","3","Y","90","",""
"090681","FO","2019-04-13","2019-12-31","262","124000.00","KGM","3","Y","90","",""
"090689","FO","2019-04-13","2019-12-31","262","2067000.00","KGM","3","Y","90","",""
"090690","FO","2019-04-13","2019-12-31","262","2000.00","KGM","3","Y","90","",""
"092129","FO","2019-04-13","2019-12-31","262","2000.00","KGM","3","Y","90","",""
"092130","FO","2019-04-13","2019-12-31","262","2000.00","KGM","3","Y","90","",""
"090671","FO","2020-01-01","2020-12-31","365","95000.00","KGM","3","Y","90","",""
"090672","FO","2020-01-01","2020-12-31","365","102000.00","KGM","3","Y","90","",""
"090674","FO","2020-01-01","2020-12-31","365","163000.00","KGM","3","Y","90","",""
"090675","FO","2020-01-01","2020-12-31","365","54000.00","KGM","3","Y","90","",""
"090676","FO","2020-01-01","2020-12-31","365","102000.00","KGM","3","Y","90","",""
"090679","FO","2020-01-01","2020-12-31","365","545000.00","KGM","3","Y","90","",""
"090681","FO","2020-01-01","2020-12-31","365","163000.00","KGM","3","Y","90","",""
"090689","FO","2020-01-01","2020-12-31","365","2724000.00","KGM","3","Y","90","",""
"090690","FO","2020-01-01","2020-12-31","365","3000.00","KGM","3","Y","90","",""
"092129","FO","2020-01-01","2020-12-31","365","3000.00","KGM","3","Y","90","",""
"092130","FO","2020-01-01","2020-12-31","365","3000.00","KGM","3","Y","90","",""
"091300","IL","2019-04-13","2019-12-31","262","4229000.00","KGM","3","Y","90","",""
"091302","IL","2019-04-13","2019-12-31","262","128000.00","KGM","3","Y","90","",""
"091303","IL","2019-04-13","2019-12-31","262","1693000.00","KGM","3","Y","90","",""
"091304","IL","2019-04-13","2019-12-31","262","2748000.00","KGM","3","Y","90","",""
"091306","IL","2019-04-13","2019-12-31","262","2178000.00","KGM","3","Y","90","",""
"091323","IL","2019-04-13","2019-12-31","262","21983000.00","KGM","3","Y","90","",""
"091331","IL","2019-04-13","2019-12-31","262","3435000.00","KGM","3","Y","90","",""
"091333","IL","2019-04-13","2019-12-31","262","2088000.00","KGM","3","Y","90","",""
"091341","IL","2019-04-13","2019-04-15","2","19000.00","KGM","3","Y","90","",""
"091342","IL","2019-04-13","2019-12-31","262","491000.00","KGM","3","Y","90","",""
"091353","IL","2019-04-13","2019-12-31","262","1040000.00","KGM","3","Y","90","",""
"091354","IL","2019-04-13","2019-12-31","262","530000.00","KGM","3","Y","90","",""
"091361","IL","2019-04-13","2019-12-31","262","12750.00","NAR","3","Y","90","",""
"091368","IL","2019-04-13","2019-12-31","262","98000.00","KGM","3","Y","90","",""
"091369","IL","2019-04-13","2019-12-31","262","117000.00","KGM","3","Y","90","",""
"091370","IL","2019-04-13","2019-12-31","262","3926000.00","KGM","3","Y","90","",""
"091371","IL","2019-04-13","2019-09-30","170","1826000.00","KGM","3","Y","90","",""
"091372","IL","2019-04-13","2019-12-31","262","491000.00","KGM","3","Y","90","",""
"091373","IL","2019-04-13","2019-12-31","262","196000.00","KGM","3","Y","90","",""
"091374","IL","2019-04-13","2019-12-31","262","10000.00","KGM","3","Y","90","",""
"091375","IL","2019-04-13","2019-12-31","262","246000.00","KGM","3","Y","90","",""
"091376","IL","2019-04-13","2019-12-31","262","314000.00","KGM","3","Y","90","",""
"091377","IL","2019-04-13","2019-12-31","262","77000.00","KGM","3","Y","90","",""
"091378","IL","2019-04-13","2019-12-31","262","11000.00","KGM","3","Y","90","",""
"091379","IL","2019-04-13","2019-12-31","262","1929000.00","KGM","3","Y","90","",""
"091380","IL","2019-04-13","2019-12-31","262","87600.00","LTR","3","Y","90","",""
"091397","IL","2019-04-13","2019-05-31","48","659000.00","KGM","3","Y","90","",""
"091398","IL","2019-04-13","2019-04-30","17","68000.00","KGM","3","Y","90","",""
"091399","IL","2019-04-13","2019-12-31","262","24000.00","KGM","3","Y","90","",""
"094091","IL","2019-04-13","","","393000.00","KGM","3","Y","90","",""
"094092","IL","2019-04-13","","","55000.00","KGM","3","Y","90","",""
"091300","IL","2020-01-01","2020-12-31","365","9689000.00","KGM","3","Y","90","",""
"091302","IL","2020-01-01","2020-12-31","365","177000.00","KGM","3","Y","90","",""
"091303","IL","2020-01-01","2020-12-31","365","2349000.00","KGM","3","Y","90","",""
"091304","IL","2020-01-01","2020-12-31","365","3814000.00","KGM","3","Y","90","",""
"091306","IL","2020-01-01","2020-12-31","365","3023000.00","KGM","3","Y","90","",""
"091323","IL","2020-01-01","2020-12-31","365","30509000.00","KGM","3","Y","90","",""
"091331","IL","2020-01-01","2020-12-31","365","4767000.00","KGM","3","Y","90","",""
"091333","IL","2020-01-01","2020-12-31","365","2898000.00","KGM","3","Y","90","",""
"091341","IL","2019-11-01","2020-04-15","166","1068000.00","KGM","3","Y","90","",""
"091342","IL","2020-01-01","2020-12-31","365","681000.00","KGM","3","Y","90","",""
"091353","IL","2020-01-01","2020-12-31","365","1444000.00","KGM","3","Y","90","",""
"091354","IL","2020-01-01","2020-12-31","365","735000.00","KGM","3","Y","90","",""
"091361","IL","2020-01-01","2020-12-31","365","17695.00","NAR","3","Y","90","",""
"091368","IL","2020-01-01","2020-12-31","365","136000.00","KGM","3","Y","90","",""
"091369","IL","2020-01-01","2020-12-31","365","163000.00","KGM","3","Y","90","",""
"091370","IL","2020-01-01","2020-12-31","365","5448000.00","KGM","3","Y","90","",""
"091371","IL","2020-03-15","2020-09-30","199","2136000.00","KGM","3","Y","90","",""
"091372","IL","2020-01-01","2020-12-31","365","681000.00","KGM","3","Y","90","",""
"091373","IL","2020-01-01","2020-12-31","365","272000.00","KGM","3","Y","90","",""
"091374","IL","2020-01-01","2020-12-31","365","14000.00","KGM","3","Y","90","",""
"091375","IL","2020-01-01","2020-12-31","365","341000.00","KGM","3","Y","90","",""
"091376","IL","2020-01-01","2020-12-31","365","436000.00","KGM","3","Y","90","",""
"091377","IL","2020-01-01","2020-12-31","365","107000.00","KGM","3","Y","90","",""
"091378","IL","2020-01-01","2020-12-31","365","15000.00","KGM","3","Y","90","",""
"091379","IL","2020-01-01","2020-12-31","365","2677000.00","KGM","3","Y","90","",""
"091380","IL","2020-01-01","2020-12-31","365","121600.00","LTR","3","Y","90","",""
"091397","IL","2019-08-01","2020-05-31","304","4086000.00","KGM","3","Y","90","",""
"091398","IL","2019-11-01","2020-04-30","181","681000.00","KGM","3","Y","90","",""
"091399","IL","2020-01-01","2020-12-31","365","34000.00","KGM","3","Y","90","",""
"091618","1034","2019-04-13","2019-12-31","262","4539000.00","KGM","3","Y","90","",""
"091618","1034","2020-01-01","2020-12-31","365","6300000.00","KGM","3","Y","90","",""
"091619","1034","2019-04-13","2019-12-31","262","245000.00","KGM","3","Y","90","",""
"091619","1034","2020-01-01","2020-12-31","365","340000.00","KGM","3","Y","90","",""
"090703","NO","2019-04-13","2019-12-31","262","5000.00","KGM","3","Y","90","",""
"090709","NO","2019-04-13","2019-12-31","262","2000.00","KGM","3","Y","90","",""
"090710","NO","2019-04-13","2019-04-30","17","28000.00","KGM","3","Y","90","",""
"090712","NO","2019-04-13","2019-04-30","17","13000.00","KGM","3","Y","90","",""
"090713","NO","2019-04-13","2019-04-30","17","7000.00","KGM","3","Y","90","",""
"090714","NO","2019-04-13","2019-04-30","17","18000.00","KGM","3","Y","90","",""
"090722","NO","2019-04-13","2019-12-31","262","27000.00","KGM","3","Y","90","",""
"090723","NO","2019-06-16","2020-02-14","243","7000.00","KGM","3","Y","90","",""
"090725","NO","2019-06-16","2020-02-14","243","191000.00","KGM","3","Y","90","",""
"090730","NO","2019-04-13","2019-12-31","262","2845000.00","KGM","3","Y","90","",""
"090732","NO","2019-04-13","2019-12-31","262","3000.00","KGM","3","Y","90","",""
"090733","NO","2019-04-13","2019-12-31","262","1000.00","KGM","3","Y","90","",""
"090734","NO","2019-04-13","2019-12-31","262","14000.00","KGM","3","Y","90","",""
"090735","NO","2019-04-13","2019-12-31","262","110000.00","KGM","3","Y","90","",""
"090736","NO","2019-04-13","2019-12-31","262","19000.00","KGM","3","Y","90","",""
"090738","NO","2019-04-13","2019-12-31","262","1000.00","KGM","3","Y","90","",""
"090745","NO","2019-04-13","2019-12-31","262","560000.00","KGM","3","Y","90","",""
"090749","NO","2019-04-13","2019-04-30","17","38000.00","KGM","3","Y","90","",""
"090750","NO","2019-05-01","2020-04-30","365","1000.00","KGM","3","Y","90","",""
"090752","NO","2019-04-13","2019-12-31","262","142000.00","KGM","3","Y","90","",""
"090756","NO","2019-04-13","2019-12-31","262","113000.00","KGM","3","Y","90","",""
"090779","NO","2019-04-13","2019-12-31","262","695000.00","KGM","3","Y","90","",""
"090818","NO","2019-04-13","2019-04-30","17","1000.00","KGM","3","Y","90","",""
"090820","NO","2019-04-13","2019-04-30","17","1000.00","KGM","3","Y","90","",""
"094179","NO","2019-04-13","","","56000.00","KGM","3","Y","90","",""
"090709","NO","2020-01-01","2020-12-31","365","3000.00","KGM","3","Y","90","",""
"090710","NO","2019-05-01","2020-04-30","365","571000.00","KGM","3","Y","90","",""
"090712","NO","2019-05-01","2020-04-30","365","259000.00","KGM","3","Y","90","",""
"090713","NO","2019-05-01","2020-04-30","365","140000.00","KGM","3","Y","90","",""
"090714","NO","2019-05-01","2020-04-30","365","373000.00","KGM","3","Y","90","",""
"090722","NO","2020-01-01","2020-12-31","365","37000.00","KGM","3","Y","90","",""
"090723","NO","2020-06-16","2021-02-14","243","7000.00","KGM","3","Y","90","",""
"090725","NO","2020-06-16","2021-02-14","243","191000.00","KGM","3","Y","90","",""
"090730","NO","2020-01-01","2020-12-31","365","3949000.00","KGM","3","Y","90","",""
"090732","NO","2020-01-01","2020-12-31","365","4000.00","KGM","3","Y","90","",""
"090733","NO","2020-01-01","2020-12-31","365","1000.00","KGM","3","Y","90","",""
"090734","NO","2020-01-01","2020-12-31","365","19000.00","KGM","3","Y","90","",""
"090735","NO","2020-01-01","2020-12-31","365","153000.00","KGM","3","Y","90","",""
"090736","NO","2020-01-01","2020-12-31","365","27000.00","KGM","3","Y","90","",""
"090738","NO","2020-01-01","2020-12-31","365","1000.00","KGM","3","Y","90","",""
"090745","NO","2020-01-01","2020-12-31","365","777000.00","KGM","3","Y","90","",""
"090749","NO","2019-05-01","2020-04-30","365","777000.00","KGM","3","Y","90","",""
"090750","NO","2019-05-01","2020-04-30","365","1000.00","KGM","3","Y","90","",""
"090752","NO","2020-01-01","2020-12-31","365","197000.00","KGM","3","Y","90","",""
"090756","NO","2020-01-01","2020-12-31","365","157000.00","KGM","3","Y","90","",""
"090779","NO","2020-01-01","2020-12-31","365","964000.00","KGM","3","Y","90","",""
"090818","NO","2019-05-01","2020-04-30","365","14000.00","KGM","3","Y","90","",""
"090820","NO","2019-05-01","2020-04-30","365","16000.00","KGM","3","Y","90","",""
"090793","IS","2019-04-13","2019-12-31","262","24000.00","KGM","3","Y","90","",""
"090794","IS","2019-04-13","2019-12-31","262","46000.00","KGM","3","Y","90","",""
"090796","IS","2019-04-13","2019-12-31","262","3000.00","KGM","3","Y","90","",""
"090811","IS","2019-04-13","2019-04-30","17","1000.00","KGM","3","Y","90","",""
"090812","IS","2019-04-13","2019-04-30","17","2000.00","KGM","3","Y","90","",""
"090833","IS","2019-04-13","2019-12-31","262","499000.00","KGM","3","Y","90","",""
"094226","IS","2019-04-13","","","","KGM","3","Y","90","",""
"090793","IS","2020-01-01","2020-12-31","365","33000.00","KGM","3","Y","90","",""
"090794","IS","2020-01-01","2020-12-31","365","64000.00","KGM","3","Y","90","",""
"090796","IS","2020-01-01","2020-12-31","365","4000.00","KGM","3","Y","90","",""
"090811","IS","2019-05-01","2020-04-30","365","11000.00","KGM","3","Y","90","",""
"090812","IS","2019-05-01","2020-04-30","365","33000.00","KGM","3","Y","90","",""
"090833","IS","2020-01-01","2020-12-31","365","692000.00","KGM","3","Y","90","",""
