goods_nomenclature_item_id
0101291000
0206101000
0206291000
0206801000
0206901000
0302311000
0302321000
0302331000
0302341000
0302351100
0302359100
0302361000
0302392000
0302491100
0302892100
0303411000
0303422000
0303431000
0303441000
0303451200
0303459100
0303461000
0303492000
0303592100
0303892100
0303911000
0406900100
0701901000
0709609100
0709609500
0709921000
0711201000
1005900020
1501101000
1501201000
1502101000
1502901000
1503001100
1503003000
1507101000
1507901000
1508101000
1508901000
1511101000
1511909100
1512111000
1512191000
1512211000
1512291000
1513111000
1513193000
1513211000
1513293000
1514111000
1514191000
1514911000
1514991000
1515191000
1515211000
1515291000
1515301000
1515501100
1515509100
1515902100
1515903100
1515904000
1515906000
1516209500
1518003100
1518003900
1605301000
1701121000
1701131000
1701141000
2007991000
2501003100
2501005190
2707100090
2707200090
2707300090
2707500089
2707999100
2710121100
2710121500
2710191100
2710191500
2710193100
2710193500
2710195100
2710195500
2710197100
2710197500
2710990010
2711121900
2711129100
2711129300
2711131000
2711133000
2712903100
2712903300
2713901000
2909303500
3501101000
3501105000
3702319100
3824996100
3901201000
3906905000
3917219010
3917229010
3917239010
3917290091
3917310010
3917330010
3917390010
3917400010
3920102300
3920621200
3920995300
3926909210
3926909705
4008290010
4009120010
4009220010
4009320010
4009420010
4011300010
4012130010
4012200010
4016100010
4016930010
4016999110
4016999710
4408109100
4408397000
4408903500
4504908010
6812801010
6812809010
6812991010
6812999010
6813200010
6813810010
6813890005
7007218010
7322900010
7324100010
7324900010
7326200010
7413000010
7608100010
7608202010
7608208110
7608208910
7801910010
7801991000
8108906010
8302100010
8302200010
8302420010
8302490010
8302600010
8307100010
8307900010
8407100010
8407100020
8407341000
8407905000
8408101100
8408102300
8408103100
8408104100
8408105100
8408106100
8408107100
8408108100
8408109100
8408201000
8408902710
8408904110
8408904310
8408904510
8408904710
8408906110
8408906510
8408906710
8408908110
8408908510
8408908910
8409100010
8409100020
8411110010
8411110020
8411121010
8411121020
8411123010
8411123020
8411128010
8411128020
8411210010
8411210020
8411222010
8411222020
8411228010
8411228020
8411810010
8411822010
8411826010
8411828010
8411910010
8411910020
8411990010
8412100010
8412100020
8412212010
8412218010
8412292010
8412298110
8412298910
8412310010
8412390010
8412808010
8412902010
8412902020
8412904010
8412908010
8413190010
8413200010
8413302010
8413308010
8413502010
8413504010
8413506110
8413506910
8413508010
8413602010
8413603110
8413603910
8413606110
8413606910
8413607010
8413608010
8413703510
8413704510
8413705110
8413705910
8413706510
8413707510
8413708110
8413708910
8413810010
8413910010
8414102510
8414108110
8414108910
8414208010
8414302010
8414308110
8414308910
8414510010
8414592510
8414593510
8414599510
8414801110
8414801910
8414802210
8414802810
8414805110
8414805910
8414807310
8414807510
8414807810
8414808010
8414900010
8415810010
8415820010
8415830010
8415900010
8418102010
8418108010
8418302010
8418308010
8418402010
8418408010
8418610010
8418690010
8419508010
8419812010
8419818010
8419908510
8421210010
8421230010
8421298010
8421310010
8421392510
8421393510
8421398510
8424100010
8443194000
8443911000
8479899710
8479902010
8479907010
8483102110
8483102510
8483102910
8483105010
8483109510
8483303210
8483303810
8483308010
8483402110
8483402310
8483402510
8483402910
8483403010
8483405110
8483405910
8483409010
8483502010
8483508010
8483602010
8483608010
8483902010
8483908110
8483908910
8484100010
8484900010
8501200010
8501310010
8501320010
8501330010
8501340010
8501402010
8501408010
8501510010
8501522010
8501523010
8501529010
8501538110
8501612010
8501618010
8501620010
8501630010
8502112010
8502118010
8502120010
8502132010
8502134010
8502138010
8502202010
8502204010
8502206010
8502208010
8502310010
8502392010
8502398010
8502400010
8504102010
8504108010
8504312110
8504312910
8504318010
8504320010
8504330010
8504405510
8504408210
8504408410
8504408810
8504409010
8504509510
8507102010
8507108010
8507202010
8507208010
8507302010
8507308010
8507400010
8507500010
8507600010
8507800010
8507903010
8507908010
8511100010
8511200010
8511300010
8511400010
8511500010
8511800010
8516802010
8518109510
8518220010
8518299510
8518309510
8518408010
8518500010
8519819510
8521109510
8522904910
8522908005
8526100010
8526912010
8526918010
8526920010
8529106510
8529108010
8529906510
8529909220
8529909710
8531109510
8531804010
8536700093
8539100010
8543700410
8543709005
8544300010
8708101000
8708211000
8708291000
8708301000
8708402000
8708502000
8708701000
8708802000
8708912000
8708922000
8708931000
8708942000
8708951000
8708991000
8801001010
8801009010
8802110010
8802120010
8802200010
8802300010
8802400010
8803100010
8803100020
8803200010
8803200020
8803300010
8803300020
8803909010
8803909020
8908000000
9001900010
9002900010
9014100010
9020000010
9025118010
9025198010
9025804010
9025808010
9025900010
9029100010
9029203810
9029900010
9030310010
9030332010
9030333010
9030338010
9030899010
9032102010
9032108010
9032200010
9032890010
9032900010
9104000010
9109100010
9109900010
9405102110
9405104010
9405109120
9405109810
9405602010
9405608010
9405920010
9405990010
1511909120
1511909190
1512191010
1512191090
1513111020
1513111090
1513193020
1513193090
1513211020
1513211090
1513293020
1513293090
3501105010
3501105090
8708101010
8708101090
8708211010
8708211090
8708301020
8708301040
8708301050
8708301060
8708301070
8708301090
8708402020
8708402030
8708402040
8708402050
8708402090
8708502020
8708502040
8708502050
8708502090
8708701015
8708701050
8708701080
8708701085
8708802010
8708802020
8708802030
8708802090
8708912010
8708912020
8708912030
8708912090
8708931010
8708931030
8708931090
8708942010
8708942090
8708951010
8708951020
8708951090
8708991010
8708991025
8708991035
8708991040
8708991050
8708991060
8708991070
8708991090
