2206005100,01,7.7,EUR,HLT,
2206005900,01,7.7,EUR,HLT,
2206008100,01,5.76,EUR,HLT,
2206008900,01,5.76,EUR,HLT,
2208401100,01,0.6,EUR,ASV,X
2208401100,04,3.2,EUR,HLT,
2208403100,01,0,,,
2208403900,01,0.6,EUR,ASV,X
2208403900,04,3.2,EUR,HLT,
2208405100,01,0.6,EUR,ASV,X
2208409100,01,0,,,
2208409900,01,0.6,EUR,ASV,X
3105510000,01,6.5,,,
4203291000,01,9,,,
4203299000,01,7,,,
5703000000,01,8,,,
5703000000,01,8,,,
5703000000,01,8,,,
5703000000,01,8,,,
5703000000,01,8,,,
5703000000,01,8,,,
5703000000,01,8,,,
5703000000,01,8,,,
5703000000,01,8,,,
5705000000,01,8,,,
5705000000,01,8,,,
6103000000,01,12,,,
6103000000,01,12,,,
6103000000,01,12,,,
6103000000,01,12,,,
6103000000,01,12,,,
6103000000,01,12,,,
6103000000,01,12,,,
6105000000,01,12,,,
6105000000,01,12,,,
6105000000,01,12,,,
6105000000,01,12,,,
6105000000,01,12,,,
6107000000,01,12,,,
6107000000,01,12,,,
6107000000,01,12,,,
6107000000,01,12,,,
6108000000,01,12,,,
6108000000,01,12,,,
6108000000,01,12,,,
6108000000,01,12,,,
6108000000,01,12,,,
6109000000,01,12,,,
6110200000,01,12,,,
6110200000,01,12,,,
6110200000,01,12,,,
6110300000,01,12,,,
6110300000,01,12,,,
6110300000,01,12,,,
6111201000,01,8.9,,,
6111201000,01,12,,,
6111301000,01,8.9,,,
6111301000,01,12,,,
6114000000,01,12,,,
6116102000,01,8,,,
6116108000,01,8.9,,,
6203000000,01,12,,,
6203000000,01,12,,,
6203000000,01,12,,,
6203000000,01,12,,,
6203000000,01,12,,,
6203000000,01,12,,,
6203000000,01,12,,,
6203000000,01,12,,,
6203000000,01,12,,,
6203000000,01,12,,,
6203000000,01,12,,,
6203000000,01,12,,,
6203000000,01,12,,,
6203000000,01,12,,,
6203000000,01,12,,,
6203000000,01,12,,,
6203000000,01,12,,,
6203000000,01,12,,,
6203000000,01,12,,,
6203000000,01,12,,,
6203000000,01,12,,,
6203000000,01,12,,,
6203000000,01,12,,,
6204000000,01,12,,,
6204000000,01,12,,,
6204000000,01,12,,,
6204000000,01,12,,,
