2020,0101299000,ID
2020,0101300000,ID
2020,0101900000,ID
2020,0104201000,ID
2020,0106141000,ID
2020,0106391000,ID
2020,0205002000,ID
2020,0205008000,ID
2020,0206809100,ID
2020,0206909100,ID
2020,0207149100,ID
2020,0207279100,ID
2020,0207459500,ID
2020,0207559500,ID
2020,0207609100,ID
2020,0208907000,ID
2020,0210929200,ID
2020,0210991000,ID
2020,0210995900,ID
2020,0210998500,ID
2020,0403105100,ID
2020,0403105300,ID
2020,0403105900,ID
2020,0403109100,ID
2020,0403109300,ID
2020,0403109900,ID
2020,0403907100,ID
2020,0403907300,ID
2020,0403907900,ID
2020,0403909100,ID
2020,0403909300,ID
2020,0403909900,ID
2020,0405201000,ID
2020,0405203000,ID
2020,0407199000,ID
2020,0407299000,ID
2020,0407909000,ID
2020,0410000000,ID
2020,0511993900,ID
2020,0601101000,KE
2020,0601102000,KE
2020,0601103000,KE
2020,0601104000,KE
2020,0601109000,KE
2020,0601201000,KE
2020,0601203000,KE
2020,0601209000,KE
2020,0602101000,KE
2020,0602109000,KE
2020,0602201000,KE
2020,0602202000,KE
2020,0602203000,KE
2020,0602208000,KE
2020,0602300000,KE
2020,0602400000,KE
2020,0602901000,KE
2020,0602902000,KE
2020,0602903000,KE
2020,0602904100,KE
2020,0602904500,KE
2020,0602904600,KE
2020,0602904700,KE
2020,0602904800,KE
2020,0602905000,KE
2020,0602907000,KE
2020,0602909100,KE
2020,0602909900,KE
2020,0603110000,KE
2020,0603120000,KE
2020,0603130000,KE
2020,0603140000,KE
2020,0603150000,KE
2020,0603191000,KE
2020,0603192000,KE
2020,0603197000,KE
2020,0603900000,KE
2020,0604201100,KE
2020,0604201900,KE
2020,0604202000,KE
2020,0604204000,KE
2020,0604209000,KE
2020,0604901100,KE
2020,0604901900,KE
2020,0604909100,KE
2020,0604909900,KE
2020,1501900000,ID
2020,1502109000,ID
2020,1502909000,ID
2020,1503001900,ID
2020,1503009000,ID
2020,1504101000,ID
2020,1504109100,ID
2020,1504109900,ID
2020,1504201000,ID
2020,1504209000,ID
2020,1504301000,ID
2020,1504309000,ID
