SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
2088710,[142] Tariff preference,0403105100,,01/07/2000,,[01] 0.00% | [04] + 95.00 EUR + % or amount / 100kg,,
2088711,[142] Tariff preference,0403105300,,01/07/2000,,[01] 0.00% | [04] + 130.40 EUR + % or amount / 100kg,,
2088712,[142] Tariff preference,0403105900,,01/07/2000,,[01] 0.00% | [04] + 168.80 EUR + % or amount / 100kg,,
2088713,[142] Tariff preference,0403109100,,01/07/2000,,[01] 0.00% | [04] + 12.40 EUR + % or amount / 100kg,,
2088714,[142] Tariff preference,0403109300,,01/07/2000,,[01] 0.00% | [04] + 17.10 EUR + % or amount / 100kg,,
2088715,[142] Tariff preference,0403109900,,01/07/2000,,[01] 0.00% | [04] + 26.60 EUR + % or amount / 100kg,,
2088716,[142] Tariff preference,0403907100,,01/07/2000,,[01] 0.00% | [04] + 95.00 EUR + % or amount / 100kg,,
2088717,[142] Tariff preference,0403907300,,01/07/2000,,[01] 0.00% | [04] + 130.40 EUR + % or amount / 100kg,,
2088718,[142] Tariff preference,0403907900,,01/07/2000,,[01] 0.00% | [04] + 168.80 EUR + % or amount / 100kg,,
2088719,[142] Tariff preference,0403909100,,01/07/2000,,[01] 0.00% | [04] + 12.40 EUR + % or amount / 100kg,,
2088720,[142] Tariff preference,0403909300,,01/07/2000,,[01] 0.00% | [04] + 17.10 EUR + % or amount / 100kg,,
2088721,[142] Tariff preference,0403909900,,01/07/2000,,[01] 0.00% | [04] + 26.60 EUR + % or amount / 100kg,,
2291170,[142] Tariff preference,0703200000,,01/06/2001,,[01] + 9.60%,,"TM540: (Taric Measure) Application of Article 3 of the Decision No 126/97 (OJ L 53, 22.02.1997)"
2088722,[142] Tariff preference,0710400000,,01/07/2000,,[01] 0.00% | [04] + 9.40 EUR + % or amount / 100kg / net of drained weight,,
2088723,[142] Tariff preference,0711903000,,01/07/2000,,[01] 0.00% | [04] + 9.40 EUR + % or amount / 100kg / net of drained weight,,
1604885,[142] Tariff preference,1702500000,,01/01/1997,,[01] 0.00%,,
