SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3456913,[552] Definitive anti-dumping duty,8102960020,,12/03/2015,,[01] + 64.30%,,
3456914,[552] Definitive anti-dumping duty,8102960040,,12/03/2015,,[01] + 64.30%,,
