SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3493586,[552] Definitive anti-dumping duty,8102960011,,30/06/2016,,[01] + 64.30%,,
3493587,[552] Definitive anti-dumping duty,8102960019,,30/06/2016,,[01] + 64.30%,,
