SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3573544,[561] Notice of initiation of an anti-dumping or countervailing proceeding,4011209000,,11/08/2017,,,,
3573545,[561] Notice of initiation of an anti-dumping or countervailing proceeding,4012120000,,11/08/2017,,,,
