SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3481245,[552] Definitive anti-dumping duty,3102290010,[A959] KCKK Branch of Joint Stock Company United Chemical Company Uralchem in Kirovo-Chepetsk,19/02/2016,,,Condition [A1] Presentation of an anti-dumping/countervailing document : Document [D] Action [01] Apply the amount of the action (see components) : ||Condition [A2] Presentation of an anti-dumping/countervailing document : Action [01] Apply the amount of the action (see components) :,"CD712: (Conditions) The non-application of any anti-dumping duty for this company shall be conditional upon presentation to the customs authorities of the Member States of a valid commercial invoice, in which must appear a declaration signed by an officer of the entity issuing the commercial invoice, in the following format:
(1) The name and function of the official of the entity issuing the commercial invoice;
(2) The following declaration: ""I, the undersigned, certify that the (volume) of ammonium nitrate sold for export to the European Union covered by this invoice was manufactured by (KCKK Branch of Joint Stock Company United Chemical Company Uralchem in Kirovo-Chepetsk and address) (TARIC additional code A959) in Russia. I declare that the information provided in this invoice is complete and correct."";
(3) Date and signature.
If no such invoice is presented, the duty rate applicable to ""all other companies"" shall apply."
3481249,[552] Definitive anti-dumping duty,3102600010,[A959] KCKK Branch of Joint Stock Company United Chemical Company Uralchem in Kirovo-Chepetsk,19/02/2016,,,Condition [A1] Presentation of an anti-dumping/countervailing document : Document [D] Action [01] Apply the amount of the action (see components) : ||Condition [A2] Presentation of an anti-dumping/countervailing document : Action [01] Apply the amount of the action (see components) :,"CD712: (Conditions) The non-application of any anti-dumping duty for this company shall be conditional upon presentation to the customs authorities of the Member States of a valid commercial invoice, in which must appear a declaration signed by an officer of the entity issuing the commercial invoice, in the following format:
(1) The name and function of the official of the entity issuing the commercial invoice;
(2) The following declaration: ""I, the undersigned, certify that the (volume) of ammonium nitrate sold for export to the European Union covered by this invoice was manufactured by (KCKK Branch of Joint Stock Company United Chemical Company Uralchem in Kirovo-Chepetsk and address) (TARIC additional code A959) in Russia. I declare that the information provided in this invoice is complete and correct."";
(3) Date and signature.
If no such invoice is presented, the duty rate applicable to ""all other companies"" shall apply."
3481250,[552] Definitive anti-dumping duty,3102900010,[A959] KCKK Branch of Joint Stock Company United Chemical Company Uralchem in Kirovo-Chepetsk,19/02/2016,,,Condition [A1] Presentation of an anti-dumping/countervailing document : Document [D] Action [01] Apply the amount of the action (see components) : ||Condition [A2] Presentation of an anti-dumping/countervailing document : Action [01] Apply the amount of the action (see components) :,"CD712: (Conditions) The non-application of any anti-dumping duty for this company shall be conditional upon presentation to the customs authorities of the Member States of a valid commercial invoice, in which must appear a declaration signed by an officer of the entity issuing the commercial invoice, in the following format:
(1) The name and function of the official of the entity issuing the commercial invoice;
(2) The following declaration: ""I, the undersigned, certify that the (volume) of ammonium nitrate sold for export to the European Union covered by this invoice was manufactured by (KCKK Branch of Joint Stock Company United Chemical Company Uralchem in Kirovo-Chepetsk and address) (TARIC additional code A959) in Russia. I declare that the information provided in this invoice is complete and correct."";
(3) Date and signature.
If no such invoice is presented, the duty rate applicable to ""all other companies"" shall apply."
3481251,[552] Definitive anti-dumping duty,3105100010,[A959] KCKK Branch of Joint Stock Company United Chemical Company Uralchem in Kirovo-Chepetsk,19/02/2016,,,Condition [A1] Presentation of an anti-dumping/countervailing document : Document [D] Action [01] Apply the amount of the action (see components) : ||Condition [A2] Presentation of an anti-dumping/countervailing document : Action [01] Apply the amount of the action (see components) :,"CD712: (Conditions) The non-application of any anti-dumping duty for this company shall be conditional upon presentation to the customs authorities of the Member States of a valid commercial invoice, in which must appear a declaration signed by an officer of the entity issuing the commercial invoice, in the following format:
(1) The name and function of the official of the entity issuing the commercial invoice;
(2) The following declaration: ""I, the undersigned, certify that the (volume) of ammonium nitrate sold for export to the European Union covered by this invoice was manufactured by (KCKK Branch of Joint Stock Company United Chemical Company Uralchem in Kirovo-Chepetsk and address) (TARIC additional code A959) in Russia. I declare that the information provided in this invoice is complete and correct."";
(3) Date and signature.
If no such invoice is presented, the duty rate applicable to ""all other companies"" shall apply."
3481252,[552] Definitive anti-dumping duty,3105100020,[A959] KCKK Branch of Joint Stock Company United Chemical Company Uralchem in Kirovo-Chepetsk,19/02/2016,,,Condition [A1] Presentation of an anti-dumping/countervailing document : Document [D] Action [01] Apply the amount of the action (see components) : ||Condition [A2] Presentation of an anti-dumping/countervailing document : Action [01] Apply the amount of the action (see components) :,"CD712: (Conditions) The non-application of any anti-dumping duty for this company shall be conditional upon presentation to the customs authorities of the Member States of a valid commercial invoice, in which must appear a declaration signed by an officer of the entity issuing the commercial invoice, in the following format:
(1) The name and function of the official of the entity issuing the commercial invoice;
(2) The following declaration: ""I, the undersigned, certify that the (volume) of ammonium nitrate sold for export to the European Union covered by this invoice was manufactured by (KCKK Branch of Joint Stock Company United Chemical Company Uralchem in Kirovo-Chepetsk and address) (TARIC additional code A959) in Russia. I declare that the information provided in this invoice is complete and correct."";
(3) Date and signature.
If no such invoice is presented, the duty rate applicable to ""all other companies"" shall apply."
3481253,[552] Definitive anti-dumping duty,3105100030,[A959] KCKK Branch of Joint Stock Company United Chemical Company Uralchem in Kirovo-Chepetsk,19/02/2016,,,Condition [A1] Presentation of an anti-dumping/countervailing document : Document [D] Action [01] Apply the amount of the action (see components) : ||Condition [A2] Presentation of an anti-dumping/countervailing document : Action [01] Apply the amount of the action (see components) :,"CD712: (Conditions) The non-application of any anti-dumping duty for this company shall be conditional upon presentation to the customs authorities of the Member States of a valid commercial invoice, in which must appear a declaration signed by an officer of the entity issuing the commercial invoice, in the following format:
(1) The name and function of the official of the entity issuing the commercial invoice;
(2) The following declaration: ""I, the undersigned, certify that the (volume) of ammonium nitrate sold for export to the European Union covered by this invoice was manufactured by (KCKK Branch of Joint Stock Company United Chemical Company Uralchem in Kirovo-Chepetsk and address) (TARIC additional code A959) in Russia. I declare that the information provided in this invoice is complete and correct."";
(3) Date and signature.
If no such invoice is presented, the duty rate applicable to ""all other companies"" shall apply."
3481254,[552] Definitive anti-dumping duty,3105100040,[A959] KCKK Branch of Joint Stock Company United Chemical Company Uralchem in Kirovo-Chepetsk,19/02/2016,,,Condition [A1] Presentation of an anti-dumping/countervailing document : Document [D] Action [01] Apply the amount of the action (see components) : ||Condition [A2] Presentation of an anti-dumping/countervailing document : Action [01] Apply the amount of the action (see components) :,"CD712: (Conditions) The non-application of any anti-dumping duty for this company shall be conditional upon presentation to the customs authorities of the Member States of a valid commercial invoice, in which must appear a declaration signed by an officer of the entity issuing the commercial invoice, in the following format:
(1) The name and function of the official of the entity issuing the commercial invoice;
(2) The following declaration: ""I, the undersigned, certify that the (volume) of ammonium nitrate sold for export to the European Union covered by this invoice was manufactured by (KCKK Branch of Joint Stock Company United Chemical Company Uralchem in Kirovo-Chepetsk and address) (TARIC additional code A959) in Russia. I declare that the information provided in this invoice is complete and correct."";
(3) Date and signature.
If no such invoice is presented, the duty rate applicable to ""all other companies"" shall apply."
3481255,[552] Definitive anti-dumping duty,3105100050,[A959] KCKK Branch of Joint Stock Company United Chemical Company Uralchem in Kirovo-Chepetsk,19/02/2016,,,Condition [A1] Presentation of an anti-dumping/countervailing document : Document [D] Action [01] Apply the amount of the action (see components) : ||Condition [A2] Presentation of an anti-dumping/countervailing document : Action [01] Apply the amount of the action (see components) :,"CD712: (Conditions) The non-application of any anti-dumping duty for this company shall be conditional upon presentation to the customs authorities of the Member States of a valid commercial invoice, in which must appear a declaration signed by an officer of the entity issuing the commercial invoice, in the following format:
(1) The name and function of the official of the entity issuing the commercial invoice;
(2) The following declaration: ""I, the undersigned, certify that the (volume) of ammonium nitrate sold for export to the European Union covered by this invoice was manufactured by (KCKK Branch of Joint Stock Company United Chemical Company Uralchem in Kirovo-Chepetsk and address) (TARIC additional code A959) in Russia. I declare that the information provided in this invoice is complete and correct."";
(3) Date and signature.
If no such invoice is presented, the duty rate applicable to ""all other companies"" shall apply."
3481256,[552] Definitive anti-dumping duty,3105201030,[A959] KCKK Branch of Joint Stock Company United Chemical Company Uralchem in Kirovo-Chepetsk,19/02/2016,,,Condition [A1] Presentation of an anti-dumping/countervailing document : Document [D] Action [01] Apply the amount of the action (see components) : ||Condition [A2] Presentation of an anti-dumping/countervailing document : Action [01] Apply the amount of the action (see components) :,"CD712: (Conditions) The non-application of any anti-dumping duty for this company shall be conditional upon presentation to the customs authorities of the Member States of a valid commercial invoice, in which must appear a declaration signed by an officer of the entity issuing the commercial invoice, in the following format:
(1) The name and function of the official of the entity issuing the commercial invoice;
(2) The following declaration: ""I, the undersigned, certify that the (volume) of ammonium nitrate sold for export to the European Union covered by this invoice was manufactured by (KCKK Branch of Joint Stock Company United Chemical Company Uralchem in Kirovo-Chepetsk and address) (TARIC additional code A959) in Russia. I declare that the information provided in this invoice is complete and correct."";
(3) Date and signature.
If no such invoice is presented, the duty rate applicable to ""all other companies"" shall apply."
3481257,[552] Definitive anti-dumping duty,3105201040,[A959] KCKK Branch of Joint Stock Company United Chemical Company Uralchem in Kirovo-Chepetsk,19/02/2016,,,Condition [A1] Presentation of an anti-dumping/countervailing document : Document [D] Action [01] Apply the amount of the action (see components) : ||Condition [A2] Presentation of an anti-dumping/countervailing document : Action [01] Apply the amount of the action (see components) :,"CD712: (Conditions) The non-application of any anti-dumping duty for this company shall be conditional upon presentation to the customs authorities of the Member States of a valid commercial invoice, in which must appear a declaration signed by an officer of the entity issuing the commercial invoice, in the following format:
(1) The name and function of the official of the entity issuing the commercial invoice;
(2) The following declaration: ""I, the undersigned, certify that the (volume) of ammonium nitrate sold for export to the European Union covered by this invoice was manufactured by (KCKK Branch of Joint Stock Company United Chemical Company Uralchem in Kirovo-Chepetsk and address) (TARIC additional code A959) in Russia. I declare that the information provided in this invoice is complete and correct."";
(3) Date and signature.
If no such invoice is presented, the duty rate applicable to ""all other companies"" shall apply."
