SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3301505,[552] Definitive anti-dumping duty,8427900011,,25/04/2013,,[01] + 70.80%,,
3301506,[552] Definitive anti-dumping duty,8431200011,,25/04/2013,,[01] + 70.80%,,
