SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3539449,[710] Import control - CITES,0106200000,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539450,[710] Import control - CITES,0106310000,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539451,[710] Import control - CITES,0106320000,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539452,[710] Import control - CITES,0106330000,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539453,[710] Import control - CITES,0106391000,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539454,[710] Import control - CITES,0106398000,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539455,[710] Import control - CITES,0106490000,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539456,[710] Import control - CITES,0106900000,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539457,[710] Import control - CITES,0201100091,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539458,[710] Import control - CITES,0201100099,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539459,[710] Import control - CITES,0201202091,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539460,[710] Import control - CITES,0201202099,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539461,[710] Import control - CITES,0201203091,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539462,[710] Import control - CITES,0201203099,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539463,[710] Import control - CITES,0201205091,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539464,[710] Import control - CITES,0201205099,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539465,[710] Import control - CITES,0201209090,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539466,[710] Import control - CITES,0201300020,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539467,[710] Import control - CITES,0201300090,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539468,[710] Import control - CITES,0202100090,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539469,[710] Import control - CITES,0202201090,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539470,[710] Import control - CITES,0202203099,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539471,[710] Import control - CITES,0202205090,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539472,[710] Import control - CITES,0202209090,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539473,[710] Import control - CITES,0202301099,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539474,[710] Import control - CITES,0202305099,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539475,[710] Import control - CITES,0202309050,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539476,[710] Import control - CITES,0202309055,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539477,[710] Import control - CITES,0202309060,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539478,[710] Import control - CITES,0202309065,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539479,[710] Import control - CITES,0202309070,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539480,[710] Import control - CITES,0202309075,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539481,[710] Import control - CITES,0202309080,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539482,[710] Import control - CITES,0202309090,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539483,[710] Import control - CITES,0206101000,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539484,[710] Import control - CITES,0206291000,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539485,[710] Import control - CITES,0208300000,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539486,[710] Import control - CITES,0208401000,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539487,[710] Import control - CITES,0208402000,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539488,[710] Import control - CITES,0208408000,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539489,[710] Import control - CITES,0208500000,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539490,[710] Import control - CITES,0208600000,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539491,[710] Import control - CITES,0208903000,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539492,[710] Import control - CITES,0208907000,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539493,[710] Import control - CITES,0208909800,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539494,[710] Import control - CITES,0210129000,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539495,[710] Import control - CITES,0210199000,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539496,[710] Import control - CITES,0210200000,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539497,[710] Import control - CITES,0210910000,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539498,[710] Import control - CITES,0210921000,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539499,[710] Import control - CITES,0210929100,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539500,[710] Import control - CITES,0210929200,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539501,[710] Import control - CITES,0210929900,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
3539502,[710] Import control - CITES,0210930000,,04/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD370: (Conditions) If the product is mentioned in the list annexed to Regulation (EC) No 338/97 and its last amendments, an import authorization must be presented."
