SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
2974043,[103] Third country duty,0210993900,,01/07/2007,,[01] + 130.00 EUR / 100kg,,
2974044,[103] Third country duty,1602310000,,01/07/2007,,[01] + 1024.00 EUR / Tonne,,
2974045,[103] Third country duty,1602321900,,01/07/2007,,[01] + 1024.00 EUR / Tonne,,
