SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3594018,[123] Non preferential tariff quota under end-use,0102291020,,01/07/2018 - 30/06/2019,,[01] + 6.00%,Condition [B1] Presentation of a certificate/licence/document : Document [N] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [08] Declared subheading not allowed :,"EU001: (End use) The relief from or reduction of customs duties shall be subject to the conditions laid down in the relevant provisions of the European Union with a view to customs control of the use of such goods (see Article 254 of Regulation (EU) No 952/2013 of the European Parliament and of the Council (OJ L 269, 10. 10. 2013, p. 1))."
3594030,[123] Non preferential tariff quota under end-use,0102291030,,01/07/2018 - 30/06/2019,,[01] + 4.00%,Condition [C1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Document [N] Action [27] Apply the mentioned duty : ||Condition [B3] Presentation of a certificate/licence/document : Action [08] Declared subheading not allowed : ||Condition [C4] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [C5] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD065: (Conditions) Eligibility to benefit from this tariff quota is subject to the presentation of the following certificates: 
- for bulls: a pedigree certificate,
- for female animals: a pedigree certificate or a certificate of registration in a herdbook certifying the purity of the breed obtained in accordance with the conditions laid down in Regulation (EC) No 438/2009 (OJ L 128). | EU001: (End use) The relief from or reduction of customs duties shall be subject to the conditions laid down in the relevant provisions of the European Union with a view to customs control of the use of such goods (see Article 254 of Regulation (EU) No 952/2013 of the European Parliament and of the Council (OJ L 269, 10. 10. 2013, p. 1))."
3594031,[123] Non preferential tariff quota under end-use,0102291040,,01/07/2018 - 30/06/2019,,[01] + 4.00%,Condition [B1] Presentation of a certificate/licence/document : Document [N] Action [27] Apply the mentioned duty : ||Condition [C2] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [C3] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B4] Presentation of a certificate/licence/document : Action [08] Declared subheading not allowed : ||Condition [C5] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD065: (Conditions) Eligibility to benefit from this tariff quota is subject to the presentation of the following certificates: 
- for bulls: a pedigree certificate,
- for female animals: a pedigree certificate or a certificate of registration in a herdbook certifying the purity of the breed obtained in accordance with the conditions laid down in Regulation (EC) No 438/2009 (OJ L 128). | EU001: (End use) The relief from or reduction of customs duties shall be subject to the conditions laid down in the relevant provisions of the European Union with a view to customs control of the use of such goods (see Article 254 of Regulation (EU) No 952/2013 of the European Parliament and of the Council (OJ L 269, 10. 10. 2013, p. 1))."
3594019,[123] Non preferential tariff quota under end-use,0102291040,,01/07/2018 - 30/06/2019,,[01] + 6.00%,Condition [B1] Presentation of a certificate/licence/document : Document [N] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [08] Declared subheading not allowed :,"EU001: (End use) The relief from or reduction of customs duties shall be subject to the conditions laid down in the relevant provisions of the European Union with a view to customs control of the use of such goods (see Article 254 of Regulation (EU) No 952/2013 of the European Parliament and of the Council (OJ L 269, 10. 10. 2013, p. 1))."
3594032,[123] Non preferential tariff quota under end-use,0102291050,,01/07/2018 - 30/06/2019,,[01] + 4.00%,Condition [B1] Presentation of a certificate/licence/document : Document [N] Action [27] Apply the mentioned duty : ||Condition [C2] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B3] Presentation of a certificate/licence/document : Action [08] Declared subheading not allowed : ||Condition [C4] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD065: (Conditions) Eligibility to benefit from this tariff quota is subject to the presentation of the following certificates: 
- for bulls: a pedigree certificate,
- for female animals: a pedigree certificate or a certificate of registration in a herdbook certifying the purity of the breed obtained in accordance with the conditions laid down in Regulation (EC) No 438/2009 (OJ L 128). | EU001: (End use) The relief from or reduction of customs duties shall be subject to the conditions laid down in the relevant provisions of the European Union with a view to customs control of the use of such goods (see Article 254 of Regulation (EU) No 952/2013 of the European Parliament and of the Council (OJ L 269, 10. 10. 2013, p. 1))."
3594020,[123] Non preferential tariff quota under end-use,0102292920,,01/07/2018 - 30/06/2019,,[01] + 6.00%,Condition [B1] Presentation of a certificate/licence/document : Document [N] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [08] Declared subheading not allowed :,"EU001: (End use) The relief from or reduction of customs duties shall be subject to the conditions laid down in the relevant provisions of the European Union with a view to customs control of the use of such goods (see Article 254 of Regulation (EU) No 952/2013 of the European Parliament and of the Council (OJ L 269, 10. 10. 2013, p. 1))."
3594033,[123] Non preferential tariff quota under end-use,0102292930,,01/07/2018 - 30/06/2019,,[01] + 4.00%,Condition [B1] Presentation of a certificate/licence/document : Document [N] Action [27] Apply the mentioned duty : ||Condition [C2] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B3] Presentation of a certificate/licence/document : Action [08] Declared subheading not allowed : ||Condition [C4] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [C5] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD065: (Conditions) Eligibility to benefit from this tariff quota is subject to the presentation of the following certificates: 
- for bulls: a pedigree certificate,
- for female animals: a pedigree certificate or a certificate of registration in a herdbook certifying the purity of the breed obtained in accordance with the conditions laid down in Regulation (EC) No 438/2009 (OJ L 128). | EU001: (End use) The relief from or reduction of customs duties shall be subject to the conditions laid down in the relevant provisions of the European Union with a view to customs control of the use of such goods (see Article 254 of Regulation (EU) No 952/2013 of the European Parliament and of the Council (OJ L 269, 10. 10. 2013, p. 1))."
3594021,[123] Non preferential tariff quota under end-use,0102292940,,01/07/2018 - 30/06/2019,,[01] + 6.00%,Condition [B1] Presentation of a certificate/licence/document : Document [N] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [08] Declared subheading not allowed :,"EU001: (End use) The relief from or reduction of customs duties shall be subject to the conditions laid down in the relevant provisions of the European Union with a view to customs control of the use of such goods (see Article 254 of Regulation (EU) No 952/2013 of the European Parliament and of the Council (OJ L 269, 10. 10. 2013, p. 1))."
3594034,[123] Non preferential tariff quota under end-use,0102292940,,01/07/2018 - 30/06/2019,,[01] + 4.00%,Condition [B1] Presentation of a certificate/licence/document : Document [N] Action [27] Apply the mentioned duty : ||Condition [C2] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B3] Presentation of a certificate/licence/document : Action [08] Declared subheading not allowed : ||Condition [C4] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [C5] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD065: (Conditions) Eligibility to benefit from this tariff quota is subject to the presentation of the following certificates: 
- for bulls: a pedigree certificate,
- for female animals: a pedigree certificate or a certificate of registration in a herdbook certifying the purity of the breed obtained in accordance with the conditions laid down in Regulation (EC) No 438/2009 (OJ L 128). | EU001: (End use) The relief from or reduction of customs duties shall be subject to the conditions laid down in the relevant provisions of the European Union with a view to customs control of the use of such goods (see Article 254 of Regulation (EU) No 952/2013 of the European Parliament and of the Council (OJ L 269, 10. 10. 2013, p. 1))."
3594035,[123] Non preferential tariff quota under end-use,0102292950,,01/07/2018 - 30/06/2019,,[01] + 4.00%,Condition [B1] Presentation of a certificate/licence/document : Document [N] Action [27] Apply the mentioned duty : ||Condition [C2] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B3] Presentation of a certificate/licence/document : Action [08] Declared subheading not allowed : ||Condition [C4] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD065: (Conditions) Eligibility to benefit from this tariff quota is subject to the presentation of the following certificates: 
- for bulls: a pedigree certificate,
- for female animals: a pedigree certificate or a certificate of registration in a herdbook certifying the purity of the breed obtained in accordance with the conditions laid down in Regulation (EC) No 438/2009 (OJ L 128). | EU001: (End use) The relief from or reduction of customs duties shall be subject to the conditions laid down in the relevant provisions of the European Union with a view to customs control of the use of such goods (see Article 254 of Regulation (EU) No 952/2013 of the European Parliament and of the Council (OJ L 269, 10. 10. 2013, p. 1))."
