SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
2089052,[142] Tariff preference,0403105100,,01/07/2000,,[01] 0.00% | [04] + 95.00 EUR + % or amount / 100kg,,
2089053,[142] Tariff preference,0403105300,,01/07/2000,,[01] 0.00% | [04] + 130.40 EUR + % or amount / 100kg,,
2089055,[142] Tariff preference,0403105900,,01/07/2000,,[01] 0.00% | [04] + 168.80 EUR + % or amount / 100kg,,
2089056,[142] Tariff preference,0403109100,,01/07/2000,,[01] 0.00% | [04] + 12.40 EUR + % or amount / 100kg,,
2089057,[142] Tariff preference,0403109300,,01/07/2000,,[01] 0.00% | [04] + 17.10 EUR + % or amount / 100kg,,
2089058,[142] Tariff preference,0403109900,,01/07/2000,,[01] 0.00% | [04] + 26.60 EUR + % or amount / 100kg,,
2089059,[142] Tariff preference,0403907100,,01/07/2000,,[01] 0.00% | [04] + 95.00 EUR + % or amount / 100kg,,
2089061,[142] Tariff preference,0403907300,,01/07/2000,,[01] 0.00% | [04] + 130.40 EUR + % or amount / 100kg,,
2089062,[142] Tariff preference,0403907900,,01/07/2000,,[01] 0.00% | [04] + 168.80 EUR + % or amount / 100kg,,
2089063,[142] Tariff preference,0403909100,,01/07/2000,,[01] 0.00% | [04] + 12.40 EUR + % or amount / 100kg,,
2089065,[142] Tariff preference,0403909300,,01/07/2000,,[01] 0.00% | [04] + 17.10 EUR + % or amount / 100kg,,
2089066,[142] Tariff preference,0403909900,,01/07/2000,,[01] 0.00% | [04] + 26.60 EUR + % or amount / 100kg,,
1341637,[142] Tariff preference,0405201000,,01/01/1996,,[01] 0.00% | [12] 0.00%,,
1398540,[142] Tariff preference,0405203000,,01/01/1996,,[01] 0.00% | [12] 0.00%,,
2930987,[142] Tariff preference,0511993900,,01/01/2007,,[01] 0.00%,,
3573722,[142] Tariff preference,0703200000,,01/06/2018 - 31/01/2019,,[01] + 9.60%,,"TM536: (Taric Measure) Application of Article 20.1, Regulation (EEC) No 2216/78 (OJ L 269, 27.9.1978)"
2089073,[142] Tariff preference,0710400000,,01/07/2000,,[01] 0.00% | [04] + 9.40 EUR + % or amount / 100kg / net of drained weight,,
2089074,[142] Tariff preference,0711903000,,01/07/2000,,[01] 0.00% | [04] + 9.40 EUR + % or amount / 100kg / net of drained weight,,
851869,[142] Tariff preference,1211903000,,01/11/1978,,[01] + 0.60%,,
2179807,[142] Tariff preference,1212990000,,01/01/2001,,[01] 0.00%,,
852142,[142] Tariff preference,1302120000,,01/11/1978,,[01] 0.00%,,
852178,[142] Tariff preference,1302130000,,01/11/1978,,[01] 0.00%,,
1902601,[142] Tariff preference,1302190000,,01/01/1999,,[01] 0.00%,,
3376522,[142] Tariff preference,1302201013,,01/07/2014,,[01] 0.00%,,
3581543,[142] Tariff preference,1302201061,,21/09/2017,,[01] 0.00%,,
3581550,[142] Tariff preference,1302201071,,21/09/2017,,[01] 0.00%,,
852510,[142] Tariff preference,1302209011,,01/01/1994,,[01] 0.00%,,
3581569,[142] Tariff preference,1302209061,,21/09/2017,,[01] 0.00%,,
3581576,[142] Tariff preference,1302209091,,21/09/2017,,[01] 0.00%,,
852997,[142] Tariff preference,1505000000,,01/11/1978,,[01] 0.00%,,
854567,[142] Tariff preference,1516201000,,01/11/1978,,[01] 0.00%,,
2089077,[142] Tariff preference,1517101000,,01/07/2000,,[01] 0.00% | [04] + 28.40 EUR + % or amount / 100kg,,
2089078,[142] Tariff preference,1517901000,,01/07/2000,,[01] 0.00% | [04] + 28.40 EUR + % or amount / 100kg,,
854817,[142] Tariff preference,1517909300,,01/11/1978,,[01] 0.00%,,
854881,[142] Tariff preference,1518001000,,01/11/1978,,[01] 0.00%,,
854992,[142] Tariff preference,1518009100,,01/01/1993,,[01] 0.00%,,
855014,[142] Tariff preference,1518009500,,01/01/1993,,[01] 0.00%,,
855037,[142] Tariff preference,1518009900,,01/01/1993,,[01] 0.00%,,
855275,[142] Tariff preference,1521000000,,01/11/1978,,[01] 0.00%,,
855353,[142] Tariff preference,1522001000,,01/11/1978,,[01] 0.00%,,
857968,[142] Tariff preference,1702500000,,01/11/1978,,[01] 0.00%,,
858031,[142] Tariff preference,1702901000,,01/11/1978,,[01] 0.00%,,
2985215,[142] Tariff preference,1704101000,,01/01/2008,,[01] 0.00% | [04] + 27.10 EUR + % or amount / 100kg | [17] + MAX 17.90%,,
2985235,[142] Tariff preference,1704109000,,01/01/2008,,[01] 0.00% | [04] + 30.90 EUR + % or amount / 100kg | [17] + MAX 18.20%,,
858378,[142] Tariff preference,1704901000,,01/11/1978,,[01] 0.00%,,
2089086,[142] Tariff preference,1704903000,,01/07/2000,,[01] 0.00% | [04] + 45.10 EUR + % or amount / 100kg | [17] + MAX 18.90% | [19] + 16.50 EUR + % or amount / 100kg,,
2089117,[142] Tariff preference,1704905100,,01/07/2000,,[01] 0.00% | [12] 0.00% | [17] + MAX 18.70% | [21] 0.00%,,
2089116,[142] Tariff preference,1704905500,,01/07/2000,,[01] 0.00% | [12] 0.00% | [17] + MAX 18.70% | [21] 0.00%,,
2089115,[142] Tariff preference,1704906100,,01/07/2000,,[01] 0.00% | [12] 0.00% | [17] + MAX 18.70% | [21] 0.00%,,
2089112,[142] Tariff preference,1704906500,,01/07/2000,,[01] 0.00% | [12] 0.00% | [17] + MAX 18.70% | [21] 0.00%,,
2089109,[142] Tariff preference,1704907100,,01/07/2000,,[01] 0.00% | [12] 0.00% | [17] + MAX 18.70% | [21] 0.00%,,
2089130,[142] Tariff preference,1704907500,,01/07/2000,,[01] 0.00% | [12] 0.00% | [17] + MAX 18.70% | [21] 0.00%,,
2089128,[142] Tariff preference,1704908100,,01/07/2000,,[01] 0.00% | [12] 0.00% | [17] + MAX 18.70% | [21] 0.00%,,
2089125,[142] Tariff preference,1704909900,,01/07/2000,,[01] 0.00% | [12] 0.00% | [17] + MAX 18.70% | [21] 0.00%,,
859251,[142] Tariff preference,1803000000,,01/11/1978,,[01] 0.00%,,
859337,[142] Tariff preference,1804000000,,01/11/1978,,[01] 0.00%,,
859389,[142] Tariff preference,1805000000,,01/11/1978,,[01] 0.00%,,
1693800,[142] Tariff preference,1806101500,,01/01/1998,,[01] 0.00%,,
2089150,[142] Tariff preference,1806102000,,01/07/2000,,[01] 0.00% | [04] + 25.20 EUR + % or amount / 100kg,,
2089148,[142] Tariff preference,1806103000,,01/07/2000,,[01] 0.00% | [04] + 31.40 EUR + % or amount / 100kg,,
2089146,[142] Tariff preference,1806109000,,01/07/2000,,[01] 0.00% | [04] + 41.90 EUR + % or amount / 100kg,,
