SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3510683,[122] Non preferential tariff quota,1006103000,,01/01/2017,,[01] + 101.16 EUR / Tonne,Condition [B1] Presentation of a certificate/licence/document : Document [U] Action [27] Apply the mentioned duty : ||Condition [C2] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q3] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [B4] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [Q5] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable : ||Condition [C6] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,CD132: (Conditions) Eligibility to benefit from this quota shall be subject to the production of a certificate of origin and an import licence issued in accordance with the conditions laid down in Regulation (EC) No. 1964/2006 (OJ L 408).
3510686,[122] Non preferential tariff quota,1006105000,,01/01/2017,,[01] + 101.16 EUR / Tonne,Condition [B1] Presentation of a certificate/licence/document : Document [U] Action [27] Apply the mentioned duty : ||Condition [C2] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q3] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [C4] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [B5] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [Q6] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,CD132: (Conditions) Eligibility to benefit from this quota shall be subject to the production of a certificate of origin and an import licence issued in accordance with the conditions laid down in Regulation (EC) No. 1964/2006 (OJ L 408).
3510689,[122] Non preferential tariff quota,1006107100,,01/01/2017,,[01] + 101.16 EUR / Tonne,Condition [Q1] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Document [U] Action [27] Apply the mentioned duty : ||Condition [C3] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [C4] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [B5] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [Q6] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,CD132: (Conditions) Eligibility to benefit from this quota shall be subject to the production of a certificate of origin and an import licence issued in accordance with the conditions laid down in Regulation (EC) No. 1964/2006 (OJ L 408).
3510692,[122] Non preferential tariff quota,1006107900,,01/01/2017,,[01] + 101.16 EUR / Tonne,Condition [C1] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q3] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [Q4] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable : ||Condition [B5] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [C6] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,CD132: (Conditions) Eligibility to benefit from this quota shall be subject to the production of a certificate of origin and an import licence issued in accordance with the conditions laid down in Regulation (EC) No. 1964/2006 (OJ L 408).
3252166,[122] Non preferential tariff quota,1006201100,,08/03/2012,,[01] + 10.66 EUR / Tonne,Condition [Q1] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Document [U] Action [27] Apply the mentioned duty : ||Condition [C3] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [C4] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [Q5] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable : ||Condition [B6] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,CD132: (Conditions) Eligibility to benefit from this quota shall be subject to the production of a certificate of origin and an import licence issued in accordance with the conditions laid down in Regulation (EC) No. 1964/2006 (OJ L 408).
3252167,[122] Non preferential tariff quota,1006201300,,08/03/2012,,[01] + 10.66 EUR / Tonne,Condition [Q1] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Document [U] Action [27] Apply the mentioned duty : ||Condition [C3] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [C4] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [B5] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [Q6] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,CD132: (Conditions) Eligibility to benefit from this quota shall be subject to the production of a certificate of origin and an import licence issued in accordance with the conditions laid down in Regulation (EC) No. 1964/2006 (OJ L 408).
3252168,[122] Non preferential tariff quota,1006201500,,08/03/2012,,[01] + 10.66 EUR / Tonne,Condition [B1] Presentation of a certificate/licence/document : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [C3] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [B4] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [C5] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [Q6] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,CD132: (Conditions) Eligibility to benefit from this quota shall be subject to the production of a certificate of origin and an import licence issued in accordance with the conditions laid down in Regulation (EC) No. 1964/2006 (OJ L 408).
3252169,[122] Non preferential tariff quota,1006201700,,08/03/2012,,[01] + 10.66 EUR / Tonne,Condition [B1] Presentation of a certificate/licence/document : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [C3] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [B4] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [C5] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [Q6] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,CD132: (Conditions) Eligibility to benefit from this quota shall be subject to the production of a certificate of origin and an import licence issued in accordance with the conditions laid down in Regulation (EC) No. 1964/2006 (OJ L 408).
3252170,[122] Non preferential tariff quota,1006209200,,08/03/2012,,[01] + 10.66 EUR / Tonne,Condition [B1] Presentation of a certificate/licence/document : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [C3] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [B4] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [C5] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [Q6] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,CD132: (Conditions) Eligibility to benefit from this quota shall be subject to the production of a certificate of origin and an import licence issued in accordance with the conditions laid down in Regulation (EC) No. 1964/2006 (OJ L 408).
3252171,[122] Non preferential tariff quota,1006209400,,08/03/2012,,[01] + 10.66 EUR / Tonne,Condition [B1] Presentation of a certificate/licence/document : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [C3] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [C4] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [B5] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [Q6] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,CD132: (Conditions) Eligibility to benefit from this quota shall be subject to the production of a certificate of origin and an import licence issued in accordance with the conditions laid down in Regulation (EC) No. 1964/2006 (OJ L 408).
