SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3505791,[552] Definitive anti-dumping duty,8305100011,,11/08/2016,,[01] + 78.80%,,
3488076,[552] Definitive anti-dumping duty,8305100011,[8900] Other,13/05/2016,,[01] + 78.80%,,
3488077,[552] Definitive anti-dumping duty,8305100011,"[8934] World Wide Stationery Mfg, Hongkong - CN",13/05/2016,,[01] + 51.20%,,
3488078,[552] Definitive anti-dumping duty,8305100013,[8900] Other,13/05/2016,,[01] + 78.80%,,
3488079,[552] Definitive anti-dumping duty,8305100013,"[8934] World Wide Stationery Mfg, Hongkong - CN",13/05/2016,,[01] + 51.20%,,
3505792,[552] Definitive anti-dumping duty,8305100013,,11/08/2016,,[01] + 78.80%,,
3488081,[552] Definitive anti-dumping duty,8305100019,"[8934] World Wide Stationery Mfg, Hongkong - CN",13/05/2016,,[01] + 51.20%,,
3488080,[552] Definitive anti-dumping duty,8305100019,[8900] Other,13/05/2016,,[01] + 78.80%,,
3505793,[552] Definitive anti-dumping duty,8305100021,,11/08/2016,,,Condition [F1] The net free at frontier price before duty must be equal to or greater than the minimum price (see components) : Action [01] Apply the amount of the action (see components) : Requirement - 325.00 1000 items||Condition [F2] The net free at frontier price before duty must be equal to or greater than the minimum price (see components) : Action [11] Apply the difference between the amount of the action (see components) and the free at frontier price before duty : Requirement - 0.00 1000 items,"CD078: (Conditions) The amount of duty shall be equal to the difference between the minimum import price of Euro 325 per 1000 pieces and the net, free-at-Union-frontier price, before duty."
3505794,[552] Definitive anti-dumping duty,8305100023,,11/08/2016,,,Condition [F1] The net free at frontier price before duty must be equal to or greater than the minimum price (see components) : Action [01] Apply the amount of the action (see components) : Requirement - 325.00 1000 items||Condition [F2] The net free at frontier price before duty must be equal to or greater than the minimum price (see components) : Action [11] Apply the difference between the amount of the action (see components) and the free at frontier price before duty : Requirement - 0.00 1000 items,"CD078: (Conditions) The amount of duty shall be equal to the difference between the minimum import price of Euro 325 per 1000 pieces and the net, free-at-Union-frontier price, before duty."
3488084,[552] Definitive anti-dumping duty,8305100029,,13/05/2016,,,Condition [F1] The net free at frontier price before duty must be equal to or greater than the minimum price (see components) : Action [01] Apply the amount of the action (see components) : Requirement - 325.00 1000 items||Condition [F2] The net free at frontier price before duty must be equal to or greater than the minimum price (see components) : Action [11] Apply the difference between the amount of the action (see components) and the free at frontier price before duty : Requirement - 0.00 1000 items,"CD078: (Conditions) The amount of duty shall be equal to the difference between the minimum import price of Euro 325 per 1000 pieces and the net, free-at-Union-frontier price, before duty."
3488085,[552] Definitive anti-dumping duty,8305100034,[8900] Other,13/05/2016,,[01] + 78.80%,,
3488086,[552] Definitive anti-dumping duty,8305100034,"[8934] World Wide Stationery Mfg, Hongkong - CN",13/05/2016,,[01] + 51.20%,,
3488087,[552] Definitive anti-dumping duty,8305100035,,13/05/2016,,,Condition [F1] The net free at frontier price before duty must be equal to or greater than the minimum price (see components) : Action [01] Apply the amount of the action (see components) : Requirement - 325.00 1000 items||Condition [F2] The net free at frontier price before duty must be equal to or greater than the minimum price (see components) : Action [11] Apply the difference between the amount of the action (see components) and the free at frontier price before duty : Requirement - 0.00 1000 items,"CD078: (Conditions) The amount of duty shall be equal to the difference between the minimum import price of Euro 325 per 1000 pieces and the net, free-at-Union-frontier price, before duty."
