SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3569398,[552] Definitive anti-dumping duty,2849903000,,03/06/2017,,[01] + 33.00%,,
3569399,[552] Definitive anti-dumping duty,3824300010,,03/06/2017,,[01] + 33.00%,,
