SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
2095702,[142] Tariff preference,3302102900,,01/07/2000,,[01] 0.00% | [12] 0.00%,,
3231905,[142] Tariff preference,3809100000,,01/01/2012,,[01] 0.00% | [04] + 17.70 EUR + % or amount / 100kg | [17] + MAX 12.80%,,
