SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3408101,[122] Non preferential tariff quota,0402101900,,01/01/2015,,[01] + 47.50 EUR / 100kg,Condition [C1] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [C3] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [Q4] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,CD023: (Conditions) Eligibility to benefit from this tariff quota shall be subject to the production of an import licence obtained in accordance with the conditions laid down in Regulation (EC) No 2535/01 (OJ L 341) and subsequent amendments.
3408102,[122] Non preferential tariff quota,0405100000,,01/01/2015,,[01] + 94.80 EUR / 100kg,Condition [Q1] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [C2] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [C3] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [Q4] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,CD023: (Conditions) Eligibility to benefit from this tariff quota shall be subject to the production of an import licence obtained in accordance with the conditions laid down in Regulation (EC) No 2535/01 (OJ L 341) and subsequent amendments.
3408103,[122] Non preferential tariff quota,0405900000,,01/01/2015,,[01] + 94.80 EUR / 100kg,Condition [C1] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [Q3] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable : ||Condition [C4] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,CD023: (Conditions) Eligibility to benefit from this tariff quota shall be subject to the production of an import licence obtained in accordance with the conditions laid down in Regulation (EC) No 2535/01 (OJ L 341) and subsequent amendments.
3408148,[122] Non preferential tariff quota,0406103010,,01/01/2015,,[01] + 13.00 EUR / 100kg,Condition [Q1] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [C2] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q3] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable : ||Condition [C4] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,CD023: (Conditions) Eligibility to benefit from this tariff quota shall be subject to the production of an import licence obtained in accordance with the conditions laid down in Regulation (EC) No 2535/01 (OJ L 341) and subsequent amendments.
3408150,[122] Non preferential tariff quota,0406103090,,01/01/2015,,[01] + 92.60 EUR / 100kg,Condition [Q1] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [C2] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q3] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable : ||Condition [C4] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,CD023: (Conditions) Eligibility to benefit from this tariff quota shall be subject to the production of an import licence obtained in accordance with the conditions laid down in Regulation (EC) No 2535/01 (OJ L 341) and subsequent amendments.
3408156,[122] Non preferential tariff quota,0406105030,,01/01/2015,,[01] + 13.00 EUR / 100kg,Condition [C1] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [Q3] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable : ||Condition [C4] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,CD023: (Conditions) Eligibility to benefit from this tariff quota shall be subject to the production of an import licence obtained in accordance with the conditions laid down in Regulation (EC) No 2535/01 (OJ L 341) and subsequent amendments.
3408151,[122] Non preferential tariff quota,0406105090,,01/01/2015,,[01] + 92.60 EUR / 100kg,Condition [Q1] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [C2] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q3] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable : ||Condition [C4] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,CD023: (Conditions) Eligibility to benefit from this tariff quota shall be subject to the production of an import licence obtained in accordance with the conditions laid down in Regulation (EC) No 2535/01 (OJ L 341) and subsequent amendments.
3408107,[122] Non preferential tariff quota,0406108010,,01/01/2015,,[01] + 13.00 EUR / 100kg,Condition [C1] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [Q3] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable : ||Condition [C4] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,CD023: (Conditions) Eligibility to benefit from this tariff quota shall be subject to the production of an import licence obtained in accordance with the conditions laid down in Regulation (EC) No 2535/01 (OJ L 341) and subsequent amendments.
3408108,[122] Non preferential tariff quota,0406108080,,01/01/2015,,[01] + 106.40 EUR / 100kg,Condition [Q1] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [C2] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q3] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable : ||Condition [C4] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,CD023: (Conditions) Eligibility to benefit from this tariff quota shall be subject to the production of an import licence obtained in accordance with the conditions laid down in Regulation (EC) No 2535/01 (OJ L 341) and subsequent amendments.
3408152,[122] Non preferential tariff quota,0406200000,,01/01/2015,,[01] + 94.10 EUR / 100kg,Condition [C1] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [Q3] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable : ||Condition [C4] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,CD023: (Conditions) Eligibility to benefit from this tariff quota shall be subject to the production of an import licence obtained in accordance with the conditions laid down in Regulation (EC) No 2535/01 (OJ L 341) and subsequent amendments.
