SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3541234,[552] Definitive anti-dumping duty,7223001900,"[B780] Viraj Profiles Limited, Palghar, Maharashtra and Mumbai, Maharashtra",10/02/2017,,[37] 0.00%,,"TM878: (Taric Measure) The definitive anti-dumping duties paid pursuant to Implementing Regulation (EU) No 1106/2013 on imports into the European Union of certain stainless steel wires, currently falling within CN codes 7223 00 19 and 7223 00 99 and originating in India, produced by Viraj Profiles Limited (TARIC additional code B780), and the provisional duties definitively collected in accordance with Article 3 of Implementing Regulation (EU) No 1106/2013, should be repaid or remitted."
3541257,[552] Definitive anti-dumping duty,7223009900,"[B780] Viraj Profiles Limited, Palghar, Maharashtra and Mumbai, Maharashtra",10/02/2017,,[37] 0.00%,,"TM878: (Taric Measure) The definitive anti-dumping duties paid pursuant to Implementing Regulation (EU) No 1106/2013 on imports into the European Union of certain stainless steel wires, currently falling within CN codes 7223 00 19 and 7223 00 99 and originating in India, produced by Viraj Profiles Limited (TARIC additional code B780), and the provisional duties definitively collected in accordance with Article 3 of Implementing Regulation (EU) No 1106/2013, should be repaid or remitted."
