SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3220428,[465] Restriction on entry into free circulation,0302830000,,01/01/2012,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [24] Entry into free circulation allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [04] The entry into free circulation is not allowed :,CD368: (Conditions) The importation of Dissostichus spp. is prohibited if the batch concerned is not accompanied by a catch document.
3211741,[465] Restriction on entry into free circulation,0303830000,,01/01/2012,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [24] Entry into free circulation allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [04] The entry into free circulation is not allowed :,CD368: (Conditions) The importation of Dissostichus spp. is prohibited if the batch concerned is not accompanied by a catch document.
3219266,[465] Restriction on entry into free circulation,0304460000,,01/01/2012,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [24] Entry into free circulation allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [04] The entry into free circulation is not allowed :,CD368: (Conditions) The importation of Dissostichus spp. is prohibited if the batch concerned is not accompanied by a catch document.
3220153,[465] Restriction on entry into free circulation,0304550000,,01/01/2012,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [24] Entry into free circulation allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [04] The entry into free circulation is not allowed :,CD368: (Conditions) The importation of Dissostichus spp. is prohibited if the batch concerned is not accompanied by a catch document.
3225358,[465] Restriction on entry into free circulation,0304850000,,01/01/2012,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [24] Entry into free circulation allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [04] The entry into free circulation is not allowed :,CD368: (Conditions) The importation of Dissostichus spp. is prohibited if the batch concerned is not accompanied by a catch document.
3173702,[465] Restriction on entry into free circulation,0304920000,,01/01/2007,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [24] Entry into free circulation allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [04] The entry into free circulation is not allowed :,CD368: (Conditions) The importation of Dissostichus spp. is prohibited if the batch concerned is not accompanied by a catch document.
3220429,[467] Restriction on export,0302830000,,01/01/2012,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [25] Export allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,CD369: (Conditions) The exportation of Dissostichus spp. is prohibited if the batch concerned is not accompanied by a catch document.
3211742,[467] Restriction on export,0303830000,,01/01/2012,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [25] Export allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,CD369: (Conditions) The exportation of Dissostichus spp. is prohibited if the batch concerned is not accompanied by a catch document.
3219267,[467] Restriction on export,0304460000,,01/01/2012,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [25] Export allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,CD369: (Conditions) The exportation of Dissostichus spp. is prohibited if the batch concerned is not accompanied by a catch document.
3220154,[467] Restriction on export,0304550000,,01/01/2012,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [25] Export allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,CD369: (Conditions) The exportation of Dissostichus spp. is prohibited if the batch concerned is not accompanied by a catch document.
3225359,[467] Restriction on export,0304850000,,01/01/2012,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [25] Export allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,CD369: (Conditions) The exportation of Dissostichus spp. is prohibited if the batch concerned is not accompanied by a catch document.
3173704,[467] Restriction on export,0304920000,,01/01/2007,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [25] Export allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,CD369: (Conditions) The exportation of Dissostichus spp. is prohibited if the batch concerned is not accompanied by a catch document.
