SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3527344,[142] Tariff preference,1001110000,,01/01/2017,,[01] 0.00%,,
3527345,[142] Tariff preference,1001190000,,01/01/2017,,[01] 0.00%,,
3624863,[142] Tariff preference,1002000000,"[2550] Imported by land, inland waterway or sea or imported by air.",03/03/2018,,[01] 0.00%,,"TM310: (Taric Measure) In accordance with the provisions of Regulation (EC) No 2008/97 (OJ L 284), this rate may be reduced by an amount equal to that of the special tax on exports to the European Community imposed by Turkey (not exceeding 11,68 EUR per tonne) if the product is wholly obtained in Turkey and is transported directly from that country to the Community."
2057638,[142] Tariff preference,1107101100,,01/07/2000,,[01] + 170.43 EUR / Tonne,Condition [Y1] Other conditions : Document [Y] Action [27] Apply the mentioned duty : ||Condition [Y2] Other conditions : Action [07] Measure not applicable :,"CD231: (Conditions) In accordance with the provisions of Regulation (EC) No 2008/97 (OJ L 284), this rate applies only if the product is transported directly from Turkey to the Community."
2057639,[142] Tariff preference,1107101900,,01/07/2000,,[01] + 127.43 EUR / Tonne,Condition [Y1] Other conditions : Document [Y] Action [27] Apply the mentioned duty : ||Condition [Y2] Other conditions : Action [07] Measure not applicable :,"CD231: (Conditions) In accordance with the provisions of Regulation (EC) No 2008/97 (OJ L 284), this rate applies only if the product is transported directly from Turkey to the Community."
2057640,[142] Tariff preference,1107109100,,01/07/2000,,[01] + 166.43 EUR / Tonne,Condition [Y1] Other conditions : Document [Y] Action [27] Apply the mentioned duty : ||Condition [Y2] Other conditions : Action [07] Measure not applicable :,"CD231: (Conditions) In accordance with the provisions of Regulation (EC) No 2008/97 (OJ L 284), this rate applies only if the product is transported directly from Turkey to the Community."
2057641,[142] Tariff preference,1107109900,,01/07/2000,,[01] + 124.43 EUR / Tonne,Condition [Y1] Other conditions : Document [Y] Action [27] Apply the mentioned duty : ||Condition [Y2] Other conditions : Action [07] Measure not applicable :,"CD231: (Conditions) In accordance with the provisions of Regulation (EC) No 2008/97 (OJ L 284), this rate applies only if the product is transported directly from Turkey to the Community."
2057642,[142] Tariff preference,1107200000,,01/07/2000,,[01] + 145.43 EUR / Tonne,Condition [Y1] Other conditions : Document [Y] Action [27] Apply the mentioned duty : ||Condition [Y2] Other conditions : Action [07] Measure not applicable :,"CD231: (Conditions) In accordance with the provisions of Regulation (EC) No 2008/97 (OJ L 284), this rate applies only if the product is transported directly from Turkey to the Community."
2852874,[142] Tariff preference,1509101000,,01/09/2005,,[01] + 110.34 EUR / 100kg,,
3511017,[142] Tariff preference,1509102000,,01/01/2017,,[01] + 112.05 EUR / 100kg,,
3511018,[142] Tariff preference,1509108000,,01/01/2017,,[01] + 112.05 EUR / 100kg,,
2852876,[142] Tariff preference,1509900000,,01/09/2005,,[01] + 127.87 EUR / 100kg,,
2852877,[142] Tariff preference,1510001000,,01/09/2005,,[01] + 99.18 EUR / 100kg,,
2852878,[142] Tariff preference,1510009000,,01/09/2005,,[01] + 152.28 EUR / 100kg,,
