SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3213648,[475] Restriction on entry into free circulation,7204211010,,09/10/2011,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,"CD400: (Conditions) The import of iron, steel and aluminium scrap, including aluminium alloy scrap, ceased to be waste shall be subject to the presentation of a statement of conformity as indicated in Annex III of Council Regulation (EU) No 333/2011."
3213649,[475] Restriction on entry into free circulation,7204219010,,09/10/2011,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,"CD400: (Conditions) The import of iron, steel and aluminium scrap, including aluminium alloy scrap, ceased to be waste shall be subject to the presentation of a statement of conformity as indicated in Annex III of Council Regulation (EU) No 333/2011."
3213657,[475] Restriction on entry into free circulation,7204290010,,09/10/2011,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,"CD400: (Conditions) The import of iron, steel and aluminium scrap, including aluminium alloy scrap, ceased to be waste shall be subject to the presentation of a statement of conformity as indicated in Annex III of Council Regulation (EU) No 333/2011."
3213658,[475] Restriction on entry into free circulation,7204300010,,09/10/2011,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,"CD400: (Conditions) The import of iron, steel and aluminium scrap, including aluminium alloy scrap, ceased to be waste shall be subject to the presentation of a statement of conformity as indicated in Annex III of Council Regulation (EU) No 333/2011."
3213670,[475] Restriction on entry into free circulation,7204411010,,09/10/2011,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,"CD400: (Conditions) The import of iron, steel and aluminium scrap, including aluminium alloy scrap, ceased to be waste shall be subject to the presentation of a statement of conformity as indicated in Annex III of Council Regulation (EU) No 333/2011."
3213671,[475] Restriction on entry into free circulation,7204419110,,09/10/2011,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,"CD400: (Conditions) The import of iron, steel and aluminium scrap, including aluminium alloy scrap, ceased to be waste shall be subject to the presentation of a statement of conformity as indicated in Annex III of Council Regulation (EU) No 333/2011."
3213672,[475] Restriction on entry into free circulation,7204419910,,09/10/2011,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,"CD400: (Conditions) The import of iron, steel and aluminium scrap, including aluminium alloy scrap, ceased to be waste shall be subject to the presentation of a statement of conformity as indicated in Annex III of Council Regulation (EU) No 333/2011."
3213673,[475] Restriction on entry into free circulation,7204491010,,09/10/2011,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,"CD400: (Conditions) The import of iron, steel and aluminium scrap, including aluminium alloy scrap, ceased to be waste shall be subject to the presentation of a statement of conformity as indicated in Annex III of Council Regulation (EU) No 333/2011."
3213685,[475] Restriction on entry into free circulation,7204493010,,09/10/2011,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,"CD400: (Conditions) The import of iron, steel and aluminium scrap, including aluminium alloy scrap, ceased to be waste shall be subject to the presentation of a statement of conformity as indicated in Annex III of Council Regulation (EU) No 333/2011."
3213686,[475] Restriction on entry into free circulation,7204499010,,09/10/2011,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,"CD400: (Conditions) The import of iron, steel and aluminium scrap, including aluminium alloy scrap, ceased to be waste shall be subject to the presentation of a statement of conformity as indicated in Annex III of Council Regulation (EU) No 333/2011."
3213687,[475] Restriction on entry into free circulation,7204500000,,09/10/2011,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,"CD400: (Conditions) The import of iron, steel and aluminium scrap, including aluminium alloy scrap, ceased to be waste shall be subject to the presentation of a statement of conformity as indicated in Annex III of Council Regulation (EU) No 333/2011."
3213688,[475] Restriction on entry into free circulation,7602009000,,09/10/2011,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,"CD400: (Conditions) The import of iron, steel and aluminium scrap, including aluminium alloy scrap, ceased to be waste shall be subject to the presentation of a statement of conformity as indicated in Annex III of Council Regulation (EU) No 333/2011."
