SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3455190,[746] Import control on seal products,0208402000,,18/10/2015,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B4] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,CD603: (Conditions) Seal products may only be placed on the market when they are accompanied by an attesting document or a written notification of import and a document giving evidence where the products were acquired (Commission Implementing Regulation (EU) 2015/1850 (OJ L 271)).
3455073,[746] Import control on seal products,0511991000,,18/10/2015,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B4] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B5] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,CD603: (Conditions) Seal products may only be placed on the market when they are accompanied by an attesting document or a written notification of import and a document giving evidence where the products were acquired (Commission Implementing Regulation (EU) 2015/1850 (OJ L 271)).
3455074,[746] Import control on seal products,1504300000,,18/10/2015,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B4] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B5] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,CD603: (Conditions) Seal products may only be placed on the market when they are accompanied by an attesting document or a written notification of import and a document giving evidence where the products were acquired (Commission Implementing Regulation (EU) 2015/1850 (OJ L 271)).
3455075,[746] Import control on seal products,1516100000,,18/10/2015,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B4] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B5] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,CD603: (Conditions) Seal products may only be placed on the market when they are accompanied by an attesting document or a written notification of import and a document giving evidence where the products were acquired (Commission Implementing Regulation (EU) 2015/1850 (OJ L 271)).
3455076,[746] Import control on seal products,1517100000,,18/10/2015,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B4] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B5] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,CD603: (Conditions) Seal products may only be placed on the market when they are accompanied by an attesting document or a written notification of import and a document giving evidence where the products were acquired (Commission Implementing Regulation (EU) 2015/1850 (OJ L 271)).
3455077,[746] Import control on seal products,1517901000,,18/10/2015,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B4] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B5] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,CD603: (Conditions) Seal products may only be placed on the market when they are accompanied by an attesting document or a written notification of import and a document giving evidence where the products were acquired (Commission Implementing Regulation (EU) 2015/1850 (OJ L 271)).
3455078,[746] Import control on seal products,1517909900,,18/10/2015,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B4] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B5] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,CD603: (Conditions) Seal products may only be placed on the market when they are accompanied by an attesting document or a written notification of import and a document giving evidence where the products were acquired (Commission Implementing Regulation (EU) 2015/1850 (OJ L 271)).
3455079,[746] Import control on seal products,1518009100,,18/10/2015,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B4] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B5] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,CD603: (Conditions) Seal products may only be placed on the market when they are accompanied by an attesting document or a written notification of import and a document giving evidence where the products were acquired (Commission Implementing Regulation (EU) 2015/1850 (OJ L 271)).
3455080,[746] Import control on seal products,1601009900,,18/10/2015,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B4] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B5] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,CD603: (Conditions) Seal products may only be placed on the market when they are accompanied by an attesting document or a written notification of import and a document giving evidence where the products were acquired (Commission Implementing Regulation (EU) 2015/1850 (OJ L 271)).
3455081,[746] Import control on seal products,1602100000,,18/10/2015,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B4] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B5] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,CD603: (Conditions) Seal products may only be placed on the market when they are accompanied by an attesting document or a written notification of import and a document giving evidence where the products were acquired (Commission Implementing Regulation (EU) 2015/1850 (OJ L 271)).
3455082,[746] Import control on seal products,1602901000,,18/10/2015,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B4] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B5] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,CD603: (Conditions) Seal products may only be placed on the market when they are accompanied by an attesting document or a written notification of import and a document giving evidence where the products were acquired (Commission Implementing Regulation (EU) 2015/1850 (OJ L 271)).
3455083,[746] Import control on seal products,1602909900,,18/10/2015,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B4] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B5] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,CD603: (Conditions) Seal products may only be placed on the market when they are accompanied by an attesting document or a written notification of import and a document giving evidence where the products were acquired (Commission Implementing Regulation (EU) 2015/1850 (OJ L 271)).
3455084,[746] Import control on seal products,2106909200,,18/10/2015,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B4] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B5] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,CD603: (Conditions) Seal products may only be placed on the market when they are accompanied by an attesting document or a written notification of import and a document giving evidence where the products were acquired (Commission Implementing Regulation (EU) 2015/1850 (OJ L 271)).
3455085,[746] Import control on seal products,2301100000,,18/10/2015,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B4] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B5] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,CD603: (Conditions) Seal products may only be placed on the market when they are accompanied by an attesting document or a written notification of import and a document giving evidence where the products were acquired (Commission Implementing Regulation (EU) 2015/1850 (OJ L 271)).
3455086,[746] Import control on seal products,2309101100,,18/10/2015,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B4] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B5] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,CD603: (Conditions) Seal products may only be placed on the market when they are accompanied by an attesting document or a written notification of import and a document giving evidence where the products were acquired (Commission Implementing Regulation (EU) 2015/1850 (OJ L 271)).
3455087,[746] Import control on seal products,2309101300,,18/10/2015,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B4] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B5] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,CD603: (Conditions) Seal products may only be placed on the market when they are accompanied by an attesting document or a written notification of import and a document giving evidence where the products were acquired (Commission Implementing Regulation (EU) 2015/1850 (OJ L 271)).
3455088,[746] Import control on seal products,2309101500,,18/10/2015,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B4] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B5] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,CD603: (Conditions) Seal products may only be placed on the market when they are accompanied by an attesting document or a written notification of import and a document giving evidence where the products were acquired (Commission Implementing Regulation (EU) 2015/1850 (OJ L 271)).
3455089,[746] Import control on seal products,2309101900,,18/10/2015,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B4] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B5] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,CD603: (Conditions) Seal products may only be placed on the market when they are accompanied by an attesting document or a written notification of import and a document giving evidence where the products were acquired (Commission Implementing Regulation (EU) 2015/1850 (OJ L 271)).
3455090,[746] Import control on seal products,2309103100,,18/10/2015,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B4] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B5] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,CD603: (Conditions) Seal products may only be placed on the market when they are accompanied by an attesting document or a written notification of import and a document giving evidence where the products were acquired (Commission Implementing Regulation (EU) 2015/1850 (OJ L 271)).
3455091,[746] Import control on seal products,2309103300,,18/10/2015,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B4] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B5] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,CD603: (Conditions) Seal products may only be placed on the market when they are accompanied by an attesting document or a written notification of import and a document giving evidence where the products were acquired (Commission Implementing Regulation (EU) 2015/1850 (OJ L 271)).
3455092,[746] Import control on seal products,2309103900,,18/10/2015,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B4] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B5] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,CD603: (Conditions) Seal products may only be placed on the market when they are accompanied by an attesting document or a written notification of import and a document giving evidence where the products were acquired (Commission Implementing Regulation (EU) 2015/1850 (OJ L 271)).
3455093,[746] Import control on seal products,2309105100,,18/10/2015,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B4] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B5] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,CD603: (Conditions) Seal products may only be placed on the market when they are accompanied by an attesting document or a written notification of import and a document giving evidence where the products were acquired (Commission Implementing Regulation (EU) 2015/1850 (OJ L 271)).
3455094,[746] Import control on seal products,2309105300,,18/10/2015,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B4] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B5] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,CD603: (Conditions) Seal products may only be placed on the market when they are accompanied by an attesting document or a written notification of import and a document giving evidence where the products were acquired (Commission Implementing Regulation (EU) 2015/1850 (OJ L 271)).
3455095,[746] Import control on seal products,2309105900,,18/10/2015,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B4] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B5] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,CD603: (Conditions) Seal products may only be placed on the market when they are accompanied by an attesting document or a written notification of import and a document giving evidence where the products were acquired (Commission Implementing Regulation (EU) 2015/1850 (OJ L 271)).
3455096,[746] Import control on seal products,2309107000,,18/10/2015,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B4] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B5] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,CD603: (Conditions) Seal products may only be placed on the market when they are accompanied by an attesting document or a written notification of import and a document giving evidence where the products were acquired (Commission Implementing Regulation (EU) 2015/1850 (OJ L 271)).
3455097,[746] Import control on seal products,2309901000,,18/10/2015,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B4] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B5] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,CD603: (Conditions) Seal products may only be placed on the market when they are accompanied by an attesting document or a written notification of import and a document giving evidence where the products were acquired (Commission Implementing Regulation (EU) 2015/1850 (OJ L 271)).
3455098,[746] Import control on seal products,2309903100,,18/10/2015,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B4] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B5] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,CD603: (Conditions) Seal products may only be placed on the market when they are accompanied by an attesting document or a written notification of import and a document giving evidence where the products were acquired (Commission Implementing Regulation (EU) 2015/1850 (OJ L 271)).
3455099,[746] Import control on seal products,2309903300,,18/10/2015,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B4] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B5] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,CD603: (Conditions) Seal products may only be placed on the market when they are accompanied by an attesting document or a written notification of import and a document giving evidence where the products were acquired (Commission Implementing Regulation (EU) 2015/1850 (OJ L 271)).
3455100,[746] Import control on seal products,2309903500,,18/10/2015,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B4] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B5] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,CD603: (Conditions) Seal products may only be placed on the market when they are accompanied by an attesting document or a written notification of import and a document giving evidence where the products were acquired (Commission Implementing Regulation (EU) 2015/1850 (OJ L 271)).
3455101,[746] Import control on seal products,2309903900,,18/10/2015,,,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Document [C] Action [29] Import/export allowed after control : ||Condition [B4] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B5] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,CD603: (Conditions) Seal products may only be placed on the market when they are accompanied by an attesting document or a written notification of import and a document giving evidence where the products were acquired (Commission Implementing Regulation (EU) 2015/1850 (OJ L 271)).
