SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3405389,[552] Definitive anti-dumping duty,2008305500,[A999] Other,12/12/2014,,[01] + 531.20 EUR / Tonne,,"TM518: (Taric Measure) In cases where goods have been damaged before entry into free circulation and, therefore, the price actually paid or payable is apportioned for the determination of the customs value pursuant to Article 131 of Commission Regulation (EU) 2015/2447 (OJ L 343, p. 558), the amount of anti-dumping duty and/or countervailing duty, calculated on the basis of the fixed amounts set out above, shall be reduced by a percentage which corresponds to the apportioning of the price actually paid or payable."
3405386,[552] Definitive anti-dumping duty,2008305500,"[A887] Zhejiang Taizhou Yiguan Food Co. Ltd, Huangyan, Zhejiang",12/12/2014,,[01] + 361.40 EUR / Tonne,,"TM518: (Taric Measure) In cases where goods have been damaged before entry into free circulation and, therefore, the price actually paid or payable is apportioned for the determination of the customs value pursuant to Article 131 of Commission Regulation (EU) 2015/2447 (OJ L 343, p. 558), the amount of anti-dumping duty and/or countervailing duty, calculated on the basis of the fixed amounts set out above, shall be reduced by a percentage which corresponds to the apportioning of the price actually paid or payable."
3405385,[552] Definitive anti-dumping duty,2008305500,"[A886] Yichang Rosen Foods Co., Ltd, Yichang, Zhejiang, CN",12/12/2014,,[01] + 531.20 EUR / Tonne,,"TM518: (Taric Measure) In cases where goods have been damaged before entry into free circulation and, therefore, the price actually paid or payable is apportioned for the determination of the customs value pursuant to Article 131 of Commission Regulation (EU) 2015/2447 (OJ L 343, p. 558), the amount of anti-dumping duty and/or countervailing duty, calculated on the basis of the fixed amounts set out above, shall be reduced by a percentage which corresponds to the apportioning of the price actually paid or payable."
3405387,[552] Definitive anti-dumping duty,2008305500,"[A888] Zhejiang Xinshiji Foods Co. Ltd, Sanmen, Zhejiang and its related producer Hubei Xinshiji Foods Co. Ltd, Dangyang City, Hubei Province",12/12/2014,,[01] + 490.70 EUR / Tonne,,"TM518: (Taric Measure) In cases where goods have been damaged before entry into free circulation and, therefore, the price actually paid or payable is apportioned for the determination of the customs value pursuant to Article 131 of Commission Regulation (EU) 2015/2447 (OJ L 343, p. 558), the amount of anti-dumping duty and/or countervailing duty, calculated on the basis of the fixed amounts set out above, shall be reduced by a percentage which corresponds to the apportioning of the price actually paid or payable."
3405388,[552] Definitive anti-dumping duty,2008305500,"[A889] Hunan Pointer Foods Co., Ltd., Yongzhou, Hunan
Ningbo Pointer Canned Foods Co., Ltd., Xiangshan, Ningbo 
Yichang Jiayuan Foodstuffs Co., Ltd., Yichang, Hubei
Ninghai Dongda Foodstuff Co., Ltd., Ningbo, Zhejiang
Huangyan No.2 Canned Food Factory, Huangyan, Zhejiang
Zhejiang Fomdas Foods Co., Ltd., Xinchang, Zhejiang
Toyoshima Share Yidu Foods Co., Ltd., Yidu, Hubei
Guangxi Guiguo Food Co., Ltd., Guilin, Guangxi
Zhejiang Juda Industry Co., Ltd., Quzhou, Zhejiang
Zhejiang Iceman Group Co., Ltd., Jinhua, Zhejiang
Ningbo Guosheng Foods Co., Ltd., Ninghai
Yi Chang Yin He Food Co., Ltd., Yidu, Hubei
Yongzhou Quanhui Canned Food Co., Ltd., Yongzhou, Hunan
Ningbo Orient Jiuzhou Food Trade & Industry Co., Ltd., Yinzhou, Ningbo
Guangxi Guilin Huangguan Food Co., Ltd., Guilin, Guangxi
Ningbo Wuzhouxing Group Co., Ltd., Mingzhou, Ningbo",12/12/2014,,[01] + 499.60 EUR / Tonne,,"TM518: (Taric Measure) In cases where goods have been damaged before entry into free circulation and, therefore, the price actually paid or payable is apportioned for the determination of the customs value pursuant to Article 131 of Commission Regulation (EU) 2015/2447 (OJ L 343, p. 558), the amount of anti-dumping duty and/or countervailing duty, calculated on the basis of the fixed amounts set out above, shall be reduced by a percentage which corresponds to the apportioning of the price actually paid or payable."
3405391,[552] Definitive anti-dumping duty,2008307500,"[A887] Zhejiang Taizhou Yiguan Food Co. Ltd, Huangyan, Zhejiang",12/12/2014,,[01] + 361.40 EUR / Tonne,,"TM518: (Taric Measure) In cases where goods have been damaged before entry into free circulation and, therefore, the price actually paid or payable is apportioned for the determination of the customs value pursuant to Article 131 of Commission Regulation (EU) 2015/2447 (OJ L 343, p. 558), the amount of anti-dumping duty and/or countervailing duty, calculated on the basis of the fixed amounts set out above, shall be reduced by a percentage which corresponds to the apportioning of the price actually paid or payable."
3405390,[552] Definitive anti-dumping duty,2008307500,"[A886] Yichang Rosen Foods Co., Ltd, Yichang, Zhejiang, CN",12/12/2014,,[01] + 531.20 EUR / Tonne,,"TM518: (Taric Measure) In cases where goods have been damaged before entry into free circulation and, therefore, the price actually paid or payable is apportioned for the determination of the customs value pursuant to Article 131 of Commission Regulation (EU) 2015/2447 (OJ L 343, p. 558), the amount of anti-dumping duty and/or countervailing duty, calculated on the basis of the fixed amounts set out above, shall be reduced by a percentage which corresponds to the apportioning of the price actually paid or payable."
3405392,[552] Definitive anti-dumping duty,2008307500,"[A888] Zhejiang Xinshiji Foods Co. Ltd, Sanmen, Zhejiang and its related producer Hubei Xinshiji Foods Co. Ltd, Dangyang City, Hubei Province",12/12/2014,,[01] + 490.70 EUR / Tonne,,"TM518: (Taric Measure) In cases where goods have been damaged before entry into free circulation and, therefore, the price actually paid or payable is apportioned for the determination of the customs value pursuant to Article 131 of Commission Regulation (EU) 2015/2447 (OJ L 343, p. 558), the amount of anti-dumping duty and/or countervailing duty, calculated on the basis of the fixed amounts set out above, shall be reduced by a percentage which corresponds to the apportioning of the price actually paid or payable."
3405393,[552] Definitive anti-dumping duty,2008307500,"[A889] Hunan Pointer Foods Co., Ltd., Yongzhou, Hunan
Ningbo Pointer Canned Foods Co., Ltd., Xiangshan, Ningbo 
Yichang Jiayuan Foodstuffs Co., Ltd., Yichang, Hubei
Ninghai Dongda Foodstuff Co., Ltd., Ningbo, Zhejiang
Huangyan No.2 Canned Food Factory, Huangyan, Zhejiang
Zhejiang Fomdas Foods Co., Ltd., Xinchang, Zhejiang
Toyoshima Share Yidu Foods Co., Ltd., Yidu, Hubei
Guangxi Guiguo Food Co., Ltd., Guilin, Guangxi
Zhejiang Juda Industry Co., Ltd., Quzhou, Zhejiang
Zhejiang Iceman Group Co., Ltd., Jinhua, Zhejiang
Ningbo Guosheng Foods Co., Ltd., Ninghai
Yi Chang Yin He Food Co., Ltd., Yidu, Hubei
Yongzhou Quanhui Canned Food Co., Ltd., Yongzhou, Hunan
Ningbo Orient Jiuzhou Food Trade & Industry Co., Ltd., Yinzhou, Ningbo
Guangxi Guilin Huangguan Food Co., Ltd., Guilin, Guangxi
Ningbo Wuzhouxing Group Co., Ltd., Mingzhou, Ningbo",12/12/2014,,[01] + 499.60 EUR / Tonne,,"TM518: (Taric Measure) In cases where goods have been damaged before entry into free circulation and, therefore, the price actually paid or payable is apportioned for the determination of the customs value pursuant to Article 131 of Commission Regulation (EU) 2015/2447 (OJ L 343, p. 558), the amount of anti-dumping duty and/or countervailing duty, calculated on the basis of the fixed amounts set out above, shall be reduced by a percentage which corresponds to the apportioning of the price actually paid or payable."
3405394,[552] Definitive anti-dumping duty,2008307500,[A999] Other,12/12/2014,,[01] + 531.20 EUR / Tonne,,"TM518: (Taric Measure) In cases where goods have been damaged before entry into free circulation and, therefore, the price actually paid or payable is apportioned for the determination of the customs value pursuant to Article 131 of Commission Regulation (EU) 2015/2447 (OJ L 343, p. 558), the amount of anti-dumping duty and/or countervailing duty, calculated on the basis of the fixed amounts set out above, shall be reduced by a percentage which corresponds to the apportioning of the price actually paid or payable."
