SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3491777,[552] Definitive anti-dumping duty,7304191020,"[C129] Hubei Xinyegang Steel Co., Ltd., Huangshi",09/12/2015,,[37] 0.00%,,"TM864: (Taric Measure) Judgment of the Court (Second Chamber) of 7 April 2016.
ArcelorMittal Tubular Products Ostrava a.s. and Others v Hubei Xinyegang Steel Co. Ltd and Council of the European Union v Hubei Xinyegang Steel Co. Ltd.
Appeal - Dumping - Regulation (EC) No 384/96 - Article 3(5), (7) and (9) - Article 6(1) - Regulation (EC) No 926/2009 - Imports of certain seamless pipes and tubes of iron or steel originating in China - Definitive anti-dumping duty - Determination of a threat of injury - Taking into account of post-investigation period data.
Joined Cases C-186/14 P and C-193/14 P.
(http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:62014CJ0186)"
3463356,[552] Definitive anti-dumping duty,7304191020,"[A950] Hengyang Valin MPM Co., Ltd., Hengyang
Hengyang Valin Steel Tube Co., Ltd., Hengyang
Handan Precise Seamless Steel Pipes Co., Ltd., Handan 
Jiangsu Huacheng Industry Group Co., Ltd., Zhangjiagang 
Jiangyin Metal Tube Making Factory, Jiangyin
Jiangyin City Seamless Steel Tube Factory, Jiangyin
Pangang Group Chengdu Iron & Steel Co., Ltd., Chengdu
Shenyang Xinda Co., Ltd., Shenyang
Suzhou Seamless Steel Tube Works, Suzhou
Tianjin Pipe (Group) Corporation (TPCO), Tianjin
Wuxi Dexin Steel Tube Co., Ltd., Wuxi
Wuxi Dongwu Pipe Industry Co., Ltd., Wuxi
Wuxi Seamless Oil Pipe Co., Ltd., Wuxi
Zhangjiagang City Yiyang Pipe Producing Co., Ltd., Zhangjiagang
Zhangjiagang Yichen Steel Tube Co., Ltd., Zhangjiagang",09/12/2015,,[01] + 27.20%,,
3463357,[552] Definitive anti-dumping duty,7304191020,[A999] Other,09/12/2015,,[01] + 39.20%,,
3463355,[552] Definitive anti-dumping duty,7304191020,"[A949] Shandong Luxing Steel Pipe Co., Ltd., Qingzhou City",09/12/2015,,[01] + 17.70%,,
3491778,[552] Definitive anti-dumping duty,7304193020,"[C129] Hubei Xinyegang Steel Co., Ltd., Huangshi",09/12/2015,,[37] 0.00%,,"TM864: (Taric Measure) Judgment of the Court (Second Chamber) of 7 April 2016.
ArcelorMittal Tubular Products Ostrava a.s. and Others v Hubei Xinyegang Steel Co. Ltd and Council of the European Union v Hubei Xinyegang Steel Co. Ltd.
Appeal - Dumping - Regulation (EC) No 384/96 - Article 3(5), (7) and (9) - Article 6(1) - Regulation (EC) No 926/2009 - Imports of certain seamless pipes and tubes of iron or steel originating in China - Definitive anti-dumping duty - Determination of a threat of injury - Taking into account of post-investigation period data.
Joined Cases C-186/14 P and C-193/14 P.
(http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:62014CJ0186)"
3463358,[552] Definitive anti-dumping duty,7304193020,"[A949] Shandong Luxing Steel Pipe Co., Ltd., Qingzhou City",09/12/2015,,[01] + 17.70%,,
3463359,[552] Definitive anti-dumping duty,7304193020,"[A950] Hengyang Valin MPM Co., Ltd., Hengyang
Hengyang Valin Steel Tube Co., Ltd., Hengyang
Handan Precise Seamless Steel Pipes Co., Ltd., Handan 
Jiangsu Huacheng Industry Group Co., Ltd., Zhangjiagang 
Jiangyin Metal Tube Making Factory, Jiangyin
Jiangyin City Seamless Steel Tube Factory, Jiangyin
Pangang Group Chengdu Iron & Steel Co., Ltd., Chengdu
Shenyang Xinda Co., Ltd., Shenyang
Suzhou Seamless Steel Tube Works, Suzhou
Tianjin Pipe (Group) Corporation (TPCO), Tianjin
Wuxi Dexin Steel Tube Co., Ltd., Wuxi
Wuxi Dongwu Pipe Industry Co., Ltd., Wuxi
Wuxi Seamless Oil Pipe Co., Ltd., Wuxi
Zhangjiagang City Yiyang Pipe Producing Co., Ltd., Zhangjiagang
Zhangjiagang Yichen Steel Tube Co., Ltd., Zhangjiagang",09/12/2015,,[01] + 27.20%,,
3463360,[552] Definitive anti-dumping duty,7304193020,[A999] Other,09/12/2015,,[01] + 39.20%,,
3463362,[552] Definitive anti-dumping duty,7304230020,"[A950] Hengyang Valin MPM Co., Ltd., Hengyang
Hengyang Valin Steel Tube Co., Ltd., Hengyang
Handan Precise Seamless Steel Pipes Co., Ltd., Handan 
Jiangsu Huacheng Industry Group Co., Ltd., Zhangjiagang 
Jiangyin Metal Tube Making Factory, Jiangyin
Jiangyin City Seamless Steel Tube Factory, Jiangyin
Pangang Group Chengdu Iron & Steel Co., Ltd., Chengdu
Shenyang Xinda Co., Ltd., Shenyang
Suzhou Seamless Steel Tube Works, Suzhou
Tianjin Pipe (Group) Corporation (TPCO), Tianjin
Wuxi Dexin Steel Tube Co., Ltd., Wuxi
Wuxi Dongwu Pipe Industry Co., Ltd., Wuxi
Wuxi Seamless Oil Pipe Co., Ltd., Wuxi
Zhangjiagang City Yiyang Pipe Producing Co., Ltd., Zhangjiagang
Zhangjiagang Yichen Steel Tube Co., Ltd., Zhangjiagang",09/12/2015,,[01] + 27.20%,,
3463361,[552] Definitive anti-dumping duty,7304230020,"[A949] Shandong Luxing Steel Pipe Co., Ltd., Qingzhou City",09/12/2015,,[01] + 17.70%,,
