SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3136836,[475] Restriction on entry into free circulation,3814009000,,01/01/2010,,,Condition [B1] Presentation of a certificate/licence/document : Document [L] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,"CD591: (Conditions) If the declared goods are described in the “OZ” footnotes linked to the measure, an import authorisation is required in compliance with Article 15 of Regulation (EC) Num. 1005/2009 (O.J. L 286) | OZ007: (Ozone-depleting substances) Goods containing or relying on ozone depleting substances"
3136837,[475] Restriction on entry into free circulation,3822000000,,01/01/2010,,,Condition [B1] Presentation of a certificate/licence/document : Document [L] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,"CD591: (Conditions) If the declared goods are described in the “OZ” footnotes linked to the measure, an import authorisation is required in compliance with Article 15 of Regulation (EC) Num. 1005/2009 (O.J. L 286) | OZ007: (Ozone-depleting substances) Goods containing or relying on ozone depleting substances"
3136604,[475] Restriction on entry into free circulation,3824710000,,01/01/2010,,,Condition [B1] Presentation of a certificate/licence/document : Document [L] Action [24] Entry into free circulation allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [04] The entry into free circulation is not allowed :,"CD584: (Conditions) The release for free circulation in the Community shall be subject to the presentation of an import licence, in accordance with Article 15 of Regulation (EC) 1005/2009 (OJ L 286). | TM115: (Taric Measure) Trade (import/export) with a country not party to the Montreal Protocol may only be authorised in accordance with Article 20 of Reg. (EC) 1005/2009."
3136605,[475] Restriction on entry into free circulation,3824720000,,01/01/2010,,,Condition [B1] Presentation of a certificate/licence/document : Document [L] Action [24] Entry into free circulation allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [04] The entry into free circulation is not allowed :,"CD584: (Conditions) The release for free circulation in the Community shall be subject to the presentation of an import licence, in accordance with Article 15 of Regulation (EC) 1005/2009 (OJ L 286). | TM115: (Taric Measure) Trade (import/export) with a country not party to the Montreal Protocol may only be authorised in accordance with Article 20 of Reg. (EC) 1005/2009."
3136606,[475] Restriction on entry into free circulation,3824730000,,01/01/2010,,,Condition [B1] Presentation of a certificate/licence/document : Document [L] Action [24] Entry into free circulation allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [04] The entry into free circulation is not allowed :,"CD584: (Conditions) The release for free circulation in the Community shall be subject to the presentation of an import licence, in accordance with Article 15 of Regulation (EC) 1005/2009 (OJ L 286). | TM115: (Taric Measure) Trade (import/export) with a country not party to the Montreal Protocol may only be authorised in accordance with Article 20 of Reg. (EC) 1005/2009."
3136607,[475] Restriction on entry into free circulation,3824740000,,01/01/2010,,,Condition [B1] Presentation of a certificate/licence/document : Document [L] Action [24] Entry into free circulation allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [04] The entry into free circulation is not allowed :,"CD584: (Conditions) The release for free circulation in the Community shall be subject to the presentation of an import licence, in accordance with Article 15 of Regulation (EC) 1005/2009 (OJ L 286). | TM115: (Taric Measure) Trade (import/export) with a country not party to the Montreal Protocol may only be authorised in accordance with Article 20 of Reg. (EC) 1005/2009."
3136608,[475] Restriction on entry into free circulation,3824750000,,01/01/2010,,,Condition [B1] Presentation of a certificate/licence/document : Document [L] Action [24] Entry into free circulation allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [04] The entry into free circulation is not allowed :,"CD584: (Conditions) The release for free circulation in the Community shall be subject to the presentation of an import licence, in accordance with Article 15 of Regulation (EC) 1005/2009 (OJ L 286). | TM115: (Taric Measure) Trade (import/export) with a country not party to the Montreal Protocol may only be authorised in accordance with Article 20 of Reg. (EC) 1005/2009."
3136609,[475] Restriction on entry into free circulation,3824760000,,01/01/2010,,,Condition [B1] Presentation of a certificate/licence/document : Document [L] Action [24] Entry into free circulation allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [04] The entry into free circulation is not allowed :,"CD584: (Conditions) The release for free circulation in the Community shall be subject to the presentation of an import licence, in accordance with Article 15 of Regulation (EC) 1005/2009 (OJ L 286). | TM115: (Taric Measure) Trade (import/export) with a country not party to the Montreal Protocol may only be authorised in accordance with Article 20 of Reg. (EC) 1005/2009."
3136610,[475] Restriction on entry into free circulation,3824770000,,01/01/2010,,,Condition [B1] Presentation of a certificate/licence/document : Document [L] Action [24] Entry into free circulation allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [04] The entry into free circulation is not allowed :,"CD584: (Conditions) The release for free circulation in the Community shall be subject to the presentation of an import licence, in accordance with Article 15 of Regulation (EC) 1005/2009 (OJ L 286). | TM115: (Taric Measure) Trade (import/export) with a country not party to the Montreal Protocol may only be authorised in accordance with Article 20 of Reg. (EC) 1005/2009."
3518774,[475] Restriction on entry into free circulation,3824997000,[4999] Other,01/01/2017,,,,
3136858,[475] Restriction on entry into free circulation,3921110000,[4999] Other,01/01/2010,,,,
3136859,[475] Restriction on entry into free circulation,3921120000,[4999] Other,01/01/2010,,,,
3136860,[475] Restriction on entry into free circulation,3921131000,[4999] Other,01/01/2010,,,,
3136861,[475] Restriction on entry into free circulation,3921139000,[4999] Other,01/01/2010,,,,
3136862,[475] Restriction on entry into free circulation,3921140000,[4999] Other,01/01/2010,,,,
3136863,[475] Restriction on entry into free circulation,3921190000,[4999] Other,01/01/2010,,,,
3136865,[475] Restriction on entry into free circulation,8415000000,[4999] Other,01/01/2010,,,,
3136866,[475] Restriction on entry into free circulation,8418000000,[4999] Other,01/01/2010,,,,
3136867,[475] Restriction on entry into free circulation,8419600000,[4999] Other,01/01/2010,,,,
3136875,[475] Restriction on entry into free circulation,8424100000,,01/01/2010,,,Condition [B1] Presentation of a certificate/licence/document : Document [L] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,"CD591: (Conditions) If the declared goods are described in the “OZ” footnotes linked to the measure, an import authorisation is required in compliance with Article 15 of Regulation (EC) Num. 1005/2009 (O.J. L 286) | OZ005: (Ozone-depleting substances) Deuterated or otherwise radioactively market ozone depleting substances to be used as laboratory chemicals"
3163532,[475] Restriction on entry into free circulation,8424900000,,01/01/2010,,,Condition [B1] Presentation of a certificate/licence/document : Document [L] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,"CD591: (Conditions) If the declared goods are described in the “OZ” footnotes linked to the measure, an import authorisation is required in compliance with Article 15 of Regulation (EC) Num. 1005/2009 (O.J. L 286) | OZ007: (Ozone-depleting substances) Goods containing or relying on ozone depleting substances"
3136883,[475] Restriction on entry into free circulation,8451100000,[4999] Other,01/01/2010,,,,
3136884,[475] Restriction on entry into free circulation,8476210000,[4999] Other,01/01/2010,,,,
3136885,[475] Restriction on entry into free circulation,8476810000,[4999] Other,01/01/2010,,,,
3200217,[475] Restriction on entry into free circulation,8476900000,[4999] Other,01/01/2010,,,,
3136886,[475] Restriction on entry into free circulation,8477801100,[4999] Other,01/01/2010,,,,
3136887,[475] Restriction on entry into free circulation,8477801900,[4999] Other,01/01/2010,,,,
3136905,[475] Restriction on entry into free circulation,8601000000,[4999] Other,01/01/2010,,,,
3200222,[475] Restriction on entry into free circulation,8602000000,[4999] Other,01/01/2010,,,,
3136906,[475] Restriction on entry into free circulation,8603000000,[4999] Other,01/01/2010,,,,
3136907,[475] Restriction on entry into free circulation,8604000000,[4999] Other,01/01/2010,,,,
3136908,[475] Restriction on entry into free circulation,8605000000,[4999] Other,01/01/2010,,,,
3136909,[475] Restriction on entry into free circulation,8606000000,[4999] Other,01/01/2010,,,,
3200227,[475] Restriction on entry into free circulation,8607000000,[4999] Other,01/01/2010,,,,
3136910,[475] Restriction on entry into free circulation,8609009000,[4999] Other,01/01/2010,,,,
3136911,[475] Restriction on entry into free circulation,8701000000,[4999] Other,01/01/2010,,,,
3136912,[475] Restriction on entry into free circulation,8702000000,[4999] Other,01/01/2010,,,,
3136913,[475] Restriction on entry into free circulation,8703000000,[4999] Other,01/01/2010,,,,
3136914,[475] Restriction on entry into free circulation,8704000000,[4999] Other,01/01/2010,,,,
3136915,[475] Restriction on entry into free circulation,8705000000,[4999] Other,01/01/2010,,,,
3136916,[475] Restriction on entry into free circulation,8708000000,[4999] Other,01/01/2010,,,,
3136917,[475] Restriction on entry into free circulation,8709000000,[4999] Other,01/01/2010,,,,
3136918,[475] Restriction on entry into free circulation,8710000000,,01/01/2010,,,Condition [B1] Presentation of a certificate/licence/document : Document [L] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,"CD591: (Conditions) If the declared goods are described in the “OZ” footnotes linked to the measure, an import authorisation is required in compliance with Article 15 of Regulation (EC) Num. 1005/2009 (O.J. L 286) | OZ007: (Ozone-depleting substances) Goods containing or relying on ozone depleting substances"
3200318,[475] Restriction on entry into free circulation,8716000000,[4999] Other,01/01/2010,,,,
3200333,[475] Restriction on entry into free circulation,8802000000,"[4117] Goods with halons, excluding waste",01/01/2010,,,Condition [B1] Presentation of a certificate/licence/document : Document [L] Action [24] Entry into free circulation allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [04] The entry into free circulation is not allowed :,"CD584: (Conditions) The release for free circulation in the Community shall be subject to the presentation of an import licence, in accordance with Article 15 of Regulation (EC) 1005/2009 (OJ L 286). | TM115: (Taric Measure) Trade (import/export) with a country not party to the Montreal Protocol may only be authorised in accordance with Article 20 of Reg. (EC) 1005/2009."
3200335,[475] Restriction on entry into free circulation,8802000000,[4999] Other,01/01/2010,,,,
3136938,[475] Restriction on entry into free circulation,8901000000,[4999] Other,01/01/2010,,,,
3136927,[475] Restriction on entry into free circulation,8901000000,"[4117] Goods with halons, excluding waste",01/01/2010,,,Condition [B1] Presentation of a certificate/licence/document : Document [L] Action [24] Entry into free circulation allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [04] The entry into free circulation is not allowed :,"CD584: (Conditions) The release for free circulation in the Community shall be subject to the presentation of an import licence, in accordance with Article 15 of Regulation (EC) 1005/2009 (OJ L 286). | TM115: (Taric Measure) Trade (import/export) with a country not party to the Montreal Protocol may only be authorised in accordance with Article 20 of Reg. (EC) 1005/2009."
3136939,[475] Restriction on entry into free circulation,8902000000,[4999] Other,01/01/2010,,,,
3136928,[475] Restriction on entry into free circulation,8902000000,"[4117] Goods with halons, excluding waste",01/01/2010,,,Condition [B1] Presentation of a certificate/licence/document : Document [L] Action [24] Entry into free circulation allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [04] The entry into free circulation is not allowed :,"CD584: (Conditions) The release for free circulation in the Community shall be subject to the presentation of an import licence, in accordance with Article 15 of Regulation (EC) 1005/2009 (OJ L 286). | TM115: (Taric Measure) Trade (import/export) with a country not party to the Montreal Protocol may only be authorised in accordance with Article 20 of Reg. (EC) 1005/2009."
3200390,[475] Restriction on entry into free circulation,8903910000,[4999] Other,01/01/2010,,,,
3200384,[475] Restriction on entry into free circulation,8903910000,"[4117] Goods with halons, excluding waste",01/01/2010,,,Condition [B1] Presentation of a certificate/licence/document : Document [L] Action [24] Entry into free circulation allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [04] The entry into free circulation is not allowed :,"CD584: (Conditions) The release for free circulation in the Community shall be subject to the presentation of an import licence, in accordance with Article 15 of Regulation (EC) 1005/2009 (OJ L 286). | TM115: (Taric Measure) Trade (import/export) with a country not party to the Montreal Protocol may only be authorised in accordance with Article 20 of Reg. (EC) 1005/2009."
3200392,[475] Restriction on entry into free circulation,8903920000,[4999] Other,01/01/2010,,,,
3200385,[475] Restriction on entry into free circulation,8903920000,"[4117] Goods with halons, excluding waste",01/01/2010,,,Condition [B1] Presentation of a certificate/licence/document : Document [L] Action [24] Entry into free circulation allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [04] The entry into free circulation is not allowed :,"CD584: (Conditions) The release for free circulation in the Community shall be subject to the presentation of an import licence, in accordance with Article 15 of Regulation (EC) 1005/2009 (OJ L 286). | TM115: (Taric Measure) Trade (import/export) with a country not party to the Montreal Protocol may only be authorised in accordance with Article 20 of Reg. (EC) 1005/2009."
3136941,[475] Restriction on entry into free circulation,8904000000,[4999] Other,01/01/2010,,,,
3136930,[475] Restriction on entry into free circulation,8904000000,"[4117] Goods with halons, excluding waste",01/01/2010,,,Condition [B1] Presentation of a certificate/licence/document : Document [L] Action [24] Entry into free circulation allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [04] The entry into free circulation is not allowed :,"CD584: (Conditions) The release for free circulation in the Community shall be subject to the presentation of an import licence, in accordance with Article 15 of Regulation (EC) 1005/2009 (OJ L 286). | TM115: (Taric Measure) Trade (import/export) with a country not party to the Montreal Protocol may only be authorised in accordance with Article 20 of Reg. (EC) 1005/2009."
3200394,[475] Restriction on entry into free circulation,8905000000,[4999] Other,01/01/2010,,,,
3200387,[475] Restriction on entry into free circulation,8905000000,"[4117] Goods with halons, excluding waste",01/01/2010,,,Condition [B1] Presentation of a certificate/licence/document : Document [L] Action [24] Entry into free circulation allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [04] The entry into free circulation is not allowed :,"CD584: (Conditions) The release for free circulation in the Community shall be subject to the presentation of an import licence, in accordance with Article 15 of Regulation (EC) 1005/2009 (OJ L 286). | TM115: (Taric Measure) Trade (import/export) with a country not party to the Montreal Protocol may only be authorised in accordance with Article 20 of Reg. (EC) 1005/2009."
3136942,[475] Restriction on entry into free circulation,8906100000,[4999] Other,01/01/2010,,,,
3136931,[475] Restriction on entry into free circulation,8906100000,"[4117] Goods with halons, excluding waste",01/01/2010,,,Condition [B1] Presentation of a certificate/licence/document : Document [L] Action [24] Entry into free circulation allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [04] The entry into free circulation is not allowed :,"CD584: (Conditions) The release for free circulation in the Community shall be subject to the presentation of an import licence, in accordance with Article 15 of Regulation (EC) 1005/2009 (OJ L 286). | TM115: (Taric Measure) Trade (import/export) with a country not party to the Montreal Protocol may only be authorised in accordance with Article 20 of Reg. (EC) 1005/2009."
3136947,[475] Restriction on entry into free circulation,9880000000,,01/01/2010,,,Condition [B1] Presentation of a certificate/licence/document : Document [L] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,"CD591: (Conditions) If the declared goods are described in the “OZ” footnotes linked to the measure, an import authorisation is required in compliance with Article 15 of Regulation (EC) Num. 1005/2009 (O.J. L 286) | OZ007: (Ozone-depleting substances) Goods containing or relying on ozone depleting substances"
3136497,[725] Export control on ozone-depleting substances,2845900000,,01/01/2010,,,Condition [B1] Presentation of a certificate/licence/document : Document [E] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,"CD592: (Conditions) If the declared goods are described in the “OZ” footnotes linked to the measure, an export authorisation is required in compliance with Article 17 of Regulation (EC) Num. 1005/2009 (O.J. L 286) | OZ005: (Ozone-depleting substances) Deuterated or otherwise radioactively market ozone depleting substances to be used as laboratory chemicals"
3136534,[725] Export control on ozone-depleting substances,2903140000,,01/01/2010,,,Condition [B1] Presentation of a certificate/licence/document : Document [E] Action [25] Export allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD585: (Conditions) The export shall be subject to the presentation of an export licence, in accordance with Article 17 of Regulation (EC) No. 1005/2009 (OJ L 286). | TM115: (Taric Measure) Trade (import/export) with a country not party to the Montreal Protocol may only be authorised in accordance with Article 20 of Reg. (EC) 1005/2009."
3442988,[725] Export control on ozone-depleting substances,2903190000,,01/01/2016,,,Condition [B1] Presentation of a certificate/licence/document : Document [E] Action [25] Export allowed : ||Condition [B2] Presentation of a certificate/licence/document : Document [Y] Action [25] Export allowed : ||Condition [B3] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD585: (Conditions) The export shall be subject to the presentation of an export licence, in accordance with Article 17 of Regulation (EC) No. 1005/2009 (OJ L 286). | OZ010: (Ozone-depleting substances) Substances listed in Annex I of Regulation (EC) No 1005/2009 | TM115: (Taric Measure) Trade (import/export) with a country not party to the Montreal Protocol may only be authorised in accordance with Article 20 of Reg. (EC) 1005/2009."
3136536,[725] Export control on ozone-depleting substances,2903391100,,01/01/2010,,,Condition [B1] Presentation of a certificate/licence/document : Document [E] Action [25] Export allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD585: (Conditions) The export shall be subject to the presentation of an export licence, in accordance with Article 17 of Regulation (EC) No. 1005/2009 (OJ L 286). | TM115: (Taric Measure) Trade (import/export) with a country not party to the Montreal Protocol may only be authorised in accordance with Article 20 of Reg. (EC) 1005/2009."
3222784,[725] Export control on ozone-depleting substances,2903710000,,01/01/2012,,,Condition [B1] Presentation of a certificate/licence/document : Document [E] Action [25] Export allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD585: (Conditions) The export shall be subject to the presentation of an export licence, in accordance with Article 17 of Regulation (EC) No. 1005/2009 (OJ L 286). | TM115: (Taric Measure) Trade (import/export) with a country not party to the Montreal Protocol may only be authorised in accordance with Article 20 of Reg. (EC) 1005/2009."
3222786,[725] Export control on ozone-depleting substances,2903720000,,01/01/2012,,,Condition [B1] Presentation of a certificate/licence/document : Document [E] Action [25] Export allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD585: (Conditions) The export shall be subject to the presentation of an export licence, in accordance with Article 17 of Regulation (EC) No. 1005/2009 (OJ L 286). | TM115: (Taric Measure) Trade (import/export) with a country not party to the Montreal Protocol may only be authorised in accordance with Article 20 of Reg. (EC) 1005/2009."
3222785,[725] Export control on ozone-depleting substances,2903730000,,01/01/2012,,,Condition [B1] Presentation of a certificate/licence/document : Document [E] Action [25] Export allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD585: (Conditions) The export shall be subject to the presentation of an export licence, in accordance with Article 17 of Regulation (EC) No. 1005/2009 (OJ L 286). | TM115: (Taric Measure) Trade (import/export) with a country not party to the Montreal Protocol may only be authorised in accordance with Article 20 of Reg. (EC) 1005/2009."
3222787,[725] Export control on ozone-depleting substances,2903740000,,01/01/2012,,,Condition [B1] Presentation of a certificate/licence/document : Document [E] Action [25] Export allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD585: (Conditions) The export shall be subject to the presentation of an export licence, in accordance with Article 17 of Regulation (EC) No. 1005/2009 (OJ L 286). | TM115: (Taric Measure) Trade (import/export) with a country not party to the Montreal Protocol may only be authorised in accordance with Article 20 of Reg. (EC) 1005/2009."
3274933,[725] Export control on ozone-depleting substances,2903750000,,10/10/2012,,,Condition [B1] Presentation of a certificate/licence/document : Document [E] Action [25] Export allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD585: (Conditions) The export shall be subject to the presentation of an export licence, in accordance with Article 17 of Regulation (EC) No. 1005/2009 (OJ L 286). | TM115: (Taric Measure) Trade (import/export) with a country not party to the Montreal Protocol may only be authorised in accordance with Article 20 of Reg. (EC) 1005/2009."
3222813,[725] Export control on ozone-depleting substances,2903760000,,01/01/2012,,,Condition [B1] Presentation of a certificate/licence/document : Document [E] Action [25] Export allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD585: (Conditions) The export shall be subject to the presentation of an export licence, in accordance with Article 17 of Regulation (EC) No. 1005/2009 (OJ L 286). | TM115: (Taric Measure) Trade (import/export) with a country not party to the Montreal Protocol may only be authorised in accordance with Article 20 of Reg. (EC) 1005/2009."
3445232,[725] Export control on ozone-depleting substances,2903776000,,01/01/2016,,,Condition [B1] Presentation of a certificate/licence/document : Document [E] Action [25] Export allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD585: (Conditions) The export shall be subject to the presentation of an export licence, in accordance with Article 17 of Regulation (EC) No. 1005/2009 (OJ L 286). | TM115: (Taric Measure) Trade (import/export) with a country not party to the Montreal Protocol may only be authorised in accordance with Article 20 of Reg. (EC) 1005/2009."
3281683,[725] Export control on ozone-depleting substances,2903779000,,01/04/2012,,,Condition [B1] Presentation of a certificate/licence/document : Document [E] Action [25] Export allowed : ||Condition [B2] Presentation of a certificate/licence/document : Document [Y] Action [25] Export allowed : ||Condition [B3] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD585: (Conditions) The export shall be subject to the presentation of an export licence, in accordance with Article 17 of Regulation (EC) No. 1005/2009 (OJ L 286). | OZ010: (Ozone-depleting substances) Substances listed in Annex I of Regulation (EC) No 1005/2009 | TM115: (Taric Measure) Trade (import/export) with a country not party to the Montreal Protocol may only be authorised in accordance with Article 20 of Reg. (EC) 1005/2009."
3224120,[725] Export control on ozone-depleting substances,2903780000,,01/01/2012,,,Condition [B1] Presentation of a certificate/licence/document : Document [L] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,"CD594: (Conditions) If the declared goods are described in the ""OZ"" footnotes linked to the measure, import/export is prohibited except when goods are to be used as feedstock or for laboratory and analytical uses | OZ008: (Ozone-depleting substances) Dibromodifuoromethane (aka halon-1202, CAS 75-61-6)"
3442989,[725] Export control on ozone-depleting substances,2903793000,,01/01/2016,,,Condition [B1] Presentation of a certificate/licence/document : Document [E] Action [25] Export allowed : ||Condition [B2] Presentation of a certificate/licence/document : Document [Y] Action [25] Export allowed : ||Condition [B3] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD585: (Conditions) The export shall be subject to the presentation of an export licence, in accordance with Article 17 of Regulation (EC) No. 1005/2009 (OJ L 286). | OZ010: (Ozone-depleting substances) Substances listed in Annex I of Regulation (EC) No 1005/2009 | TM115: (Taric Measure) Trade (import/export) with a country not party to the Montreal Protocol may only be authorised in accordance with Article 20 of Reg. (EC) 1005/2009."
3442990,[725] Export control on ozone-depleting substances,2903798000,,01/01/2016,,,Condition [B1] Presentation of a certificate/licence/document : Document [E] Action [25] Export allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD585: (Conditions) The export shall be subject to the presentation of an export licence, in accordance with Article 17 of Regulation (EC) No. 1005/2009 (OJ L 286). | TM115: (Taric Measure) Trade (import/export) with a country not party to the Montreal Protocol may only be authorised in accordance with Article 20 of Reg. (EC) 1005/2009."
3136716,[725] Export control on ozone-depleting substances,3004320000,,01/01/2010,,,Condition [B1] Presentation of a certificate/licence/document : Document [E] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,"CD592: (Conditions) If the declared goods are described in the “OZ” footnotes linked to the measure, an export authorisation is required in compliance with Article 17 of Regulation (EC) Num. 1005/2009 (O.J. L 286) | OZ006: (Ozone-depleting substances) Metered dose inhalers (e.g. asthma sprays) using ozone depleting substances as propellants, put up in forms or in packings of a kind sold by retail"
3136717,[725] Export control on ozone-depleting substances,3004900000,,01/01/2010,,,Condition [B1] Presentation of a certificate/licence/document : Document [E] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,"CD592: (Conditions) If the declared goods are described in the “OZ” footnotes linked to the measure, an export authorisation is required in compliance with Article 17 of Regulation (EC) Num. 1005/2009 (O.J. L 286) | OZ006: (Ozone-depleting substances) Metered dose inhalers (e.g. asthma sprays) using ozone depleting substances as propellants, put up in forms or in packings of a kind sold by retail"
3137103,[725] Export control on ozone-depleting substances,3208000000,[4999] Other,01/01/2010,,,,
3137057,[725] Export control on ozone-depleting substances,3208000000,"[4115] Goods, excluding waste, with ozone depleting substances or relying on ozone depleting substances",01/01/2010,,,Condition [B1] Presentation of a certificate/licence/document : Document [E] Action [25] Export allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD585: (Conditions) The export shall be subject to the presentation of an export licence, in accordance with Article 17 of Regulation (EC) No. 1005/2009 (OJ L 286). | TM115: (Taric Measure) Trade (import/export) with a country not party to the Montreal Protocol may only be authorised in accordance with Article 20 of Reg. (EC) 1005/2009."
3137104,[725] Export control on ozone-depleting substances,3209000000,[4999] Other,01/01/2010,,,,
3137058,[725] Export control on ozone-depleting substances,3209000000,"[4115] Goods, excluding waste, with ozone depleting substances or relying on ozone depleting substances",01/01/2010,,,Condition [B1] Presentation of a certificate/licence/document : Document [E] Action [25] Export allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD585: (Conditions) The export shall be subject to the presentation of an export licence, in accordance with Article 17 of Regulation (EC) No. 1005/2009 (OJ L 286). | TM115: (Taric Measure) Trade (import/export) with a country not party to the Montreal Protocol may only be authorised in accordance with Article 20 of Reg. (EC) 1005/2009."
3137059,[725] Export control on ozone-depleting substances,3210000000,"[4115] Goods, excluding waste, with ozone depleting substances or relying on ozone depleting substances",01/01/2010,,,Condition [B1] Presentation of a certificate/licence/document : Document [E] Action [25] Export allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD585: (Conditions) The export shall be subject to the presentation of an export licence, in accordance with Article 17 of Regulation (EC) No. 1005/2009 (OJ L 286). | TM115: (Taric Measure) Trade (import/export) with a country not party to the Montreal Protocol may only be authorised in accordance with Article 20 of Reg. (EC) 1005/2009."
3137106,[725] Export control on ozone-depleting substances,3210000000,[4999] Other,01/01/2010,,,,
3200163,[725] Export control on ozone-depleting substances,3212900000,[4999] Other,01/01/2010,,,,
3200162,[725] Export control on ozone-depleting substances,3212900000,"[4115] Goods, excluding waste, with ozone depleting substances or relying on ozone depleting substances",01/01/2010,,,Condition [B1] Presentation of a certificate/licence/document : Document [E] Action [25] Export allowed : ||Condition [B2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD585: (Conditions) The export shall be subject to the presentation of an export licence, in accordance with Article 17 of Regulation (EC) No. 1005/2009 (OJ L 286). | TM115: (Taric Measure) Trade (import/export) with a country not party to the Montreal Protocol may only be authorised in accordance with Article 20 of Reg. (EC) 1005/2009."
3136794,[725] Export control on ozone-depleting substances,3403110000,,01/01/2010,,,Condition [B1] Presentation of a certificate/licence/document : Document [E] Action [29] Import/export allowed after control : ||Condition [B2] Presentation of a certificate/licence/document : Document [Y] Action [29] Import/export allowed after control : ||Condition [B3] Presentation of a certificate/licence/document : Action [09] Import/export not allowed after control :,"CD592: (Conditions) If the declared goods are described in the “OZ” footnotes linked to the measure, an export authorisation is required in compliance with Article 17 of Regulation (EC) Num. 1005/2009 (O.J. L 286) | OZ007: (Ozone-depleting substances) Goods containing or relying on ozone depleting substances"
