SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3602329,[143] Preferential tariff quota,0603110000,,01/01/2018 - 31/12/2018,091152,0.0%,,
3602330,[143] Preferential tariff quota,0603120000,,01/01/2018 - 31/12/2018,091152,0.0%,,
3602331,[143] Preferential tariff quota,0603130000,,01/01/2018 - 31/12/2018,091152,0.0%,,
3602332,[143] Preferential tariff quota,0603140000,,01/01/2018 - 31/12/2018,091152,0.0%,,
3602333,[143] Preferential tariff quota,0603150000,,01/01/2018 - 31/12/2018,091152,0.0%,,
3602334,[143] Preferential tariff quota,0603190000,,01/01/2018 - 31/12/2018,091152,0.0%,,
3602335,[143] Preferential tariff quota,1509100000,,01/01/2018 - 31/12/2018,091166,0.0%,Condition [Y1] Other conditions : Document [Y] Action [27] Apply the mentioned duty : ||Condition [Y2] Other conditions : Action [07] Measure not applicable :,CD450: (Conditions) In accordance with the provisions of Regulation 19/2006 (OJ L 4) this rate applies only if the product is wholly obtained in Jordan and is transported directly from that country to the Community.
