SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3043144,[142] Tariff preference,2915900000,,01/01/2009,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [U] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Document [U] Action [27] Apply the mentioned duty : ||Condition [B3] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD500: (Conditions) Eligibility to benefit from this preference is subject to the presentation of a proof of origin stating the community origin of the goods, in the context of the agreement between the European Union and the Swiss Confederation."
2959584,[142] Tariff preference,2918120000,,01/01/2007,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [U] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Document [U] Action [27] Apply the mentioned duty : ||Condition [B3] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD500: (Conditions) Eligibility to benefit from this preference is subject to the presentation of a proof of origin stating the community origin of the goods, in the context of the agreement between the European Union and the Swiss Confederation."
2959585,[142] Tariff preference,2918130000,,01/01/2007,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [U] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Document [U] Action [27] Apply the mentioned duty : ||Condition [B3] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD500: (Conditions) Eligibility to benefit from this preference is subject to the presentation of a proof of origin stating the community origin of the goods, in the context of the agreement between the European Union and the Swiss Confederation."
2959586,[142] Tariff preference,2918160000,,01/01/2007,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [U] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Document [U] Action [27] Apply the mentioned duty : ||Condition [B3] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD500: (Conditions) Eligibility to benefit from this preference is subject to the presentation of a proof of origin stating the community origin of the goods, in the context of the agreement between the European Union and the Swiss Confederation."
2959587,[142] Tariff preference,2918193000,,01/01/2007,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [U] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Document [U] Action [27] Apply the mentioned duty : ||Condition [B3] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD500: (Conditions) Eligibility to benefit from this preference is subject to the presentation of a proof of origin stating the community origin of the goods, in the context of the agreement between the European Union and the Swiss Confederation."
2959592,[142] Tariff preference,2918210000,,01/01/2007,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [U] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Document [U] Action [27] Apply the mentioned duty : ||Condition [B3] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD500: (Conditions) Eligibility to benefit from this preference is subject to the presentation of a proof of origin stating the community origin of the goods, in the context of the agreement between the European Union and the Swiss Confederation."
2959593,[142] Tariff preference,2918220000,,01/01/2007,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [U] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Document [U] Action [27] Apply the mentioned duty : ||Condition [B3] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD500: (Conditions) Eligibility to benefit from this preference is subject to the presentation of a proof of origin stating the community origin of the goods, in the context of the agreement between the European Union and the Swiss Confederation."
2959594,[142] Tariff preference,2918230000,,01/01/2007,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [U] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Document [U] Action [27] Apply the mentioned duty : ||Condition [B3] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD500: (Conditions) Eligibility to benefit from this preference is subject to the presentation of a proof of origin stating the community origin of the goods, in the context of the agreement between the European Union and the Swiss Confederation."
2959595,[142] Tariff preference,2918290000,,01/01/2007,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [U] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Document [U] Action [27] Apply the mentioned duty : ||Condition [B3] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD500: (Conditions) Eligibility to benefit from this preference is subject to the presentation of a proof of origin stating the community origin of the goods, in the context of the agreement between the European Union and the Swiss Confederation."
2959596,[142] Tariff preference,2918300000,,01/01/2007,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [U] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Document [U] Action [27] Apply the mentioned duty : ||Condition [B3] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD500: (Conditions) Eligibility to benefit from this preference is subject to the presentation of a proof of origin stating the community origin of the goods, in the context of the agreement between the European Union and the Swiss Confederation."
