SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3452330,[711] Import control on restricted goods and technologies,2825100000,,03/10/2015,,,Condition [Y1] Other conditions : Document [C] Action [26] Import allowed : ||Condition [Y2] Other conditions : Document [Y] Action [26] Import allowed : ||Condition [Y3] Other conditions : Action [06] Import is not allowed :,"TM679: (Taric Measure) Arms and related materiel of all types, including weapons and ammunition, military vehicles and equipment, paramilitary equipment, and spare parts for the aforementioned."
3452329,[711] Import control on restricted goods and technologies,2928009000,,03/10/2015,,,Condition [Y1] Other conditions : Document [C] Action [26] Import allowed : ||Condition [Y2] Other conditions : Document [Y] Action [26] Import allowed : ||Condition [Y3] Other conditions : Action [06] Import is not allowed :,"TM679: (Taric Measure) Arms and related materiel of all types, including weapons and ammunition, military vehicles and equipment, paramilitary equipment, and spare parts for the aforementioned. | TM839: (Taric Measure) The import, purchase or transport of arms and related materiel of all types, including weapons and ammunition, military vehicles and equipment, paramilitary equipment, and spare parts therefor, from Russia by nationals of Member States or using their flag vessels or aircraft, shall be prohibited (COUNCIL DECISION 2014/512/CFSP of 31 July 2014).
The prohibitions shall be without prejudice to the execution of contracts or agreements concluded before 1 August 2014, and to the provision of spare parts and services necessary to the maintenance and safety of existing capabilities within the Union."
3452549,[717] Export control on restricted goods and technologies,2825100000,,03/10/2015,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"TM679: (Taric Measure) Arms and related materiel of all types, including weapons and ammunition, military vehicles and equipment, paramilitary equipment, and spare parts for the aforementioned."
3452554,[717] Export control on restricted goods and technologies,2928009000,,03/10/2015,,,Condition [Y1] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"TM679: (Taric Measure) Arms and related materiel of all types, including weapons and ammunition, military vehicles and equipment, paramilitary equipment, and spare parts for the aforementioned."
