SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3348558,[465] Restriction on entry into free circulation,3704000000,[4098] Other than those mentioned in Regulation (EC) no 1332/2013 (OJ L 335): no restrictions,15/12/2013,,,,
3348397,[465] Restriction on entry into free circulation,3704000000,"[4044] Photographs, films and negatives thereof, which are more than 50 years old and do not belong to their originators",15/12/2013,,,,"TM572: (Taric Measure) It shall be prohibited to import, export, or transfer Syrian cultural property goods and other goods of archaeological, historical, cultural, rare scientific or religious importance, including those listed in Annex XI of Council Regulation (EU) No 36/2012, where there are reasonable grounds to suspect that the goods have been removed from Syria without the consent of their legitimate owner or have been removed in breach of Syrian law or international law, in particular if the goods form an integral part of either the public collections listed in the inventories of the conservation collections of Syrian museums, archives or libraries, or the inventories of Syrian religious institutions.
The prohibition shall not apply if it is demonstrated that:
(a) the goods were exported from Syria prior to 9 May 2011; or
(b) the goods are being safely returned to their legitimate owners in Syria."
3348396,[465] Restriction on entry into free circulation,3704000000,"[4013] Archives, and any elements thereof, of any kind or any medium which are more than 50 years old",15/12/2013,,,,"TM572: (Taric Measure) It shall be prohibited to import, export, or transfer Syrian cultural property goods and other goods of archaeological, historical, cultural, rare scientific or religious importance, including those listed in Annex XI of Council Regulation (EU) No 36/2012, where there are reasonable grounds to suspect that the goods have been removed from Syria without the consent of their legitimate owner or have been removed in breach of Syrian law or international law, in particular if the goods form an integral part of either the public collections listed in the inventories of the conservation collections of Syrian museums, archives or libraries, or the inventories of Syrian religious institutions.
The prohibition shall not apply if it is demonstrated that:
(a) the goods were exported from Syria prior to 9 May 2011; or
(b) the goods are being safely returned to their legitimate owners in Syria."
3348559,[465] Restriction on entry into free circulation,3705000000,[4098] Other than those mentioned in Regulation (EC) no 1332/2013 (OJ L 335): no restrictions,15/12/2013,,,,
3348399,[465] Restriction on entry into free circulation,3705000000,"[4013] Archives, and any elements thereof, of any kind or any medium which are more than 50 years old",15/12/2013,,,,"TM572: (Taric Measure) It shall be prohibited to import, export, or transfer Syrian cultural property goods and other goods of archaeological, historical, cultural, rare scientific or religious importance, including those listed in Annex XI of Council Regulation (EU) No 36/2012, where there are reasonable grounds to suspect that the goods have been removed from Syria without the consent of their legitimate owner or have been removed in breach of Syrian law or international law, in particular if the goods form an integral part of either the public collections listed in the inventories of the conservation collections of Syrian museums, archives or libraries, or the inventories of Syrian religious institutions.
The prohibition shall not apply if it is demonstrated that:
(a) the goods were exported from Syria prior to 9 May 2011; or
(b) the goods are being safely returned to their legitimate owners in Syria."
3348400,[465] Restriction on entry into free circulation,3705000000,"[4044] Photographs, films and negatives thereof, which are more than 50 years old and do not belong to their originators",15/12/2013,,,,"TM572: (Taric Measure) It shall be prohibited to import, export, or transfer Syrian cultural property goods and other goods of archaeological, historical, cultural, rare scientific or religious importance, including those listed in Annex XI of Council Regulation (EU) No 36/2012, where there are reasonable grounds to suspect that the goods have been removed from Syria without the consent of their legitimate owner or have been removed in breach of Syrian law or international law, in particular if the goods form an integral part of either the public collections listed in the inventories of the conservation collections of Syrian museums, archives or libraries, or the inventories of Syrian religious institutions.
The prohibition shall not apply if it is demonstrated that:
(a) the goods were exported from Syria prior to 9 May 2011; or
(b) the goods are being safely returned to their legitimate owners in Syria."
3348403,[465] Restriction on entry into free circulation,3706000000,"[4044] Photographs, films and negatives thereof, which are more than 50 years old and do not belong to their originators",15/12/2013,,,,"TM572: (Taric Measure) It shall be prohibited to import, export, or transfer Syrian cultural property goods and other goods of archaeological, historical, cultural, rare scientific or religious importance, including those listed in Annex XI of Council Regulation (EU) No 36/2012, where there are reasonable grounds to suspect that the goods have been removed from Syria without the consent of their legitimate owner or have been removed in breach of Syrian law or international law, in particular if the goods form an integral part of either the public collections listed in the inventories of the conservation collections of Syrian museums, archives or libraries, or the inventories of Syrian religious institutions.
The prohibition shall not apply if it is demonstrated that:
(a) the goods were exported from Syria prior to 9 May 2011; or
(b) the goods are being safely returned to their legitimate owners in Syria."
3348402,[465] Restriction on entry into free circulation,3706000000,"[4013] Archives, and any elements thereof, of any kind or any medium which are more than 50 years old",15/12/2013,,,,"TM572: (Taric Measure) It shall be prohibited to import, export, or transfer Syrian cultural property goods and other goods of archaeological, historical, cultural, rare scientific or religious importance, including those listed in Annex XI of Council Regulation (EU) No 36/2012, where there are reasonable grounds to suspect that the goods have been removed from Syria without the consent of their legitimate owner or have been removed in breach of Syrian law or international law, in particular if the goods form an integral part of either the public collections listed in the inventories of the conservation collections of Syrian museums, archives or libraries, or the inventories of Syrian religious institutions.
The prohibition shall not apply if it is demonstrated that:
(a) the goods were exported from Syria prior to 9 May 2011; or
(b) the goods are being safely returned to their legitimate owners in Syria."
3348584,[465] Restriction on entry into free circulation,3706000000,[4098] Other than those mentioned in Regulation (EC) no 1332/2013 (OJ L 335): no restrictions,15/12/2013,,,,
3348560,[465] Restriction on entry into free circulation,4400000000,[4098] Other than those mentioned in Regulation (EC) no 1332/2013 (OJ L 335): no restrictions,15/12/2013,,,,
3348405,[465] Restriction on entry into free circulation,4400000000,"[4056] Articles of wood, between 50 and 100 years old, other than those covered by the additional codes 4008, 4010, 4011, 4013, 4023, 4040 - 4048",15/12/2013,,,,"TM572: (Taric Measure) It shall be prohibited to import, export, or transfer Syrian cultural property goods and other goods of archaeological, historical, cultural, rare scientific or religious importance, including those listed in Annex XI of Council Regulation (EU) No 36/2012, where there are reasonable grounds to suspect that the goods have been removed from Syria without the consent of their legitimate owner or have been removed in breach of Syrian law or international law, in particular if the goods form an integral part of either the public collections listed in the inventories of the conservation collections of Syrian museums, archives or libraries, or the inventories of Syrian religious institutions.
The prohibition shall not apply if it is demonstrated that:
(a) the goods were exported from Syria prior to 9 May 2011; or
(b) the goods are being safely returned to their legitimate owners in Syria."
