SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3298213,[552] Definitive anti-dumping duty,7210708011,[B323] Jiangyin Zhongjiang Prepainted Steel Mfg Co.Ltd.,16/03/2013,,[01] 0.00%,,
3298186,[552] Definitive anti-dumping duty,7210708011,[B316] Baoshan Iron & Steel Co. Ltd,16/03/2013,,[01] 0.00%,,
3298195,[552] Definitive anti-dumping duty,7210708011,[B320] Cibao Modern Steel Sheet Jiangsu Co Ltd.,16/03/2013,,[01] 0.00%,,
3298177,[552] Definitive anti-dumping duty,7210708011,[B315] Anyang Iron Steel Co. Ltd,16/03/2013,,[01] 0.00%,,
3298940,[552] Definitive anti-dumping duty,7210708011,"[B312] Zhangjiagang Panhua Steel Strip Co., Ltd.; Chongqing Wanda Steel Strip Co., Ltd.; Zhangjiagang Free Trade Zone Jiaxinda International Trade Co., Ltd.",16/03/2013,,[01] + 26.10%,,
3298204,[552] Definitive anti-dumping duty,7210708011,[B322] Jiangyin Ninesky Technology Co.Ltd.,16/03/2013,,[01] 0.00%,,
3298222,[552] Definitive anti-dumping duty,7210708011,[B332] Wuxi Zhongcai New Materials Co.Ltd.,16/03/2013,,[01] 0.00%,,
3298931,[552] Definitive anti-dumping duty,7210708011,[B311] Union Steel China,16/03/2013,,[01] 0.00%,,
3298231,[552] Definitive anti-dumping duty,7210708011,[B333] Xinyu Iron And Steel Co.Ltd.,16/03/2013,,[01] 0.00%,,
3298256,[552] Definitive anti-dumping duty,7210708011,[B313] Zhejiang Huadong Light Steel Building Material Co. Ltd; Hangzhou P.R.P.T. Metal Material Company Ltd,16/03/2013,,[01] + 5.90%,,
3298259,[552] Definitive anti-dumping duty,7210708011,[B999] Other,16/03/2013,,[01] + 13.60%,,
3298267,[552] Definitive anti-dumping duty,7210708011,[B314] Angang Steel Company Limited,16/03/2013,,[01] + 16.20%,,
3298268,[552] Definitive anti-dumping duty,7210708011,[B317] Baoutou City Jialong Metal Works Co. Ltd.,16/03/2013,,[01] + 16.20%,,
3298269,[552] Definitive anti-dumping duty,7210708011,[B318] Changshu Everbright Material Technology Co.Ltd.,16/03/2013,,[01] + 16.20%,,
3298270,[552] Definitive anti-dumping duty,7210708011,[B319] Changzhou Changsong Metal Composite Material Co.Ltd.,16/03/2013,,[01] + 16.20%,,
3298271,[552] Definitive anti-dumping duty,7210708011,[B321] Inner Mongolia Baotou Steel Union Co.Ltd.,16/03/2013,,[01] + 16.20%,,
3298272,[552] Definitive anti-dumping duty,7210708011,"[B324] Jigang Group Co., Ltd.",16/03/2013,,[01] + 16.20%,,
3298273,[552] Definitive anti-dumping duty,7210708011,[B325] Maanshan Iron&Steel Company Limited,16/03/2013,,[01] + 16.20%,,
3298274,[552] Definitive anti-dumping duty,7210708011,[B326] Qingdao Hangang Color Coated Sheet Co. Ltd.,16/03/2013,,[01] + 16.20%,,
3298275,[552] Definitive anti-dumping duty,7210708011,[B327] Shandong Guanzhou Co. Ltd.,16/03/2013,,[01] + 16.20%,,
3298276,[552] Definitive anti-dumping duty,7210708011,[B328] Shenzen Sino Master Steel Sheet Co.Ltd.,16/03/2013,,[01] + 16.20%,,
3298277,[552] Definitive anti-dumping duty,7210708011,[B329] Tangshan Iron And Steel Group Co.Ltd.,16/03/2013,,[01] + 16.20%,,
3298278,[552] Definitive anti-dumping duty,7210708011,[B330] Tianjin Xinyu Color Plate Co.Ltd.,16/03/2013,,[01] + 16.20%,,
3298279,[552] Definitive anti-dumping duty,7210708011,[B331] Wuhan Iron And Steel Company Limited,16/03/2013,,[01] + 16.20%,,
3298280,[552] Definitive anti-dumping duty,7210708011,[B334] Zhejiang Tiannu Color Steel Co. Ltd.,16/03/2013,,[01] + 16.20%,,
3298289,[552] Definitive anti-dumping duty,7210708091,[B327] Shandong Guanzhou Co. Ltd.,16/03/2013,,[01] + 16.20%,,
3298293,[552] Definitive anti-dumping duty,7210708091,[B331] Wuhan Iron And Steel Company Limited,16/03/2013,,[01] + 16.20%,,
3298294,[552] Definitive anti-dumping duty,7210708091,[B334] Zhejiang Tiannu Color Steel Co. Ltd.,16/03/2013,,[01] + 16.20%,,
3298290,[552] Definitive anti-dumping duty,7210708091,[B328] Shenzen Sino Master Steel Sheet Co.Ltd.,16/03/2013,,[01] + 16.20%,,
3298187,[552] Definitive anti-dumping duty,7210708091,[B316] Baoshan Iron & Steel Co. Ltd,16/03/2013,,[01] 0.00%,,
3298291,[552] Definitive anti-dumping duty,7210708091,[B329] Tangshan Iron And Steel Group Co.Ltd.,16/03/2013,,[01] + 16.20%,,
3298281,[552] Definitive anti-dumping duty,7210708091,[B314] Angang Steel Company Limited,16/03/2013,,[01] + 16.20%,,
3298941,[552] Definitive anti-dumping duty,7210708091,"[B312] Zhangjiagang Panhua Steel Strip Co., Ltd.; Chongqing Wanda Steel Strip Co., Ltd.; Zhangjiagang Free Trade Zone Jiaxinda International Trade Co., Ltd.",16/03/2013,,[01] + 26.10%,,
3298282,[552] Definitive anti-dumping duty,7210708091,[B317] Baoutou City Jialong Metal Works Co. Ltd.,16/03/2013,,[01] + 16.20%,,
3298196,[552] Definitive anti-dumping duty,7210708091,[B320] Cibao Modern Steel Sheet Jiangsu Co Ltd.,16/03/2013,,[01] 0.00%,,
3298283,[552] Definitive anti-dumping duty,7210708091,[B318] Changshu Everbright Material Technology Co.Ltd.,16/03/2013,,[01] + 16.20%,,
3298205,[552] Definitive anti-dumping duty,7210708091,[B322] Jiangyin Ninesky Technology Co.Ltd.,16/03/2013,,[01] 0.00%,,
3298292,[552] Definitive anti-dumping duty,7210708091,[B330] Tianjin Xinyu Color Plate Co.Ltd.,16/03/2013,,[01] + 16.20%,,
3298214,[552] Definitive anti-dumping duty,7210708091,[B323] Jiangyin Zhongjiang Prepainted Steel Mfg Co.Ltd.,16/03/2013,,[01] 0.00%,,
3298284,[552] Definitive anti-dumping duty,7210708091,[B319] Changzhou Changsong Metal Composite Material Co.Ltd.,16/03/2013,,[01] + 16.20%,,
3298178,[552] Definitive anti-dumping duty,7210708091,[B315] Anyang Iron Steel Co. Ltd,16/03/2013,,[01] 0.00%,,
3298932,[552] Definitive anti-dumping duty,7210708091,[B311] Union Steel China,16/03/2013,,[01] 0.00%,,
3298285,[552] Definitive anti-dumping duty,7210708091,[B321] Inner Mongolia Baotou Steel Union Co.Ltd.,16/03/2013,,[01] + 16.20%,,
3298223,[552] Definitive anti-dumping duty,7210708091,[B332] Wuxi Zhongcai New Materials Co.Ltd.,16/03/2013,,[01] 0.00%,,
3298286,[552] Definitive anti-dumping duty,7210708091,"[B324] Jigang Group Co., Ltd.",16/03/2013,,[01] + 16.20%,,
3298232,[552] Definitive anti-dumping duty,7210708091,[B333] Xinyu Iron And Steel Co.Ltd.,16/03/2013,,[01] 0.00%,,
3298287,[552] Definitive anti-dumping duty,7210708091,[B325] Maanshan Iron&Steel Company Limited,16/03/2013,,[01] + 16.20%,,
3298257,[552] Definitive anti-dumping duty,7210708091,[B313] Zhejiang Huadong Light Steel Building Material Co. Ltd; Hangzhou P.R.P.T. Metal Material Company Ltd,16/03/2013,,[01] + 5.90%,,
3298258,[552] Definitive anti-dumping duty,7210708091,[B999] Other,16/03/2013,,[01] + 13.60%,,
3298288,[552] Definitive anti-dumping duty,7210708091,[B326] Qingdao Hangang Color Coated Sheet Co. Ltd.,16/03/2013,,[01] + 16.20%,,
3298298,[552] Definitive anti-dumping duty,7212408001,[B319] Changzhou Changsong Metal Composite Material Co.Ltd.,16/03/2013,,[01] + 16.20%,,
3298942,[552] Definitive anti-dumping duty,7212408001,"[B312] Zhangjiagang Panhua Steel Strip Co., Ltd.; Chongqing Wanda Steel Strip Co., Ltd.; Zhangjiagang Free Trade Zone Jiaxinda International Trade Co., Ltd.",16/03/2013,,[01] + 26.10%,,
3298933,[552] Definitive anti-dumping duty,7212408001,[B311] Union Steel China,16/03/2013,,[01] 0.00%,,
3298308,[552] Definitive anti-dumping duty,7212408001,[B334] Zhejiang Tiannu Color Steel Co. Ltd.,16/03/2013,,[01] + 16.20%,,
3298307,[552] Definitive anti-dumping duty,7212408001,[B331] Wuhan Iron And Steel Company Limited,16/03/2013,,[01] + 16.20%,,
3298306,[552] Definitive anti-dumping duty,7212408001,[B330] Tianjin Xinyu Color Plate Co.Ltd.,16/03/2013,,[01] + 16.20%,,
3298305,[552] Definitive anti-dumping duty,7212408001,[B329] Tangshan Iron And Steel Group Co.Ltd.,16/03/2013,,[01] + 16.20%,,
3298304,[552] Definitive anti-dumping duty,7212408001,[B328] Shenzen Sino Master Steel Sheet Co.Ltd.,16/03/2013,,[01] + 16.20%,,
3298303,[552] Definitive anti-dumping duty,7212408001,[B327] Shandong Guanzhou Co. Ltd.,16/03/2013,,[01] + 16.20%,,
3298302,[552] Definitive anti-dumping duty,7212408001,[B326] Qingdao Hangang Color Coated Sheet Co. Ltd.,16/03/2013,,[01] + 16.20%,,
3298301,[552] Definitive anti-dumping duty,7212408001,[B325] Maanshan Iron&Steel Company Limited,16/03/2013,,[01] + 16.20%,,
3298300,[552] Definitive anti-dumping duty,7212408001,"[B324] Jigang Group Co., Ltd.",16/03/2013,,[01] + 16.20%,,
3298299,[552] Definitive anti-dumping duty,7212408001,[B321] Inner Mongolia Baotou Steel Union Co.Ltd.,16/03/2013,,[01] + 16.20%,,
