SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3607708,[564] Anti-dumping or countervailing registration,2918140020,,14/12/2017,,,,"TM881: (Taric Measure) Registered imports can be made subject to the retroactive imposition of anti-dumping duties if the investigation on possible circumvention of certain existing anti-dumping measures would result in findings of such circumvention (more information in Commission Regulation (EU) 2017/2300, OJ L 329, p. 39)."
3607709,[564] Anti-dumping or countervailing registration,2918150013,,14/12/2017,,,,"TM881: (Taric Measure) Registered imports can be made subject to the retroactive imposition of anti-dumping duties if the investigation on possible circumvention of certain existing anti-dumping measures would result in findings of such circumvention (more information in Commission Regulation (EU) 2017/2300, OJ L 329, p. 39)."
