SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3281256,[552] Definitive anti-dumping duty,4114101000,,07/12/2012,,[01] + 58.90%,,
3281257,[552] Definitive anti-dumping duty,4114109000,,07/12/2012,,[01] + 58.90%,,
