SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
2928153,[103] Third country duty,3006103000,,01/01/2007,,[01] 0.00%,,
2928155,[103] Third country duty,3006910000,,01/01/2007,,[01] 0.00%,,
