"0210195010","090919","CH","0.00","","","","",""
"0210198110","090919","CH","0.00","","","","",""
"0210198120","090919","CH","0.00","","","","",""
"1601001011","090919","CH","0.00","","","","",""
"1601001019","090919","CH","0.00","","","","",""
"1601009110","090919","CH","0.00","","","","",""
"1601009911","090919","CH","0.00","","","","",""
"1601009919","090919","CH","0.00","","","","",""
"1602491910","090919","CH","0.00","","","","",""
"0701100000","090921","CH","0.00","","","","",""
"0702000000","090922","CH","0.00","","","","",""
"0703101900","090923","CH","0.00","","","","",""
"0703900000","090923","CH","0.00","","","","",""
"0704100000","090924","CH","0.00","","","","",""
"0704900000","090924","CH","0.00","","","","",""
"0705110000","090925","CH","0.00","","","","",""
"0705190000","090925","CH","0.00","","","","",""
"0705210000","090925","CH","0.00","","","","",""
"0705290000","090925","CH","0.00","","","","",""
"0706100000","090926","CH","0.00","","","","",""
"0706901000","090927","CH","0.00","","","","",""
"0706909000","090927","CH","0.00","","","","",""
"0707000500","090928","CH","0.00","","","","",""
"0708200000","090929","CH","0.00","","","","",""
"0709300000","090930","CH","0.00","","","","",""
"0709400000","090931","CH","0.00","","","","",""
"0709700000","090932","CH","0.00","","","","",""
"0709991000","090933","CH","0.00","","","","",""
"0709995000","090934","CH","0.00","","","","",""
"0709931000","090935","CH","0.00","","","","",""
"0709939000","090936","CH","0.00","","","","",""
"0709999000","090936","CH","0.00","","","","",""
"0808108090","090937","CH","0.00","","","","",""
"0808301000","090938","CH","0.36","EUR","KGM","","01/08/2019","31/12/2019"
"0808301000","090938","CH","0.36","EUR","KGM","","01/08/2020","31/12/2020"
"0808309000","090938","CH","0.00","","","","",""
"0808400000","090938","CH","0.00","","","","",""
"0809100000","090939","CH","0.00","","","","",""
"0809290000","090940","CH","0.00","","","","",""
"0809400500","090941","CH","0.00","","","","",""
"0809409000","090941","CH","0.00","","","","",""
"0810201000","090942","CH","0.00","","","","",""
"0810209000","090943","CH","0.00","","","","",""
"1106301000","090944","CH","0.00","","","","",""
"0710100000","090945","CH","0.00","","","","",""
"2004101000","090945","CH","0.00","","","","",""
"2004109900","090945","CH","0.00","","","","",""
"2005208000","090945","CH","0.00","","","","",""
"0811901912","090946","CH","0.00","","","","",""
"0811903912","090946","CH","0.00","","","","",""
"0811908000","090946","CH","0.00","","","","",""
"2008600000","090946","CH","0.00","","","","",""
"0810100000","090948","CH","0.00","","","","",""
"0709992000","090950","CH","0.00","","","","",""
"0401401010","094155","CH","0.00","","","","",""
"0401409010","094155","CH","0.00","","","","",""
"0401501110","094155","CH","0.00","","","","",""
"0401501910","094155","CH","0.00","","","","",""
"0401503110","094155","CH","0.00","","","","",""
"0401503910","094155","CH","0.00","","","","",""
"0401509110","094155","CH","0.00","","","","",""
"0401509910","094155","CH","0.00","","","","",""
"0403100000","094155","CH","0.00","","","","",""
