measure_sid,goods_nomenclature_item_id,duty_expression_id,duty_amount,monetary_unit_code,measurement_unit_code,measurement_unit_qualifier_code
5145125,2009395510,01,0,,,
5145126,2009395590,01,0,,,
5145128,2009395910,01,0,,,
5145129,2009395990,01,0,,,
5145132,2009399110,01,0,,,
5145133,2009399190,01,0,,,
5145135,2009399510,01,0,,,
5145136,2009399590,01,0,,,
5145138,2009399910,01,0,,,
5145139,2009399990,01,0,,,
5145144,2009419210,01,0,,,
5145146,2009419220,01,0,,,
5145147,2009419230,01,0,,,
5145149,2009419260,01,0,,,
5145150,2009419290,01,0,,,
5145152,2009419910,01,0,,,
5145154,2009419970,01,0,,,
5145155,2009419999,01,0,,,
5145160,2009491111,01,0,,,
5145161,2009491119,01,0,,,
5145163,2009491191,01,0,,,
5145164,2009491199,01,0,,,
5145166,2009491910,01,0,,,
5145167,2009491990,01,0,,,
5145170,2009493010,01,0,,,
5145172,2009493091,01,0,,,
5145173,2009493099,01,0,,,
5145176,2009499110,01,0,,,
5145177,2009499190,01,0,,,
5145179,2009499310,01,0,,,
5145180,2009499390,01,0,,,
5145182,2009499910,01,0,,,
5145183,2009499990,01,0,,,
5145185,2009501000,01,0,,,
5145186,2009509000,01,0,,,
5145189,2009611000,01,0,,,
5145191,2009619010,01,0,,,
5145192,2009619090,01,0,,,
5145197,2009691111,01,0,,,
5145198,2009691119,01,0,,,
5145200,2009691191,01,0,,,
5145201,2009691199,01,0,,,
5145203,2009691910,01,0,,,
5145204,2009691990,01,0,,,
5145208,2009695110,01,0,,,
5145209,2009695190,01,0,,,
5145210,2009695900,01,0,,,
5145213,2009697100,01,0,,,
5145214,2009697900,01,0,,,
5145216,2009699020,01,0,,,
5145217,2009699080,01,0,,,
5145221,2009712010,01,0,,,
5145222,2009712090,01,0,,,
5145224,2009719910,01,0,,,
5145225,2009719990,01,0,,,
5145230,2009791111,01,0,,,
5145231,2009791119,01,0,,,
5145233,2009791191,01,0,,,
5145234,2009791199,01,0,,,
5145236,2009791910,01,0,,,
5145237,2009791990,01,0,,,
5145240,2009793010,01,0,,,
5145241,2009793090,01,0,,,
5145244,2009799110,01,0,,,
5145245,2009799190,01,0,,,
5145248,2009799810,01,0,,,
5145249,2009799820,01,0,,,
5145251,2009799870,01,0,,,
5145252,2009799890,01,0,,,
5145257,2009811110,01,0,,,
5145258,2009811190,01,0,,,
5145259,2009811900,01,0,,,
5145262,2009813110,01,0,,,
5145264,2009813150,01,0,,,
5145265,2009813190,01,0,,,
5145267,2009815100,01,0,,,
5145268,2009815900,01,0,,,
5145271,2009819510,01,0,,,
5145272,2009819590,01,0,,,
5145274,2009819910,01,0,,,
5145275,2009819990,01,0,,,
5145281,2009891111,01,0,,,
5145282,2009891119,01,0,,,
5145284,2009891191,01,0,,,
5145285,2009891199,01,0,,,
5145287,2009891910,01,0,,,
5145288,2009891990,01,0,,,
5145292,2009893440,01,0,,,
5145293,2009893470,01,0,,,
5145297,2009893521,01,0,,,
5145298,2009893529,01,0,,,
5145300,2009893531,01,0,,,
5145301,2009893539,01,0,,,
5145304,2009893541,01,0,,,
5145305,2009893545,01,0,,,
5145307,2009893547,01,0,,,
5145308,2009893549,01,0,,,
5145311,2009893551,01,0,,,
5145312,2009893559,01,0,,,
5145314,2009893571,01,0,,,
5145315,2009893579,01,0,,,
5145318,2009893610,01,0,,,
5145319,2009893690,01,0,,,
5145322,2009893811,01,0,,,
5145323,2009893819,01,0,,,
5145325,2009893821,01,0,,,
5145326,2009893829,01,0,,,
5145328,2009893891,01,0,,,
5145329,2009893899,01,0,,,
5145333,2009895010,01,0,,,
5145334,2009895090,01,0,,,
5145337,2009896110,01,0,,,
5145338,2009896190,01,0,,,
5145340,2009896310,01,0,,,
5145341,2009896390,01,0,,,
5145343,2009896910,01,0,,,
5145344,2009896990,01,0,,,
5145348,2009897110,01,0,,,
5145349,2009897190,01,0,,,
5145352,2009897311,01,0,,,
5145353,2009897313,01,0,,,
5145355,2009897391,01,0,,,
5145356,2009897399,01,0,,,
5145359,2009897911,01,0,,,
5145360,2009897919,01,0,,,
5145361,2009897920,01,0,,,
5145362,2009897930,01,0,,,
5145364,2009897941,01,0,,,
5145365,2009897949,01,0,,,
5145366,2009897985,01,0,,,
5145368,2009897991,01,0,,,
5145369,2009897999,01,0,,,
5145373,2009898510,01,0,,,
5145374,2009898590,01,0,,,
5145377,2009898611,01,0,,,
5145378,2009898619,01,0,,,
5145380,2009898621,01,0,,,
5145381,2009898629,01,0,,,
5145383,2009898691,01,0,,,
5145384,2009898699,01,0,,,
5145387,2009898810,01,0,,,
5145388,2009898890,01,0,,,
5145391,2009898911,01,0,,,
5145392,2009898919,01,0,,,
5145394,2009898921,01,0,,,
5145395,2009898929,01,0,,,
5145397,2009898991,01,0,,,
5145398,2009898999,01,0,,,
5145401,2009899610,01,0,,,
5145402,2009899690,01,0,,,
5145405,2009899721,01,0,,,
5145406,2009899729,01,0,,,
5145408,2009899791,01,0,,,
5145409,2009899799,01,0,,,
5145412,2009899915,01,0,,,
5145413,2009899917,01,0,,,
5145414,2009899919,01,0,,,
5145416,2009899992,01,0,,,
5145417,2009899994,01,0,,,
5145418,2009899996,01,0,,,
5145419,2009899999,01,0,,,
5145424,2009901110,01,0,,,
5145425,2009901190,01,0,,,
5145426,2009901900,01,0,,,
5145430,2009902111,01,0,,,
5145431,2009902119,01,0,,,
5145433,2009902191,01,0,,,
5145434,2009902199,01,0,,,
5145436,2009902920,01,0,,,
5145437,2009902980,01,0,,,
5145440,2009903100,01,0,,,
5145441,2009903900,01,0,,,
5145445,2009904100,01,0,,,
5145446,2009904900,01,0,,,
5145449,2009905130,01,0,,,
5145450,2009905180,01,0,,,
5145452,2009905939,01,0,,,
5145453,2009905990,01,0,,,
5145456,2009907100,01,0,,,
5145457,2009907300,01,0,,,
5145458,2009907900,01,0,,,
5145461,2009909200,01,0,,,
5145463,2009909420,01,0,,,
5145464,2009909480,01,0,,,
5145466,2009909500,01,0,,,
5145468,2009909620,01,0,,,
5145469,2009909680,01,0,,,
5145471,2009909700,01,0,,,
5145473,2009909820,01,0,,,
5145474,2009909880,01,0,,,
5145478,2101110000,01,0,,,
5145481,2101129220,01,0,,,
5145483,2101129292,01,0,,,
5145484,2101129299,01,0,,,
5145486,2101129820,01,0,,,
5145488,2101129892,01,0,,,
5145490,2101129894,01,0,,,
5145491,2101129899,01,0,,,
5145493,2101202000,01,0,,,
5145496,2101209210,01,0,,,
5145498,2101209282,01,0,,,
5145499,2101209299,01,0,,,
5145501,2101209810,01,0,,,
5145503,2101209885,01,0,,,
5145505,2101209887,01,0,,,
5145506,2101209899,01,0,,,
5145509,2101301100,01,0,,,
5145510,2101301900,01,0,,,
5145512,2101309100,01,0,,,
5145513,2101309900,01,0,,,
5145517,2102101010,01,0,,,
5145518,2102101090,01,0,,,
5145520,2102103100,01,0,,,
5145521,2102103900,01,0,,,
5145523,2102109010,01,0,,,
5145524,2102109090,01,0,,,
5145528,2102201110,01,0,,,
5145529,2102201190,01,0,,,
5145531,2102201910,01,0,,,
5145532,2102201990,01,0,,,
5145533,2102209000,01,0,,,
5145534,2102300000,01,0,,,
5145536,2103100000,01,0,,,
5145537,2103200000,01,0,,,
5145539,2103301000,01,0,,,
5145541,2103309010,01,0,,,
5145542,2103309090,01,0,,,
5145544,2103901000,01,0,,,
5145545,2103903000,01,0,,,
5145547,2103909010,01,0,,,
5145548,2103909080,01,0,,,
5145551,2104100010,01,0,,,
5145552,2104100090,01,0,,,
5145553,2104200000,01,0,,,
5145555,2105001000,01,0,,,
5145557,2105009100,01,0,,,
5145558,2105009900,01,0,,,
5145562,2106102020,01,0,,,
5145563,2106102030,01,0,,,
5145564,2106102090,01,0,,,
5145567,2106108031,01,0,,,
5145568,2106108039,01,0,,,
5145569,2106108070,01,0,,,
5145572,2106902010,01,0,,,
5145573,2106902090,01,0,,,
5145576,2106903010,01,0,,,
5145577,2106903090,01,0,,,
5145580,2106905110,01,0,,,
5145581,2106905190,01,0,,,
5145583,2106905510,01,0,,,
5145584,2106905590,01,0,,,
5145586,2106905910,01,0,,,
5145588,2106905992,01,0,,,
5145589,2106905999,01,0,,,
5145592,2106909240,01,0,,,
5145593,2106909245,01,0,,,
5145594,2106909250,01,0,,,
5145595,2106909260,01,0,,,
5145599,2106909826,01,0,,,
5145602,2106909828,01,0,,,
5145603,2106909830,01,0,,,
5145604,2106909833,01,0,,,
5145606,2106909834,01,0,,,
5145609,2106909835,01,0,,,
5145610,2106909836,01,0,,,
5145611,2106909838,01,0,,,
5145615,2106909842,01,0,,,
5145616,2106909843,01,0,,,
5145618,2106909845,01,0,,,
5145619,2106909847,01,0,,,
5145620,2106909849,01,0,,,
5145622,2106909853,01,0,,,
5145623,2106909855,01,0,,,
5145628,2201101100,01,0,,,
5145629,2201101900,01,0,,,
5145630,2201109000,01,0,,,
5145631,2201900000,01,0,,,
5145633,2202100000,01,0,,,
5145636,2202910010,01,0,,,
5145637,2202910090,01,0,,,
5145642,2202991111,01,0,,,
5145643,2202991119,01,0,,,
5145645,2202991191,01,0,,,
5145646,2202991199,01,0,,,
5145649,2202991511,01,0,,,
5145650,2202991519,01,0,,,
5145652,2202991591,01,0,,,
5145653,2202991599,01,0,,,
5145656,2202991911,01,0,,,
5145657,2202991919,01,0,,,
5145659,2202991991,01,0,,,
5145660,2202991999,01,0,,,
5145663,2202999110,01,0,,,
5145664,2202999190,01,0,,,
5145666,2202999510,01,0,,,
5145667,2202999590,01,0,,,
5145669,2202999910,01,0,,,
5145670,2202999990,01,0,,,
5145673,2203000100,01,0,,,
5145674,2203000900,01,0,,,
5145675,2203001000,01,0,,,
5145679,2204101100,01,0,,,
5145680,2204101300,01,0,,,
5145681,2204101500,01,0,,,
5145682,2204109100,01,0,,,
5145683,2204109300,01,0,,,
5145684,2204109400,01,0,,,
5145685,2204109600,01,0,,,
5145686,2204109800,01,0,,,
5145690,2204210600,01,0,,,
5145691,2204210700,01,0,,,
5145692,2204210800,01,0,,,
5145693,2204210900,01,0,,,
5145700,2204211110,01,0,,,
5145701,2204211190,01,0,,,
5145703,2204211210,01,0,,,
5145704,2204211290,01,0,,,
5145706,2204211310,01,0,,,
5145707,2204211390,01,0,,,
5145709,2204211710,01,0,,,
5145710,2204211790,01,0,,,
5145712,2204211810,01,0,,,
5145713,2204211890,01,0,,,
5145715,2204211910,01,0,,,
5145716,2204211990,01,0,,,
5145718,2204212210,01,0,,,
5145719,2204212290,01,0,,,
5145721,2204212310,01,0,,,
5145722,2204212390,01,0,,,
5145724,2204212410,01,0,,,
5145725,2204212490,01,0,,,
5145727,2204212610,01,0,,,
5145728,2204212690,01,0,,,
5145730,2204212710,01,0,,,
5145731,2204212790,01,0,,,
5145733,2204212810,01,0,,,
5145734,2204212890,01,0,,,
5145736,2204213110,01,0,,,
5145737,2204213190,01,0,,,
5145739,2204213210,01,0,,,
5145740,2204213290,01,0,,,
5145742,2204213410,01,0,,,
5145743,2204213490,01,0,,,
5145745,2204213610,01,0,,,
5145746,2204213690,01,0,,,
5145748,2204213710,01,0,,,
5145749,2204213790,01,0,,,
5145751,2204213810,01,0,,,
5145752,2204213890,01,0,,,
5145755,2204214210,01,0,,,
5145756,2204214290,01,0,,,
5145758,2204214310,01,0,,,
5145759,2204214390,01,0,,,
5145761,2204214410,01,0,,,
5145762,2204214490,01,0,,,
5145764,2204214610,01,0,,,
5145765,2204214690,01,0,,,
5145767,2204214710,01,0,,,
5145768,2204214790,01,0,,,
5145770,2204214810,01,0,,,
5145771,2204214890,01,0,,,
5145773,2204216110,01,0,,,
5145774,2204216190,01,0,,,
5145776,2204216210,01,0,,,
5145777,2204216290,01,0,,,
5145779,2204216610,01,0,,,
5145780,2204216690,01,0,,,
5145782,2204216710,01,0,,,
5145783,2204216790,01,0,,,
5145785,2204216810,01,0,,,
5145786,2204216890,01,0,,,
5145788,2204216910,01,0,,,
5145789,2204216990,01,0,,,
5145791,2204217110,01,0,,,
5145792,2204217190,01,0,,,
5145794,2204217410,01,0,,,
5145795,2204217490,01,0,,,
5145797,2204217610,01,0,,,
5145798,2204217690,01,0,,,
5145800,2204217710,01,0,,,
5145801,2204217790,01,0,,,
5145803,2204217810,01,0,,,
5145804,2204217890,01,0,,,
5145807,2204217910,01,0,,,
5145808,2204217990,01,0,,,
5145810,2204218010,01,0,,,
5145811,2204218090,01,0,,,
5145814,2204218110,01,0,,,
5145815,2204218190,01,0,,,
5145817,2204218210,01,0,,,
5145818,2204218290,01,0,,,
5145821,2204218310,01,0,,,
5145822,2204218390,01,0,,,
5145824,2204218410,01,0,,,
5145825,2204218490,01,0,,,
5145829,2204218510,01,0,,,
5145830,2204218590,01,0,,,
5145831,2204218595,01,0,,,
5145833,2204218610,01,0,,,
5145834,2204218690,01,0,,,
5145835,2204218695,01,0,,,
5145837,2204218710,01,0,,,
5145838,2204218790,01,0,,,
5145839,2204218795,01,0,,,
5145841,2204218810,01,0,,,
5145842,2204218890,01,0,,,
5145843,2204218895,01,0,,,
5145845,2204218910,01,0,,,
5145846,2204218990,01,0,,,
5145847,2204218995,01,0,,,
5145849,2204219010,01,0,,,
5145850,2204219090,01,0,,,
5145851,2204219095,01,0,,,
5145853,2204219110,01,0,,,
5145854,2204219190,01,0,,,
5145855,2204219195,01,0,,,
5145860,2204219311,01,0,,,
5145861,2204219312,01,0,,,
5145862,2204219313,01,0,,,
5145863,2204219319,01,0,,,
5145865,2204219321,01,0,,,
5145866,2204219322,01,0,,,
5145867,2204219323,01,0,,,
5145868,2204219329,01,0,,,
5145869,2204219331,01,0,,,
5145870,2204219341,01,0,,,
5145871,2204219351,01,0,,,
5145875,2204219411,01,0,,,
5145876,2204219412,01,0,,,
5145877,2204219413,01,0,,,
5145878,2204219419,01,0,,,
5145880,2204219421,01,0,,,
5145881,2204219422,01,0,,,
5145882,2204219423,01,0,,,
5145883,2204219429,01,0,,,
5145884,2204219431,01,0,,,
5145885,2204219441,01,0,,,
5145886,2204219451,01,0,,,
5145888,2204219461,01,0,,,
5145889,2204219471,01,0,,,
5145890,2204219481,01,0,,,
5145891,2204219491,01,0,,,
5145892,2204219495,01,0,,,
5145895,2204219511,01,0,,,
5145896,2204219521,01,0,,,
5145897,2204219531,01,0,,,
5145898,2204219541,01,0,,,
5145899,2204219551,01,0,,,
5145902,2204219611,01,0,,,
5145903,2204219621,01,0,,,
5145904,2204219631,01,0,,,
5145905,2204219641,01,0,,,
5145906,2204219651,01,0,,,
5145908,2204219661,01,0,,,
5145909,2204219671,01,0,,,
5145910,2204219681,01,0,,,
5145911,2204219691,01,0,,,
5145912,2204219695,01,0,,,
5145915,2204219711,01,0,,,
5145916,2204219721,01,0,,,
5145917,2204219731,01,0,,,
5145918,2204219741,01,0,,,
5145919,2204219751,01,0,,,
5145922,2204219811,01,0,,,
5145923,2204219821,01,0,,,
5145924,2204219831,01,0,,,
5145925,2204219841,01,0,,,
5145926,2204219851,01,0,,,
5145928,2204219861,01,0,,,
5145929,2204219871,01,0,,,
5145930,2204219881,01,0,,,
5145931,2204219891,01,0,,,
5145932,2204219895,01,0,,,
5145934,2204221000,01,0,,,
5145940,2204222210,01,0,,,
5145941,2204222290,01,0,,,
5145943,2204222310,01,0,,,
5145944,2204222390,01,0,,,
5145946,2204222410,01,0,,,
5145947,2204222490,01,0,,,
5145949,2204222610,01,0,,,
5145950,2204222690,01,0,,,
5145952,2204222710,01,0,,,
5145953,2204222790,01,0,,,
5145955,2204222810,01,0,,,
5145956,2204222890,01,0,,,
5145958,2204223210,01,0,,,
5145959,2204223290,01,0,,,
5145961,2204223310,01,0,,,
5145962,2204223390,01,0,,,
5145965,2204223810,01,0,,,
5145966,2204223890,01,0,,,
5145968,2204227810,01,0,,,
5145969,2204227890,01,0,,,
5145972,2204227910,01,0,,,
5145973,2204227990,01,0,,,
5145975,2204228010,01,0,,,
5145976,2204228090,01,0,,,
5145979,2204228110,01,0,,,
5145980,2204228190,01,0,,,
5145982,2204228210,01,0,,,
5145983,2204228290,01,0,,,
5145986,2204228310,01,0,,,
5145987,2204228390,01,0,,,
5145989,2204228410,01,0,,,
5145990,2204228490,01,0,,,
5145994,2204228510,01,0,,,
5145995,2204228520,01,0,,,
5145996,2204228590,01,0,,,
5145998,2204228610,01,0,,,
5145999,2204228620,01,0,,,
5146000,2204228690,01,0,,,
5146002,2204228810,01,0,,,
5146003,2204228820,01,0,,,
5146004,2204228890,01,0,,,
5146006,2204229010,01,0,,,
5146007,2204229020,01,0,,,
5146008,2204229090,01,0,,,
5146010,2204229110,01,0,,,
5146011,2204229120,01,0,,,
5146012,2204229190,01,0,,,
5146016,2204229310,01,0,,,
5146017,2204229320,01,0,,,
5146018,2204229330,01,0,,,
5146019,2204229340,01,0,,,
5146020,2204229390,01,0,,,
5146023,2204229411,01,0,,,
5146024,2204229421,01,0,,,
5146025,2204229431,01,0,,,
5146026,2204229441,01,0,,,
5146027,2204229451,01,0,,,
5146029,2204229461,01,0,,,
5146030,2204229471,01,0,,,
5146031,2204229481,01,0,,,
5146032,2204229491,01,0,,,
5146033,2204229495,01,0,,,
5146036,2204229510,01,0,,,
5146037,2204229520,01,0,,,
5146038,2204229530,01,0,,,
5146039,2204229540,01,0,,,
5146040,2204229590,01,0,,,
5146043,2204229611,01,0,,,
5146044,2204229621,01,0,,,
5146045,2204229631,01,0,,,
5146046,2204229641,01,0,,,
5146047,2204229651,01,0,,,
5146049,2204229661,01,0,,,
5146050,2204229671,01,0,,,
5146051,2204229681,01,0,,,
5146052,2204229691,01,0,,,
5146053,2204229695,01,0,,,
5146056,2204229710,01,0,,,
5146057,2204229720,01,0,,,
5146058,2204229730,01,0,,,
5146059,2204229740,01,0,,,
5146060,2204229790,01,0,,,
5146063,2204229811,01,0,,,
5146064,2204229821,01,0,,,
5146065,2204229831,01,0,,,
5146066,2204229841,01,0,,,
5146067,2204229851,01,0,,,
5146069,2204229861,01,0,,,
5146070,2204229871,01,0,,,
5146071,2204229881,01,0,,,
5146072,2204229891,01,0,,,
5146073,2204229895,01,0,,,
5146075,2204291000,01,0,,,
5146081,2204292210,01,0,,,
5146082,2204292290,01,0,,,
5146084,2204292310,01,0,,,
5146085,2204292390,01,0,,,
5146087,2204292410,01,0,,,
5146088,2204292490,01,0,,,
5146090,2204292610,01,0,,,
5146091,2204292690,01,0,,,
5146093,2204292710,01,0,,,
5146094,2204292790,01,0,,,
5146096,2204292810,01,0,,,
5146097,2204292890,01,0,,,
5146099,2204293210,01,0,,,
5146100,2204293290,01,0,,,
5146103,2204293810,01,0,,,
5146104,2204293890,01,0,,,
5146106,2204297810,01,0,,,
5146107,2204297890,01,0,,,
5146110,2204297910,01,0,,,
5146111,2204297990,01,0,,,
5146113,2204298010,01,0,,,
5146114,2204298090,01,0,,,
5146117,2204298110,01,0,,,
5146118,2204298190,01,0,,,
5146120,2204298210,01,0,,,
5146121,2204298290,01,0,,,
5146124,2204298310,01,0,,,
5146125,2204298390,01,0,,,
5146127,2204298410,01,0,,,
5146128,2204298490,01,0,,,
5146132,2204298510,01,0,,,
5146133,2204298590,01,0,,,
5146134,2204298599,01,0,,,
5146136,2204298610,01,0,,,
5146137,2204298690,01,0,,,
5146138,2204298699,01,0,,,
5146140,2204298810,01,0,,,
5146141,2204298890,01,0,,,
5146142,2204298899,01,0,,,
5146144,2204299010,01,0,,,
5146145,2204299090,01,0,,,
5146146,2204299099,01,0,,,
5146148,2204299110,01,0,,,
5146149,2204299190,01,0,,,
5146150,2204299199,01,0,,,
5146154,2204299310,01,0,,,
5146155,2204299320,01,0,,,
5146156,2204299330,01,0,,,
5146157,2204299340,01,0,,,
5146158,2204299390,01,0,,,
5146161,2204299411,01,0,,,
5146162,2204299421,01,0,,,
5146163,2204299431,01,0,,,
5146164,2204299441,01,0,,,
5146165,2204299451,01,0,,,
5146167,2204299461,01,0,,,
5146168,2204299471,01,0,,,
5146169,2204299481,01,0,,,
5146170,2204299491,01,0,,,
5146171,2204299495,01,0,,,
5146174,2204299510,01,0,,,
5146175,2204299520,01,0,,,
5146176,2204299530,01,0,,,
5146177,2204299540,01,0,,,
5146178,2204299590,01,0,,,
5146181,2204299611,01,0,,,
5146182,2204299621,01,0,,,
5146183,2204299631,01,0,,,
5146184,2204299641,01,0,,,
5146185,2204299651,01,0,,,
5146187,2204299661,01,0,,,
5146188,2204299671,01,0,,,
5146189,2204299681,01,0,,,
5146190,2204299691,01,0,,,
5146191,2204299695,01,0,,,
5146194,2204299710,01,0,,,
5146195,2204299720,01,0,,,
5146196,2204299730,01,0,,,
5146197,2204299740,01,0,,,
5146198,2204299790,01,0,,,
5146201,2204299811,01,0,,,
5146202,2204299821,01,0,,,
5146203,2204299831,01,0,,,
5146204,2204299841,01,0,,,
5146205,2204299851,01,0,,,
5146207,2204299861,01,0,,,
5146208,2204299871,01,0,,,
5146209,2204299881,01,0,,,
5146210,2204299891,01,0,,,
5146211,2204299895,01,0,,,
5146213,2204301000,01,0,,,
5146216,2204309200,01,0,,,
5146217,2204309400,01,0,,,
5146219,2204309600,01,0,,,
5146220,2204309800,01,0,,,
5146223,2205101000,01,0,,,
5146224,2205109000,01,0,,,
5146226,2205901000,01,0,,,
5146227,2205909000,01,0,,,
5146229,2206001000,01,0,,,
5146232,2206003100,01,0,,,
5146233,2206003900,01,0,,,
5146236,2206005100,01,0,,,
5146237,2206005900,01,0,,,
5146239,2206008100,01,0,,,
5146240,2206008900,01,0,,,
5146245,2207100012,01,19.2,EUR,HLT,
5146246,2207100017,01,19.2,EUR,HLT,
5146247,2207100019,01,19.2,EUR,HLT,
5146248,2207100090,01,19.2,EUR,HLT,
5146252,2207200012,01,10.2,EUR,HLT,
5146253,2207200017,01,10.2,EUR,HLT,
5146254,2207200019,01,10.2,EUR,HLT,
5146255,2207200090,01,10.2,EUR,HLT,
5146259,2208201200,01,0,,,
5146260,2208201400,01,0,,,
5146261,2208202600,01,0,,,
5146262,2208202700,01,0,,,
5146263,2208202900,01,0,,,
5146265,2208204000,01,0,,,
5146267,2208206200,01,0,,,
5146268,2208206400,01,0,,,
5146269,2208208600,01,0,,,
5146270,2208208700,01,0,,,
5146271,2208208900,01,0,,,
5146274,2208301100,01,0,,,
5146275,2208301900,01,0,,,
5146277,2208303000,01,0,,,
5146279,2208304100,01,0,,,
5146280,2208304900,01,0,,,
5146282,2208306100,01,0,,,
5146283,2208306900,01,0,,,
5146285,2208307100,01,0,,,
5146286,2208307900,01,0,,,
5146288,2208308200,01,0,,,
5146289,2208308800,01,0,,,
5146292,2208401100,01,0.6,EUR,ASV,X
5146292,2208401100,04,3.2,EUR,HLT,
5146294,2208403100,01,0,,,
5146295,2208403900,01,0.6,EUR,ASV,X
5146295,2208403900,04,3.2,EUR,HLT,
5146297,2208405100,01,0.6,EUR,ASV,X
5146299,2208409100,01,0,,,
5146300,2208409900,01,0.6,EUR,ASV,X
5146303,2208501100,01,0,,,
5146304,2208501900,01,0,,,
5146306,2208509100,01,0,,,
5146307,2208509900,01,0,,,
5146310,2208601100,01,0,,,
5146311,2208601900,01,0,,,
5146313,2208609100,01,0,,,
5146314,2208609900,01,0,,,
5146316,2208701000,01,0,,,
5146317,2208709000,01,0,,,
5146320,2208901100,01,0,,,
5146321,2208901900,01,0,,,
5146323,2208903300,01,0,,,
5146324,2208903800,01,0,,,
5146327,2208904100,01,0,,,
5146331,2208904500,01,0,,,
5146332,2208904800,01,0,,,
5146334,2208905400,01,0,,,
5146335,2208905600,01,0,,,
5146336,2208906900,01,0,,,
5146339,2208907100,01,0,,,
5146340,2208907500,01,0,,,
5146341,2208907700,01,0,,,
5146342,2208907800,01,0,,,
5146345,2208909110,01,0,,,
5146346,2208909190,01,0,,,
5146350,2208909912,01,1,EUR,ASV,X
5146351,2208909917,01,1,EUR,ASV,X
5146352,2208909919,01,1,EUR,ASV,X
5146353,2208909990,01,1,EUR,ASV,X
5146356,2209001100,01,0,,,
5146357,2209001900,01,0,,,
5146359,2209009100,01,0,,,
5146360,2209009900,01,0,,,
5146363,2301100000,01,0,,,
5146364,2301200000,01,0,,,
5146367,2302101000,01,0,,,
5146368,2302109000,01,0,,,
5146370,2302301000,01,0,,,
5146371,2302309000,01,0,,,
5146374,2302400200,01,0,,,
5146375,2302400800,01,0,,,
5146377,2302401000,01,0,,,
5146378,2302409000,01,0,,,
5146379,2302500000,01,0,,,
5146384,2303101110,01,0,,,
5146385,2303101190,01,0,,,
5146386,2303101900,01,0,,,
5146387,2303109000,01,0,,,
5146389,2303201000,01,0,,,
5146390,2303209000,01,0,,,
5146391,2303300000,01,0,,,
5146392,2304000000,01,0,,,
5146393,2305000000,01,0,,,
5146395,2306100000,01,0,,,
5146396,2306200000,01,0,,,
5146397,2306300000,01,0,,,
5146399,2306410000,01,0,,,
5146400,2306490000,01,0,,,
5146401,2306500000,01,0,,,
5146402,2306600000,01,0,,,
5146404,2306900500,01,0,,,
5146407,2306901100,01,0,,,
5146408,2306901900,01,0,,,
5146409,2306909000,01,0,,,
5146412,2307001100,01,0,,,
5146413,2307001900,01,0,,,
5146414,2307009000,01,0,,,
5146417,2308001100,01,0,,,
5146418,2308001900,01,0,,,
5146419,2308004000,01,0,,,
5146420,2308009000,01,0,,,
5146426,2309101100,01,0,,,
5146427,2309101300,01,0,,,
5146428,2309101500,01,0,,,
5146429,2309101900,01,0,,,
5146431,2309103100,01,0,,,
5146432,2309103300,01,0,,,
5146433,2309103900,01,0,,,
5146435,2309105100,01,0,,,
5146436,2309105300,01,0,,,
5146437,2309105900,01,0,,,
5146438,2309107000,01,0,,,
5146439,2309109000,01,0,,,
5146443,2309901021,01,0,,,
5146445,2309901031,01,0,,,
5146446,2309901039,01,0,,,
5146448,2309901081,01,0,,,
5146450,2309901091,01,0,,,
5146451,2309901099,01,0,,,
5146452,2309902000,01,0,,,
5146460,2309903111,01,0,,,
5146461,2309903114,01,0,,,
5146463,2309903117,01,0,,,
5146464,2309903119,01,0,,,
5146465,2309903130,01,0,,,
5146467,2309903181,01,0,,,
5146468,2309903189,01,0,,,
5146470,2309903310,01,0,,,
5146471,2309903390,01,0,,,
5146473,2309903510,01,0,,,
5146474,2309903590,01,0,,,
5146476,2309903910,01,0,,,
5146477,2309903990,01,0,,,
5146480,2309904120,01,0,,,
5146483,2309904141,01,0,,,
5146484,2309904149,01,0,,,
5146486,2309904151,01,0,,,
5146487,2309904159,01,0,,,
5146489,2309904181,01,0,,,
5146490,2309904189,01,0,,,
5146492,2309904310,01,0,,,
5146493,2309904390,01,0,,,
5146495,2309904910,01,0,,,
5146496,2309904990,01,0,,,
5146499,2309905110,01,0,,,
5146500,2309905190,01,0,,,
5146502,2309905310,01,0,,,
5146503,2309905390,01,0,,,
5146505,2309905910,01,0,,,
5146506,2309905990,01,0,,,
5146508,2309907010,01,0,,,
5146509,2309907090,01,0,,,
5146512,2309909110,01,0,,,
5146513,2309909190,01,0,,,
5146516,2309909631,01,0,,,
5146517,2309909639,01,0,,,
5146519,2309909691,01,0,,,
5146521,2309909697,01,0,,,
5146522,2309909698,01,0,,,
5146527,2401103510,01,0,,,
5146528,2401103520,01,0,,,
5146530,2401103591,01,0,,,
5146531,2401103599,01,0,,,
5146532,2401106000,01,0,,,
5146534,2401107010,01,0,,,
5146535,2401107090,01,0,,,
5146537,2401108510,01,0,,,
5146538,2401108590,01,0,,,
5146542,2401109511,01,0,,,
5146543,2401109519,01,0,,,
5146545,2401109521,01,0,,,
5146546,2401109529,01,0,,,
5146548,2401109591,01,0,,,
5146549,2401109599,01,0,,,
5146552,2401203510,01,0,,,
5146553,2401203520,01,0,,,
5146555,2401203591,01,0,,,
5146556,2401203599,01,0,,,
5146557,2401206000,01,0,,,
