measure_sid,measure_type_id,geographical_area_id,goods_nomenclature_item_id,validity_start_date,validity_end_date,measure_generating_regulation_role,measure_generating_regulation_id,justification_regulation_role,justification_regulation_id,stopped_flag,geographical_area_sid,goods_nomenclature_sid,ordernumber,additional_code_type_id,additional_code_id,additional_code_sid,reduction_indicator
5150983,103,1011,3907300090,13/04/2019,,1,M1900010,,,f,400,58501,,,,,
5150985,103,1011,3907400025,13/04/2019,,1,M1900010,,,f,400,99234,,,,,
5150986,103,1011,3907400035,13/04/2019,,1,M1900010,,,f,400,100137,,,,,
5150987,103,1011,3907400045,13/04/2019,,1,M1900010,,,f,400,104019,,,,,
5150988,103,1011,3907400070,13/04/2019,,1,M1900010,,,f,400,98609,,,,,
5150989,103,1011,3907400080,13/04/2019,,1,M1900010,,,f,400,98610,,,,,
5150990,103,1011,3907400090,13/04/2019,,1,M1900010,,,f,400,93843,,,,,
5150991,103,1011,3907500000,13/04/2019,,1,M1900010,,,f,400,38816,,,,,
5150993,103,1011,3907610000,13/04/2019,,1,M1900010,,,f,400,102079,,,,,
5150995,103,1011,3907690010,13/04/2019,,1,M1900010,,,f,400,102087,,,,,
5150996,103,1011,3907690040,13/04/2019,,1,M1900010,,,f,400,102088,,,,,
5150997,103,1011,3907690090,13/04/2019,,1,M1900010,,,f,400,102091,,,,,
5150998,103,1011,3907700000,13/04/2019,,1,M1900010,,,f,400,85995,,,,,
5151001,103,1011,3907911000,13/04/2019,,1,M1900010,,,f,400,38820,,,,,
5151003,103,1011,3907919010,13/04/2019,,1,M1900010,,,f,400,92728,,,,,
5151004,103,1011,3907919090,13/04/2019,,1,M1900010,,,f,400,92729,,,,,
5151007,103,1011,3907990520,13/04/2019,,1,M1900010,,,f,400,102657,,,,,
5151008,103,1011,3907990590,13/04/2019,,1,M1900010,,,f,400,102658,,,,,
5151009,103,1011,3907991000,13/04/2019,,1,M1900010,,,f,400,91726,,,,,
5151011,103,1011,3907998010,13/04/2019,,1,M1900010,,,f,400,102102,,,,,
5151012,103,1011,3907998025,13/04/2019,,1,M1900010,,,f,400,102100,,,,,
5151013,103,1011,3907998030,13/04/2019,,1,M1900010,,,f,400,102099,,,,,
5151014,103,1011,3907998035,13/04/2019,,1,M1900010,,,f,400,104222,,,,,
5151015,103,1011,3907998040,13/04/2019,,1,M1900010,,,f,400,102098,,,,,
5151016,103,1011,3907998070,13/04/2019,,1,M1900010,,,f,400,102096,,,,,
5151017,103,1011,3907998080,13/04/2019,,1,M1900010,,,f,400,102095,,,,,
5151018,103,1011,3907998090,13/04/2019,,1,M1900010,,,f,400,102094,,,,,
5151020,103,1011,3908100000,13/04/2019,,1,M1900010,,,f,400,38839,,,,,
5151022,103,1011,3908900010,13/04/2019,,1,M1900010,,,f,400,38841,,,,,
5151023,103,1011,3908900030,13/04/2019,,1,M1900010,,,f,400,81292,,,,,
5151024,103,1011,3908900055,13/04/2019,,1,M1900010,,,f,400,100543,,,,,
5151025,103,1011,3908900070,13/04/2019,,1,M1900010,,,f,400,99238,,,,,
5151026,103,1011,3908900090,13/04/2019,,1,M1900010,,,f,400,38842,,,,,
5151028,103,1011,3909100000,13/04/2019,,1,M1900010,,,f,400,38844,,,,,
5151030,103,1011,3909200010,13/04/2019,,1,M1900010,,,f,400,104009,,,,,
5151031,103,1011,3909200090,13/04/2019,,1,M1900010,,,f,400,104008,,,,,
5151033,103,1011,3909310000,13/04/2019,,1,M1900010,,,f,400,102105,,,,,
5151034,103,1011,3909390000,13/04/2019,,1,M1900010,,,f,400,102106,,,,,
5151036,103,1011,3909400020,13/04/2019,,1,M1900010,,,f,400,93578,,,,,
5151037,103,1011,3909400060,13/04/2019,,1,M1900010,,,f,400,100823,,,,,
5151038,103,1011,3909400090,13/04/2019,,1,M1900010,,,f,400,38849,,,,,
5151040,103,1011,3909501000,13/04/2019,,1,M1900010,,,f,400,65397,,,,,
5151042,103,1011,3909509010,13/04/2019,,1,M1900010,,,f,400,91480,,,,,
5151043,103,1011,3909509020,13/04/2019,,1,M1900010,,,f,400,98882,,,,,
5151044,103,1011,3909509030,13/04/2019,,1,M1900010,,,f,400,98883,,,,,
5151045,103,1011,3909509040,13/04/2019,,1,M1900010,,,f,400,98884,,,,,
5151046,103,1011,3909509090,13/04/2019,,1,M1900010,,,f,400,91483,,,,,
5151048,103,1011,3910000015,13/04/2019,,1,M1900010,,,f,400,100095,,,,,
5151049,103,1011,3910000020,13/04/2019,,1,M1900010,,,f,400,70594,,,,,
5151050,103,1011,3910000025,13/04/2019,,1,M1900010,,,f,400,100524,,,,,
5151051,103,1011,3910000035,13/04/2019,,1,M1900010,,,f,400,100525,,,,,
5151052,103,1011,3910000040,13/04/2019,,1,M1900010,,,f,400,86816,,,,,
5151053,103,1011,3910000045,13/04/2019,,1,M1900010,,,f,400,103044,,,,,
5151054,103,1011,3910000050,13/04/2019,,1,M1900010,,,f,400,88788,,,,,
5151055,103,1011,3910000055,13/04/2019,,1,M1900010,,,f,400,103045,,,,,
5151056,103,1011,3910000060,13/04/2019,,1,M1900010,,,f,400,92701,,,,,
5151057,103,1011,3910000070,13/04/2019,,1,M1900010,,,f,400,97884,,,,,
5151058,103,1011,3910000080,13/04/2019,,1,M1900010,,,f,400,98612,,,,,
5151059,103,1011,3910000090,13/04/2019,,1,M1900010,,,f,400,63626,,,,,
5151062,103,1011,3911100010,13/04/2019,,1,M1900010,,,f,400,38856,,,,,
5151063,103,1011,3911100081,13/04/2019,,1,M1900010,,,f,400,90761,,,,,
5151064,103,1011,3911100090,13/04/2019,,1,M1900010,,,f,400,38857,,,,,
5151067,103,1011,3911901100,13/04/2019,,1,M1900010,,,f,400,65400,,,,,
5151068,103,1011,3911901300,13/04/2019,,1,M1900010,,,f,400,65401,,,,,
5151070,103,1011,3911901910,13/04/2019,,1,M1900010,,,f,400,65403,,,,,
5151071,103,1011,3911901920,13/04/2019,,1,M1900010,,,f,400,100880,,,,,
5151072,103,1011,3911901930,13/04/2019,,1,M1900010,,,f,400,88789,,,,,
5151073,103,1011,3911901940,13/04/2019,,1,M1900010,,,f,400,93845,,,,,
5151074,103,1011,3911901950,13/04/2019,,1,M1900010,,,f,400,98605,,,,,
5151075,103,1011,3911901960,13/04/2019,,1,M1900010,,,f,400,99240,,,,,
5151076,103,1011,3911901970,13/04/2019,,1,M1900010,,,f,400,99239,,,,,
5151077,103,1011,3911901990,13/04/2019,,1,M1900010,,,f,400,65404,,,,,
5151079,103,1011,3911909200,13/04/2019,,1,M1900010,,,f,400,91739,,,,,
5151081,103,1011,3911909910,13/04/2019,,1,M1900010,,,f,400,65409,,,,,
5151083,103,1011,3911909925,13/04/2019,,1,M1900010,,,f,400,65412,,,,,
5151084,103,1011,3911909930,13/04/2019,,1,M1900010,,,f,400,93642,,,,,
5151085,103,1011,3911909935,13/04/2019,,1,M1900010,,,f,400,93580,,,,,
5151086,103,1011,3911909940,13/04/2019,,1,M1900010,,,f,400,65415,,,,,
5151087,103,1011,3911909943,13/04/2019,,1,M1900010,,,f,400,96898,,,,,
5151088,103,1011,3911909945,13/04/2019,,1,M1900010,,,f,400,65416,,,,,
5151089,103,1011,3911909953,13/04/2019,,1,M1900010,,,f,400,96904,,,,,
5151090,103,1011,3911909957,13/04/2019,,1,M1900010,,,f,400,96905,,,,,
5151091,103,1011,3911909960,13/04/2019,,1,M1900010,,,f,400,96287,,,,,
5151092,103,1011,3911909965,13/04/2019,,1,M1900010,,,f,400,76264,,,,,
5151093,103,1011,3911909970,13/04/2019,,1,M1900010,,,f,400,93846,,,,,
5151094,103,1011,3911909986,13/04/2019,,1,M1900010,,,f,400,86822,,,,,
5151095,103,1011,3911909990,13/04/2019,,1,M1900010,,,f,400,65417,,,,,
5151099,103,1011,3912110020,13/04/2019,,1,M1900010,,,f,400,84535,,,,,
5151100,103,1011,3912110030,13/04/2019,,1,M1900010,,,f,400,93177,,,,,
5151101,103,1011,3912110040,13/04/2019,,1,M1900010,,,f,400,93178,,,,,
5151102,103,1011,3912110090,13/04/2019,,1,M1900010,,,f,400,38876,,,,,
5151103,103,1011,3912120000,13/04/2019,,1,M1900010,,,f,400,38877,,,,,
5151106,103,1011,3912201100,13/04/2019,,1,M1900010,,,f,400,38880,,,,,
5151107,103,1011,3912201900,13/04/2019,,1,M1900010,,,f,400,38881,,,,,
5151108,103,1011,3912209000,13/04/2019,,1,M1900010,,,f,400,38882,,,,,
5151110,103,1011,3912310000,13/04/2019,,1,M1900010,,,f,400,38884,,,,,
5151112,103,1011,3912392000,13/04/2019,,1,M1900010,,,f,400,65418,,,,,
5151114,103,1011,3912398510,13/04/2019,,1,M1900010,,,f,400,91742,,,,,
5151115,103,1011,3912398520,13/04/2019,,1,M1900010,,,f,400,91743,,,,,
5151116,103,1011,3912398530,13/04/2019,,1,M1900010,,,f,400,91744,,,,,
5151117,103,1011,3912398540,13/04/2019,,1,M1900010,,,f,400,93848,,,,,
5151118,103,1011,3912398550,13/04/2019,,1,M1900010,,,f,400,99807,,,,,
5151119,103,1011,3912398590,13/04/2019,,1,M1900010,,,f,400,91745,,,,,
5151122,103,1011,3912901020,13/04/2019,,1,M1900010,,,f,400,84674,,,,,
5151123,103,1011,3912901090,13/04/2019,,1,M1900010,,,f,400,67144,,,,,
5151124,103,1011,3912909000,13/04/2019,,1,M1900010,,,f,400,38901,,,,,
5151127,103,1011,3913100010,13/04/2019,,1,M1900010,,,f,400,98092,,,,,
5151128,103,1011,3913100090,13/04/2019,,1,M1900010,,,f,400,98091,,,,,
5151130,103,1011,3913900010,13/04/2019,,1,M1900010,,,f,400,79054,,,,,
5151131,103,1011,3913900020,13/04/2019,,1,M1900010,,,f,400,97614,,,,,
5151132,103,1011,3913900030,13/04/2019,,1,M1900010,,,f,400,103063,,,,,
5151134,103,1011,3913900085,13/04/2019,,1,M1900010,,,f,400,91085,,,,,
5151136,103,1011,3913900087,13/04/2019,,1,M1900010,,,f,400,93238,,,,,
5151137,103,1011,3913900088,13/04/2019,,1,M1900010,,,f,400,93240,,,,,
5151138,103,1011,3913900093,13/04/2019,,1,M1900010,,,f,400,79057,,,,,
5151139,103,1011,3913900095,13/04/2019,,1,M1900010,,,f,400,79058,,,,,
5151140,103,1011,3913900099,13/04/2019,,1,M1900010,,,f,400,79060,,,,,
5151141,103,1011,3914000000,13/04/2019,,1,M1900010,,,f,400,38917,,,,,
5151144,103,1011,3915100000,13/04/2019,,1,M1900010,,,f,400,38922,,,,,
5151145,103,1011,3915200000,13/04/2019,,1,M1900010,,,f,400,38923,,,,,
5151146,103,1011,3915300000,13/04/2019,,1,M1900010,,,f,400,38924,,,,,
5151148,103,1011,3915901100,13/04/2019,,1,M1900010,,,f,400,38927,,,,,
5151149,103,1011,3915908000,13/04/2019,,1,M1900010,,,f,400,91771,,,,,
5151152,103,1011,3916100010,13/04/2019,,1,M1900010,,,f,400,38942,,,,,
5151153,103,1011,3916100090,13/04/2019,,1,M1900010,,,f,400,38943,,,,,
5151155,103,1011,3916200010,13/04/2019,,1,M1900010,,,f,400,91772,,,,,
5151157,103,1011,3916200091,13/04/2019,,1,M1900010,,,f,400,92699,,,,,
5151158,103,1011,3916200099,13/04/2019,,1,M1900010,,,f,400,92698,,,,,
5151161,103,1011,3916901010,13/04/2019,,1,M1900010,,,f,400,97886,,,,,
5151162,103,1011,3916901090,13/04/2019,,1,M1900010,,,f,400,97885,,,,,
5151164,103,1011,3916905010,13/04/2019,,1,M1900010,,,f,400,91776,,,,,
5151165,103,1011,3916905090,13/04/2019,,1,M1900010,,,f,400,91777,,,,,
5151166,103,1011,3916909000,13/04/2019,,1,M1900010,,,f,400,38966,,,,,
5151169,103,1011,3917101000,13/04/2019,,1,M1900010,,,f,400,38972,,,,,
5151170,103,1011,3917109000,13/04/2019,,1,M1900010,,,f,400,38973,,,,,
5151174,103,1011,3917211010,13/04/2019,,1,M1900010,,,f,400,38979,,,,,
5151175,103,1011,3917211090,13/04/2019,,1,M1900010,,,f,400,38980,,,,,
5151177,105,1011,3917219010,13/04/2019,,1,M1900010,,,f,400,83051,,,,,
5151178,103,1011,3917219020,13/04/2019,,1,M1900010,,,f,400,83052,,,,,
5151179,103,1011,3917219090,13/04/2019,,1,M1900010,,,f,400,83053,,,,,
5151182,103,1011,3917221010,13/04/2019,,1,M1900010,,,f,400,38988,,,,,
5151183,103,1011,3917221090,13/04/2019,,1,M1900010,,,f,400,38989,,,,,
5151185,105,1011,3917229010,13/04/2019,,1,M1900010,,,f,400,83055,,,,,
5151186,103,1011,3917229020,13/04/2019,,1,M1900010,,,f,400,83056,,,,,
5151187,103,1011,3917229090,13/04/2019,,1,M1900010,,,f,400,83057,,,,,
5151190,103,1011,3917231010,13/04/2019,,1,M1900010,,,f,400,38997,,,,,
5151191,103,1011,3917231090,13/04/2019,,1,M1900010,,,f,400,38998,,,,,
5151193,105,1011,3917239010,13/04/2019,,1,M1900010,,,f,400,83442,,,,,
5151194,103,1011,3917239020,13/04/2019,,1,M1900010,,,f,400,83443,,,,,
5151195,103,1011,3917239090,13/04/2019,,1,M1900010,,,f,400,83445,,,,,
5151198,103,1011,3917290011,13/04/2019,,1,M1900010,,,f,400,91780,,,,,
5151199,103,1011,3917290019,13/04/2019,,1,M1900010,,,f,400,91787,,,,,
5151201,105,1011,3917290091,13/04/2019,,1,M1900010,,,f,400,91788,,,,,
5151202,103,1011,3917290099,13/04/2019,,1,M1900010,,,f,400,91785,,,,,
5151205,105,1011,3917310010,13/04/2019,,1,M1900010,,,f,400,83455,,,,,
5151206,103,1011,3917310020,13/04/2019,,1,M1900010,,,f,400,83456,,,,,
5151207,103,1011,3917310090,13/04/2019,,1,M1900010,,,f,400,83457,,,,,
5151209,103,1011,3917320010,13/04/2019,,1,M1900010,,,f,400,91792,,,,,
5151210,103,1011,3917320090,13/04/2019,,1,M1900010,,,f,400,104524,,,,,
5151212,105,1011,3917330010,13/04/2019,,1,M1900010,,,f,400,83458,,,,,
5151213,103,1011,3917330090,13/04/2019,,1,M1900010,,,f,400,83459,,,,,
5151215,105,1011,3917390010,13/04/2019,,1,M1900010,,,f,400,91804,,,,,
5151217,103,1011,3917390091,13/04/2019,,1,M1900010,,,f,400,91806,,,,,
5151218,103,1011,3917390099,13/04/2019,,1,M1900010,,,f,400,91807,,,,,
5151220,105,1011,3917400010,13/04/2019,,1,M1900010,,,f,400,83465,,,,,
5151222,103,1011,3917400091,13/04/2019,,1,M1900010,,,f,400,91488,,,,,
5151223,103,1011,3917400099,13/04/2019,,1,M1900010,,,f,400,91487,,,,,
5151227,103,1011,3918101010,13/04/2019,,1,M1900010,,,f,400,39076,,,,,
5151228,103,1011,3918101090,13/04/2019,,1,M1900010,,,f,400,39077,,,,,
5151230,103,1011,3918109010,13/04/2019,,1,M1900010,,,f,400,39079,,,,,
5151231,103,1011,3918109090,13/04/2019,,1,M1900010,,,f,400,39080,,,,,
5151233,103,1011,3918900010,13/04/2019,,1,M1900010,,,f,400,39082,,,,,
5151234,103,1011,3918900090,13/04/2019,,1,M1900010,,,f,400,39083,,,,,
5151238,103,1011,3919101200,13/04/2019,,1,M1900010,,,f,400,91809,,,,,
5151239,103,1011,3919101500,13/04/2019,,1,M1900010,,,f,400,39090,,,,,
5151241,103,1011,3919101910,13/04/2019,,1,M1900010,,,f,400,81294,,,,,
5151242,103,1011,3919101990,13/04/2019,,1,M1900010,,,f,400,81295,,,,,
5151244,103,1011,3919108010,13/04/2019,,1,M1900010,,,f,400,91811,,,,,
5151246,103,1011,3919108025,13/04/2019,,1,M1900010,,,f,400,91814,,,,,
5151247,103,1011,3919108027,13/04/2019,,1,M1900010,,,f,400,92704,,,,,
5151248,103,1011,3919108035,13/04/2019,,1,M1900010,,,f,400,91816,,,,,
5151249,103,1011,3919108037,13/04/2019,,1,M1900010,,,f,400,92706,,,,,
5151250,103,1011,3919108040,13/04/2019,,1,M1900010,,,f,400,91817,,,,,
5151251,103,1011,3919108043,13/04/2019,,1,M1900010,,,f,400,96913,,,,,
5151252,103,1011,3919108045,13/04/2019,,1,M1900010,,,f,400,91818,,,,,
5151253,103,1011,3919108050,13/04/2019,,1,M1900010,,,f,400,91819,,,,,
5151254,103,1011,3919108055,13/04/2019,,1,M1900010,,,f,400,91820,,,,,
5151255,103,1011,3919108057,13/04/2019,,1,M1900010,,,f,400,99253,,,,,
5151256,103,1011,3919108063,13/04/2019,,1,M1900010,,,f,400,100096,,,,,
5151257,103,1011,3919108070,13/04/2019,,1,M1900010,,,f,400,93849,,,,,
5151258,103,1011,3919108073,13/04/2019,,1,M1900010,,,f,400,100097,,,,,
5151259,103,1011,3919108075,13/04/2019,,1,M1900010,,,f,400,94739,,,,,
5151260,103,1011,3919108085,13/04/2019,,1,M1900010,,,f,400,96914,,,,,
5151261,103,1011,3919108090,13/04/2019,,1,M1900010,,,f,400,91823,,,,,
5151263,103,1011,3919902000,13/04/2019,,1,M1900010,,,f,400,102107,,,,,
5151265,103,1011,3919908010,13/04/2019,,1,M1900010,,,f,400,102109,,,,,
5151267,103,1011,3919908019,13/04/2019,,1,M1900010,,,f,400,102111,,,,,
5151268,103,1011,3919908020,13/04/2019,,1,M1900010,,,f,400,102112,,,,,
5151269,103,1011,3919908021,13/04/2019,,1,M1900010,,,f,400,104010,,,,,
5151270,103,1011,3919908022,13/04/2019,,1,M1900010,,,f,400,104011,,,,,
5151271,103,1011,3919908023,13/04/2019,,1,M1900010,,,f,400,102113,,,,,
5151272,103,1011,3919908024,13/04/2019,,1,M1900010,,,f,400,102114,,,,,
5151273,103,1011,3919908026,13/04/2019,,1,M1900010,,,f,400,102116,,,,,
5151274,103,1011,3919908027,13/04/2019,,1,M1900010,,,f,400,102117,,,,,
5151275,103,1011,3919908028,13/04/2019,,1,M1900010,,,f,400,102118,,,,,
5151276,103,1011,3919908030,13/04/2019,,1,M1900010,,,f,400,102120,,,,,
5151277,103,1011,3919908031,13/04/2019,,1,M1900010,,,f,400,102121,,,,,
5151278,103,1011,3919908033,13/04/2019,,1,M1900010,,,f,400,102123,,,,,
5151279,103,1011,3919908035,13/04/2019,,1,M1900010,,,f,400,102125,,,,,
5151280,103,1011,3919908037,13/04/2019,,1,M1900010,,,f,400,104223,,,,,
5151281,103,1011,3919908041,13/04/2019,,1,M1900010,,,f,400,102130,,,,,
5151282,103,1011,3919908043,13/04/2019,,1,M1900010,,,f,400,102132,,,,,
5151283,103,1011,3919908045,13/04/2019,,1,M1900010,,,f,400,102134,,,,,
5151284,103,1011,3919908049,13/04/2019,,1,M1900010,,,f,400,102136,,,,,
5151285,103,1011,3919908050,13/04/2019,,1,M1900010,,,f,400,102137,,,,,
5151286,103,1011,3919908051,13/04/2019,,1,M1900010,,,f,400,102138,,,,,
5151287,103,1011,3919908052,13/04/2019,,1,M1900010,,,f,400,102139,,,,,
5151288,103,1011,3919908053,13/04/2019,,1,M1900010,,,f,400,102140,,,,,
5151289,103,1011,3919908054,13/04/2019,,1,M1900010,,,f,400,102141,,,,,
5151290,103,1011,3919908063,13/04/2019,,1,M1900010,,,f,400,102143,,,,,
5151291,103,1011,3919908065,13/04/2019,,1,M1900010,,,f,400,102144,,,,,
5151292,103,1011,3919908070,13/04/2019,,1,M1900010,,,f,400,102146,,,,,
5151293,103,1011,3919908075,13/04/2019,,1,M1900010,,,f,400,102147,,,,,
5151294,103,1011,3919908080,13/04/2019,,1,M1900010,,,f,400,102148,,,,,
5151295,103,1011,3919908082,13/04/2019,,1,M1900010,,,f,400,103585,,,,,
5151296,103,1011,3919908083,13/04/2019,,1,M1900010,,,f,400,103741,,,,,
5151297,103,1011,3919908099,13/04/2019,,1,M1900010,,,f,400,102153,,,,,
5151303,105,1011,3920102300,13/04/2019,,1,M1900010,,,f,400,65426,,,,,
5151305,103,1011,3920102410,13/04/2019,,1,M1900010,,,f,400,69592,,,,,
5151306,103,1011,3920102490,13/04/2019,,1,M1900010,,,f,400,69593,,,,,
5151308,103,1011,3920102505,13/04/2019,,1,M1900010,,,f,400,91871,,,,,
5151310,103,1011,3920102520,13/04/2019,,1,M1900010,,,f,400,91849,,,,,
5151311,103,1011,3920102590,13/04/2019,,1,M1900010,,,f,400,91850,,,,,
5151313,103,1011,3920102810,13/04/2019,,1,M1900010,,,f,400,55242,,,,,
5151315,103,1011,3920102830,13/04/2019,,1,M1900010,,,f,400,99242,,,,,
5151316,103,1011,3920102891,13/04/2019,,1,M1900010,,,f,400,90769,,,,,
5151317,103,1011,3920102899,13/04/2019,,1,M1900010,,,f,400,90768,,,,,
5151319,103,1011,3920104010,13/04/2019,,1,M1900010,,,f,400,55247,,,,,
5151321,103,1011,3920104040,13/04/2019,,1,M1900010,,,f,400,99761,,,,,
5151322,103,1011,3920104099,13/04/2019,,1,M1900010,,,f,400,96907,,,,,
5151324,103,1011,3920108100,13/04/2019,,1,M1900010,,,f,400,65434,,,,,
5151326,103,1011,3920108910,13/04/2019,,1,M1900010,,,f,400,65436,,,,,
5151328,103,1011,3920108925,13/04/2019,,1,M1900010,,,f,400,91209,,,,,
5151329,103,1011,3920108930,13/04/2019,,1,M1900010,,,f,400,93851,,,,,
5151330,103,1011,3920108940,13/04/2019,,1,M1900010,,,f,400,86851,,,,,
5151331,103,1011,3920108990,13/04/2019,,1,M1900010,,,f,400,65439,,,,,
5151335,103,1011,3920202110,13/04/2019,,1,M1900010,,,f,400,39208,,,,,
5151336,103,1011,3920202140,13/04/2019,,1,M1900010,,,f,400,96297,,,,,
5151337,103,1011,3920202190,13/04/2019,,1,M1900010,,,f,400,39209,,,,,
5151339,103,1011,3920202910,13/04/2019,,1,M1900010,,,f,400,39211,,,,,
5151341,103,1011,3920202960,13/04/2019,,1,M1900010,,,f,400,100102,,,,,
5151342,103,1011,3920202970,13/04/2019,,1,M1900010,,,f,400,100103,,,,,
5151343,103,1011,3920202994,13/04/2019,,1,M1900010,,,f,400,93852,,,,,
5151344,103,1011,3920202999,13/04/2019,,1,M1900010,,,f,400,71115,,,,,
5151346,103,1011,3920208010,13/04/2019,,1,M1900010,,,f,400,91855,,,,,
5151347,103,1011,3920208090,13/04/2019,,1,M1900010,,,f,400,104528,,,,,
5151349,103,1011,3920300010,13/04/2019,,1,M1900010,,,f,400,39227,,,,,
5151350,103,1011,3920300090,13/04/2019,,1,M1900010,,,f,400,39229,,,,,
5151354,103,1011,3920431010,13/04/2019,,1,M1900010,,,f,400,73482,,,,,
5151356,103,1011,3920431092,13/04/2019,,1,M1900010,,,f,400,73485,,,,,
5151357,103,1011,3920431094,13/04/2019,,1,M1900010,,,f,400,74756,,,,,
5151358,103,1011,3920431095,13/04/2019,,1,M1900010,,,f,400,74757,,,,,
5151359,103,1011,3920431099,13/04/2019,,1,M1900010,,,f,400,73487,,,,,
5151361,103,1011,3920439010,13/04/2019,,1,M1900010,,,f,400,73489,,,,,
5151362,103,1011,3920439090,13/04/2019,,1,M1900010,,,f,400,73490,,,,,
5151365,103,1011,3920491010,13/04/2019,,1,M1900010,,,f,400,73493,,,,,
5151367,103,1011,3920491030,13/04/2019,,1,M1900010,,,f,400,97892,,,,,
5151368,103,1011,3920491093,13/04/2019,,1,M1900010,,,f,400,74759,,,,,
5151369,103,1011,3920491099,13/04/2019,,1,M1900010,,,f,400,73507,,,,,
5151371,103,1011,3920499010,13/04/2019,,1,M1900010,,,f,400,73509,,,,,
5151372,103,1011,3920499090,13/04/2019,,1,M1900010,,,f,400,73511,,,,,
5151375,103,1011,3920510020,13/04/2019,,1,M1900010,,,f,400,70750,,,,,
5151376,103,1011,3920510030,13/04/2019,,1,M1900010,,,f,400,76266,,,,,
5151377,103,1011,3920510040,13/04/2019,,1,M1900010,,,f,400,90772,,,,,
5151378,103,1011,3920510050,13/04/2019,,1,M1900010,,,f,400,96986,,,,,
5151379,103,1011,3920510090,13/04/2019,,1,M1900010,,,f,400,58588,,,,,
5151381,103,1011,3920591000,13/04/2019,,1,M1900010,,,f,400,65445,,,,,
5151382,103,1011,3920599000,13/04/2019,,1,M1900010,,,f,400,65446,,,,,
5151385,103,1011,3920610030,13/04/2019,,1,M1900010,,,f,400,99259,,,,,
5151386,103,1011,3920610090,13/04/2019,,1,M1900010,,,f,400,58630,,,,,
5151389,105,1011,3920621200,13/04/2019,,1,M1900010,,,f,400,91860,,,,,
5151391,103,1011,3920621905,13/04/2019,,1,M1900010,,,f,400,104012,,,,,
5151392,103,1011,3920621908,13/04/2019,,1,M1900010,,,f,400,97630,,,,,
5151393,103,1011,3920621912,13/04/2019,,1,M1900010,,,f,400,97631,,,,,
5151394,103,1011,3920621918,13/04/2019,,1,M1900010,,,f,400,97632,,,,,
5151395,103,1011,3920621920,13/04/2019,,1,M1900010,,,f,400,91210,,,,,
5151396,103,1011,3920621938,13/04/2019,,1,M1900010,,,f,400,97635,,,,,
5151397,103,1011,3920621948,13/04/2019,,1,M1900010,,,f,400,97636,,,,,
5151398,103,1011,3920621952,13/04/2019,,1,M1900010,,,f,400,97637,,,,,
5151399,103,1011,3920621960,13/04/2019,,1,M1900010,,,f,400,99261,,,,,
5151400,103,1011,3920621976,13/04/2019,,1,M1900010,,,f,400,97640,,,,,
5151401,103,1011,3920621999,13/04/2019,,1,M1900010,,,f,400,71026,,,,,
5151403,103,1011,3920629010,13/04/2019,,1,M1900010,,,f,400,104014,,,,,
5151404,103,1011,3920629090,13/04/2019,,1,M1900010,,,f,400,104013,,,,,
5151405,103,1011,3920630000,13/04/2019,,1,M1900010,,,f,400,39330,,,,,
5151407,103,1011,3920690020,13/04/2019,,1,M1900010,,,f,400,67149,,,,,
5151408,103,1011,3920690050,13/04/2019,,1,M1900010,,,f,400,99243,,,,,
5151409,103,1011,3920690060,13/04/2019,,1,M1900010,,,f,400,99244,,,,,
5151410,103,1011,3920690090,13/04/2019,,1,M1900010,,,f,400,39347,,,,,
5151412,103,1011,3920710000,13/04/2019,,1,M1900010,,,f,400,39349,,,,,
5151414,103,1011,3920731000,13/04/2019,,1,M1900010,,,f,400,39356,,,,,
5151415,103,1011,3920738000,13/04/2019,,1,M1900010,,,f,400,91861,,,,,
5151418,103,1011,3920791010,13/04/2019,,1,M1900010,,,f,400,99245,,,,,
5151419,103,1011,3920791090,13/04/2019,,1,M1900010,,,f,400,99246,,,,,
5151420,103,1011,3920799000,13/04/2019,,1,M1900010,,,f,400,86000,,,,,
5151423,103,1011,3920910010,13/04/2019,,1,M1900010,,,f,400,39362,,,,,
5151425,103,1011,3920910051,13/04/2019,,1,M1900010,,,f,400,92716,,,,,
5151426,103,1011,3920910052,13/04/2019,,1,M1900010,,,f,400,92717,,,,,
5151427,103,1011,3920910091,13/04/2019,,1,M1900010,,,f,400,39364,,,,,
5151428,103,1011,3920910093,13/04/2019,,1,M1900010,,,f,400,70146,,,,,
5151430,103,1011,3920910095,13/04/2019,,1,M1900010,,,f,400,91096,,,,,
5151431,103,1011,3920910097,13/04/2019,,1,M1900010,,,f,400,91098,,,,,
5151432,103,1011,3920910099,13/04/2019,,1,M1900010,,,f,400,39366,,,,,
5151433,103,1011,3920920000,13/04/2019,,1,M1900010,,,f,400,39367,,,,,
5151434,103,1011,3920930000,13/04/2019,,1,M1900010,,,f,400,39372,,,,,
5151435,103,1011,3920940000,13/04/2019,,1,M1900010,,,f,400,39373,,,,,
5151438,103,1011,3920992100,13/04/2019,,1,M1900010,,,f,400,65458,,,,,
5151440,103,1011,3920992840,13/04/2019,,1,M1900010,,,f,400,82339,,,,,
5151441,103,1011,3920992845,13/04/2019,,1,M1900010,,,f,400,97890,,,,,
5151442,103,1011,3920992850,13/04/2019,,1,M1900010,,,f,400,88378,,,,,
5151443,103,1011,3920992865,13/04/2019,,1,M1900010,,,f,400,99247,,,,,
