measure_sid,measure_type_id,geographical_area_id,goods_nomenclature_item_id,validity_start_date,validity_end_date,measure_generating_regulation_role,measure_generating_regulation_id,justification_regulation_role,justification_regulation_id,stopped_flag,geographical_area_sid,goods_nomenclature_sid,ordernumber,additional_code_type_id,additional_code_id,additional_code_sid,reduction_indicator
5139426,103,1011,0101210000,13/04/2019,,1,M1900010,,,f,400,93796,,,,,
5139428,105,1011,0101291000,13/04/2019,,1,M1900010,,,f,400,93799,,,,,
5139429,103,1011,0101299000,13/04/2019,,1,M1900010,,,f,400,93800,,,,,
5139430,103,1011,0101300000,13/04/2019,,1,M1900010,,,f,400,93801,,,,,
5139431,103,1011,0101900000,13/04/2019,,1,M1900010,,,f,400,72763,,,,,
5139435,103,1011,0102211000,13/04/2019,,1,M1900010,,,f,400,94048,,,,,
5139436,103,1011,0102213000,13/04/2019,,1,M1900010,,,f,400,94049,,,,,
5139437,103,1011,0102219000,13/04/2019,,1,M1900010,,,f,400,94050,,,,,
5139439,103,1011,0102290500,13/04/2019,,1,M1900010,,,f,400,96756,,,,,
5139442,103,1011,0102291010,13/04/2019,,1,M1900010,,,f,400,94058,,,,,
5139443,103,1011,0102291020,13/04/2019,,1,M1900010,,,f,400,94059,,,,,
5139444,103,1011,0102291030,13/04/2019,,1,M1900010,,,f,400,94060,,,,,
5139445,103,1011,0102291040,13/04/2019,,1,M1900010,,,f,400,94061,,,,,
5139446,103,1011,0102291050,13/04/2019,,1,M1900010,,,f,400,94062,,,,,
5139447,103,1011,0102291090,13/04/2019,,1,M1900010,,,f,400,94063,,,,,
5139449,103,1011,0102292100,13/04/2019,,1,M1900010,,,f,400,94065,,,,,
5139451,103,1011,0102292910,13/04/2019,,1,M1900010,,,f,400,94067,,,,,
5139452,103,1011,0102292920,13/04/2019,,1,M1900010,,,f,400,94068,,,,,
5139453,103,1011,0102292930,13/04/2019,,1,M1900010,,,f,400,94069,,,,,
5139454,103,1011,0102292940,13/04/2019,,1,M1900010,,,f,400,94070,,,,,
5139455,103,1011,0102292950,13/04/2019,,1,M1900010,,,f,400,94071,,,,,
5139456,103,1011,0102292990,13/04/2019,,1,M1900010,,,f,400,94072,,,,,
5139458,103,1011,0102294100,13/04/2019,,1,M1900010,,,f,400,94074,,,,,
5139460,103,1011,0102294910,13/04/2019,,1,M1900010,,,f,400,94076,,,,,
5139461,103,1011,0102294920,13/04/2019,,1,M1900010,,,f,400,94077,,,,,
5139462,103,1011,0102294930,13/04/2019,,1,M1900010,,,f,400,94078,,,,,
5139463,103,1011,0102294940,13/04/2019,,1,M1900010,,,f,400,94079,,,,,
5139464,103,1011,0102294950,13/04/2019,,1,M1900010,,,f,400,94080,,,,,
5139465,103,1011,0102294990,13/04/2019,,1,M1900010,,,f,400,94081,,,,,
5139469,103,1011,0102295110,13/04/2019,,1,M1900010,,,f,400,94085,,,,,
5139470,103,1011,0102295190,13/04/2019,,1,M1900010,,,f,400,94086,,,,,
5139473,103,1011,0102295911,13/04/2019,,1,M1900010,,,f,400,94089,,,,,
5139474,103,1011,0102295919,13/04/2019,,1,M1900010,,,f,400,94090,,,,,
5139476,103,1011,0102295921,13/04/2019,,1,M1900010,,,f,400,94092,,,,,
5139477,103,1011,0102295929,13/04/2019,,1,M1900010,,,f,400,94093,,,,,
5139479,103,1011,0102295931,13/04/2019,,1,M1900010,,,f,400,94095,,,,,
5139480,103,1011,0102295939,13/04/2019,,1,M1900010,,,f,400,94096,,,,,
5139482,103,1011,0102295991,13/04/2019,,1,M1900010,,,f,400,94098,,,,,
5139483,103,1011,0102295999,13/04/2019,,1,M1900010,,,f,400,94099,,,,,
5139485,103,1011,0102296100,13/04/2019,,1,M1900010,,,f,400,94101,,,,,
5139487,103,1011,0102296910,13/04/2019,,1,M1900010,,,f,400,94103,,,,,
5139488,103,1011,0102296920,13/04/2019,,1,M1900010,,,f,400,94104,,,,,
5139489,103,1011,0102296930,13/04/2019,,1,M1900010,,,f,400,94105,,,,,
5139490,103,1011,0102296990,13/04/2019,,1,M1900010,,,f,400,94106,,,,,
5139493,103,1011,0102299110,13/04/2019,,1,M1900010,,,f,400,94120,,,,,
5139494,103,1011,0102299190,13/04/2019,,1,M1900010,,,f,400,94121,,,,,
5139497,103,1011,0102299921,13/04/2019,,1,M1900010,,,f,400,94124,,,,,
5139498,103,1011,0102299929,13/04/2019,,1,M1900010,,,f,400,94125,,,,,
5139500,103,1011,0102299991,13/04/2019,,1,M1900010,,,f,400,94127,,,,,
5139501,103,1011,0102299999,13/04/2019,,1,M1900010,,,f,400,94128,,,,,
5139503,103,1011,0102310000,13/04/2019,,1,M1900010,,,f,400,94051,,,,,
5139506,103,1011,0102391010,13/04/2019,,1,M1900010,,,f,400,96165,,,,,
5139507,103,1011,0102391090,13/04/2019,,1,M1900010,,,f,400,96167,,,,,
5139508,103,1011,0102399000,13/04/2019,,1,M1900010,,,f,400,94130,,,,,
5139510,103,1011,0102902000,13/04/2019,,1,M1900010,,,f,400,94052,,,,,
5139513,103,1011,0102909110,13/04/2019,,1,M1900010,,,f,400,96168,,,,,
5139514,103,1011,0102909190,13/04/2019,,1,M1900010,,,f,400,96166,,,,,
5139515,103,1011,0102909900,13/04/2019,,1,M1900010,,,f,400,94133,,,,,
5139517,103,1011,0103100000,13/04/2019,,1,M1900010,,,f,400,27763,,,,,
5139520,103,1011,0103911000,13/04/2019,,1,M1900010,,,f,400,27766,,,,,
5139521,103,1011,0103919000,13/04/2019,,1,M1900010,,,f,400,27767,,,,,
5139524,103,1011,0103921100,13/04/2019,,1,M1900010,,,f,400,27770,,,,,
5139525,103,1011,0103921900,13/04/2019,,1,M1900010,,,f,400,27771,,,,,
5139526,103,1011,0103929000,13/04/2019,,1,M1900010,,,f,400,27772,,,,,
5139529,103,1011,0104101000,13/04/2019,,1,M1900010,,,f,400,27775,,,,,
5139531,103,1011,0104103000,13/04/2019,,1,M1900010,,,f,400,27777,,,,,
5139532,103,1011,0104108000,13/04/2019,,1,M1900010,,,f,400,27778,,,,,
5139534,103,1011,0104201000,13/04/2019,,1,M1900010,,,f,400,27781,,,,,
5139535,103,1011,0104209000,13/04/2019,,1,M1900010,,,f,400,27782,,,,,
5139540,103,1011,0105111100,13/04/2019,,1,M1900010,,,f,400,27787,,,,,
5139541,103,1011,0105111900,13/04/2019,,1,M1900010,,,f,400,27788,,,,,
5139543,103,1011,0105119100,13/04/2019,,1,M1900010,,,f,400,27790,,,,,
5139544,103,1011,0105119900,13/04/2019,,1,M1900010,,,f,400,27791,,,,,
5139545,103,1011,0105120000,13/04/2019,,1,M1900010,,,f,400,59201,,,,,
5139546,103,1011,0105130000,13/04/2019,,1,M1900010,,,f,400,94185,,,,,
5139547,103,1011,0105140000,13/04/2019,,1,M1900010,,,f,400,94186,,,,,
5139548,103,1011,0105150000,13/04/2019,,1,M1900010,,,f,400,94187,,,,,
5139550,103,1011,0105940000,13/04/2019,,1,M1900010,,,f,400,85305,,,,,
5139552,103,1011,0105991000,13/04/2019,,1,M1900010,,,f,400,27798,,,,,
5139553,103,1011,0105992000,13/04/2019,,1,M1900010,,,f,400,27799,,,,,
5139554,103,1011,0105993000,13/04/2019,,1,M1900010,,,f,400,27800,,,,,
5139555,103,1011,0105995000,13/04/2019,,1,M1900010,,,f,400,27801,,,,,
5139558,103,1011,0106110000,13/04/2019,,1,M1900010,,,f,400,72770,,,,,
5139559,103,1011,0106120000,13/04/2019,,1,M1900010,,,f,400,72771,,,,,
5139560,103,1011,0106130000,13/04/2019,,1,M1900010,,,f,400,94188,,,,,
5139562,103,1011,0106141000,13/04/2019,,1,M1900010,,,f,400,94190,,,,,
5139563,103,1011,0106149000,13/04/2019,,1,M1900010,,,f,400,94191,,,,,
5139564,103,1011,0106190000,13/04/2019,,1,M1900010,,,f,400,72772,,,,,
5139565,103,1011,0106200000,13/04/2019,,1,M1900010,,,f,400,72775,,,,,
5139567,103,1011,0106310000,13/04/2019,,1,M1900010,,,f,400,72777,,,,,
5139568,103,1011,0106320000,13/04/2019,,1,M1900010,,,f,400,72778,,,,,
5139569,103,1011,0106330000,13/04/2019,,1,M1900010,,,f,400,94192,,,,,
5139571,103,1011,0106391000,13/04/2019,,1,M1900010,,,f,400,72780,,,,,
5139572,103,1011,0106398000,13/04/2019,,1,M1900010,,,f,400,94193,,,,,
5139574,103,1011,0106410000,13/04/2019,,1,M1900010,,,f,400,94195,,,,,
5139575,103,1011,0106490000,13/04/2019,,1,M1900010,,,f,400,94196,,,,,
5139576,103,1011,0106900000,13/04/2019,,1,M1900010,,,f,400,72782,,,,,
5139581,103,1011,0201100021,13/04/2019,,1,M1900010,,,f,400,104254,,,,,
5139582,103,1011,0201100029,13/04/2019,,1,M1900010,,,f,400,104255,,,,,
5139585,103,1011,0201100092,13/04/2019,,1,M1900010,,,f,400,104260,,,,,
5139586,103,1011,0201100094,13/04/2019,,1,M1900010,,,f,400,104262,,,,,
5139588,103,1011,0201100097,13/04/2019,,1,M1900010,,,f,400,104273,,,,,
5139589,103,1011,0201100098,13/04/2019,,1,M1900010,,,f,400,104274,,,,,
5139593,103,1011,0201202021,13/04/2019,,1,M1900010,,,f,400,104280,,,,,
5139594,103,1011,0201202029,13/04/2019,,1,M1900010,,,f,400,104281,,,,,
5139597,103,1011,0201202092,13/04/2019,,1,M1900010,,,f,400,104289,,,,,
5139598,103,1011,0201202094,13/04/2019,,1,M1900010,,,f,400,104290,,,,,
5139600,103,1011,0201202097,13/04/2019,,1,M1900010,,,f,400,104296,,,,,
5139601,103,1011,0201202098,13/04/2019,,1,M1900010,,,f,400,104297,,,,,
5139604,103,1011,0201203021,13/04/2019,,1,M1900010,,,f,400,104303,,,,,
5139605,103,1011,0201203029,13/04/2019,,1,M1900010,,,f,400,104304,,,,,
5139608,103,1011,0201203092,13/04/2019,,1,M1900010,,,f,400,104364,,,,,
5139609,103,1011,0201203094,13/04/2019,,1,M1900010,,,f,400,104365,,,,,
5139611,103,1011,0201203097,13/04/2019,,1,M1900010,,,f,400,104368,,,,,
5139612,103,1011,0201203098,13/04/2019,,1,M1900010,,,f,400,104367,,,,,
5139615,103,1011,0201205021,13/04/2019,,1,M1900010,,,f,400,104435,,,,,
5139616,103,1011,0201205029,13/04/2019,,1,M1900010,,,f,400,104436,,,,,
5139619,103,1011,0201205092,13/04/2019,,1,M1900010,,,f,400,104439,,,,,
5139620,103,1011,0201205094,13/04/2019,,1,M1900010,,,f,400,104440,,,,,
5139622,103,1011,0201205097,13/04/2019,,1,M1900010,,,f,400,104442,,,,,
5139623,103,1011,0201205098,13/04/2019,,1,M1900010,,,f,400,104443,,,,,
5139626,103,1011,0201209011,13/04/2019,,1,M1900010,,,f,400,104446,,,,,
5139627,103,1011,0201209015,13/04/2019,,1,M1900010,,,f,400,104448,,,,,
5139629,103,1011,0201209091,13/04/2019,,1,M1900010,,,f,400,104447,,,,,
5139630,103,1011,0201209099,13/04/2019,,1,M1900010,,,f,400,104451,,,,,
5139633,103,1011,0201300031,13/04/2019,,1,M1900010,,,f,400,104453,,,,,
5139634,103,1011,0201300039,13/04/2019,,1,M1900010,,,f,400,104455,,,,,
5139637,103,1011,0201300041,13/04/2019,,1,M1900010,,,f,400,104454,,,,,
5139638,103,1011,0201300049,13/04/2019,,1,M1900010,,,f,400,104457,,,,,
5139639,103,1011,0201300090,13/04/2019,,1,M1900010,,,f,400,27884,,,,,
5139643,103,1011,0202100011,13/04/2019,,1,M1900010,,,f,400,104291,,,,,
5139644,103,1011,0202100015,13/04/2019,,1,M1900010,,,f,400,104292,,,,,
5139646,103,1011,0202100091,13/04/2019,,1,M1900010,,,f,400,104323,,,,,
5139647,103,1011,0202100099,13/04/2019,,1,M1900010,,,f,400,104321,,,,,
5139651,103,1011,0202201011,13/04/2019,,1,M1900010,,,f,400,104325,,,,,
5139652,103,1011,0202201015,13/04/2019,,1,M1900010,,,f,400,104327,,,,,
5139654,103,1011,0202201091,13/04/2019,,1,M1900010,,,f,400,104326,,,,,
5139655,103,1011,0202201099,13/04/2019,,1,M1900010,,,f,400,104328,,,,,
5139658,103,1011,0202203011,13/04/2019,,1,M1900010,,,f,400,104334,,,,,
5139659,103,1011,0202203015,13/04/2019,,1,M1900010,,,f,400,104339,,,,,
5139663,103,1011,0202203081,13/04/2019,,1,M1900010,,,f,400,104335,,,,,
5139664,103,1011,0202203082,13/04/2019,,1,M1900010,,,f,400,104341,,,,,
5139666,103,1011,0202203083,13/04/2019,,1,M1900010,,,f,400,104336,,,,,
5139667,103,1011,0202203084,13/04/2019,,1,M1900010,,,f,400,104342,,,,,
5139669,103,1011,0202203085,13/04/2019,,1,M1900010,,,f,400,104337,,,,,
5139670,103,1011,0202203086,13/04/2019,,1,M1900010,,,f,400,104343,,,,,
5139672,103,1011,0202203087,13/04/2019,,1,M1900010,,,f,400,104338,,,,,
5139673,103,1011,0202203088,13/04/2019,,1,M1900010,,,f,400,104344,,,,,
5139676,103,1011,0202205011,13/04/2019,,1,M1900010,,,f,400,104357,,,,,
5139677,103,1011,0202205015,13/04/2019,,1,M1900010,,,f,400,104358,,,,,
5139679,103,1011,0202205091,13/04/2019,,1,M1900010,,,f,400,104360,,,,,
5139680,103,1011,0202205099,13/04/2019,,1,M1900010,,,f,400,104361,,,,,
5139683,103,1011,0202209011,13/04/2019,,1,M1900010,,,f,400,104369,,,,,
5139684,103,1011,0202209015,13/04/2019,,1,M1900010,,,f,400,104371,,,,,
5139686,103,1011,0202209091,13/04/2019,,1,M1900010,,,f,400,104370,,,,,
5139687,103,1011,0202209099,13/04/2019,,1,M1900010,,,f,400,104372,,,,,
5139691,103,1011,0202301011,13/04/2019,,1,M1900010,,,f,400,104376,,,,,
5139692,103,1011,0202301015,13/04/2019,,1,M1900010,,,f,400,104379,,,,,
5139696,103,1011,0202301081,13/04/2019,,1,M1900010,,,f,400,104387,,,,,
5139697,103,1011,0202301082,13/04/2019,,1,M1900010,,,f,400,104390,,,,,
5139699,103,1011,0202301083,13/04/2019,,1,M1900010,,,f,400,104388,,,,,
5139700,103,1011,0202301084,13/04/2019,,1,M1900010,,,f,400,104391,,,,,
5139702,103,1011,0202301085,13/04/2019,,1,M1900010,,,f,400,104409,,,,,
5139703,103,1011,0202301086,13/04/2019,,1,M1900010,,,f,400,104410,,,,,
5139705,103,1011,0202301087,13/04/2019,,1,M1900010,,,f,400,104389,,,,,
5139706,103,1011,0202301088,13/04/2019,,1,M1900010,,,f,400,104392,,,,,
5139709,103,1011,0202305011,13/04/2019,,1,M1900010,,,f,400,104394,,,,,
5139710,103,1011,0202305015,13/04/2019,,1,M1900010,,,f,400,104395,,,,,
5139714,103,1011,0202305081,13/04/2019,,1,M1900010,,,f,400,104399,,,,,
5139715,103,1011,0202305082,13/04/2019,,1,M1900010,,,f,400,104402,,,,,
5139717,103,1011,0202305083,13/04/2019,,1,M1900010,,,f,400,104400,,,,,
5139718,103,1011,0202305084,13/04/2019,,1,M1900010,,,f,400,104403,,,,,
5139720,103,1011,0202305085,13/04/2019,,1,M1900010,,,f,400,104412,,,,,
5139721,103,1011,0202305086,13/04/2019,,1,M1900010,,,f,400,104413,,,,,
5139723,103,1011,0202305087,13/04/2019,,1,M1900010,,,f,400,104401,,,,,
5139724,103,1011,0202305088,13/04/2019,,1,M1900010,,,f,400,104404,,,,,
5139727,103,1011,0202309011,13/04/2019,,1,M1900010,,,f,400,104414,,,,,
5139728,103,1011,0202309015,13/04/2019,,1,M1900010,,,f,400,104421,,,,,
5139733,103,1011,0202309041,13/04/2019,,1,M1900010,,,f,400,104415,,,,,
5139734,103,1011,0202309042,13/04/2019,,1,M1900010,,,f,400,104423,,,,,
5139736,103,1011,0202309043,13/04/2019,,1,M1900010,,,f,400,104416,,,,,
5139737,103,1011,0202309044,13/04/2019,,1,M1900010,,,f,400,104424,,,,,
5139739,103,1011,0202309045,13/04/2019,,1,M1900010,,,f,400,104417,,,,,
5139740,103,1011,0202309046,13/04/2019,,1,M1900010,,,f,400,104426,,,,,
5139742,103,1011,0202309047,13/04/2019,,1,M1900010,,,f,400,104418,,,,,
5139743,103,1011,0202309048,13/04/2019,,1,M1900010,,,f,400,104427,,,,,
5139746,103,1011,0202309070,13/04/2019,,1,M1900010,,,f,400,63722,,,,,
5139747,103,1011,0202309075,13/04/2019,,1,M1900010,,,f,400,63726,,,,,
5139748,103,1011,0202309080,13/04/2019,,1,M1900010,,,f,400,63716,,,,,
5139749,103,1011,0202309090,13/04/2019,,1,M1900010,,,f,400,63717,,,,,
5139753,103,1011,0203111000,13/04/2019,,1,M1900010,,,f,400,27924,,,,,
5139754,103,1011,0203119000,13/04/2019,,1,M1900010,,,f,400,27925,,,,,
5139757,103,1011,0203121100,13/04/2019,,1,M1900010,,,f,400,27928,,,,,
5139758,103,1011,0203121900,13/04/2019,,1,M1900010,,,f,400,27929,,,,,
5139759,103,1011,0203129000,13/04/2019,,1,M1900010,,,f,400,27930,,,,,
5139762,103,1011,0203191100,13/04/2019,,1,M1900010,,,f,400,27933,,,,,
5139763,103,1011,0203191300,13/04/2019,,1,M1900010,,,f,400,27934,,,,,
5139764,103,1011,0203191500,13/04/2019,,1,M1900010,,,f,400,27935,,,,,
5139767,103,1011,0203195510,13/04/2019,,1,M1900010,,,f,400,27940,,,,,
5139769,103,1011,0203195515,13/04/2019,,1,M1900010,,,f,400,85025,,,,,
5139770,103,1011,0203195525,13/04/2019,,1,M1900010,,,f,400,85026,,,,,
5139771,103,1011,0203195530,13/04/2019,,1,M1900010,,,f,400,59043,,,,,
5139772,103,1011,0203195590,13/04/2019,,1,M1900010,,,f,400,27941,,,,,
5139773,103,1011,0203195900,13/04/2019,,1,M1900010,,,f,400,27942,,,,,
5139774,103,1011,0203199000,13/04/2019,,1,M1900010,,,f,400,27943,,,,,
5139777,103,1011,0203211000,13/04/2019,,1,M1900010,,,f,400,27946,,,,,
5139778,103,1011,0203219000,13/04/2019,,1,M1900010,,,f,400,27947,,,,,
5139781,103,1011,0203221100,13/04/2019,,1,M1900010,,,f,400,27950,,,,,
5139782,103,1011,0203221900,13/04/2019,,1,M1900010,,,f,400,27951,,,,,
5139783,103,1011,0203229000,13/04/2019,,1,M1900010,,,f,400,27952,,,,,
5139786,103,1011,0203291100,13/04/2019,,1,M1900010,,,f,400,27955,,,,,
5139787,103,1011,0203291300,13/04/2019,,1,M1900010,,,f,400,27956,,,,,
5139788,103,1011,0203291500,13/04/2019,,1,M1900010,,,f,400,27957,,,,,
5139792,103,1011,0203295520,13/04/2019,,1,M1900010,,,f,400,85035,,,,,
5139793,103,1011,0203295530,13/04/2019,,1,M1900010,,,f,400,85036,,,,,
5139795,103,1011,0203295591,13/04/2019,,1,M1900010,,,f,400,27965,,,,,
5139796,103,1011,0203295592,13/04/2019,,1,M1900010,,,f,400,59044,,,,,
5139797,103,1011,0203295599,13/04/2019,,1,M1900010,,,f,400,27966,,,,,
5139798,103,1011,0203295900,13/04/2019,,1,M1900010,,,f,400,27967,,,,,
5139799,103,1011,0203299000,13/04/2019,,1,M1900010,,,f,400,27968,,,,,
5139802,103,1011,0204100010,13/04/2019,,1,M1900010,,,f,400,27971,,,,,
5139803,103,1011,0204100090,13/04/2019,,1,M1900010,,,f,400,27972,,,,,
5139806,103,1011,0204210010,13/04/2019,,1,M1900010,,,f,400,27975,,,,,
5139807,103,1011,0204210090,13/04/2019,,1,M1900010,,,f,400,27976,,,,,
5139810,103,1011,0204221010,13/04/2019,,1,M1900010,,,f,400,27979,,,,,
5139811,103,1011,0204221090,13/04/2019,,1,M1900010,,,f,400,27980,,,,,
5139813,103,1011,0204223010,13/04/2019,,1,M1900010,,,f,400,27982,,,,,
5139814,103,1011,0204223090,13/04/2019,,1,M1900010,,,f,400,27983,,,,,
5139816,103,1011,0204225010,13/04/2019,,1,M1900010,,,f,400,27985,,,,,
5139817,103,1011,0204225090,13/04/2019,,1,M1900010,,,f,400,27986,,,,,
5139819,103,1011,0204229010,13/04/2019,,1,M1900010,,,f,400,27988,,,,,
5139820,103,1011,0204229090,13/04/2019,,1,M1900010,,,f,400,27989,,,,,
5139823,103,1011,0204230011,13/04/2019,,1,M1900010,,,f,400,79495,,,,,
5139824,103,1011,0204230019,13/04/2019,,1,M1900010,,,f,400,79496,,,,,
5139826,103,1011,0204230091,13/04/2019,,1,M1900010,,,f,400,79497,,,,,
5139827,103,1011,0204230099,13/04/2019,,1,M1900010,,,f,400,79498,,,,,
5139829,103,1011,0204300010,13/04/2019,,1,M1900010,,,f,400,27994,,,,,
5139830,103,1011,0204300090,13/04/2019,,1,M1900010,,,f,400,27995,,,,,
5139833,103,1011,0204410010,13/04/2019,,1,M1900010,,,f,400,27998,,,,,
5139834,103,1011,0204410090,13/04/2019,,1,M1900010,,,f,400,27999,,,,,
5139837,103,1011,0204421010,13/04/2019,,1,M1900010,,,f,400,28002,,,,,
5139838,103,1011,0204421090,13/04/2019,,1,M1900010,,,f,400,28003,,,,,
5139840,103,1011,0204423010,13/04/2019,,1,M1900010,,,f,400,28005,,,,,
5139841,103,1011,0204423090,13/04/2019,,1,M1900010,,,f,400,28006,,,,,
5139843,103,1011,0204425010,13/04/2019,,1,M1900010,,,f,400,28008,,,,,
5139844,103,1011,0204425090,13/04/2019,,1,M1900010,,,f,400,28009,,,,,
5139846,103,1011,0204429010,13/04/2019,,1,M1900010,,,f,400,28011,,,,,
5139847,103,1011,0204429090,13/04/2019,,1,M1900010,,,f,400,28012,,,,,
5139850,103,1011,0204431010,13/04/2019,,1,M1900010,,,f,400,28017,,,,,
5139851,103,1011,0204431090,13/04/2019,,1,M1900010,,,f,400,28018,,,,,
5139853,103,1011,0204439010,13/04/2019,,1,M1900010,,,f,400,28020,,,,,
5139854,103,1011,0204439090,13/04/2019,,1,M1900010,,,f,400,28021,,,,,
5139857,103,1011,0204501100,13/04/2019,,1,M1900010,,,f,400,28024,,,,,
5139858,103,1011,0204501300,13/04/2019,,1,M1900010,,,f,400,28025,,,,,
5139859,103,1011,0204501500,13/04/2019,,1,M1900010,,,f,400,28026,,,,,
5139860,103,1011,0204501900,13/04/2019,,1,M1900010,,,f,400,28027,,,,,
5139862,103,1011,0204503100,13/04/2019,,1,M1900010,,,f,400,28029,,,,,
5139864,103,1011,0204503910,13/04/2019,,1,M1900010,,,f,400,79502,,,,,
5139865,103,1011,0204503990,13/04/2019,,1,M1900010,,,f,400,79500,,,,,
5139867,103,1011,0204505100,13/04/2019,,1,M1900010,,,f,400,28032,,,,,
5139868,103,1011,0204505300,13/04/2019,,1,M1900010,,,f,400,28033,,,,,
5139869,103,1011,0204505500,13/04/2019,,1,M1900010,,,f,400,28034,,,,,
5139870,103,1011,0204505900,13/04/2019,,1,M1900010,,,f,400,28035,,,,,
5139872,103,1011,0204507100,13/04/2019,,1,M1900010,,,f,400,28037,,,,,
5139874,103,1011,0204507910,13/04/2019,,1,M1900010,,,f,400,79504,,,,,
5139875,103,1011,0204507990,13/04/2019,,1,M1900010,,,f,400,79501,,,,,
5139877,103,1011,0205002000,13/04/2019,,1,M1900010,,,f,400,77134,,,,,
5139878,103,1011,0205008000,13/04/2019,,1,M1900010,,,f,400,77135,,,,,
5139881,105,1011,0206101000,13/04/2019,,1,M1900010,,,f,400,28046,,,,,
5139885,103,1011,0206109511,13/04/2019,,1,M1900010,,,f,400,104261,,,,,
5139886,103,1011,0206109515,13/04/2019,,1,M1900010,,,f,400,104263,,,,,
5139888,103,1011,0206109591,13/04/2019,,1,M1900010,,,f,400,104257,,,,,
5139889,103,1011,0206109599,13/04/2019,,1,M1900010,,,f,400,104258,,,,,
5139890,103,1011,0206109800,13/04/2019,,1,M1900010,,,f,400,89174,,,,,
5139892,103,1011,0206210000,13/04/2019,,1,M1900010,,,f,400,28054,,,,,
5139893,103,1011,0206220000,13/04/2019,,1,M1900010,,,f,400,28055,,,,,
5139895,105,1011,0206291000,13/04/2019,,1,M1900010,,,f,400,28059,,,,,
5139900,103,1011,0206299111,13/04/2019,,1,M1900010,,,f,400,104266,,,,,
5139901,103,1011,0206299115,13/04/2019,,1,M1900010,,,f,400,104267,,,,,
5139903,103,1011,0206299121,13/04/2019,,1,M1900010,,,f,400,104270,,,,,
5139904,103,1011,0206299129,13/04/2019,,1,M1900010,,,f,400,104269,,,,,
5139909,103,1011,0206299133,13/04/2019,,1,M1900010,,,f,400,104283,,,,,
5139910,103,1011,0206299135,13/04/2019,,1,M1900010,,,f,400,104470,,,,,
5139912,103,1011,0206299137,13/04/2019,,1,M1900010,,,f,400,104298,,,,,
5139913,103,1011,0206299138,13/04/2019,,1,M1900010,,,f,400,104284,,,,,
5139915,103,1011,0206299141,13/04/2019,,1,M1900010,,,f,400,104463,,,,,
5139916,103,1011,0206299142,13/04/2019,,1,M1900010,,,f,400,104464,,,,,
5139918,103,1011,0206299144,13/04/2019,,1,M1900010,,,f,400,104354,,,,,
5139919,103,1011,0206299145,13/04/2019,,1,M1900010,,,f,400,104381,,,,,
5139923,103,1011,0206299151,13/04/2019,,1,M1900010,,,f,400,104308,,,,,
5139924,103,1011,0206299159,13/04/2019,,1,M1900010,,,f,400,104309,,,,,
5139926,103,1011,0206299161,13/04/2019,,1,M1900010,,,f,400,104311,,,,,
5139927,103,1011,0206299169,13/04/2019,,1,M1900010,,,f,400,104312,,,,,
5139929,103,1011,0206299171,13/04/2019,,1,M1900010,,,f,400,104460,,,,,
5139930,103,1011,0206299179,13/04/2019,,1,M1900010,,,f,400,104461,,,,,
5139932,103,1011,0206299191,13/04/2019,,1,M1900010,,,f,400,104318,,,,,
5139933,103,1011,0206299199,13/04/2019,,1,M1900010,,,f,400,28077,,,,,
5139934,103,1011,0206299900,13/04/2019,,1,M1900010,,,f,400,28078,,,,,
5139936,103,1011,0206300010,13/04/2019,,1,M1900010,,,f,400,77136,,,,,
5139937,103,1011,0206300090,13/04/2019,,1,M1900010,,,f,400,77137,,,,,
5139940,103,1011,0206410010,13/04/2019,,1,M1900010,,,f,400,77138,,,,,
5139941,103,1011,0206410090,13/04/2019,,1,M1900010,,,f,400,77139,,,,,
5139942,103,1011,0206490000,13/04/2019,,1,M1900010,,,f,400,28092,,,,,
5139944,105,1011,0206801000,13/04/2019,,1,M1900010,,,f,400,28098,,,,,
5139946,103,1011,0206809100,13/04/2019,,1,M1900010,,,f,400,28100,,,,,
5139947,103,1011,0206809900,13/04/2019,,1,M1900010,,,f,400,28101,,,,,
5139949,105,1011,0206901000,13/04/2019,,1,M1900010,,,f,400,28103,,,,,
5139951,103,1011,0206909100,13/04/2019,,1,M1900010,,,f,400,28105,,,,,
5139952,103,1011,0206909900,13/04/2019,,1,M1900010,,,f,400,28106,,,,,
5139956,103,1011,0207111000,13/04/2019,,1,M1900010,,,f,400,59208,,,,,
5139957,103,1011,0207113000,13/04/2019,,1,M1900010,,,f,400,59209,,,,,
5139958,103,1011,0207119000,13/04/2019,,1,M1900010,,,f,400,59210,,,,,
5139960,103,1011,0207121000,13/04/2019,,1,M1900010,,,f,400,59212,,,,,
5139961,103,1011,0207129000,13/04/2019,,1,M1900010,,,f,400,59213,,,,,
5139964,103,1011,0207131000,13/04/2019,,1,M1900010,,,f,400,59216,,,,,
5139966,103,1011,0207132000,13/04/2019,,1,M1900010,,,f,400,59218,,,,,
5139967,103,1011,0207133000,13/04/2019,,1,M1900010,,,f,400,59219,,,,,
5139968,103,1011,0207134000,13/04/2019,,1,M1900010,,,f,400,59220,,,,,
5139969,103,1011,0207135000,13/04/2019,,1,M1900010,,,f,400,59221,,,,,
5139970,103,1011,0207136000,13/04/2019,,1,M1900010,,,f,400,59222,,,,,
5139971,103,1011,0207137000,13/04/2019,,1,M1900010,,,f,400,59223,,,,,
