"72081000","098201","EU","0.00","","","","",""
"72082500","098201","EU","0.00","","","","",""
"72082600","098201","EU","0.00","","","","",""
"72082700","098201","EU","0.00","","","","",""
"72083600","098201","EU","0.00","","","","",""
"72083700","098201","EU","0.00","","","","",""
"72083800","098201","EU","0.00","","","","",""
"72083900","098201","EU","0.00","","","","",""
"72084000","098201","EU","0.00","","","","",""
"72085210","098201","EU","0.00","","","","",""
"72085299","098201","EU","0.00","","","","",""
"72085310","098201","EU","0.00","","","","",""
"72085390","098201","EU","0.00","","","","",""
"72085400","098201","EU","0.00","","","","",""
"72111300","098201","EU","0.00","","","","",""
"72111400","098201","EU","0.00","","","","",""
"72111900","098201","EU","0.00","","","","",""
"72126000","098201","EU","0.00","","","","",""
"72251910","098201","EU","0.00","","","","",""
"72253010","098201","EU","0.00","","","","",""
"72253030","098201","EU","0.00","","","","",""
"72253090","098201","EU","0.00","","","","",""
"72254015","098201","EU","0.00","","","","",""
"72254090","098201","EU","0.00","","","","",""
"72261910","098201","EU","0.00","","","","",""
"72269120","098201","EU","0.00","","","","",""
"72269191","098201","EU","0.00","","","","",""
"72269199","098201","EU","0.00","","","","",""
"72081000","098202","TR","0.00","","","","",""
"72082500","098202","TR","0.00","","","","",""
"72082600","098202","TR","0.00","","","","",""
"72082700","098202","TR","0.00","","","","",""
"72083600","098202","TR","0.00","","","","",""
"72083700","098202","TR","0.00","","","","",""
"72083800","098202","TR","0.00","","","","",""
"72083900","098202","TR","0.00","","","","",""
"72084000","098202","TR","0.00","","","","",""
"72085210","098202","TR","0.00","","","","",""
"72085299","098202","TR","0.00","","","","",""
"72085310","098202","TR","0.00","","","","",""
"72085390","098202","TR","0.00","","","","",""
"72085400","098202","TR","0.00","","","","",""
"72111300","098202","TR","0.00","","","","",""
"72111400","098202","TR","0.00","","","","",""
"72111900","098202","TR","0.00","","","","",""
"72126000","098202","TR","0.00","","","","",""
"72251910","098202","TR","0.00","","","","",""
"72253010","098202","TR","0.00","","","","",""
"72253030","098202","TR","0.00","","","","",""
"72253090","098202","TR","0.00","","","","",""
"72254015","098202","TR","0.00","","","","",""
"72254090","098202","TR","0.00","","","","",""
"72261910","098202","TR","0.00","","","","",""
"72269120","098202","TR","0.00","","","","",""
"72269191","098202","TR","0.00","","","","",""
"72269199","098202","TR","0.00","","","","",""
"72081000","098602","5002","0.00","","","","",""
"72082500","098602","5002","0.00","","","","",""
"72082600","098602","5002","0.00","","","","",""
"72082700","098602","5002","0.00","","","","",""
"72083600","098602","5002","0.00","","","","",""
"72083700","098602","5002","0.00","","","","",""
"72083800","098602","5002","0.00","","","","",""
"72083900","098602","5002","0.00","","","","",""
"72084000","098602","5002","0.00","","","","",""
"72085210","098602","5002","0.00","","","","",""
"72085299","098602","5002","0.00","","","","",""
"72085310","098602","5002","0.00","","","","",""
"72085390","098602","5002","0.00","","","","",""
"72085400","098602","5002","0.00","","","","",""
"72111300","098602","5002","0.00","","","","",""
"72111400","098602","5002","0.00","","","","",""
"72111900","098602","5002","0.00","","","","",""
"72126000","098602","5002","0.00","","","","",""
"72251910","098602","5002","0.00","","","","",""
"72253010","098602","5002","0.00","","","","",""
"72253030","098602","5002","0.00","","","","",""
"72253090","098602","5002","0.00","","","","",""
"72254015","098602","5002","0.00","","","","",""
"72254090","098602","5002","0.00","","","","",""
"72261910","098602","5002","0.00","","","","",""
"72269120","098602","5002","0.00","","","","",""
"72269191","098602","5002","0.00","","","","",""
"72269199","098602","5002","0.00","","","","",""
"72091500","098203","EU","0.00","","","","",""
"72091690","098203","EU","0.00","","","","",""
"72091790","098203","EU","0.00","","","","",""
"72091891","098203","EU","0.00","","","","",""
"72092500","098203","EU","0.00","","","","",""
"72092690","098203","EU","0.00","","","","",""
"72092790","098203","EU","0.00","","","","",""
"72092890","098203","EU","0.00","","","","",""
"72099020","098203","EU","0.00","","","","",""
"72099080","098203","EU","0.00","","","","",""
"72112320","098203","EU","0.00","","","","",""
"72112330","098203","EU","0.00","","","","",""
"72112380","098203","EU","0.00","","","","",""
"72112900","098203","EU","0.00","","","","",""
"72119020","098203","EU","0.00","","","","",""
"72119080","098203","EU","0.00","","","","",""
"72255020","098203","EU","0.00","","","","",""
"72255080","098203","EU","0.00","","","","",""
"72262000","098203","EU","0.00","","","","",""
"72269200","098203","EU","0.00","","","","",""
"72091500","098802","KR","0.00","","","","",""
"72091690","098802","KR","0.00","","","","",""
"72091790","098802","KR","0.00","","","","",""
"72091891","098802","KR","0.00","","","","",""
"72092500","098802","KR","0.00","","","","",""
"72092690","098802","KR","0.00","","","","",""
"72092790","098802","KR","0.00","","","","",""
"72092890","098802","KR","0.00","","","","",""
"72099020","098802","KR","0.00","","","","",""
"72099080","098802","KR","0.00","","","","",""
"72112320","098802","KR","0.00","","","","",""
"72112330","098802","KR","0.00","","","","",""
"72112380","098802","KR","0.00","","","","",""
"72112900","098802","KR","0.00","","","","",""
"72119020","098802","KR","0.00","","","","",""
"72119080","098802","KR","0.00","","","","",""
"72255020","098802","KR","0.00","","","","",""
"72255080","098802","KR","0.00","","","","",""
"72262000","098802","KR","0.00","","","","",""
"72269200","098802","KR","0.00","","","","",""
"72091500","098801","IN","0.00","","","","",""
"72091690","098801","IN","0.00","","","","",""
"72091790","098801","IN","0.00","","","","",""
"72091891","098801","IN","0.00","","","","",""
"72092500","098801","IN","0.00","","","","",""
"72092690","098801","IN","0.00","","","","",""
"72092790","098801","IN","0.00","","","","",""
"72092890","098801","IN","0.00","","","","",""
"72099020","098801","IN","0.00","","","","",""
"72099080","098801","IN","0.00","","","","",""
"72112320","098801","IN","0.00","","","","",""
"72112330","098801","IN","0.00","","","","",""
"72112380","098801","IN","0.00","","","","",""
"72112900","098801","IN","0.00","","","","",""
"72119020","098801","IN","0.00","","","","",""
"72119080","098801","IN","0.00","","","","",""
"72255020","098801","IN","0.00","","","","",""
"72255080","098801","IN","0.00","","","","",""
"72262000","098801","IN","0.00","","","","",""
"72269200","098801","IN","0.00","","","","",""
"72091500","098604","5002","0.00","","","","",""
"72091690","098604","5002","0.00","","","","",""
"72091790","098604","5002","0.00","","","","",""
"72091891","098604","5002","0.00","","","","",""
"72092500","098604","5002","0.00","","","","",""
"72092690","098604","5002","0.00","","","","",""
"72092790","098604","5002","0.00","","","","",""
"72092890","098604","5002","0.00","","","","",""
"72099020","098604","5002","0.00","","","","",""
"72099080","098604","5002","0.00","","","","",""
"72112320","098604","5002","0.00","","","","",""
"72112330","098604","5002","0.00","","","","",""
"72112380","098604","5002","0.00","","","","",""
"72112900","098604","5002","0.00","","","","",""
"72119020","098604","5002","0.00","","","","",""
"72119080","098604","5002","0.00","","","","",""
"72255020","098604","5002","0.00","","","","",""
"72255080","098604","5002","0.00","","","","",""
"72262000","098604","5002","0.00","","","","",""
"72269200","098604","5002","0.00","","","","",""
"72107080","098204","EU","0.00","","","","",""
"72124080","098204","EU","0.00","","","","",""
"72107080","098827","KR","0.00","","","","",""
"72124080","098827","KR","0.00","","","","",""
"72107080","098614","5002","0.00","","","","",""
"72124080","098614","5002","0.00","","","","",""
